metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr,run_name
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.4195717400332226,0.4128571428571428,0.0194375952659786,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.2999479166666666,0.3095833333333333,0.0201626012818631,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.34843871124031,0.3399999999999999,0.0210622040149366,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.2036664244186046,0.17,0.0435140343675058,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.4246705426356589,0.3837209302325581,0.0441646864029238,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.3405365794573643,0.2651162790697675,0.0491008530402046,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.5020421511627907,0.51,0.0682996174933943,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.8176998546511628,0.8266666666666667,0.0187111681096241,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.0993492748717242,1.048759689922481,0.074264879904734,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.7592191436566789,0.7117094017094017,0.1181482946343989,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.6447204194985487,1.6318604651162791,0.0689396916282923,demographic_only_row_resampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.8941082614599452,0.8060846560846561,0.055675064156513,demographic_only_row_resampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.2657142857142857,0.2585714285714286,0.0284521318976945,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.2199999999999999,0.2099999999999999,0.0316227766016837,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.175,0.1699999999999999,0.068495741960115,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.12,0.1099999999999999,0.0316227766016838,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.355,0.2999999999999999,0.0767571929311297,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.505,0.5,0.0634428877022475,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.145,0.17,0.0434932945023329,twin_sampled_seed_0_gpt_5_mini
delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.3399999999999999,0.35,0.0469041575982342,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.3288169642857143,0.3198214285714286,0.0126962414535266,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.3399479166666667,0.35,0.0211214067662341,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.2784895833333333,0.2666666666666666,0.0161931374692965,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.0761979166666666,0.0575,0.0158665530075148,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.2903125,0.2608333333333333,0.0305875976250542,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.2018229166666666,0.1166666666666666,0.0501897567495701,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.4493229166666667,0.42,0.0286371798798329,twin_sampled_seed_0_gpt_5_mini
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.665625,0.66,0.0154593066480045,twin_sampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,0.982712966346632,1.010822317891503,0.0406468762950105,twin_sampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.6541222130108219,0.6954204204204204,0.048802619130443,twin_sampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.8422620168236377,1.94125,0.076957301749822,twin_sampled_seed_0_gpt_5_mini
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.4517546692054359,0.40875,0.0393359092387938,twin_sampled_seed_0_gpt_5_mini
