n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID,ValInstr,UncIntr,ValUnc,3Qway
34,75,6,1,425,1,1,4,61479ed0d0f07687537f23a5,425,75,31875,31875
35,70,6,1,465,1,1,4,61479ed0d0f07687537f23a5,465,70,32550,32550
36,91,6,0,-496,1,1,4,61479ed0d0f07687537f23a5,-496,91,-45136,-45136
37,87,6,1,496,1,1,4,61479ed0d0f07687537f23a5,496,87,43152,43152
38,91,6,0,-454,1,1,4,61479ed0d0f07687537f23a5,-454,91,-41314,-41314
40,17,6,0,-402,1,1,4,61479ed0d0f07687537f23a5,-402,17,-6834,-6834
41,75,6,1,468,1,1,4,61479ed0d0f07687537f23a5,468,75,35100,35100
42,28,6,0,-480,1,1,4,61479ed0d0f07687537f23a5,-480,28,-13440,-13440
43,47,6,1,475,1,1,4,61479ed0d0f07687537f23a5,475,47,22325,22325
44,52,6,1,491,1,1,4,61479ed0d0f07687537f23a5,491,52,25532,25532
46,10,6,1,418,1,1,4,61479ed0d0f07687537f23a5,418,10,4180,4180
47,64,6,0,-411,1,1,4,61479ed0d0f07687537f23a5,-411,64,-26304,-26304
48,91,6,0,-489,1,1,4,61479ed0d0f07687537f23a5,-489,91,-44499,-44499
1,57,5,1,424,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,24168,0
2,27,3,0,-463,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-12501,0
3,31,4,1,445,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,13795,0
4,29,4,0,-491,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-14239,0
5,4,0,1,431,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,1724,0
7,93,6,0,-401,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-37293,0
8,48,4,0,-456,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-21888,0
9,4,1,0,-465,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-1860,0
11,81,6,1,443,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,35883,0
12,80,5,0,-465,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-37200,0
13,4,1,1,496,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,1984,0
14,21,3,0,-481,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-10101,0
15,45,5,0,-467,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-21015,0
17,95,6,1,484,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,45980,0
18,5,0,1,489,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,2445,0
19,33,5,0,-444,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-14652,0
20,39,6,1,403,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,15717,0
21,40,5,1,500,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,20000,0
22,97,6,0,-452,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-43844,0
24,61,6,0,-449,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-27389,0
25,47,6,1,434,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,20398,0
27,34,5,1,477,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,16218,0
28,60,6,1,455,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,27300,0
29,23,5,1,491,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,11293,0
30,42,5,1,432,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,18144,0
32,69,6,1,478,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,32982,0
33,3,1,1,406,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,1218,0
34,9,2,0,-475,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-4275,0
35,64,6,0,-453,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-28992,0
36,97,6,1,412,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,39964,0
37,76,6,1,475,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,36100,0
38,35,5,1,422,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,14770,0
40,8,1,0,-424,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-3392,0
41,48,5,1,441,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,21168,0
42,22,4,0,-439,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-9658,0
43,50,5,1,433,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,21650,0
44,9,1,1,412,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,3708,0
46,80,6,0,-412,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-32960,0
47,72,6,0,-486,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-34992,0
48,5,1,0,-408,0,1,4,6150e5601a0e7a3fbcfb9bfb,0,0,-2040,0
1,2,1,0,-440,1,1,4,6150e5601a0e7a3fbcfb9bfb,-440,2,-880,-880
2,9,1,1,478,1,1,4,6150e5601a0e7a3fbcfb9bfb,478,9,4302,4302
3,32,4,0,-475,1,1,4,6150e5601a0e7a3fbcfb9bfb,-475,32,-15200,-15200
4,63,5,1,442,1,1,4,6150e5601a0e7a3fbcfb9bfb,442,63,27846,27846
5,99,6,0,-477,1,1,4,6150e5601a0e7a3fbcfb9bfb,-477,99,-47223,-47223
7,74,6,0,-482,1,1,4,6150e5601a0e7a3fbcfb9bfb,-482,74,-35668,-35668
8,44,4,1,403,1,1,4,6150e5601a0e7a3fbcfb9bfb,403,44,17732,17732
9,68,5,1,495,1,1,4,6150e5601a0e7a3fbcfb9bfb,495,68,33660,33660
11,78,5,0,-440,1,1,4,6150e5601a0e7a3fbcfb9bfb,-440,78,-34320,-34320
12,21,3,1,447,1,1,4,6150e5601a0e7a3fbcfb9bfb,447,21,9387,9387
13,42,4,1,465,1,1,4,6150e5601a0e7a3fbcfb9bfb,465,42,19530,19530
14,15,3,0,-430,1,1,4,6150e5601a0e7a3fbcfb9bfb,-430,15,-6450,-6450
15,36,3,0,-469,1,1,4,6150e5601a0e7a3fbcfb9bfb,-469,36,-16884,-16884
17,57,4,0,-438,1,1,4,6150e5601a0e7a3fbcfb9bfb,-438,57,-24966,-24966
18,57,3,0,-485,1,1,4,6150e5601a0e7a3fbcfb9bfb,-485,57,-27645,-27645
19,43,4,0,-497,1,1,4,6150e5601a0e7a3fbcfb9bfb,-497,43,-21371,-21371
20,74,5,0,-438,1,1,4,6150e5601a0e7a3fbcfb9bfb,-438,74,-32412,-32412
21,7,2,0,-489,1,1,4,6150e5601a0e7a3fbcfb9bfb,-489,7,-3423,-3423
22,22,3,0,-468,1,1,4,6150e5601a0e7a3fbcfb9bfb,-468,22,-10296,-10296
24,99,6,1,495,1,1,4,6150e5601a0e7a3fbcfb9bfb,495,99,49005,49005
25,98,6,0,-458,1,1,4,6150e5601a0e7a3fbcfb9bfb,-458,98,-44884,-44884
27,66,5,1,434,1,1,4,6150e5601a0e7a3fbcfb9bfb,434,66,28644,28644
28,29,2,0,-469,1,1,4,6150e5601a0e7a3fbcfb9bfb,-469,29,-13601,-13601
29,29,4,1,489,1,1,4,6150e5601a0e7a3fbcfb9bfb,489,29,14181,14181
30,73,5,0,-482,1,1,4,6150e5601a0e7a3fbcfb9bfb,-482,73,-35186,-35186
32,4,1,0,-459,1,1,4,6150e5601a0e7a3fbcfb9bfb,-459,4,-1836,-1836
33,95,6,0,-423,1,1,4,6150e5601a0e7a3fbcfb9bfb,-423,95,-40185,-40185
34,58,5,1,489,1,1,4,6150e5601a0e7a3fbcfb9bfb,489,58,28362,28362
35,9,3,1,455,1,1,4,6150e5601a0e7a3fbcfb9bfb,455,9,4095,4095
36,27,3,1,490,1,1,4,6150e5601a0e7a3fbcfb9bfb,490,27,13230,13230
37,26,4,1,427,1,1,4,6150e5601a0e7a3fbcfb9bfb,427,26,11102,11102
38,83,6,1,482,1,1,4,6150e5601a0e7a3fbcfb9bfb,482,83,40006,40006
40,72,6,1,428,1,1,4,6150e5601a0e7a3fbcfb9bfb,428,72,30816,30816
41,47,5,0,-414,1,1,4,6150e5601a0e7a3fbcfb9bfb,-414,47,-19458,-19458
42,90,6,0,-441,1,1,4,6150e5601a0e7a3fbcfb9bfb,-441,90,-39690,-39690
43,5,1,1,490,1,1,4,6150e5601a0e7a3fbcfb9bfb,490,5,2450,2450
44,87,6,1,423,1,1,4,6150e5601a0e7a3fbcfb9bfb,423,87,36801,36801
46,19,5,1,400,1,1,4,6150e5601a0e7a3fbcfb9bfb,400,19,7600,7600
47,38,5,1,413,1,1,4,6150e5601a0e7a3fbcfb9bfb,413,38,15694,15694
48,95,6,1,440,1,1,4,6150e5601a0e7a3fbcfb9bfb,440,95,41800,41800
1,36,0,1,412,0,1,4,615f0c2cab82bb38958bfd7f,0,0,14832,0
2,3,0,1,440,0,1,4,615f0c2cab82bb38958bfd7f,0,0,1320,0
3,59,0,0,-409,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-24131,0
4,76,0,1,478,0,1,4,615f0c2cab82bb38958bfd7f,0,0,36328,0
5,89,0,0,-488,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-43432,0
7,32,0,0,-480,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-15360,0
8,12,0,1,462,0,1,4,615f0c2cab82bb38958bfd7f,0,0,5544,0
9,76,0,1,411,0,1,4,615f0c2cab82bb38958bfd7f,0,0,31236,0
11,52,0,1,420,0,1,4,615f0c2cab82bb38958bfd7f,0,0,21840,0
12,63,0,0,-448,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-28224,0
13,29,0,1,487,0,1,4,615f0c2cab82bb38958bfd7f,0,0,14123,0
14,47,0,1,487,0,1,4,615f0c2cab82bb38958bfd7f,0,0,22889,0
15,66,0,1,476,0,1,4,615f0c2cab82bb38958bfd7f,0,0,31416,0
17,32,0,0,-426,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-13632,0
18,16,0,0,-485,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-7760,0
19,22,0,1,400,0,1,4,615f0c2cab82bb38958bfd7f,0,0,8800,0
20,97,0,1,473,0,1,4,615f0c2cab82bb38958bfd7f,0,0,45881,0
21,54,0,0,-414,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-22356,0
22,27,0,0,-485,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-13095,0
24,44,0,1,465,0,1,4,615f0c2cab82bb38958bfd7f,0,0,20460,0
25,66,0,0,-480,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-31680,0
27,32,0,0,-458,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-14656,0
28,75,0,1,465,0,1,4,615f0c2cab82bb38958bfd7f,0,0,34875,0
29,81,0,1,471,0,1,4,615f0c2cab82bb38958bfd7f,0,0,38151,0
30,42,0,0,-464,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-19488,0
32,91,0,0,-494,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-44954,0
33,40,0,1,478,0,1,4,615f0c2cab82bb38958bfd7f,0,0,19120,0
34,64,0,0,-477,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-30528,0
35,58,0,0,-453,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-26274,0
36,90,0,0,-439,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-39510,0
37,19,0,0,-498,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-9462,0
38,72,0,0,-406,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-29232,0
40,26,0,0,-472,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-12272,0
41,57,0,0,-451,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-25707,0
42,78,0,0,-494,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-38532,0
43,95,0,0,-483,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-45885,0
44,64,0,0,-478,0,1,4,615f0c2cab82bb38958bfd7f,0,0,-30592,0
46,40,0,1,493,0,1,4,615f0c2cab82bb38958bfd7f,0,0,19720,0
47,94,0,1,435,0,1,4,615f0c2cab82bb38958bfd7f,0,0,40890,0
48,43,0,1,498,0,1,4,615f0c2cab82bb38958bfd7f,0,0,21414,0
1,33,6,1,487,1,1,4,615f0c2cab82bb38958bfd7f,487,33,16071,16071
2,12,6,0,-449,1,1,4,615f0c2cab82bb38958bfd7f,-449,12,-5388,-5388
3,80,6,0,-429,1,1,4,615f0c2cab82bb38958bfd7f,-429,80,-34320,-34320
4,89,6,1,426,1,1,4,615f0c2cab82bb38958bfd7f,426,89,37914,37914
5,50,6,0,-419,1,1,4,615f0c2cab82bb38958bfd7f,-419,50,-20950,-20950
7,47,6,0,-426,1,1,4,615f0c2cab82bb38958bfd7f,-426,47,-20022,-20022
8,72,6,1,426,1,1,4,615f0c2cab82bb38958bfd7f,426,72,30672,30672
9,79,6,0,-471,1,1,4,615f0c2cab82bb38958bfd7f,-471,79,-37209,-37209
11,2,6,1,418,1,1,4,615f0c2cab82bb38958bfd7f,418,2,836,836
12,35,6,0,-438,1,1,4,615f0c2cab82bb38958bfd7f,-438,35,-15330,-15330
13,34,6,1,413,1,1,4,615f0c2cab82bb38958bfd7f,413,34,14042,14042
14,45,6,1,440,1,1,4,615f0c2cab82bb38958bfd7f,440,45,19800,19800
15,87,6,0,-438,1,1,4,615f0c2cab82bb38958bfd7f,-438,87,-38106,-38106
17,33,6,0,-424,1,1,4,615f0c2cab82bb38958bfd7f,-424,33,-13992,-13992
18,75,6,0,-449,1,1,4,615f0c2cab82bb38958bfd7f,-449,75,-33675,-33675
19,70,6,1,421,1,1,4,615f0c2cab82bb38958bfd7f,421,70,29470,29470
20,76,6,1,487,1,1,4,615f0c2cab82bb38958bfd7f,487,76,37012,37012
21,65,6,0,-426,1,1,4,615f0c2cab82bb38958bfd7f,-426,65,-27690,-27690
22,18,6,1,455,1,1,4,615f0c2cab82bb38958bfd7f,455,18,8190,8190
24,9,6,0,-471,1,1,4,615f0c2cab82bb38958bfd7f,-471,9,-4239,-4239
25,38,6,1,423,1,1,4,615f0c2cab82bb38958bfd7f,423,38,16074,16074
27,4,6,0,-477,1,1,4,615f0c2cab82bb38958bfd7f,-477,4,-1908,-1908
28,11,6,0,-486,1,1,4,615f0c2cab82bb38958bfd7f,-486,11,-5346,-5346
29,28,6,1,441,1,1,4,615f0c2cab82bb38958bfd7f,441,28,12348,12348
30,80,6,1,412,1,1,4,615f0c2cab82bb38958bfd7f,412,80,32960,32960
32,27,6,0,-494,1,1,4,615f0c2cab82bb38958bfd7f,-494,27,-13338,-13338
33,80,6,0,-486,1,1,4,615f0c2cab82bb38958bfd7f,-486,80,-38880,-38880
34,2,6,1,440,1,1,4,615f0c2cab82bb38958bfd7f,440,2,880,880
35,97,6,0,-402,1,1,4,615f0c2cab82bb38958bfd7f,-402,97,-38994,-38994
36,52,6,0,-441,1,1,4,615f0c2cab82bb38958bfd7f,-441,52,-22932,-22932
37,79,6,1,490,1,1,4,615f0c2cab82bb38958bfd7f,490,79,38710,38710
38,40,6,1,446,1,1,4,615f0c2cab82bb38958bfd7f,446,40,17840,17840
40,65,6,1,493,1,1,4,615f0c2cab82bb38958bfd7f,493,65,32045,32045
41,20,6,1,424,1,1,4,615f0c2cab82bb38958bfd7f,424,20,8480,8480
42,97,6,1,435,1,1,4,615f0c2cab82bb38958bfd7f,435,97,42195,42195
43,11,6,0,-465,1,1,4,615f0c2cab82bb38958bfd7f,-465,11,-5115,-5115
44,99,6,0,-443,1,1,4,615f0c2cab82bb38958bfd7f,-443,99,-43857,-43857
46,81,6,1,447,1,1,4,615f0c2cab82bb38958bfd7f,447,81,36207,36207
47,16,6,0,-437,1,1,4,615f0c2cab82bb38958bfd7f,-437,16,-6992,-6992
48,20,6,1,434,1,1,4,615f0c2cab82bb38958bfd7f,434,20,8680,8680
1,56,3,1,417,0,1,4,616437a7882ca1d66da11c4f,0,0,23352,0
2,55,1,0,-456,0,1,4,616437a7882ca1d66da11c4f,0,0,-25080,0
3,91,1,0,-490,0,1,4,616437a7882ca1d66da11c4f,0,0,-44590,0
4,23,5,1,423,0,1,4,616437a7882ca1d66da11c4f,0,0,9729,0
5,27,3,0,-437,0,1,4,616437a7882ca1d66da11c4f,0,0,-11799,0
7,25,6,0,-417,0,1,4,616437a7882ca1d66da11c4f,0,0,-10425,0
8,52,5,1,462,0,1,4,616437a7882ca1d66da11c4f,0,0,24024,0
9,47,5,1,488,0,1,4,616437a7882ca1d66da11c4f,0,0,22936,0
11,56,5,0,-426,0,1,4,616437a7882ca1d66da11c4f,0,0,-23856,0
12,46,5,0,-481,0,1,4,616437a7882ca1d66da11c4f,0,0,-22126,0
13,9,6,1,432,0,1,4,616437a7882ca1d66da11c4f,0,0,3888,0
14,6,6,0,-434,0,1,4,616437a7882ca1d66da11c4f,0,0,-2604,0
15,59,5,0,-459,0,1,4,616437a7882ca1d66da11c4f,0,0,-27081,0
17,46,5,1,417,0,1,4,616437a7882ca1d66da11c4f,0,0,19182,0
18,78,5,1,428,0,1,4,616437a7882ca1d66da11c4f,0,0,33384,0
19,83,5,1,451,0,1,4,616437a7882ca1d66da11c4f,0,0,37433,0
20,74,5,1,419,0,1,4,616437a7882ca1d66da11c4f,0,0,31006,0
21,80,3,1,414,0,1,4,616437a7882ca1d66da11c4f,0,0,33120,0
22,37,3,0,-405,0,1,4,616437a7882ca1d66da11c4f,0,0,-14985,0
24,7,5,0,-404,0,1,4,616437a7882ca1d66da11c4f,0,0,-2828,0
25,87,3,0,-471,0,1,4,616437a7882ca1d66da11c4f,0,0,-40977,0
27,71,3,0,-448,0,1,4,616437a7882ca1d66da11c4f,0,0,-31808,0
28,95,1,1,407,0,1,4,616437a7882ca1d66da11c4f,0,0,38665,0
29,67,2,0,-438,0,1,4,616437a7882ca1d66da11c4f,0,0,-29346,0
30,4,6,1,465,0,1,4,616437a7882ca1d66da11c4f,0,0,1860,0
32,36,5,1,407,0,1,4,616437a7882ca1d66da11c4f,0,0,14652,0
33,20,6,1,435,0,1,4,616437a7882ca1d66da11c4f,0,0,8700,0
34,88,3,1,483,0,1,4,616437a7882ca1d66da11c4f,0,0,42504,0
35,46,5,1,474,0,1,4,616437a7882ca1d66da11c4f,0,0,21804,0
36,33,6,1,490,0,1,4,616437a7882ca1d66da11c4f,0,0,16170,0
37,25,2,0,-469,0,1,4,616437a7882ca1d66da11c4f,0,0,-11725,0
38,37,5,1,401,0,1,4,616437a7882ca1d66da11c4f,0,0,14837,0
40,45,2,0,-466,0,1,4,616437a7882ca1d66da11c4f,0,0,-20970,0
41,69,2,1,480,0,1,4,616437a7882ca1d66da11c4f,0,0,33120,0
42,12,6,1,421,0,1,4,616437a7882ca1d66da11c4f,0,0,5052,0
43,5,6,1,427,0,1,4,616437a7882ca1d66da11c4f,0,0,2135,0
44,58,2,0,-442,0,1,4,616437a7882ca1d66da11c4f,0,0,-25636,0
46,43,2,0,-416,0,1,4,616437a7882ca1d66da11c4f,0,0,-17888,0
47,43,4,0,-451,0,1,4,616437a7882ca1d66da11c4f,0,0,-19393,0
48,11,6,0,-477,0,1,4,616437a7882ca1d66da11c4f,0,0,-5247,0
1,31,6,0,-444,1,1,4,616437a7882ca1d66da11c4f,-444,31,-13764,-13764
2,64,4,0,-464,1,1,4,616437a7882ca1d66da11c4f,-464,64,-29696,-29696
3,86,6,1,488,1,1,4,616437a7882ca1d66da11c4f,488,86,41968,41968
4,4,6,0,-438,1,1,4,616437a7882ca1d66da11c4f,-438,4,-1752,-1752
5,68,6,0,-452,1,1,4,616437a7882ca1d66da11c4f,-452,68,-30736,-30736
7,19,6,1,466,1,1,4,616437a7882ca1d66da11c4f,466,19,8854,8854
8,31,6,0,-488,1,1,4,616437a7882ca1d66da11c4f,-488,31,-15128,-15128
9,39,6,0,-458,1,1,4,616437a7882ca1d66da11c4f,-458,39,-17862,-17862
11,97,6,0,-465,1,1,4,616437a7882ca1d66da11c4f,-465,97,-45105,-45105
12,80,5,1,462,1,1,4,616437a7882ca1d66da11c4f,462,80,36960,36960
13,61,5,1,402,1,1,4,616437a7882ca1d66da11c4f,402,61,24522,24522
14,74,5,1,454,1,1,4,616437a7882ca1d66da11c4f,454,74,33596,33596
15,9,6,1,407,1,1,4,616437a7882ca1d66da11c4f,407,9,3663,3663
17,4,6,1,417,1,1,4,616437a7882ca1d66da11c4f,417,4,1668,1668
18,5,6,1,439,1,1,4,616437a7882ca1d66da11c4f,439,5,2195,2195
19,54,6,1,469,1,1,4,616437a7882ca1d66da11c4f,469,54,25326,25326
20,42,5,1,478,1,1,4,616437a7882ca1d66da11c4f,478,42,20076,20076
21,80,4,0,-449,1,1,4,616437a7882ca1d66da11c4f,-449,80,-35920,-35920
22,75,5,0,-407,1,1,4,616437a7882ca1d66da11c4f,-407,75,-30525,-30525
24,35,6,1,405,1,1,4,616437a7882ca1d66da11c4f,405,35,14175,14175
25,73,5,1,494,1,1,4,616437a7882ca1d66da11c4f,494,73,36062,36062
27,9,6,1,464,1,1,4,616437a7882ca1d66da11c4f,464,9,4176,4176
28,59,5,1,457,1,1,4,616437a7882ca1d66da11c4f,457,59,26963,26963
29,45,4,0,-481,1,1,4,616437a7882ca1d66da11c4f,-481,45,-21645,-21645
30,88,6,0,-499,1,1,4,616437a7882ca1d66da11c4f,-499,88,-43912,-43912
32,78,4,0,-460,1,1,4,616437a7882ca1d66da11c4f,-460,78,-35880,-35880
33,50,6,1,410,1,1,4,616437a7882ca1d66da11c4f,410,50,20500,20500
34,60,5,0,-454,1,1,4,616437a7882ca1d66da11c4f,-454,60,-27240,-27240
35,67,5,1,407,1,1,4,616437a7882ca1d66da11c4f,407,67,27269,27269
36,65,4,1,431,1,1,4,616437a7882ca1d66da11c4f,431,65,28015,28015
37,90,3,0,-443,1,1,4,616437a7882ca1d66da11c4f,-443,90,-39870,-39870
38,94,4,0,-440,1,1,4,616437a7882ca1d66da11c4f,-440,94,-41360,-41360
40,28,6,1,439,1,1,4,616437a7882ca1d66da11c4f,439,28,12292,12292
41,47,4,0,-486,1,1,4,616437a7882ca1d66da11c4f,-486,47,-22842,-22842
42,88,3,1,498,1,1,4,616437a7882ca1d66da11c4f,498,88,43824,43824
43,82,4,0,-496,1,1,4,616437a7882ca1d66da11c4f,-496,82,-40672,-40672
44,39,4,0,-412,1,1,4,616437a7882ca1d66da11c4f,-412,39,-16068,-16068
46,14,6,0,-496,1,1,4,616437a7882ca1d66da11c4f,-496,14,-6944,-6944
47,76,4,1,417,1,1,4,616437a7882ca1d66da11c4f,417,76,31692,31692
48,82,5,1,435,1,1,4,616437a7882ca1d66da11c4f,435,82,35670,35670
1,91,5,0,-433,0,1,3,61fa93315719bc09cb834c22,0,0,-39403,0
2,21,1,0,-433,0,1,3,61fa93315719bc09cb834c22,0,0,-9093,0
3,85,5,1,454,0,1,3,61fa93315719bc09cb834c22,0,0,38590,0
4,21,3,0,-459,0,1,3,61fa93315719bc09cb834c22,0,0,-9639,0
5,33,1,1,431,0,1,3,61fa93315719bc09cb834c22,0,0,14223,0
7,7,4,0,-473,0,1,3,61fa93315719bc09cb834c22,0,0,-3311,0
8,13,5,1,419,0,1,3,61fa93315719bc09cb834c22,0,0,5447,0
9,59,2,1,401,0,1,3,61fa93315719bc09cb834c22,0,0,23659,0
11,29,3,1,445,0,1,3,61fa93315719bc09cb834c22,0,0,12905,0
12,9,2,0,-449,0,1,3,61fa93315719bc09cb834c22,0,0,-4041,0
13,44,2,0,-490,0,1,3,61fa93315719bc09cb834c22,0,0,-21560,0
14,61,4,1,438,0,1,3,61fa93315719bc09cb834c22,0,0,26718,0
15,15,1,0,-499,0,1,3,61fa93315719bc09cb834c22,0,0,-7485,0
17,20,1,0,-449,0,1,3,61fa93315719bc09cb834c22,0,0,-8980,0
18,73,1,1,471,0,1,3,61fa93315719bc09cb834c22,0,0,34383,0
19,61,4,0,-476,0,1,3,61fa93315719bc09cb834c22,0,0,-29036,0
20,53,2,1,420,0,1,3,61fa93315719bc09cb834c22,0,0,22260,0
21,72,2,0,-402,0,1,3,61fa93315719bc09cb834c22,0,0,-28944,0
22,88,5,0,-404,0,1,3,61fa93315719bc09cb834c22,0,0,-35552,0
24,75,5,1,432,0,1,3,61fa93315719bc09cb834c22,0,0,32400,0
25,70,2,0,-412,0,1,3,61fa93315719bc09cb834c22,0,0,-28840,0
27,21,2,1,430,0,1,3,61fa93315719bc09cb834c22,0,0,9030,0
28,69,2,0,-488,0,1,3,61fa93315719bc09cb834c22,0,0,-33672,0
29,33,5,0,-493,0,1,3,61fa93315719bc09cb834c22,0,0,-16269,0
30,54,4,1,441,0,1,3,61fa93315719bc09cb834c22,0,0,23814,0
32,12,2,0,-407,0,1,3,61fa93315719bc09cb834c22,0,0,-4884,0
33,73,6,0,-500,0,1,3,61fa93315719bc09cb834c22,0,0,-36500,0
34,97,5,1,443,0,1,3,61fa93315719bc09cb834c22,0,0,42971,0
35,52,2,0,-479,0,1,3,61fa93315719bc09cb834c22,0,0,-24908,0
36,61,2,1,493,0,1,3,61fa93315719bc09cb834c22,0,0,30073,0
37,65,2,0,-486,0,1,3,61fa93315719bc09cb834c22,0,0,-31590,0
38,6,4,1,422,0,1,3,61fa93315719bc09cb834c22,0,0,2532,0
40,61,4,1,401,0,1,3,61fa93315719bc09cb834c22,0,0,24461,0
41,36,5,1,486,0,1,3,61fa93315719bc09cb834c22,0,0,17496,0
42,29,1,0,-475,0,1,3,61fa93315719bc09cb834c22,0,0,-13775,0
43,68,1,0,-437,0,1,3,61fa93315719bc09cb834c22,0,0,-29716,0
44,40,1,0,-491,0,1,3,61fa93315719bc09cb834c22,0,0,-19640,0
46,68,2,1,498,0,1,3,61fa93315719bc09cb834c22,0,0,33864,0
47,47,1,0,-446,0,1,3,61fa93315719bc09cb834c22,0,0,-20962,0
48,64,4,0,-483,0,1,3,61fa93315719bc09cb834c22,0,0,-30912,0
1,77,4,0,-495,1,1,4,61fa93315719bc09cb834c22,-495,77,-38115,-38115
2,74,5,0,-479,1,1,4,61fa93315719bc09cb834c22,-479,74,-35446,-35446
3,89,2,0,-463,1,1,4,61fa93315719bc09cb834c22,-463,89,-41207,-41207
4,45,5,0,-416,1,1,4,61fa93315719bc09cb834c22,-416,45,-18720,-18720
5,6,5,0,-474,1,1,4,61fa93315719bc09cb834c22,-474,6,-2844,-2844
7,28,2,0,-417,1,1,4,61fa93315719bc09cb834c22,-417,28,-11676,-11676
8,84,5,0,-438,1,1,4,61fa93315719bc09cb834c22,-438,84,-36792,-36792
9,64,3,0,-466,1,1,4,61fa93315719bc09cb834c22,-466,64,-29824,-29824
11,37,5,1,412,1,1,4,61fa93315719bc09cb834c22,412,37,15244,15244
12,3,2,1,483,1,1,4,61fa93315719bc09cb834c22,483,3,1449,1449
13,17,2,1,430,1,1,4,61fa93315719bc09cb834c22,430,17,7310,7310
14,74,4,0,-472,1,1,4,61fa93315719bc09cb834c22,-472,74,-34928,-34928
15,9,5,0,-411,1,1,4,61fa93315719bc09cb834c22,-411,9,-3699,-3699
17,16,4,0,-432,1,1,4,61fa93315719bc09cb834c22,-432,16,-6912,-6912
18,49,5,1,440,1,1,4,61fa93315719bc09cb834c22,440,49,21560,21560
19,58,2,1,419,1,1,4,61fa93315719bc09cb834c22,419,58,24302,24302
20,5,5,1,439,1,1,4,61fa93315719bc09cb834c22,439,5,2195,2195
21,54,2,0,-466,1,1,4,61fa93315719bc09cb834c22,-466,54,-25164,-25164
22,91,5,1,444,1,1,4,61fa93315719bc09cb834c22,444,91,40404,40404
