n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,SeekFirst1,Predicted_MC,Old1,ValInstr,UncIntr,ValUnc,3w
7,9,1,0,-422,1,2,4,6062edb8e4285e2902380669,1,-422,0,-422,9,-3798,-3798
8,64,5,0,472,1,2,4,6062edb8e4285e2902380669,1,-455,0,472,64,30208,30208
9,97,5,0,421,1,2,4,6062edb8e4285e2902380669,1,-432,0,421,97,40837,40837
11,76,5,0,445,1,2,4,6062edb8e4285e2902380669,1,-433,0,445,76,33820,33820
12,72,4,0,457,1,2,4,6062edb8e4285e2902380669,1,-418,0,457,72,32904,32904
13,67,4,1,486,1,2,4,6062edb8e4285e2902380669,1,472,0,486,67,32562,32562
14,3,4,1,449,1,2,4,6062edb8e4285e2902380669,1,449,0,449,3,1347,1347
15,78,3,0,456,1,2,4,6062edb8e4285e2902380669,1,-443,0,456,78,35568,35568
17,21,5,0,-423,1,2,4,6062edb8e4285e2902380669,1,-423,0,-423,21,-8883,-8883
18,31,1,0,-499,1,2,4,6062edb8e4285e2902380669,1,-499,0,-499,31,-15469,-15469
19,24,4,0,-500,1,2,4,6062edb8e4285e2902380669,1,-500,0,-500,24,-12000,-12000
20,91,5,0,-432,1,2,4,6062edb8e4285e2902380669,1,-455,0,-432,91,-39312,-39312
21,73,4,0,415,1,2,4,6062edb8e4285e2902380669,1,-472,0,415,73,30295,30295
22,58,3,1,447,1,2,4,6062edb8e4285e2902380669,1,500,0,447,58,25926,25926
24,93,3,1,-423,1,2,4,6062edb8e4285e2902380669,1,411,0,-423,93,-39339,-39339
25,50,3,0,420,1,2,4,6062edb8e4285e2902380669,1,-440,0,420,50,21000,21000
27,60,3,0,-433,1,2,4,6062edb8e4285e2902380669,1,-433,0,-433,60,-25980,-25980
28,12,3,0,-435,1,2,4,6062edb8e4285e2902380669,1,-435,0,-435,12,-5220,-5220
29,90,3,0,-440,1,2,4,6062edb8e4285e2902380669,1,-467,0,-440,90,-39600,-39600
30,32,4,1,434,1,2,4,6062edb8e4285e2902380669,1,402,0,434,32,13888,13888
32,41,4,0,-482,1,2,4,6062edb8e4285e2902380669,1,-423,0,-482,41,-19762,-19762
33,90,0,1,424,1,2,4,6062edb8e4285e2902380669,1,445,0,424,90,38160,38160
34,56,6,1,-480,1,2,4,6062edb8e4285e2902380669,1,416,0,-480,56,-26880,-26880
35,96,5,1,463,1,2,4,6062edb8e4285e2902380669,1,427,0,463,96,44448,44448
36,92,6,0,482,1,2,4,6062edb8e4285e2902380669,1,-451,0,482,92,44344,44344
37,29,6,0,-407,1,2,4,6062edb8e4285e2902380669,1,-407,0,-407,29,-11803,-11803
38,12,0,1,497,1,2,4,6062edb8e4285e2902380669,1,497,0,497,12,5964,5964
40,89,3,0,-427,1,2,4,6062edb8e4285e2902380669,1,-428,0,-427,89,-38003,-38003
41,86,4,1,449,1,2,4,6062edb8e4285e2902380669,1,489,0,449,86,38614,38614
42,12,4,0,-494,1,2,4,6062edb8e4285e2902380669,1,-494,0,-494,12,-5928,-5928
43,15,4,1,435,1,2,4,6062edb8e4285e2902380669,1,435,0,435,15,6525,6525
44,62,5,0,-444,1,2,4,6062edb8e4285e2902380669,1,-444,0,-444,62,-27528,-27528
46,5,4,0,-433,1,2,4,6062edb8e4285e2902380669,1,-433,0,-433,5,-2165,-2165
47,62,2,0,-486,1,2,4,6062edb8e4285e2902380669,1,-486,0,-486,62,-30132,-30132
48,50,0,0,-488,1,2,4,6062edb8e4285e2902380669,1,-488,0,-488,50,-24400,-24400
1,90,6,1,-413,0,2,4,60a80b94d69f431bebf939e9,1,483,1,0,0,-37170,0
2,29,3,1,466,0,2,4,60a80b94d69f431bebf939e9,1,466,1,0,0,13514,0
3,78,3,1,432,0,2,4,60a80b94d69f431bebf939e9,1,401,1,0,0,33696,0
4,79,5,1,493,0,2,4,60a80b94d69f431bebf939e9,1,461,1,0,0,38947,0
5,20,4,1,424,0,2,4,60a80b94d69f431bebf939e9,1,424,1,0,0,8480,0
7,99,6,0,435,0,2,4,60a80b94d69f431bebf939e9,1,-414,1,0,0,43065,0
8,82,3,1,422,0,2,4,60a80b94d69f431bebf939e9,1,421,1,0,0,34604,0
9,81,6,1,-456,0,2,4,60a80b94d69f431bebf939e9,1,499,1,0,0,-36936,0
11,2,0,1,458,0,2,4,60a80b94d69f431bebf939e9,1,458,1,0,0,916,0
12,69,5,0,459,0,2,4,60a80b94d69f431bebf939e9,1,-442,1,0,0,31671,0
13,77,1,1,426,0,2,4,60a80b94d69f431bebf939e9,1,408,1,0,0,32802,0
14,57,6,1,-472,0,2,4,60a80b94d69f431bebf939e9,1,456,1,0,0,-26904,0
15,60,0,1,427,0,2,4,60a80b94d69f431bebf939e9,1,427,1,0,0,25620,0
17,41,1,1,482,0,2,4,60a80b94d69f431bebf939e9,1,482,1,0,0,19762,0
18,75,6,0,494,0,2,4,60a80b94d69f431bebf939e9,1,-433,1,0,0,37050,0
19,80,1,1,454,0,2,4,60a80b94d69f431bebf939e9,1,420,1,0,0,36320,0
20,33,3,0,-415,0,2,4,60a80b94d69f431bebf939e9,1,-415,1,0,0,-13695,0
21,48,2,1,462,0,2,4,60a80b94d69f431bebf939e9,1,470,1,0,0,22176,0
22,67,2,1,425,0,2,4,60a80b94d69f431bebf939e9,1,425,1,0,0,28475,0
24,52,5,1,-470,0,2,4,60a80b94d69f431bebf939e9,1,495,1,0,0,-24440,0
25,66,5,0,422,0,2,4,60a80b94d69f431bebf939e9,1,-417,1,0,0,27852,0
27,24,3,0,-458,0,2,4,60a80b94d69f431bebf939e9,1,-458,1,0,0,-10992,0
28,47,4,0,-463,0,2,4,60a80b94d69f431bebf939e9,1,-417,1,0,0,-21761,0
29,58,5,1,-436,0,2,4,60a80b94d69f431bebf939e9,1,417,1,0,0,-25288,0
30,32,4,0,-431,0,2,4,60a80b94d69f431bebf939e9,1,-429,1,0,0,-13792,0
32,24,3,1,461,0,2,4,60a80b94d69f431bebf939e9,1,461,1,0,0,11064,0
33,91,6,1,447,0,2,4,60a80b94d69f431bebf939e9,1,447,1,0,0,40677,0
34,20,3,0,-489,0,2,4,60a80b94d69f431bebf939e9,1,-489,1,0,0,-9780,0
35,64,4,0,479,0,2,4,60a80b94d69f431bebf939e9,1,-491,1,0,0,30656,0
36,77,2,0,-473,0,2,4,60a80b94d69f431bebf939e9,1,-499,1,0,0,-36421,0
37,88,6,0,492,0,2,4,60a80b94d69f431bebf939e9,1,-421,1,0,0,43296,0
38,70,3,1,-462,0,2,4,60a80b94d69f431bebf939e9,1,404,1,0,0,-32340,0
40,76,6,0,473,0,2,4,60a80b94d69f431bebf939e9,1,-500,1,0,0,35948,0
41,79,2,0,-465,0,2,4,60a80b94d69f431bebf939e9,1,-465,1,0,0,-36735,0
42,46,2,0,-465,0,2,4,60a80b94d69f431bebf939e9,1,-465,1,0,0,-21390,0
43,17,3,1,458,0,2,4,60a80b94d69f431bebf939e9,1,458,1,0,0,7786,0
44,73,3,1,433,0,2,4,60a80b94d69f431bebf939e9,1,492,1,0,0,31609,0
46,61,3,1,421,0,2,4,60a80b94d69f431bebf939e9,1,421,1,0,0,25681,0
47,92,6,1,-454,0,2,4,60a80b94d69f431bebf939e9,1,430,1,0,0,-41768,0
48,72,3,1,412,0,2,4,60a80b94d69f431bebf939e9,1,427,1,0,0,29664,0
1,40,6,0,-485,1,2,4,60a80b94d69f431bebf939e9,1,-499,1,-485,40,-19400,-19400
2,18,6,0,-421,1,2,4,60a80b94d69f431bebf939e9,1,-421,1,-421,18,-7578,-7578
3,12,6,0,-492,1,2,4,60a80b94d69f431bebf939e9,1,-492,1,-492,12,-5904,-5904
4,50,6,0,-424,1,2,4,60a80b94d69f431bebf939e9,1,-413,1,-424,50,-21200,-21200
5,96,6,1,498,1,2,4,60a80b94d69f431bebf939e9,1,433,1,498,96,47808,47808
7,89,6,1,459,1,2,4,60a80b94d69f431bebf939e9,1,451,1,459,89,40851,40851
8,16,6,1,464,1,2,4,60a80b94d69f431bebf939e9,1,464,1,464,16,7424,7424
9,39,6,1,-414,1,2,4,60a80b94d69f431bebf939e9,1,435,1,-414,39,-16146,-16146
11,77,6,1,-485,1,2,4,60a80b94d69f431bebf939e9,1,449,1,-485,77,-37345,-37345
12,46,6,0,-435,1,2,4,60a80b94d69f431bebf939e9,1,-492,1,-435,46,-20010,-20010
13,13,6,1,494,1,2,4,60a80b94d69f431bebf939e9,1,494,1,494,13,6422,6422
14,70,6,0,430,1,2,4,60a80b94d69f431bebf939e9,1,-440,1,430,70,30100,30100
15,59,6,0,-439,1,2,4,60a80b94d69f431bebf939e9,1,-438,1,-439,59,-25901,-25901
17,82,6,1,-420,1,2,4,60a80b94d69f431bebf939e9,1,478,1,-420,82,-34440,-34440
18,24,6,0,-439,1,2,4,60a80b94d69f431bebf939e9,1,-439,1,-439,24,-10536,-10536
19,13,6,0,-486,1,2,4,60a80b94d69f431bebf939e9,1,-486,1,-486,13,-6318,-6318
20,82,6,0,-441,1,2,4,60a80b94d69f431bebf939e9,1,-479,1,-441,82,-36162,-36162
21,3,6,1,409,1,2,4,60a80b94d69f431bebf939e9,1,409,1,409,3,1227,1227
22,24,6,1,448,1,2,4,60a80b94d69f431bebf939e9,1,448,1,448,24,10752,10752
24,64,6,0,406,1,2,4,60a80b94d69f431bebf939e9,1,-469,1,406,64,25984,25984
25,90,6,1,-485,1,2,4,60a80b94d69f431bebf939e9,1,472,1,-485,90,-43650,-43650
27,16,6,0,-436,1,2,4,60a80b94d69f431bebf939e9,1,-436,1,-436,16,-6976,-6976
28,10,6,0,-432,1,2,4,60a80b94d69f431bebf939e9,1,-432,1,-432,10,-4320,-4320
29,42,6,0,-430,1,2,4,60a80b94d69f431bebf939e9,1,-430,1,-430,42,-18060,-18060
30,67,6,0,473,1,2,4,60a80b94d69f431bebf939e9,1,-473,1,473,67,31691,31691
32,36,6,0,-428,1,2,4,60a80b94d69f431bebf939e9,1,-428,1,-428,36,-15408,-15408
33,19,6,1,458,1,2,4,60a80b94d69f431bebf939e9,1,458,1,458,19,8702,8702
34,19,6,0,-409,1,2,4,60a80b94d69f431bebf939e9,1,-409,1,-409,19,-7771,-7771
35,15,6,1,-453,1,2,4,60a80b94d69f431bebf939e9,1,441,1,-453,15,-6795,-6795
36,51,6,1,413,1,2,4,60a80b94d69f431bebf939e9,1,413,1,413,51,21063,21063
37,58,6,0,-423,1,2,4,60a80b94d69f431bebf939e9,1,-423,1,-423,58,-24534,-24534
38,44,6,0,-499,1,2,4,60a80b94d69f431bebf939e9,1,-499,1,-499,44,-21956,-21956
40,47,6,1,449,1,2,4,60a80b94d69f431bebf939e9,1,449,1,449,47,21103,21103
41,95,6,1,-470,1,2,4,60a80b94d69f431bebf939e9,1,407,1,-470,95,-44650,-44650
42,19,6,0,-412,1,2,4,60a80b94d69f431bebf939e9,1,-412,1,-412,19,-7828,-7828
43,66,6,0,454,1,2,4,60a80b94d69f431bebf939e9,1,-447,1,454,66,29964,29964
44,38,6,1,484,1,2,4,60a80b94d69f431bebf939e9,1,484,1,484,38,18392,18392
46,8,6,1,476,1,2,4,60a80b94d69f431bebf939e9,1,476,1,476,8,3808,3808
47,45,6,0,483,1,2,4,60a80b94d69f431bebf939e9,1,-491,1,483,45,21735,21735
48,20,6,1,404,1,2,4,60a80b94d69f431bebf939e9,1,404,1,404,20,8080,8080
1,26,2,1,440,0,2,4,60e3029ab54bc58254e23a34,1,440,1,0,0,11440,0
2,63,1,1,401,0,2,4,60e3029ab54bc58254e23a34,1,457,1,0,0,25263,0
3,22,2,0,-480,0,2,4,60e3029ab54bc58254e23a34,1,-480,1,0,0,-10560,0
4,98,5,1,400,0,2,4,60e3029ab54bc58254e23a34,1,400,1,0,0,39200,0
5,27,3,0,-448,0,2,4,60e3029ab54bc58254e23a34,1,-448,1,0,0,-12096,0
7,13,1,1,443,0,2,4,60e3029ab54bc58254e23a34,1,443,1,0,0,5759,0
8,12,2,0,-471,0,2,4,60e3029ab54bc58254e23a34,1,-471,1,0,0,-5652,0
9,42,6,0,495,0,2,4,60e3029ab54bc58254e23a34,1,-469,1,0,0,20790,0
11,67,6,1,-436,0,2,4,60e3029ab54bc58254e23a34,1,460,1,0,0,-29212,0
12,30,3,1,470,0,2,4,60e3029ab54bc58254e23a34,1,470,1,0,0,14100,0
13,96,6,1,-469,0,2,4,60e3029ab54bc58254e23a34,1,491,1,0,0,-45024,0
14,55,0,0,-436,0,2,4,60e3029ab54bc58254e23a34,1,-436,1,0,0,-23980,0
15,77,0,0,-490,0,2,4,60e3029ab54bc58254e23a34,1,-499,1,0,0,-37730,0
17,17,0,0,-419,0,2,4,60e3029ab54bc58254e23a34,1,-419,1,0,0,-7123,0
18,99,6,0,436,0,2,4,60e3029ab54bc58254e23a34,1,-443,1,0,0,43164,0
19,46,0,1,464,0,2,4,60e3029ab54bc58254e23a34,1,464,1,0,0,21344,0
20,14,1,0,-420,0,2,4,60e3029ab54bc58254e23a34,1,-420,1,0,0,-5880,0
21,4,6,0,-431,0,2,4,60e3029ab54bc58254e23a34,1,-431,1,0,0,-1724,0
22,1,0,0,-448,0,2,4,60e3029ab54bc58254e23a34,1,-448,1,0,0,-448,0
24,69,3,0,-478,0,2,4,60e3029ab54bc58254e23a34,1,-459,1,0,0,-32982,0
25,17,0,0,-477,0,2,4,60e3029ab54bc58254e23a34,1,-477,1,0,0,-8109,0
27,10,4,1,438,0,2,4,60e3029ab54bc58254e23a34,1,438,1,0,0,4380,0
28,51,6,1,406,0,2,4,60e3029ab54bc58254e23a34,1,406,1,0,0,20706,0
29,33,6,1,-457,0,2,4,60e3029ab54bc58254e23a34,1,477,1,0,0,-15081,0
30,31,1,0,-499,0,2,4,60e3029ab54bc58254e23a34,1,-499,1,0,0,-15469,0
32,12,1,0,-405,0,2,4,60e3029ab54bc58254e23a34,1,-405,1,0,0,-4860,0
33,89,2,1,458,0,2,4,60e3029ab54bc58254e23a34,1,419,1,0,0,40762,0
34,73,6,1,-496,0,2,4,60e3029ab54bc58254e23a34,1,429,1,0,0,-36208,0
35,89,5,1,-488,0,2,4,60e3029ab54bc58254e23a34,1,499,1,0,0,-43432,0
36,73,1,1,427,0,2,4,60e3029ab54bc58254e23a34,1,413,1,0,0,31171,0
37,15,5,0,-411,0,2,4,60e3029ab54bc58254e23a34,1,-411,1,0,0,-6165,0
38,43,2,1,482,0,2,4,60e3029ab54bc58254e23a34,1,474,1,0,0,20726,0
40,61,6,1,-454,0,2,4,60e3029ab54bc58254e23a34,1,486,1,0,0,-27694,0
41,8,1,1,459,0,2,4,60e3029ab54bc58254e23a34,1,459,1,0,0,3672,0
42,55,3,1,429,0,2,4,60e3029ab54bc58254e23a34,1,482,1,0,0,23595,0
43,57,1,1,496,0,2,4,60e3029ab54bc58254e23a34,1,458,1,0,0,28272,0
44,30,0,1,492,0,2,4,60e3029ab54bc58254e23a34,1,492,1,0,0,14760,0
46,72,3,1,459,0,2,4,60e3029ab54bc58254e23a34,1,437,1,0,0,33048,0
47,26,1,0,-498,0,2,4,60e3029ab54bc58254e23a34,1,-498,1,0,0,-12948,0
48,55,2,0,-449,0,2,4,60e3029ab54bc58254e23a34,1,-474,1,0,0,-24695,0
1,94,2,1,439,1,2,4,60e3029ab54bc58254e23a34,1,477,1,439,94,41266,41266
2,27,2,0,-485,1,2,4,60e3029ab54bc58254e23a34,1,-485,1,-485,27,-13095,-13095
3,3,2,1,429,1,2,4,60e3029ab54bc58254e23a34,1,429,1,429,3,1287,1287
4,67,3,0,-493,1,2,4,60e3029ab54bc58254e23a34,1,-484,1,-493,67,-33031,-33031
5,49,2,1,476,1,2,4,60e3029ab54bc58254e23a34,1,476,1,476,49,23324,23324
7,18,2,1,431,1,2,4,60e3029ab54bc58254e23a34,1,431,1,431,18,7758,7758
8,95,3,0,-449,1,2,4,60e3029ab54bc58254e23a34,1,-445,1,-449,95,-42655,-42655
9,45,6,0,425,1,2,4,60e3029ab54bc58254e23a34,1,-462,1,425,45,19125,19125
11,39,4,0,-429,1,2,4,60e3029ab54bc58254e23a34,1,-490,1,-429,39,-16731,-16731
12,26,2,0,-429,1,2,4,60e3029ab54bc58254e23a34,1,-439,1,-429,26,-11154,-11154
13,95,5,1,-411,1,2,4,60e3029ab54bc58254e23a34,1,425,1,-411,95,-39045,-39045
14,26,6,0,466,1,2,4,60e3029ab54bc58254e23a34,1,-484,1,466,26,12116,12116
15,28,2,0,-490,1,2,4,60e3029ab54bc58254e23a34,1,-490,1,-490,28,-13720,-13720
17,64,3,0,-496,1,2,4,60e3029ab54bc58254e23a34,1,-496,1,-496,64,-31744,-31744
18,13,1,0,-401,1,2,4,60e3029ab54bc58254e23a34,1,-401,1,-401,13,-5213,-5213
19,46,1,0,-473,1,2,4,60e3029ab54bc58254e23a34,1,-473,1,-473,46,-21758,-21758
20,84,5,1,479,1,2,4,60e3029ab54bc58254e23a34,1,453,1,479,84,40236,40236
21,82,1,0,-473,1,2,4,60e3029ab54bc58254e23a34,1,-450,1,-473,82,-38786,-38786
22,6,1,1,431,1,2,4,60e3029ab54bc58254e23a34,1,431,1,431,6,2586,2586
24,71,2,0,-457,1,2,4,60e3029ab54bc58254e23a34,1,-457,1,-457,71,-32447,-32447
25,33,6,1,-435,1,2,4,60e3029ab54bc58254e23a34,1,432,1,-435,33,-14355,-14355
27,55,6,0,453,1,2,4,60e3029ab54bc58254e23a34,1,-400,1,453,55,24915,24915
28,98,1,1,453,1,2,4,60e3029ab54bc58254e23a34,1,455,1,453,98,44394,44394
29,33,6,0,421,1,2,4,60e3029ab54bc58254e23a34,1,-475,1,421,33,13893,13893
30,80,5,1,-440,1,2,4,60e3029ab54bc58254e23a34,1,408,1,-440,80,-35200,-35200
32,71,2,0,-454,1,2,4,60e3029ab54bc58254e23a34,1,-439,1,-454,71,-32234,-32234
33,94,6,0,404,1,2,4,60e3029ab54bc58254e23a34,1,-421,1,404,94,37976,37976
34,95,2,0,-466,1,2,4,60e3029ab54bc58254e23a34,1,-416,1,-466,95,-44270,-44270
35,76,3,0,-463,1,2,4,60e3029ab54bc58254e23a34,1,-404,1,-463,76,-35188,-35188
36,87,6,0,449,1,2,4,60e3029ab54bc58254e23a34,1,-434,1,449,87,39063,39063
37,7,2,1,415,1,2,4,60e3029ab54bc58254e23a34,1,415,1,415,7,2905,2905
38,36,4,1,495,1,2,4,60e3029ab54bc58254e23a34,1,420,1,495,36,17820,17820
40,37,6,0,456,1,2,4,60e3029ab54bc58254e23a34,1,-425,1,456,37,16872,16872
41,95,5,1,-431,1,2,4,60e3029ab54bc58254e23a34,1,435,1,-431,95,-40945,-40945
42,60,3,1,432,1,2,4,60e3029ab54bc58254e23a34,1,476,1,432,60,25920,25920
43,59,2,0,-419,1,2,4,60e3029ab54bc58254e23a34,1,-419,1,-419,59,-24721,-24721
44,40,3,0,-437,1,2,4,60e3029ab54bc58254e23a34,1,-437,1,-437,40,-17480,-17480
46,80,5,1,-480,1,2,4,60e3029ab54bc58254e23a34,1,485,1,-480,80,-38400,-38400
47,47,6,0,460,1,2,4,60e3029ab54bc58254e23a34,1,-402,1,460,47,21620,21620
48,82,1,1,408,1,2,4,60e3029ab54bc58254e23a34,1,419,1,408,82,33456,33456
1,79,4,1,431,0,2,4,60fd39605911cc95aa9b1b11,1,489,1,0,0,34049,0
2,23,2,0,-424,0,2,4,60fd39605911cc95aa9b1b11,1,-424,1,0,0,-9752,0
3,51,6,1,-424,0,2,4,60fd39605911cc95aa9b1b11,1,424,1,0,0,-21624,0
4,49,2,0,-469,0,2,4,60fd39605911cc95aa9b1b11,1,-459,1,0,0,-22981,0
5,61,5,0,465,0,2,4,60fd39605911cc95aa9b1b11,1,-460,1,0,0,28365,0
7,94,4,1,445,0,2,4,60fd39605911cc95aa9b1b11,1,451,1,0,0,41830,0
8,60,6,0,453,0,2,4,60fd39605911cc95aa9b1b11,1,-494,1,0,0,27180,0
9,41,4,1,411,0,2,4,60fd39605911cc95aa9b1b11,1,411,1,0,0,16851,0
11,38,2,0,-440,0,2,4,60fd39605911cc95aa9b1b11,1,-440,1,0,0,-16720,0
12,60,1,1,450,0,2,4,60fd39605911cc95aa9b1b11,1,450,1,0,0,27000,0
13,13,0,1,404,0,2,4,60fd39605911cc95aa9b1b11,1,404,1,0,0,5252,0
14,58,4,1,478,0,2,4,60fd39605911cc95aa9b1b11,1,400,1,0,0,27724,0
15,19,1,0,-406,0,2,4,60fd39605911cc95aa9b1b11,1,-406,1,0,0,-7714,0
17,79,4,0,403,0,2,4,60fd39605911cc95aa9b1b11,1,-447,1,0,0,31837,0
18,84,1,0,-413,0,2,4,60fd39605911cc95aa9b1b11,1,-413,1,0,0,-34692,0
19,9,0,0,-441,0,2,4,60fd39605911cc95aa9b1b11,1,-441,1,0,0,-3969,0
20,8,0,1,406,0,2,4,60fd39605911cc95aa9b1b11,1,406,1,0,0,3248,0
21,43,2,1,430,0,2,4,60fd39605911cc95aa9b1b11,1,419,1,0,0,18490,0
22,51,5,1,-431,0,2,4,60fd39605911cc95aa9b1b11,1,427,1,0,0,-21981,0
24,34,1,0,-418,0,2,4,60fd39605911cc95aa9b1b11,1,-418,1,0,0,-14212,0
25,57,2,1,464,0,2,4,60fd39605911cc95aa9b1b11,1,464,1,0,0,26448,0
27,90,6,1,-425,0,2,4,60fd39605911cc95aa9b1b11,1,400,1,0,0,-38250,0
28,45,1,0,-491,0,2,4,60fd39605911cc95aa9b1b11,1,-491,1,0,0,-22095,0
29,22,1,0,-446,0,2,4,60fd39605911cc95aa9b1b11,1,-446,1,0,0,-9812,0
30,86,2,0,-457,0,2,4,60fd39605911cc95aa9b1b11,1,-412,1,0,0,-39302,0
32,24,6,1,-434,0,2,4,60fd39605911cc95aa9b1b11,1,413,1,0,0,-10416,0
33,28,0,0,-464,0,2,4,60fd39605911cc95aa9b1b11,1,-464,1,0,0,-12992,0
34,15,0,1,463,0,2,4,60fd39605911cc95aa9b1b11,1,463,1,0,0,6945,0
35,62,1,0,-451,0,2,4,60fd39605911cc95aa9b1b11,1,-446,1,0,0,-27962,0
36,13,0,0,-474,0,2,4,60fd39605911cc95aa9b1b11,1,-474,1,0,0,-6162,0
37,3,0,1,488,0,2,4,60fd39605911cc95aa9b1b11,1,488,1,0,0,1464,0
38,26,0,0,-431,0,2,4,60fd39605911cc95aa9b1b11,1,-431,1,0,0,-11206,0
40,64,4,1,466,0,2,4,60fd39605911cc95aa9b1b11,1,406,1,0,0,29824,0
41,93,5,0,-463,0,2,4,60fd39605911cc95aa9b1b11,1,-408,1,0,0,-43059,0
42,36,1,0,-489,0,2,4,60fd39605911cc95aa9b1b11,1,-489,1,0,0,-17604,0
43,68,2,1,422,0,2,4,60fd39605911cc95aa9b1b11,1,422,1,0,0,28696,0
44,60,2,0,-421,0,2,4,60fd39605911cc95aa9b1b11,1,-421,1,0,0,-25260,0
46,20,0,0,-460,0,2,4,60fd39605911cc95aa9b1b11,1,-460,1,0,0,-9200,0
47,9,0,0,-426,0,2,4,60fd39605911cc95aa9b1b11,1,-426,1,0,0,-3834,0
48,96,6,1,-492,0,2,4,60fd39605911cc95aa9b1b11,1,464,1,0,0,-47232,0
1,60,3,1,478,1,2,4,60fd39605911cc95aa9b1b11,1,478,1,478,60,28680,28680
2,10,3,0,-428,1,2,4,60fd39605911cc95aa9b1b11,1,-428,1,-428,10,-4280,-4280
3,5,3,1,497,1,2,4,60fd39605911cc95aa9b1b11,1,497,1,497,5,2485,2485
4,74,6,1,-499,1,2,4,60fd39605911cc95aa9b1b11,1,408,1,-499,74,-36926,-36926
5,85,5,1,411,1,2,4,60fd39605911cc95aa9b1b11,1,449,1,411,85,34935,34935
7,42,4,1,437,1,2,4,60fd39605911cc95aa9b1b11,1,430,1,437,42,18354,18354
8,26,3,0,-427,1,2,4,60fd39605911cc95aa9b1b11,1,-427,1,-427,26,-11102,-11102
9,41,5,1,413,1,2,4,60fd39605911cc95aa9b1b11,1,478,1,413,41,16933,16933
11,88,6,0,488,1,2,4,60fd39605911cc95aa9b1b11,1,-460,1,488,88,42944,42944
12,48,6,0,429,1,2,4,60fd39605911cc95aa9b1b11,1,-453,1,429,48,20592,20592
13,23,3,1,421,1,2,4,60fd39605911cc95aa9b1b11,1,421,1,421,23,9683,9683
14,29,5,0,436,1,2,4,60fd39605911cc95aa9b1b11,1,-448,1,436,29,12644,12644
15,55,5,0,499,1,2,4,60fd39605911cc95aa9b1b11,1,-405,1,499,55,27445,27445
17,43,3,0,-431,1,2,4,60fd39605911cc95aa9b1b11,1,-431,1,-431,43,-18533,-18533
18,71,6,1,-415,1,2,4,60fd39605911cc95aa9b1b11,1,416,1,-415,71,-29465,-29465
19,41,3,1,466,1,2,4,60fd39605911cc95aa9b1b11,1,466,1,466,41,19106,19106
20,63,4,0,-480,1,2,4,60fd39605911cc95aa9b1b11,1,-478,1,-480,63,-30240,-30240
21,28,3,1,453,1,2,4,60fd39605911cc95aa9b1b11,1,453,1,453,28,12684,12684
22,13,2,0,-406,1,2,4,60fd39605911cc95aa9b1b11,1,-406,1,-406,13,-5278,-5278
24,41,3,0,-438,1,2,4,60fd39605911cc95aa9b1b11,1,-438,1,-438,41,-17958,-17958
25,30,3,0,-499,1,2,4,60fd39605911cc95aa9b1b11,1,-499,1,-499,30,-14970,-14970
27,16,6,1,-424,1,2,4,60fd39605911cc95aa9b1b11,1,424,1,-424,16,-6784,-6784
28,38,3,1,434,1,2,4,60fd39605911cc95aa9b1b11,1,434,1,434,38,16492,16492
29,5,2,0,-458,1,2,4,60fd39605911cc95aa9b1b11,1,-458,1,-458,5,-2290,-2290
30,80,3,0,-481,1,2,4,60fd39605911cc95aa9b1b11,1,-481,1,-481,80,-38480,-38480
32,48,6,0,456,1,2,4,60fd39605911cc95aa9b1b11,1,-469,1,456,48,21888,21888
33,11,3,1,488,1,2,4,60fd39605911cc95aa9b1b11,1,488,1,488,11,5368,5368
34,3,1,1,462,1,2,4,60fd39605911cc95aa9b1b11,1,462,1,462,3,1386,1386
35,50,6,1,-495,1,2,4,60fd39605911cc95aa9b1b11,1,481,1,-495,50,-24750,-24750
36,70,5,1,-417,1,2,4,60fd39605911cc95aa9b1b11,1,491,1,-417,70,-29190,-29190
37,65,6,1,-472,1,2,4,60fd39605911cc95aa9b1b11,1,408,1,-472,65,-30680,-30680
38,22,3,1,465,1,2,4,60fd39605911cc95aa9b1b11,1,465,1,465,22,10230,10230
40,86,4,0,-498,1,2,4,60fd39605911cc95aa9b1b11,1,-408,1,-498,86,-42828,-42828
41,43,6,0,408,1,2,4,60fd39605911cc95aa9b1b11,1,-473,1,408,43,17544,17544
42,22,3,0,-404,1,2,4,60fd39605911cc95aa9b1b11,1,-404,1,-404,22,-8888,-8888
43,85,6,1,-454,1,2,4,60fd39605911cc95aa9b1b11,1,427,1,-454,85,-38590,-38590
44,71,5,0,-426,1,2,4,60fd39605911cc95aa9b1b11,1,-410,1,-426,71,-30246,-30246
46,30,4,1,433,1,2,4,60fd39605911cc95aa9b1b11,1,421,1,433,30,12990,12990
47,35,3,1,402,1,2,4,60fd39605911cc95aa9b1b11,1,402,1,402,35,14070,14070
48,44,3,0,-444,1,2,4,60fd39605911cc95aa9b1b11,1,-444,1,-444,44,-19536,-19536
1,57,3,0,-406,0,2,4,61104e3eda3cd984bc5edcfa,1,-406,1,0,0,-23142,0
2,71,5,1,462,0,2,4,61104e3eda3cd984bc5edcfa,1,442,1,0,0,32802,0
3,71,2,0,446,0,2,4,61104e3eda3cd984bc5edcfa,1,-410,1,0,0,31666,0
4,84,4,1,479,0,2,4,61104e3eda3cd984bc5edcfa,1,459,1,0,0,40236,0
