n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,Task1Seek,check,ID,mc_model,,ValInstr,UncIntr,ValUnc,3Qway
30,21,5,1,424,0,2,4,62b5efa2f57f0a9c91516acc,424,0,0,0,8904,0
32,83,6,0,-450,0,2,4,62b5efa2f57f0a9c91516acc,-408,0,0,0,-33864,0
33,90,5,0,-411,0,2,4,62b5efa2f57f0a9c91516acc,-437,0,0,0,-39330,0
34,80,6,0,-418,0,2,4,62b5efa2f57f0a9c91516acc,403,0,0,0,32240,0
35,29,1,1,488,0,2,4,62b5efa2f57f0a9c91516acc,488,0,0,0,14152,0
36,91,6,1,403,0,2,4,62b5efa2f57f0a9c91516acc,-490,0,0,0,-44590,0
37,65,3,0,-462,0,2,4,62b5efa2f57f0a9c91516acc,-462,0,0,0,-30030,0
38,33,3,1,432,0,2,4,62b5efa2f57f0a9c91516acc,432,0,0,0,14256,0
40,84,4,0,-454,0,2,4,62b5efa2f57f0a9c91516acc,-454,0,0,0,-38136,0
41,20,1,1,418,0,2,4,62b5efa2f57f0a9c91516acc,418,0,0,0,8360,0
42,27,2,1,472,0,2,4,62b5efa2f57f0a9c91516acc,472,0,0,0,12744,0
43,34,2,1,411,0,2,4,62b5efa2f57f0a9c91516acc,411,0,0,0,13974,0
44,40,2,0,-484,0,2,4,62b5efa2f57f0a9c91516acc,-472,0,0,0,-18880,0
46,11,5,1,400,0,2,4,62b5efa2f57f0a9c91516acc,400,0,0,0,4400,0
47,27,5,1,408,0,2,4,62b5efa2f57f0a9c91516acc,-451,0,0,0,-12177,0
48,73,5,0,-477,0,2,4,62b5efa2f57f0a9c91516acc,-477,0,0,0,-34821,0
1,61,6,0,-446,1,2,4,62b5efa2f57f0a9c91516acc,-478,0,-478,61,-29158,-29158
2,24,6,0,-469,1,2,4,62b5efa2f57f0a9c91516acc,-469,0,-469,24,-11256,-11256
3,33,6,0,-422,1,2,4,62b5efa2f57f0a9c91516acc,-422,0,-422,33,-13926,-13926
4,80,6,0,-443,1,2,4,62b5efa2f57f0a9c91516acc,-461,0,-461,80,-36880,-36880
5,19,6,0,-476,1,2,4,62b5efa2f57f0a9c91516acc,-476,0,-476,19,-9044,-9044
7,66,6,0,-427,1,2,4,62b5efa2f57f0a9c91516acc,-482,0,-482,66,-31812,-31812
8,75,6,1,474,1,2,4,62b5efa2f57f0a9c91516acc,410,0,410,75,30750,30750
9,88,6,0,-486,1,2,4,62b5efa2f57f0a9c91516acc,-426,0,-426,88,-37488,-37488
11,7,6,0,-477,1,2,4,62b5efa2f57f0a9c91516acc,-495,0,-495,7,-3465,-3465
12,83,6,1,448,1,2,4,62b5efa2f57f0a9c91516acc,448,0,448,83,37184,37184
13,82,6,1,450,1,2,4,62b5efa2f57f0a9c91516acc,-452,0,-452,82,-37064,-37064
14,39,6,0,-408,1,2,4,62b5efa2f57f0a9c91516acc,-411,0,-411,39,-16029,-16029
15,62,6,1,468,1,2,4,62b5efa2f57f0a9c91516acc,468,0,468,62,29016,29016
17,17,6,0,-407,1,2,4,62b5efa2f57f0a9c91516acc,-407,0,-407,17,-6919,-6919
18,58,6,0,-494,1,2,4,62b5efa2f57f0a9c91516acc,-494,0,-494,58,-28652,-28652
19,52,6,0,-470,1,2,4,62b5efa2f57f0a9c91516acc,423,0,423,52,21996,21996
20,77,6,0,-491,1,2,4,62b5efa2f57f0a9c91516acc,-426,0,-426,77,-32802,-32802
21,31,6,1,421,1,2,4,62b5efa2f57f0a9c91516acc,421,0,421,31,13051,13051
22,15,6,1,422,1,2,4,62b5efa2f57f0a9c91516acc,422,0,422,15,6330,6330
24,92,6,0,-491,1,2,4,62b5efa2f57f0a9c91516acc,-499,0,-499,92,-45908,-45908
25,71,6,0,-471,1,2,4,62b5efa2f57f0a9c91516acc,419,0,419,71,29749,29749
27,14,6,0,-434,1,2,4,62b5efa2f57f0a9c91516acc,-434,0,-434,14,-6076,-6076
28,46,6,1,415,1,2,4,62b5efa2f57f0a9c91516acc,-472,0,-472,46,-21712,-21712
29,35,6,1,467,1,2,4,62b5efa2f57f0a9c91516acc,467,0,467,35,16345,16345
30,15,6,0,-500,1,2,4,62b5efa2f57f0a9c91516acc,-500,0,-500,15,-7500,-7500
32,66,6,0,-441,1,2,4,62b5efa2f57f0a9c91516acc,-441,0,-441,66,-29106,-29106
33,20,6,1,485,1,2,4,62b5efa2f57f0a9c91516acc,485,0,485,20,9700,9700
34,84,6,1,449,1,2,4,62b5efa2f57f0a9c91516acc,477,0,477,84,40068,40068
35,6,6,1,498,1,2,4,62b5efa2f57f0a9c91516acc,498,0,498,6,2988,2988
36,9,6,0,-477,1,2,4,62b5efa2f57f0a9c91516acc,-477,0,-477,9,-4293,-4293
37,29,6,0,-406,1,2,4,62b5efa2f57f0a9c91516acc,-406,0,-406,29,-11774,-11774
38,4,6,1,499,1,2,4,62b5efa2f57f0a9c91516acc,499,0,499,4,1996,1996
40,32,6,0,-411,1,2,4,62b5efa2f57f0a9c91516acc,-411,0,-411,32,-13152,-13152
41,73,6,1,447,1,2,4,62b5efa2f57f0a9c91516acc,447,0,447,73,32631,32631
42,73,6,0,-424,1,2,4,62b5efa2f57f0a9c91516acc,-424,0,-424,73,-30952,-30952
43,70,6,1,460,1,2,4,62b5efa2f57f0a9c91516acc,-455,0,-455,70,-31850,-31850
44,46,6,0,-480,1,2,4,62b5efa2f57f0a9c91516acc,-480,0,-480,46,-22080,-22080
46,54,6,1,487,1,2,4,62b5efa2f57f0a9c91516acc,487,0,487,54,26298,26298
47,52,6,0,-494,1,2,4,62b5efa2f57f0a9c91516acc,498,0,498,52,25896,25896
48,55,6,0,-491,1,2,4,62b5efa2f57f0a9c91516acc,-491,0,-491,55,-27005,-27005
1,29,0,0,-442,0,2,2,62d5cc956051642fc69be235,-442,0,0,0,-12818,0
2,68,6,0,-404,0,2,2,62d5cc956051642fc69be235,466,0,0,0,31688,0
3,67,0,0,-409,0,2,2,62d5cc956051642fc69be235,-483,0,0,0,-32361,0
4,16,0,0,-440,0,2,2,62d5cc956051642fc69be235,-440,0,0,0,-7040,0
5,55,0,0,-430,0,2,2,62d5cc956051642fc69be235,-430,0,0,0,-23650,0
7,78,0,1,480,0,2,2,62d5cc956051642fc69be235,-491,0,0,0,-38298,0
8,49,0,1,450,0,2,2,62d5cc956051642fc69be235,450,0,0,0,22050,0
9,58,3,0,-453,0,2,2,62d5cc956051642fc69be235,-481,0,0,0,-27898,0
11,72,6,1,471,0,2,2,62d5cc956051642fc69be235,486,0,0,0,34992,0
12,70,3,0,-438,0,2,2,62d5cc956051642fc69be235,-424,0,0,0,-29680,0
13,14,6,1,495,0,2,2,62d5cc956051642fc69be235,-463,0,0,0,-6482,0
14,1,0,1,493,0,2,2,62d5cc956051642fc69be235,493,0,0,0,493,0
15,45,1,0,-465,0,2,2,62d5cc956051642fc69be235,-465,0,0,0,-20925,0
17,80,4,1,439,0,2,2,62d5cc956051642fc69be235,412,0,0,0,32960,0
18,13,0,0,-500,0,2,2,62d5cc956051642fc69be235,-500,0,0,0,-6500,0
19,51,2,1,416,0,2,2,62d5cc956051642fc69be235,416,0,0,0,21216,0
20,91,6,1,464,0,2,2,62d5cc956051642fc69be235,-494,0,0,0,-44954,0
21,3,0,0,-461,0,2,2,62d5cc956051642fc69be235,-461,0,0,0,-1383,0
22,76,5,1,492,0,2,2,62d5cc956051642fc69be235,492,0,0,0,37392,0
24,96,6,1,429,0,2,2,62d5cc956051642fc69be235,-491,0,0,0,-47136,0
25,49,0,1,453,0,2,2,62d5cc956051642fc69be235,453,0,0,0,22197,0
27,49,6,0,-428,0,2,2,62d5cc956051642fc69be235,-403,0,0,0,-19747,0
28,5,0,0,-411,0,2,2,62d5cc956051642fc69be235,-411,0,0,0,-2055,0
29,60,0,1,489,0,2,2,62d5cc956051642fc69be235,489,0,0,0,29340,0
30,47,0,1,462,0,2,2,62d5cc956051642fc69be235,462,0,0,0,21714,0
32,80,6,1,468,0,2,2,62d5cc956051642fc69be235,-495,0,0,0,-39600,0
33,69,3,1,472,0,2,2,62d5cc956051642fc69be235,418,0,0,0,28842,0
34,47,3,1,460,0,2,2,62d5cc956051642fc69be235,442,0,0,0,20774,0
35,89,6,0,-431,0,2,2,62d5cc956051642fc69be235,416,0,0,0,37024,0
36,18,0,0,-482,0,2,2,62d5cc956051642fc69be235,-435,0,0,0,-7830,0
37,14,0,0,-447,0,2,2,62d5cc956051642fc69be235,-447,0,0,0,-6258,0
38,14,0,1,414,0,2,2,62d5cc956051642fc69be235,414,0,0,0,5796,0
40,49,6,0,-484,0,2,2,62d5cc956051642fc69be235,452,0,0,0,22148,0
41,87,6,0,-408,0,2,2,62d5cc956051642fc69be235,493,0,0,0,42891,0
42,90,0,0,-408,0,2,2,62d5cc956051642fc69be235,-408,0,0,0,-36720,0
43,11,0,1,405,0,2,2,62d5cc956051642fc69be235,405,0,0,0,4455,0
44,91,6,0,-465,0,2,2,62d5cc956051642fc69be235,418,0,0,0,38038,0
46,89,6,0,-486,0,2,2,62d5cc956051642fc69be235,500,0,0,0,44500,0
47,83,6,1,435,0,2,2,62d5cc956051642fc69be235,-454,0,0,0,-37682,0
48,27,0,0,-493,0,2,2,62d5cc956051642fc69be235,-493,0,0,0,-13311,0
1,91,6,1,480,1,2,4,62d5cc956051642fc69be235,427,0,427,91,38857,38857
2,61,6,0,-420,1,2,4,62d5cc956051642fc69be235,-410,0,-410,61,-25010,-25010
3,58,6,0,-434,1,2,4,62d5cc956051642fc69be235,-434,0,-434,58,-25172,-25172
4,40,3,1,497,1,2,4,62d5cc956051642fc69be235,497,0,497,40,19880,19880
5,7,0,0,-445,1,2,4,62d5cc956051642fc69be235,-445,0,-445,7,-3115,-3115
7,49,0,0,-468,1,2,4,62d5cc956051642fc69be235,-468,0,-468,49,-22932,-22932
8,93,6,1,478,1,2,4,62d5cc956051642fc69be235,-413,0,-413,93,-38409,-38409
9,26,3,0,-470,1,2,4,62d5cc956051642fc69be235,-470,0,-470,26,-12220,-12220
11,65,6,0,-478,1,2,4,62d5cc956051642fc69be235,466,0,466,65,30290,30290
12,48,6,1,450,1,2,4,62d5cc956051642fc69be235,450,0,450,48,21600,21600
13,18,0,0,-485,1,2,4,62d5cc956051642fc69be235,-485,0,-485,18,-8730,-8730
14,91,6,1,423,1,2,4,62d5cc956051642fc69be235,-419,0,-419,91,-38129,-38129
15,69,6,0,-435,1,2,4,62d5cc956051642fc69be235,467,0,467,69,32223,32223
17,45,6,1,420,1,2,4,62d5cc956051642fc69be235,-450,0,-450,45,-20250,-20250
18,28,0,0,-458,1,2,4,62d5cc956051642fc69be235,-458,0,-458,28,-12824,-12824
19,2,0,1,482,1,2,4,62d5cc956051642fc69be235,482,0,482,2,964,964
20,25,2,0,-468,1,2,4,62d5cc956051642fc69be235,-468,0,-468,25,-11700,-11700
21,13,6,0,-459,1,2,4,62d5cc956051642fc69be235,-459,0,-459,13,-5967,-5967
22,73,0,0,-409,1,2,4,62d5cc956051642fc69be235,-427,0,-427,73,-31171,-31171
24,37,0,0,-485,1,2,4,62d5cc956051642fc69be235,-485,0,-485,37,-17945,-17945
25,70,6,1,461,1,2,4,62d5cc956051642fc69be235,-403,0,-403,70,-28210,-28210
27,71,2,0,-445,1,2,4,62d5cc956051642fc69be235,-445,0,-445,71,-31595,-31595
28,86,4,1,405,1,2,4,62d5cc956051642fc69be235,405,0,405,86,34830,34830
29,42,0,1,489,1,2,4,62d5cc956051642fc69be235,489,0,489,42,20538,20538
30,37,0,0,-404,1,2,4,62d5cc956051642fc69be235,-404,0,-404,37,-14948,-14948
32,24,0,1,464,1,2,4,62d5cc956051642fc69be235,464,0,464,24,11136,11136
33,97,3,1,457,1,2,4,62d5cc956051642fc69be235,443,0,443,97,42971,42971
34,71,6,1,432,1,2,4,62d5cc956051642fc69be235,432,0,432,71,30672,30672
35,71,6,1,474,1,2,4,62d5cc956051642fc69be235,-410,0,-410,71,-29110,-29110
36,76,6,0,-448,1,2,4,62d5cc956051642fc69be235,445,0,445,76,33820,33820
37,97,6,1,443,1,2,4,62d5cc956051642fc69be235,-476,0,-476,97,-46172,-46172
38,74,6,1,430,1,2,4,62d5cc956051642fc69be235,-459,0,-459,74,-33966,-33966
40,41,0,0,-493,1,2,4,62d5cc956051642fc69be235,-493,0,-493,41,-20213,-20213
41,58,0,1,457,1,2,4,62d5cc956051642fc69be235,457,0,457,58,26506,26506
42,27,2,1,450,1,2,4,62d5cc956051642fc69be235,450,0,450,27,12150,12150
43,25,0,0,-465,1,2,4,62d5cc956051642fc69be235,-465,0,-465,25,-11625,-11625
44,67,2,0,-460,1,2,4,62d5cc956051642fc69be235,-472,0,-472,67,-31624,-31624
46,73,4,0,-494,1,2,4,62d5cc956051642fc69be235,-461,0,-461,73,-33653,-33653
47,68,6,1,496,1,2,4,62d5cc956051642fc69be235,-424,0,-424,68,-28832,-28832
48,91,6,0,-456,1,2,4,62d5cc956051642fc69be235,468,0,468,91,42588,42588
1,38,0,0,-449,0,2,4,62d6d791bb6448ae52929ebd,-449,0,0,0,-17062,0
2,21,0,0,-418,0,2,4,62d6d791bb6448ae52929ebd,-418,0,0,0,-8778,0
3,76,0,0,-492,0,2,4,62d6d791bb6448ae52929ebd,-492,0,0,0,-37392,0
4,36,5,0,-415,0,2,4,62d6d791bb6448ae52929ebd,430,0,0,0,15480,0
5,97,6,0,-429,0,2,4,62d6d791bb6448ae52929ebd,443,0,0,0,42971,0
7,47,5,0,-491,0,2,4,62d6d791bb6448ae52929ebd,437,0,0,0,20539,0
8,78,5,0,-404,0,2,4,62d6d791bb6448ae52929ebd,473,0,0,0,36894,0
9,69,0,0,-412,0,2,4,62d6d791bb6448ae52929ebd,-412,0,0,0,-28428,0
11,96,5,1,405,0,2,4,62d6d791bb6448ae52929ebd,-426,0,0,0,-40896,0
12,27,0,1,475,0,2,4,62d6d791bb6448ae52929ebd,475,0,0,0,12825,0
13,7,0,0,-404,0,2,4,62d6d791bb6448ae52929ebd,-404,0,0,0,-2828,0
14,59,2,1,460,0,2,4,62d6d791bb6448ae52929ebd,419,0,0,0,24721,0
15,5,0,0,-415,0,2,4,62d6d791bb6448ae52929ebd,-415,0,0,0,-2075,0
17,52,1,1,455,0,2,4,62d6d791bb6448ae52929ebd,457,0,0,0,23764,0
18,50,2,0,-453,0,2,4,62d6d791bb6448ae52929ebd,-428,0,0,0,-21400,0
19,57,3,0,-453,0,2,4,62d6d791bb6448ae52929ebd,-486,0,0,0,-27702,0
20,55,0,0,-456,0,2,4,62d6d791bb6448ae52929ebd,-456,0,0,0,-25080,0
21,20,0,1,415,0,2,4,62d6d791bb6448ae52929ebd,415,0,0,0,8300,0
22,26,3,0,-441,0,2,4,62d6d791bb6448ae52929ebd,-420,0,0,0,-10920,0
24,81,0,1,400,0,2,4,62d6d791bb6448ae52929ebd,400,0,0,0,32400,0
25,23,0,1,457,0,2,4,62d6d791bb6448ae52929ebd,457,0,0,0,10511,0
27,53,4,0,-449,0,2,4,62d6d791bb6448ae52929ebd,-492,0,0,0,-26076,0
28,41,0,0,-487,0,2,4,62d6d791bb6448ae52929ebd,-487,0,0,0,-19967,0
29,92,6,1,471,0,2,4,62d6d791bb6448ae52929ebd,-496,0,0,0,-45632,0
30,43,0,1,492,0,2,4,62d6d791bb6448ae52929ebd,492,0,0,0,21156,0
32,5,0,1,459,0,2,4,62d6d791bb6448ae52929ebd,459,0,0,0,2295,0
33,14,0,1,421,0,2,4,62d6d791bb6448ae52929ebd,421,0,0,0,5894,0
34,28,6,1,463,0,2,4,62d6d791bb6448ae52929ebd,-468,0,0,0,-13104,0
35,67,6,1,431,0,2,4,62d6d791bb6448ae52929ebd,-479,0,0,0,-32093,0
36,16,0,0,-481,0,2,4,62d6d791bb6448ae52929ebd,-481,0,0,0,-7696,0
37,60,5,1,441,0,2,4,62d6d791bb6448ae52929ebd,498,0,0,0,29880,0
38,75,0,0,-470,0,2,4,62d6d791bb6448ae52929ebd,-470,0,0,0,-35250,0
40,78,3,0,-421,0,2,4,62d6d791bb6448ae52929ebd,-412,0,0,0,-32136,0
41,86,3,1,415,0,2,4,62d6d791bb6448ae52929ebd,425,0,0,0,36550,0
42,69,4,1,498,0,2,4,62d6d791bb6448ae52929ebd,444,0,0,0,30636,0
43,36,0,1,454,0,2,4,62d6d791bb6448ae52929ebd,454,0,0,0,16344,0
44,76,2,1,483,0,2,4,62d6d791bb6448ae52929ebd,-425,0,0,0,-32300,0
46,2,0,0,-445,0,2,4,62d6d791bb6448ae52929ebd,-445,0,0,0,-890,0
47,37,6,1,422,0,2,4,62d6d791bb6448ae52929ebd,-479,0,0,0,-17723,0
48,12,0,0,-452,0,2,4,62d6d791bb6448ae52929ebd,-452,0,0,0,-5424,0
1,77,6,0,-401,1,2,4,62d6d791bb6448ae52929ebd,426,0,426,77,32802,32802
2,19,5,0,-446,1,2,4,62d6d791bb6448ae52929ebd,487,0,487,19,9253,9253
3,26,0,1,407,1,2,4,62d6d791bb6448ae52929ebd,407,0,407,26,10582,10582
4,74,5,1,473,1,2,4,62d6d791bb6448ae52929ebd,-413,0,-413,74,-30562,-30562
5,38,3,0,-437,1,2,4,62d6d791bb6448ae52929ebd,-437,0,-437,38,-16606,-16606
7,20,0,1,415,1,2,4,62d6d791bb6448ae52929ebd,415,0,415,20,8300,8300
8,24,5,0,-482,1,2,4,62d6d791bb6448ae52929ebd,418,0,418,24,10032,10032
9,91,5,1,431,1,2,4,62d6d791bb6448ae52929ebd,-400,0,-400,91,-36400,-36400
11,34,0,0,-432,1,2,4,62d6d791bb6448ae52929ebd,-432,0,-432,34,-14688,-14688
12,32,5,1,491,1,2,4,62d6d791bb6448ae52929ebd,-476,0,-476,32,-15232,-15232
13,82,2,0,-422,1,2,4,62d6d791bb6448ae52929ebd,-407,0,-407,82,-33374,-33374
14,80,1,1,493,1,2,4,62d6d791bb6448ae52929ebd,470,0,470,80,37600,37600
15,43,5,0,-426,1,2,4,62d6d791bb6448ae52929ebd,427,0,427,43,18361,18361
17,90,4,0,-438,1,2,4,62d6d791bb6448ae52929ebd,-488,0,-488,90,-43920,-43920
18,85,2,0,-463,1,2,4,62d6d791bb6448ae52929ebd,-471,0,-471,85,-40035,-40035
19,71,0,0,-478,1,2,4,62d6d791bb6448ae52929ebd,-478,0,-478,71,-33938,-33938
20,36,0,0,-452,1,2,4,62d6d791bb6448ae52929ebd,-452,0,-452,36,-16272,-16272
21,34,0,0,-446,1,2,4,62d6d791bb6448ae52929ebd,-446,0,-446,34,-15164,-15164
22,17,0,1,417,1,2,4,62d6d791bb6448ae52929ebd,417,0,417,17,7089,7089
24,10,0,1,493,1,2,4,62d6d791bb6448ae52929ebd,493,0,493,10,4930,4930
25,47,5,1,428,1,2,4,62d6d791bb6448ae52929ebd,-418,0,-418,47,-19646,-19646
27,71,5,1,406,1,2,4,62d6d791bb6448ae52929ebd,-482,0,-482,71,-34222,-34222
28,44,1,0,-413,1,2,4,62d6d791bb6448ae52929ebd,-413,0,-413,44,-18172,-18172
29,97,6,1,421,1,2,4,62d6d791bb6448ae52929ebd,-435,0,-435,97,-42195,-42195
30,83,6,1,417,1,2,4,62d6d791bb6448ae52929ebd,-486,0,-486,83,-40338,-40338
32,31,0,1,477,1,2,4,62d6d791bb6448ae52929ebd,477,0,477,31,14787,14787
33,72,3,0,-417,1,2,4,62d6d791bb6448ae52929ebd,-462,0,-462,72,-33264,-33264
34,35,5,0,-487,1,2,4,62d6d791bb6448ae52929ebd,443,0,443,35,15505,15505
35,21,0,1,443,1,2,4,62d6d791bb6448ae52929ebd,443,0,443,21,9303,9303
36,87,2,0,-481,1,2,4,62d6d791bb6448ae52929ebd,-489,0,-489,87,-42543,-42543
37,16,1,0,-450,1,2,4,62d6d791bb6448ae52929ebd,-462,0,-462,16,-7392,-7392
38,55,1,1,484,1,2,4,62d6d791bb6448ae52929ebd,455,0,455,55,25025,25025
40,82,6,1,473,1,2,4,62d6d791bb6448ae52929ebd,-462,0,-462,82,-37884,-37884
41,70,6,1,493,1,2,4,62d6d791bb6448ae52929ebd,-494,0,-494,70,-34580,-34580
42,65,0,0,-406,1,2,4,62d6d791bb6448ae52929ebd,-406,0,-406,65,-26390,-26390
43,76,1,0,-451,1,2,4,62d6d791bb6448ae52929ebd,-451,0,-451,76,-34276,-34276
44,17,0,0,-452,1,2,4,62d6d791bb6448ae52929ebd,-452,0,-452,17,-7684,-7684
46,75,6,1,449,1,2,4,62d6d791bb6448ae52929ebd,-445,0,-445,75,-33375,-33375
47,68,1,0,-486,1,2,4,62d6d791bb6448ae52929ebd,-486,0,-486,68,-33048,-33048
48,20,0,1,415,1,2,4,62d6d791bb6448ae52929ebd,415,0,415,20,8300,8300
1,81,0,1,466,0,2,4,62d8229a7c40118d96ddcd58,433,0,0,0,35073,0
2,56,2,1,422,0,2,4,62d8229a7c40118d96ddcd58,422,0,0,0,23632,0
3,56,2,1,439,0,2,4,62d8229a7c40118d96ddcd58,449,0,0,0,25144,0
4,80,1,1,489,0,2,4,62d8229a7c40118d96ddcd58,-435,0,0,0,-34800,0
5,74,1,0,-496,0,2,4,62d8229a7c40118d96ddcd58,-498,0,0,0,-36852,0
7,69,2,0,-484,0,2,4,62d8229a7c40118d96ddcd58,492,0,0,0,33948,0
8,78,1,0,-466,0,2,4,62d8229a7c40118d96ddcd58,-466,0,0,0,-36348,0
9,41,4,1,426,0,2,4,62d8229a7c40118d96ddcd58,469,0,0,0,19229,0
11,64,2,0,-486,0,2,4,62d8229a7c40118d96ddcd58,-486,0,0,0,-31104,0
12,23,5,1,485,0,2,4,62d8229a7c40118d96ddcd58,485,0,0,0,11155,0
13,96,0,0,-479,0,2,4,62d8229a7c40118d96ddcd58,-446,0,0,0,-42816,0
14,46,3,1,461,0,2,4,62d8229a7c40118d96ddcd58,481,0,0,0,22126,0
15,24,5,1,481,0,2,4,62d8229a7c40118d96ddcd58,481,0,0,0,11544,0
17,56,2,1,431,0,2,4,62d8229a7c40118d96ddcd58,431,0,0,0,24136,0
18,80,1,0,-415,0,2,4,62d8229a7c40118d96ddcd58,473,0,0,0,37840,0
19,40,4,1,420,0,2,4,62d8229a7c40118d96ddcd58,-417,0,0,0,-16680,0
20,95,0,0,-424,0,2,4,62d8229a7c40118d96ddcd58,500,0,0,0,47500,0
21,76,1,1,482,0,2,4,62d8229a7c40118d96ddcd58,482,0,0,0,36632,0
22,92,0,0,-482,0,2,4,62d8229a7c40118d96ddcd58,-470,0,0,0,-43240,0
24,42,4,1,464,0,2,4,62d8229a7c40118d96ddcd58,444,0,0,0,18648,0
25,62,2,1,429,0,2,4,62d8229a7c40118d96ddcd58,-478,0,0,0,-29636,0
27,27,5,0,-430,0,2,4,62d8229a7c40118d96ddcd58,-430,0,0,0,-11610,0
28,70,1,1,412,0,2,4,62d8229a7c40118d96ddcd58,412,0,0,0,28840,0
29,75,1,1,425,0,2,4,62d8229a7c40118d96ddcd58,-441,0,0,0,-33075,0
30,51,3,0,-500,0,2,4,62d8229a7c40118d96ddcd58,-500,0,0,0,-25500,0
32,2,6,1,448,0,2,4,62d8229a7c40118d96ddcd58,448,0,0,0,896,0
33,8,6,0,-475,0,2,4,62d8229a7c40118d96ddcd58,-475,0,0,0,-3800,0
34,29,4,1,450,0,2,4,62d8229a7c40118d96ddcd58,450,0,0,0,13050,0
35,13,5,0,-404,0,2,4,62d8229a7c40118d96ddcd58,420,0,0,0,5460,0
36,8,6,1,407,0,2,4,62d8229a7c40118d96ddcd58,407,0,0,0,3256,0
37,70,2,1,490,0,2,4,62d8229a7c40118d96ddcd58,490,0,0,0,34300,0
38,75,1,1,443,0,2,4,62d8229a7c40118d96ddcd58,-476,0,0,0,-35700,0
40,34,4,0,-476,0,2,4,62d8229a7c40118d96ddcd58,410,0,0,0,13940,0
41,37,4,0,-464,0,2,4,62d8229a7c40118d96ddcd58,-464,0,0,0,-17168,0
42,37,4,1,401,0,2,4,62d8229a7c40118d96ddcd58,-470,0,0,0,-17390,0
43,14,6,1,473,0,2,4,62d8229a7c40118d96ddcd58,-430,0,0,0,-6020,0
44,77,1,0,-484,0,2,4,62d8229a7c40118d96ddcd58,-482,0,0,0,-37114,0
46,87,0,1,454,0,2,4,62d8229a7c40118d96ddcd58,-404,0,0,0,-35148,0
47,59,2,0,-432,0,2,4,62d8229a7c40118d96ddcd58,-432,0,0,0,-25488,0
48,3,6,0,-417,0,2,4,62d8229a7c40118d96ddcd58,-417,0,0,0,-1251,0
1,19,6,1,469,1,2,4,62d8229a7c40118d96ddcd58,469,0,469,19,8911,8911
2,46,4,1,457,1,2,4,62d8229a7c40118d96ddcd58,-431,0,-431,46,-19826,-19826
3,70,2,0,-415,1,2,4,62d8229a7c40118d96ddcd58,415,0,415,70,29050,29050
4,9,6,0,-462,1,2,4,62d8229a7c40118d96ddcd58,-462,0,-462,9,-4158,-4158
5,91,0,0,-431,1,2,4,62d8229a7c40118d96ddcd58,-442,0,-442,91,-40222,-40222
7,89,0,0,-458,1,2,4,62d8229a7c40118d96ddcd58,-430,0,-430,89,-38270,-38270
8,53,3,1,478,1,2,4,62d8229a7c40118d96ddcd58,478,0,478,53,25334,25334
9,81,1,1,424,1,2,4,62d8229a7c40118d96ddcd58,411,0,411,81,33291,33291
11,5,6,1,401,1,2,4,62d8229a7c40118d96ddcd58,401,0,401,5,2005,2005
12,49,3,1,481,1,2,4,62d8229a7c40118d96ddcd58,481,0,481,49,23569,23569
13,61,2,1,458,1,2,4,62d8229a7c40118d96ddcd58,458,0,458,61,27938,27938
14,71,2,1,464,1,2,4,62d8229a7c40118d96ddcd58,433,0,433,71,30743,30743
15,92,0,0,-410,1,2,4,62d8229a7c40118d96ddcd58,482,0,482,92,44344,44344
17,71,2,1,418,1,2,4,62d8229a7c40118d96ddcd58,475,0,475,71,33725,33725
18,71,2,0,-445,1,2,4,62d8229a7c40118d96ddcd58,473,0,473,71,33583,33583
19,79,2,1,494,1,2,4,62d8229a7c40118d96ddcd58,438,0,438,79,34602,34602
20,93,0,0,-490,1,2,4,62d8229a7c40118d96ddcd58,429,0,429,93,39897,39897
21,61,2,0,-418,1,2,4,62d8229a7c40118d96ddcd58,-410,0,-410,61,-25010,-25010
22,37,4,1,498,1,2,4,62d8229a7c40118d96ddcd58,-413,0,-413,37,-15281,-15281
24,99,0,0,-443,1,2,4,62d8229a7c40118d96ddcd58,423,0,423,99,41877,41877
25,88,0,1,483,1,2,4,62d8229a7c40118d96ddcd58,404,0,404,88,35552,35552
27,81,1,1,476,1,2,4,62d8229a7c40118d96ddcd58,429,0,429,81,34749,34749
28,57,3,1,495,1,2,4,62d8229a7c40118d96ddcd58,495,0,495,57,28215,28215
29,10,6,1,473,1,2,4,62d8229a7c40118d96ddcd58,473,0,473,10,4730,4730
30,28,5,1,479,1,2,4,62d8229a7c40118d96ddcd58,479,0,479,28,13412,13412
32,27,5,1,463,1,2,4,62d8229a7c40118d96ddcd58,463,0,463,27,12501,12501
33,7,6,0,-484,1,2,4,62d8229a7c40118d96ddcd58,-484,0,-484,7,-3388,-3388
34,63,2,1,478,1,2,4,62d8229a7c40118d96ddcd58,478,0,478,63,30114,30114
35,25,5,1,440,1,2,4,62d8229a7c40118d96ddcd58,440,0,440,25,11000,11000
36,99,0,1,411,1,2,4,62d8229a7c40118d96ddcd58,-471,0,-471,99,-46629,-46629
37,13,6,0,-453,1,2,4,62d8229a7c40118d96ddcd58,-453,0,-453,13,-5889,-5889
38,7,6,0,-496,1,2,4,62d8229a7c40118d96ddcd58,-496,0,-496,7,-3472,-3472
40,65,2,0,-491,1,2,4,62d8229a7c40118d96ddcd58,-461,0,-461,65,-29965,-29965
