config,metric,sim_mean,human_mean,human_sem
VALIDATION_3_C,mean_contribution_rate,0.7608552631578948,0.5555128205128205,0.05436233434826214
VALIDATION_3_T,mean_contribution_rate,0.6192307692307693,0.8306235431235431,0.042979926931162496
VALIDATION_4_C,mean_contribution_rate,0.9642857142857143,0.6473214285714286,0.0401578981205763
VALIDATION_4_T,mean_contribution_rate,0.9821428571428571,0.7321428571428571,0.0479157423749955
VALIDATION_5_C,mean_contribution_rate,1.0,0.6354166666666666,0.07285463631374058
VALIDATION_5_T,mean_contribution_rate,1.0,0.7326388888888888,0.06102786575542808
VALIDATION_6_C,mean_contribution_rate,0.08245192307692308,0.6726161858974359,0.03132184606451106
VALIDATION_6_T,mean_contribution_rate,0.18861386138613861,0.7003405448717949,0.03772092658846582
VALIDATION_7_C,mean_contribution_rate,0.5278947368421053,0.8499122807017544,0.03802606706515984
VALIDATION_7_T,mean_contribution_rate,0.4660526315789474,0.8432675438596491,0.030815523204844746
VALIDATION_8_C,mean_contribution_rate,0.42083333333333334,0.6291666666666667,0.04097222222222223
VALIDATION_8_T,mean_contribution_rate,0.5333333333333333,0.5961805555555556,0.04110576850764269
VALIDATION_9_C,mean_contribution_rate,0.65,0.6046913580246914,0.03531482866171072
VALIDATION_9_T,mean_contribution_rate,0.45190839694656487,0.6477160493827161,0.03932626457733902
VALIDATION_0_C,mean_payoff,98.0,87.3111111111111,3.9916528131927955
VALIDATION_0_T,mean_payoff,124.0,98.73333333333333,4.780858180104448
VALIDATION_10_C,mean_payoff,23.9,31.631818181818183,1.4351731649956623
VALIDATION_10_T,mean_payoff,-43.37222222222222,28.86717171717172,1.5537445929919553
VALIDATION_11_C,mean_payoff,57.858520900321544,47.25990675990676,1.4284348153388198
VALIDATION_11_T,mean_payoff,57.83495145631068,47.73688811188811,1.7235501643041735
VALIDATION_12_C,mean_payoff,74.0,59.5,2.3139072294858036
VALIDATION_12_T,mean_payoff,24.72222222222222,61.042824074074076,2.4637462957004934
VALIDATION_13_C,mean_payoff,31.853159851301115,74.26420454545455,2.197518644010596
VALIDATION_13_T,mean_payoff,21.36802973977695,76.86614304812834,2.3539295522894887
VALIDATION_14_C,mean_payoff,30.80701754385965,32.15380116959064,0.7330686159283206
VALIDATION_14_T,mean_payoff,29.40701754385965,31.39970760233918,1.507977101960945
VALIDATION_15_C,mean_payoff,63.2967032967033,40.44551282051282,1.164716992836106
VALIDATION_15_T,mean_payoff,97.03296703296704,35.28796203796204,1.780494134611679
VALIDATION_16_C,mean_payoff,35.0,33.56,1.0068763578513502
VALIDATION_16_T,mean_payoff,-32.899328859060404,30.188,1.571781664226937
VALIDATION_17_C,mean_payoff,73.07692307692308,134.90561403508772,6.785729389890707
VALIDATION_17_T,mean_payoff,230.0,136.66412505623032,6.109183239400375
VALIDATION_18_C,mean_payoff,50.0,37.90760869565217,2.0575007196991932
VALIDATION_18_T,mean_payoff,47.91304347826087,38.627717391304344,2.122323056036102
VALIDATION_19_C,mean_payoff,19.78448275862069,29.35890804597701,0.7769121202451309
VALIDATION_19_T,mean_payoff,18.572413793103447,28.902155172413792,1.0730366050121174
VALIDATION_1_C,mean_payoff,31.75,31.60763888888889,1.4471854696273436
VALIDATION_1_T,mean_payoff,8.145833333333334,27.604166666666668,2.433326793179948
VALIDATION_2_C,mean_payoff,33.58108108108108,32.64541666666667,0.8404003382840606
VALIDATION_2_T,mean_payoff,36.065,32.40895833333333,1.175261327999622
VALIDATION_3_C,mean_payoff,53.31842105263158,50.42730769230769,2.9443521194573616
VALIDATION_3_T,mean_payoff,43.78589743589744,62.4560606060606,3.1482367462109777
VALIDATION_4_C,mean_payoff,50.857142857142854,40.714285714285715,1.2850527398584413
VALIDATION_4_T,mean_payoff,49.732142857142854,39.48214285714286,1.8240964355325209
VALIDATION_5_C,mean_payoff,41.0,29.8125,1.5274502489826909
VALIDATION_5_T,mean_payoff,44.75,27.01736111111111,1.079838316271261
VALIDATION_6_C,mean_payoff,31.708173076923078,115.5114983974359,4.447702141160571
VALIDATION_6_T,mean_payoff,-33.11287128712871,107.18874198717948,5.940131111807604
VALIDATION_7_C,mean_payoff,79.12421052631579,115.1901754385965,4.258919511297902
VALIDATION_7_T,mean_payoff,18.04,109.21438596491228,4.817089674181538
VALIDATION_8_C,mean_payoff,23.266666666666666,34.475,1.0854670938026612
VALIDATION_8_T,mean_payoff,21.05,32.11388888888889,1.2316897101872166
VALIDATION_9_C,mean_payoff,68.64814814814815,53.76567901234568,2.0138252330573225
VALIDATION_9_T,mean_payoff,-23.108396946564884,48.26,1.9854522922385651
VALIDATION_0_C,punishment_rate,0.0,0.0,0.0
VALIDATION_0_T,punishment_rate,0.0,0.19166666666666668,0.03399232847366783
VALIDATION_10_C,punishment_rate,0.0,0.0,0.0
VALIDATION_10_T,punishment_rate,0.8888888888888888,0.13636363636363635,0.04000027826377319
VALIDATION_11_C,punishment_rate,0.0,0.0,0.0
VALIDATION_11_T,punishment_rate,0.038461538461538464,0.10693473193473194,0.029356035957790783
VALIDATION_12_C,punishment_rate,0.0,0.0,0.0
VALIDATION_12_T,punishment_rate,0.7638888888888888,0.15393518518518517,0.034893801893043745
VALIDATION_13_C,punishment_rate,0.0,0.0,0.0
VALIDATION_13_T,punishment_rate,0.7757352941176471,0.0855614973262032,0.022816017504984236
VALIDATION_14_C,punishment_rate,0.0,0.0,0.0
VALIDATION_14_T,punishment_rate,0.3508771929824561,0.07748538011695906,0.03138738283002904
VALIDATION_15_C,punishment_rate,0.0,0.0,0.0
VALIDATION_15_T,punishment_rate,0.0,0.24925074925074925,0.02317459175839617
VALIDATION_16_C,punishment_rate,0.0,0.0,0.0
VALIDATION_16_T,punishment_rate,0.9466666666666667,0.12666666666666668,0.020869967789998035
VALIDATION_17_C,punishment_rate,0.0,0.0,0.0
VALIDATION_17_T,punishment_rate,0.0,0.28098065677013045,0.032372411923062956
VALIDATION_18_C,punishment_rate,0.0,0.0,0.0
VALIDATION_18_T,punishment_rate,0.11956521739130435,0.09963768115942029,0.0231229734281954
VALIDATION_19_C,punishment_rate,0.0,0.0,0.0
VALIDATION_19_T,punishment_rate,0.33620689655172414,0.09913793103448276,0.020808546491322185
VALIDATION_1_C,punishment_rate,0.0,0.0,0.0
VALIDATION_1_T,punishment_rate,0.9583333333333334,0.1701388888888889,0.05489150295076112
VALIDATION_2_C,punishment_rate,0.0,0.0,0.0
VALIDATION_2_T,punishment_rate,0.45,0.13333333333333333,0.03912379450278687
VALIDATION_3_C,punishment_rate,0.0,0.0,0.0
VALIDATION_3_T,punishment_rate,0.36538461538461536,0.12004662004662005,0.03071588612699854
VALIDATION_4_C,punishment_rate,0.0,0.0,0.0
VALIDATION_4_T,punishment_rate,0.08928571428571429,0.2517857142857143,0.03087272258807117
VALIDATION_5_C,punishment_rate,0.0,0.0,0.0
VALIDATION_5_T,punishment_rate,0.0,0.15625,0.029102525371944812
VALIDATION_6_C,punishment_rate,0.0,0.0,0.0
VALIDATION_6_T,punishment_rate,0.9759615384615384,0.2932692307692308,0.03313473257713996
VALIDATION_7_C,punishment_rate,0.0,0.0,0.0
VALIDATION_7_T,punishment_rate,0.9842105263157894,0.12850877192982457,0.037109816470931346
VALIDATION_8_C,punishment_rate,0.0,0.0,0.0
VALIDATION_8_T,punishment_rate,0.6666666666666666,0.09722222222222222,0.023719793439721294
VALIDATION_9_C,punishment_rate,0.0,0.0,0.0
VALIDATION_9_T,punishment_rate,0.8666666666666667,0.2611111111111111,0.033243190872252304
VALIDATION_0_C,reward_rate,0.0,0.0,0.0
VALIDATION_0_T,reward_rate,0.0,0.0,0.0
VALIDATION_10_C,reward_rate,0.0,0.0,0.0
VALIDATION_10_T,reward_rate,0.0,0.0,0.0
VALIDATION_11_C,reward_rate,0.9903846153846154,0.1984265734265734,0.039950207987813964
VALIDATION_11_T,reward_rate,0.9551282051282052,0.09236596736596737,0.02630077462295774
VALIDATION_12_C,reward_rate,0.0,0.0,0.0
VALIDATION_12_T,reward_rate,0.0,0.0,0.0
VALIDATION_13_C,reward_rate,0.9705882352941176,0.14538770053475936,0.023827957365371875
VALIDATION_13_T,reward_rate,0.5625,0.0661764705882353,0.024295162894901398
VALIDATION_14_C,reward_rate,1.0,0.12719298245614036,0.025459173636356722
VALIDATION_14_T,reward_rate,0.9473684210526315,0.10818713450292397,0.04308940295944561
VALIDATION_15_C,reward_rate,1.0,0.36217948717948717,0.038832905004456866
VALIDATION_15_T,reward_rate,0.967032967032967,0.17332667332667334,0.02635889869303455
VALIDATION_16_C,reward_rate,0.0,0.0,0.0
VALIDATION_16_T,reward_rate,0.0,0.0,0.0
VALIDATION_17_C,reward_rate,0.0,0.0,0.0
VALIDATION_17_T,reward_rate,0.0,0.0,0.0
VALIDATION_18_C,reward_rate,0.0,0.0,0.0
VALIDATION_18_T,reward_rate,0.0,0.0,0.0
VALIDATION_19_C,reward_rate,1.0,0.20617816091954022,0.055334359699431825
VALIDATION_19_T,reward_rate,0.8793103448275862,0.1192528735632184,0.03387627172214982
VALIDATION_1_C,reward_rate,0.0,0.0,0.0
VALIDATION_1_T,reward_rate,0.0,0.0,0.0
VALIDATION_2_C,reward_rate,1.0,0.2729166666666667,0.06504928242124212
VALIDATION_2_T,reward_rate,1.0,0.19166666666666668,0.03376457161428672
VALIDATION_3_C,reward_rate,1.0,0.2173076923076923,0.052918209997839215
VALIDATION_3_T,reward_rate,0.8012820512820513,0.10314685314685315,0.02927072754872936
VALIDATION_4_C,reward_rate,1.0,0.33035714285714285,0.05509972792135006
VALIDATION_4_T,reward_rate,0.8928571428571429,0.13035714285714284,0.034073936715109776
VALIDATION_5_C,reward_rate,1.0,0.3993055555555556,0.0730749494571753
VALIDATION_5_T,reward_rate,1.0,0.2326388888888889,0.052534695448085034
VALIDATION_6_C,reward_rate,0.0,0.0,0.0
VALIDATION_6_T,reward_rate,0.0,0.0,0.0
VALIDATION_7_C,reward_rate,0.0,0.0,0.0
VALIDATION_7_T,reward_rate,0.0,0.0,0.0
VALIDATION_8_C,reward_rate,1.0,0.2916666666666667,0.04553776752987501
VALIDATION_8_T,reward_rate,0.3333333333333333,0.22916666666666666,0.04823765274114516
VALIDATION_9_C,reward_rate,1.0,0.39012345679012345,0.03682380318246627
VALIDATION_9_T,reward_rate,0.9259259259259259,0.1537037037037037,0.01940521223409648
VALIDATION_0_C,normalized_efficiency,0.75,0.6472222222222223,0.03838127704993073
VALIDATION_0_T,normalized_efficiency,1.0,0.757051282051282,0.04596979019331199
VALIDATION_10_C,normalized_efficiency,0.21666666666666662,0.6462121212121212,0.07973184249975902
VALIDATION_10_T,normalized_efficiency,-3.520679012345679,0.4926206509539843,0.08631914405510864
VALIDATION_11_C,normalized_efficiency,0.9913967611336032,0.7173659673659674,0.037590389877337364
VALIDATION_11_T,normalized_efficiency,0.9810222672064778,0.7299181082075819,0.045356583271162466
VALIDATION_12_C,normalized_efficiency,1.0,0.7314814814814815,0.04285013387936673
VALIDATION_12_T,normalized_efficiency,0.0874485596707819,0.7600522976680384,0.04562493140186099
VALIDATION_13_C,normalized_efficiency,0.16431197478991597,0.7752029220779221,0.03139312348586564
VALIDATION_13_T,normalized_efficiency,0.016176470588235296,0.8123734721161192,0.033627565032706974
VALIDATION_14_C,normalized_efficiency,0.6754385964912281,0.7596125730994152,0.04581678849552001
VALIDATION_14_T,normalized_efficiency,0.5879385964912281,0.7124817251461988,0.09424856887255906
VALIDATION_15_C,normalized_efficiency,1.353021978021978,0.6389222756410257,0.03639740602612831
VALIDATION_15_T,normalized_efficiency,2.40728021978022,0.5572864635364635,0.07451293728608503
VALIDATION_16_C,normalized_efficiency,0.8333333333333334,0.7533333333333333,0.05593757543618612
VALIDATION_16_T,normalized_efficiency,-2.9266666666666667,0.566,0.08732120356816317
VALIDATION_17_C,normalized_efficiency,0.23809523809523808,0.5516959064327486,0.021881221923513567
VALIDATION_17_T,normalized_efficiency,1.0,0.5383747831116252,0.028703406972257393
VALIDATION_18_C,normalized_efficiency,1.0,0.5969202898550725,0.06858335732330643
VALIDATION_18_T,normalized_efficiency,0.9304347826086956,0.6209239130434783,0.07074410186787007
VALIDATION_19_C,normalized_efficiency,-0.013469827586206896,0.5849317528735632,0.04855700751532068
VALIDATION_19_T,normalized_efficiency,-0.08922413793103444,0.5563846982758621,0.06706478781325734
VALIDATION_1_C,normalized_efficiency,0.5875,0.5803819444444445,0.07235927348136718
VALIDATION_1_T,normalized_efficiency,-0.5927083333333333,0.3802083333333333,0.12166633965899738
VALIDATION_2_C,normalized_efficiency,0.5028409090909091,0.5747916666666666,0.0382000153765482
VALIDATION_2_T,normalized_efficiency,0.7302272727272726,0.5640435606060606,0.05342096945452829
VALIDATION_3_C,normalized_efficiency,0.570558608058608,0.6214468864468865,0.07992648580755525
VALIDATION_3_T,normalized_efficiency,0.42474816849816854,0.7581439393939394,0.056218513325196035
VALIDATION_4_C,normalized_efficiency,0.9642857142857143,0.6473214285714286,0.0401578981205763
VALIDATION_4_T,normalized_efficiency,0.9291294642857143,0.6088169642857143,0.05700301361039128
VALIDATION_5_C,normalized_efficiency,1.75,0.8177083333333334,0.12728752074855756
VALIDATION_5_T,normalized_efficiency,2.0625,0.5847800925925926,0.0899865263559384
VALIDATION_6_C,normalized_efficiency,0.08245192307692309,0.6726161858974359,0.03132184606451106
VALIDATION_6_T,normalized_efficiency,-0.3673076923076923,0.6140052252618273,0.04183190923808172
VALIDATION_7_C,normalized_efficiency,0.5278947368421053,0.8499122807017544,0.03802606706515984
VALIDATION_7_T,normalized_efficiency,-0.017500000000000005,0.7965570175438597,0.04300972923376373
VALIDATION_8_C,normalized_efficiency,0.13611111111111107,0.603125,0.045227795575110884
VALIDATION_8_T,normalized_efficiency,0.04374999999999998,0.5047453703703704,0.051320404591134045
VALIDATION_9_C,normalized_efficiency,0.9008916323731139,0.6252903520804756,0.0372930598714319
VALIDATION_9_T,normalized_efficiency,-0.7856241426611796,0.5233333333333333,0.03676763504145492
