treatment_name,player,most_aligned_count,most_aligned_share,treatment_total
VALIDATION_12_C,CHICKEN,4,0.125,32
VALIDATION_12_C,DOG,4,0.125,32
VALIDATION_12_C,DUCK,2,0.0625,32
VALIDATION_12_C,SLOTH,1,0.03125,32
VALIDATION_12_T,SLOTH,14,0.4375,32
VALIDATION_12_T,GORILLA,7,0.21875,32
VALIDATION_12_T,DUCK,4,0.125,32
VALIDATION_12_T,CHICKEN,3,0.09375,32
VALIDATION_12_T,PARROT,3,0.09375,32
VALIDATION_12_T,DOG,1,0.03125,32
VALIDATION_13_C,GORILLA,15,0.46875,32
VALIDATION_13_C,SLOTH,7,0.21875,32
VALIDATION_13_C,CROCODILE,4,0.125,32
VALIDATION_13_C,DUCK,2,0.0625,32
VALIDATION_13_C,SNAKE,2,0.0625,32
VALIDATION_13_C,RABBIT,1,0.03125,32
VALIDATION_13_C,PARROT,1,0.03125,32
VALIDATION_13_T,SNAKE,11,0.34375,32
VALIDATION_13_T,PINGUIN,6,0.1875,32
VALIDATION_13_T,PARROT,3,0.09375,32
VALIDATION_13_T,MONKEY,2,0.0625,32
VALIDATION_13_T,OWL,2,0.0625,32
VALIDATION_13_T,CHICKEN,2,0.0625,32
VALIDATION_13_T,SLOTH,2,0.0625,32
VALIDATION_13_T,CHICK,1,0.03125,32
VALIDATION_13_T,FROG,1,0.03125,32
VALIDATION_13_T,RABBIT,1,0.03125,32
VALIDATION_13_T,GORILLA,1,0.03125,32
VALIDATION_14_C,SLOTH,11,0.34375,32
VALIDATION_14_C,CHICKEN,7,0.21875,32
VALIDATION_14_C,DUCK,7,0.21875,32
VALIDATION_14_C,PARROT,5,0.15625,32
VALIDATION_14_C,GORILLA,2,0.0625,32
VALIDATION_14_T,DUCK,10,0.3125,32
VALIDATION_14_T,DOG,7,0.21875,32
VALIDATION_14_T,SLOTH,7,0.21875,32
VALIDATION_14_T,GORILLA,6,0.1875,32
VALIDATION_14_T,CHICKEN,2,0.0625,32
VALIDATION_15_C,SLOTH,9,0.28125,32
VALIDATION_15_C,PARROT,5,0.15625,32
VALIDATION_15_C,SNAKE,4,0.125,32
VALIDATION_15_C,CHICK,4,0.125,32
VALIDATION_15_C,OWL,4,0.125,32
VALIDATION_15_C,DOG,3,0.09375,32
VALIDATION_15_C,RABBIT,1,0.03125,32
VALIDATION_15_C,MOOSE,1,0.03125,32
VALIDATION_15_C,GORILLA,1,0.03125,32
VALIDATION_15_T,GORILLA,6,0.1875,32
VALIDATION_15_T,CHICK,5,0.15625,32
VALIDATION_15_T,SLOTH,5,0.15625,32
VALIDATION_15_T,PARROT,5,0.15625,32
VALIDATION_15_T,OWL,4,0.125,32
VALIDATION_15_T,RABBIT,3,0.09375,32
VALIDATION_15_T,COW,2,0.0625,32
VALIDATION_15_T,DUCK,1,0.03125,32
VALIDATION_15_T,MOOSE,1,0.03125,32
VALIDATION_16_C,RABBIT,9,0.28125,32
VALIDATION_16_C,CHICK,8,0.25,32
VALIDATION_16_C,SLOTH,6,0.1875,32
VALIDATION_16_C,PARROT,3,0.09375,32
VALIDATION_16_C,DUCK,2,0.0625,32
VALIDATION_16_C,OWL,2,0.0625,32
VALIDATION_16_C,DOG,1,0.03125,32
VALIDATION_16_C,CHICKEN,1,0.03125,32
VALIDATION_16_T,CHICKEN,9,0.28125,32
VALIDATION_16_T,MOOSE,7,0.21875,32
VALIDATION_16_T,DUCK,5,0.15625,32
VALIDATION_16_T,PARROT,4,0.125,32
VALIDATION_16_T,OWL,2,0.0625,32
VALIDATION_16_T,SLOTH,2,0.0625,32
VALIDATION_16_T,DOG,1,0.03125,32
VALIDATION_16_T,GORILLA,1,0.03125,32
VALIDATION_16_T,RABBIT,1,0.03125,32
VALIDATION_17_C,DOG,6,0.1875,32
VALIDATION_17_C,SLOTH,4,0.125,32
VALIDATION_17_C,HORSE,4,0.125,32
VALIDATION_17_C,PINGUIN,3,0.09375,32
VALIDATION_17_C,OWL,3,0.09375,32
VALIDATION_17_C,DUCK,2,0.0625,32
VALIDATION_17_C,COW,2,0.0625,32
VALIDATION_17_C,CHICK,2,0.0625,32
VALIDATION_17_C,SNAKE,2,0.0625,32
VALIDATION_17_C,GORILLA,1,0.03125,32
VALIDATION_17_C,RABBIT,1,0.03125,32
VALIDATION_17_C,ELEPHANT,1,0.03125,32
VALIDATION_17_C,MOOSE,1,0.03125,32
VALIDATION_17_T,GORILLA,8,0.25,32
VALIDATION_17_T,MOOSE,5,0.15625,32
VALIDATION_17_T,OWL,4,0.125,32
VALIDATION_17_T,CHICKEN,4,0.125,32
VALIDATION_17_T,SLOTH,3,0.09375,32
VALIDATION_17_T,DOG,2,0.0625,32
VALIDATION_17_T,DUCK,2,0.0625,32
VALIDATION_17_T,PARROT,1,0.03125,32
VALIDATION_17_T,WHALE,1,0.03125,32
VALIDATION_17_T,FROG,1,0.03125,32
VALIDATION_17_T,RABBIT,1,0.03125,32
VALIDATION_18_C,DUCK,20,0.625,32
VALIDATION_18_C,SLOTH,8,0.25,32
VALIDATION_18_C,CHICKEN,4,0.125,32
VALIDATION_18_T,SLOTH,15,0.46875,32
VALIDATION_18_T,GORILLA,9,0.28125,32
VALIDATION_18_T,DUCK,4,0.125,32
VALIDATION_18_T,CHICKEN,4,0.125,32
VALIDATION_19_C,GORILLA,16,0.5,32
VALIDATION_19_C,SLOTH,9,0.28125,32
VALIDATION_19_C,CHICKEN,4,0.125,32
VALIDATION_19_C,DUCK,3,0.09375,32
VALIDATION_19_T,GORILLA,16,0.5,32
VALIDATION_19_T,DUCK,8,0.25,32
VALIDATION_19_T,SLOTH,7,0.21875,32
VALIDATION_19_T,CHICKEN,1,0.03125,32
VALIDATION_1_C,SLOTH,13,0.40625,32
VALIDATION_1_C,GORILLA,12,0.375,32
VALIDATION_1_C,DUCK,7,0.21875,32
VALIDATION_1_T,SLOTH,19,0.59375,32
VALIDATION_1_T,DUCK,10,0.3125,32
VALIDATION_1_T,GORILLA,3,0.09375,32
VALIDATION_2_C,SLOTH,15,0.46875,32
VALIDATION_2_C,GORILLA,14,0.4375,32
VALIDATION_2_C,DUCK,2,0.0625,32
VALIDATION_2_C,CHICKEN,1,0.03125,32
VALIDATION_2_T,DUCK,11,0.34375,32
VALIDATION_2_T,GORILLA,9,0.28125,32
VALIDATION_2_T,SLOTH,8,0.25,32
VALIDATION_2_T,CHICKEN,4,0.125,32
VALIDATION_3_C,SLOTH,12,0.375,32
VALIDATION_3_C,GORILLA,10,0.3125,32
VALIDATION_3_C,PARROT,5,0.15625,32
VALIDATION_3_C,DOG,4,0.125,32
VALIDATION_3_C,CHICKEN,1,0.03125,32
VALIDATION_3_T,SLOTH,13,0.40625,32
VALIDATION_3_T,DUCK,7,0.21875,32
VALIDATION_3_T,GORILLA,4,0.125,32
VALIDATION_3_T,DOG,4,0.125,32
VALIDATION_3_T,CHICKEN,3,0.09375,32
VALIDATION_3_T,PARROT,1,0.03125,32
VALIDATION_4_C,DUCK,14,0.4375,32
VALIDATION_4_C,MOOSE,7,0.21875,32
VALIDATION_4_C,SLOTH,4,0.125,32
VALIDATION_4_C,GORILLA,3,0.09375,32
VALIDATION_4_C,CHICKEN,3,0.09375,32
VALIDATION_4_C,PARROT,1,0.03125,32
VALIDATION_4_T,DOG,9,0.28125,32
VALIDATION_4_T,MOOSE,8,0.25,32
VALIDATION_4_T,DUCK,4,0.125,32
VALIDATION_4_T,SLOTH,4,0.125,32
VALIDATION_4_T,CHICKEN,3,0.09375,32
VALIDATION_4_T,GORILLA,2,0.0625,32
VALIDATION_4_T,PARROT,2,0.0625,32
VALIDATION_5_C,DUCK,16,0.5,32
VALIDATION_5_C,CHICKEN,8,0.25,32
VALIDATION_5_C,SLOTH,4,0.125,32
VALIDATION_5_C,GORILLA,4,0.125,32
VALIDATION_5_T,GORILLA,11,0.34375,32
VALIDATION_5_T,DUCK,8,0.25,32
VALIDATION_5_T,SLOTH,8,0.25,32
VALIDATION_5_T,CHICKEN,5,0.15625,32
VALIDATION_6_C,PARROT,6,0.1875,32
VALIDATION_6_C,SNAKE,5,0.15625,32
VALIDATION_6_C,CHICKEN,5,0.15625,32
VALIDATION_6_C,SLOTH,4,0.125,32
VALIDATION_6_C,RABBIT,3,0.09375,32
VALIDATION_6_C,CHICK,3,0.09375,32
VALIDATION_6_C,DUCK,2,0.0625,32
VALIDATION_6_C,GORILLA,2,0.0625,32
VALIDATION_6_C,CROCODILE,2,0.0625,32
VALIDATION_6_T,SLOTH,7,0.21875,32
VALIDATION_6_T,SNAKE,6,0.1875,32
VALIDATION_6_T,MOOSE,5,0.15625,32
VALIDATION_6_T,PARROT,4,0.125,32
VALIDATION_6_T,CHICK,3,0.09375,32
VALIDATION_6_T,CHICKEN,3,0.09375,32
VALIDATION_6_T,DOG,3,0.09375,32
VALIDATION_6_T,DUCK,1,0.03125,32
VALIDATION_7_C,SLOTH,8,0.25,32
VALIDATION_7_C,DOG,7,0.21875,32
VALIDATION_7_C,GORILLA,6,0.1875,32
VALIDATION_7_C,RABBIT,6,0.1875,32
VALIDATION_7_C,MOOSE,3,0.09375,32
VALIDATION_7_C,CHICK,1,0.03125,32
VALIDATION_7_C,OWL,1,0.03125,32
VALIDATION_7_T,OWL,8,0.25,32
VALIDATION_7_T,SLOTH,8,0.25,32
VALIDATION_7_T,RABBIT,4,0.125,32
VALIDATION_7_T,DOG,4,0.125,32
VALIDATION_7_T,MOOSE,4,0.125,32
VALIDATION_7_T,DUCK,3,0.09375,32
VALIDATION_7_T,CHICKEN,1,0.03125,32
VALIDATION_8_C,GORILLA,12,0.375,32
VALIDATION_8_C,SLOTH,7,0.21875,32
VALIDATION_8_C,CHICKEN,6,0.1875,32
VALIDATION_8_C,DOG,4,0.125,32
VALIDATION_8_C,DUCK,2,0.0625,32
VALIDATION_8_C,PARROT,1,0.03125,32
VALIDATION_8_T,GORILLA,11,0.34375,32
VALIDATION_8_T,SLOTH,6,0.1875,32
VALIDATION_8_T,CHICKEN,5,0.15625,32
VALIDATION_8_T,DOG,5,0.15625,32
VALIDATION_8_T,PARROT,3,0.09375,32
VALIDATION_8_T,DUCK,2,0.0625,32
VALIDATION_9_C,CHICK,8,0.25,32
VALIDATION_9_C,CHICKEN,7,0.21875,32
VALIDATION_9_C,COW,6,0.1875,32
VALIDATION_9_C,MOOSE,5,0.15625,32
VALIDATION_9_C,PARROT,3,0.09375,32
VALIDATION_9_C,GORILLA,1,0.03125,32
VALIDATION_9_C,SLOTH,1,0.03125,32
VALIDATION_9_C,MONKEY,1,0.03125,32
VALIDATION_9_T,OWL,8,0.25,32
VALIDATION_9_T,PARROT,5,0.15625,32
VALIDATION_9_T,GORILLA,4,0.125,32
VALIDATION_9_T,CROCODILE,3,0.09375,32
VALIDATION_9_T,MONKEY,3,0.09375,32
VALIDATION_9_T,RABBIT,3,0.09375,32
VALIDATION_9_T,SLOTH,3,0.09375,32
VALIDATION_9_T,COW,2,0.0625,32
VALIDATION_9_T,PINGUIN,1,0.03125,32
