model_name,score_family,metric,score,noise_ceiling_mean,noise_ceiling_p05,noise_ceiling_p50,noise_ceiling_p95,bootstrap_iters,gap_to_noise_ceiling,ratio_to_noise_ceiling
gpt-5-mini twin,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.3742535520891002,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.08078919019658737,1.2752947229284965
gpt-5.1 baseline,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.5390576723857832,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.24559331049327032,1.8368760993991624
gpt-5.1 twin,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.4980619444850767,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.20459758259256383,1.6971803365599185
gpt-5-mini baseline,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.8912064457371678,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.6371990400303489,3.5085844968072255
gpt-5-mini twin,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.57098643742761,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.31697903172079117,2.247912559237173
gpt-5.1 baseline,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,1.1764077655960867,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.9224003598892678,4.631391601841418
gpt-5.1 twin,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.9993163531664789,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.7453089474596601,3.9342016441832124
gpt-5-mini baseline,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.7819166609434317,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.4136982644525993,2.1235132964436207
gpt-5-mini twin,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.725440365115416,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.35722196862458355,1.9701361258127073
gpt-5.1 baseline,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.9241640665776412,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.5559456700868087,2.509825895134629
gpt-5.1 twin,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.9002982359502283,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.5320798394593959,2.445011559797619
gpt-5-mini baseline,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.46153469855423523,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.20659787394020845,1.8103885119499574
gpt-5-mini twin,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.47539991183257496,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.22046308721854818,1.8647753715153874
gpt-5.1 baseline,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.5997032972335512,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.3447664726195244,2.352360425534833
gpt-5.1 twin,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.6131471289738637,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.3582103043598369,2.4050943989836138
gpt-5-mini baseline,mean_wasserstein_distance,final_round_normalized_efficiency,0.6619579569413097,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.4263835531135284,2.8099740302229095
gpt-5-mini twin,mean_wasserstein_distance,final_round_normalized_efficiency,0.47122518591485585,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.2356507820870746,2.0003242213842096
gpt-5.1 baseline,mean_wasserstein_distance,final_round_normalized_efficiency,0.525916482197462,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.29034207836968073,2.2324856760836287
gpt-5.1 twin,mean_wasserstein_distance,final_round_normalized_efficiency,0.4610493027349369,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.22547489890715564,1.9571281737042665
gpt-5-mini baseline,mean_wasserstein_distance,final_total_contribution_rate,0.5374852668662642,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.4568794628752654,6.6680715315026795
gpt-5-mini twin,mean_wasserstein_distance,final_total_contribution_rate,0.3264931008231355,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.24588729683213667,4.050491213506099
gpt-5.1 baseline,mean_wasserstein_distance,final_total_contribution_rate,0.3959488634271179,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.31534305943611907,4.912163192011995
gpt-5.1 twin,mean_wasserstein_distance,final_total_contribution_rate,0.3343241125732891,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.2537183085822903,4.147643172328172
gpt-5-mini baseline,mean_wasserstein_distance,mean_round_normalized_efficiency,0.35392563460754556,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.24084469597210348,3.1298434455744553
gpt-5-mini twin,mean_wasserstein_distance,mean_round_normalized_efficiency,0.2436109652924535,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.1305300266570114,2.1543061830944192
gpt-5.1 baseline,mean_wasserstein_distance,mean_round_normalized_efficiency,0.24208682824425906,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.12900588960881698,2.1408278987205334
gpt-5.1 twin,mean_wasserstein_distance,mean_round_normalized_efficiency,0.20425837956883935,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.09117744093339727,1.8063024770898057
gpt-5-mini baseline,mean_wasserstein_distance,mean_total_contribution_rate,0.2939994141777877,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.23163513588879583,4.714227795845152
gpt-5-mini twin,mean_wasserstein_distance,mean_total_contribution_rate,0.17857851203941955,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.11621423375042769,2.86347436287002
gpt-5.1 baseline,mean_wasserstein_distance,mean_total_contribution_rate,0.1817056689150654,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.11934139062607355,2.9136177616463965
gpt-5.1 twin,mean_wasserstein_distance,mean_total_contribution_rate,0.15350689056185127,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.09114261227285941,2.4614554160397835
gpt-5-mini baseline,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.04222189604438074,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.023174664811563026,2.2166946748477487
gpt-5-mini twin,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.03911095454198201,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.0200637233091643,2.053366920573485
gpt-5.1 baseline,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.05617562985700013,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.03712839862418242,2.949280615662999
gpt-5.1 twin,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.05374814587208597,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.03470091463926826,2.8218351116292326
gpt-5-mini baseline,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.5092457174480967,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.3078748538650097,2.5288947387265805
gpt-5-mini twin,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.4032403933255445,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.20186952974245753,2.002476357058303
gpt-5.1 baseline,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.5417108881111887,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.34034002452810175,2.690115533460357
gpt-5.1 twin,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.45597661627978014,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.25460575269669317,2.2643624214862696
gpt-5-mini baseline,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.4042766573408164,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.3240098523872416,5.0366606416518565
gpt-5-mini twin,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.2721335485634442,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.19186674360986938,3.3903622888794747
gpt-5.1 baseline,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.4402765078289759,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.3600097028754011,5.485162989652146
gpt-5.1 twin,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.33146956497377833,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.25120276002020353,4.129597100139912
gpt-5-mini baseline,rmse_of_config_means,final_round_normalized_efficiency,0.633240939047256,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.24141492796279973,1.6161278759790245
gpt-5-mini twin,rmse_of_config_means,final_round_normalized_efficiency,0.45665758702247106,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.06483157593801481,1.1654601126622006
gpt-5.1 baseline,rmse_of_config_means,final_round_normalized_efficiency,0.5055262317525993,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.113700220668143,1.2901803796880535
gpt-5.1 twin,rmse_of_config_means,final_round_normalized_efficiency,0.4367503505286219,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.04492433944416563,1.114653795749365
gpt-5-mini baseline,rmse_of_config_means,final_total_contribution_rate,0.5826948719986664,0.0890888220928257,0.06830700988416939,0.08884467729619214,0.10755338187094532,200,0.4936060499058407,6.540605861771638
gpt-5-mini twin,rmse_of_config_means,final_total_contribution_rate,0.36803123345154143,0.0890888220928257,0.06830700988416939,0.08884467729619214,0.10755338187094532,200,0.2789424113587157,4.1310595965459385
gpt-5.1 baseline,rmse_of_config_means,final_total_contribution_rate,0.45729932801339557,0.0890888220928257,0.06830700988416939,0.08884467729619214,0.10755338187094532,200,0.36821050592056986,5.133071885684093
gpt-5.1 twin,rmse_of_config_means,final_total_contribution_rate,0.3756620874808957,0.0890888220928257,0.06830700988416939,0.08884467729619214,0.10755338187094532,200,0.28657326538807,4.21671404622991
gpt-5-mini baseline,rmse_of_config_means,mean_round_normalized_efficiency,0.377159195924569,0.12851335787543453,0.0910348926568265,0.12782321062877805,0.17980592993056735,200,0.24864583804913445,2.934785941008109
gpt-5-mini twin,rmse_of_config_means,mean_round_normalized_efficiency,0.2534344987450353,0.12851335787543453,0.0910348926568265,0.12782321062877805,0.17980592993056735,200,0.1249211408696008,1.9720479095308086
gpt-5.1 baseline,rmse_of_config_means,mean_round_normalized_efficiency,0.24664756583269518,0.12851335787543453,0.0910348926568265,0.12782321062877805,0.17980592993056735,200,0.11813420795726065,1.919236800829419
gpt-5.1 twin,rmse_of_config_means,mean_round_normalized_efficiency,0.19491972518145476,0.12851335787543453,0.0910348926568265,0.12782321062877805,0.17980592993056735,200,0.06640636730602023,1.516727353512828
gpt-5-mini baseline,rmse_of_config_means,mean_total_contribution_rate,0.32526955483639985,0.067186535499286,0.05107197684808236,0.0664700091364942,0.08485149042126318,200,0.25808301933711386,4.841290779755366
gpt-5-mini twin,rmse_of_config_means,mean_total_contribution_rate,0.20356163490886742,0.067186535499286,0.05107197684808236,0.0664700091364942,0.08485149042126318,200,0.13637509940958142,3.029798059925723
gpt-5.1 baseline,rmse_of_config_means,mean_total_contribution_rate,0.20415239885668138,0.067186535499286,0.05107197684808236,0.0664700091364942,0.08485149042126318,200,0.13696586335739538,3.0385909518857535
gpt-5.1 twin,rmse_of_config_means,mean_total_contribution_rate,0.15403923026933575,0.067186535499286,0.05107197684808236,0.0664700091364942,0.08485149042126318,200,0.08685269477004975,2.292709828310358
gpt-5-mini baseline,rmse_of_config_means,mean_within_round_contribution_rate_var,0.04110275298663652,0.020431864275350514,0.015838184220606663,0.020351032228716197,0.025540771190713112,200,0.020670888711286008,2.0116986111846806
gpt-5-mini twin,rmse_of_config_means,mean_within_round_contribution_rate_var,0.04243282672222506,0.020431864275350514,0.015838184220606663,0.020351032228716197,0.025540771190713112,200,0.022000962446874543,2.0767966226859205
gpt-5.1 baseline,rmse_of_config_means,mean_within_round_contribution_rate_var,0.06113699665592489,0.020431864275350514,0.015838184220606663,0.020351032228716197,0.025540771190713112,200,0.040705132380574376,2.9922378022881646
gpt-5.1 twin,rmse_of_config_means,mean_within_round_contribution_rate_var,0.05803509321815914,0.020431864275350514,0.015838184220606663,0.020351032228716197,0.025540771190713112,200,0.037603228942808625,2.8404208463822878
gpt-5-mini baseline,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.5450552235977626,0.2515430572713494,0.17863781545339258,0.24601436304847268,0.3386038982596298,200,0.2935121663264132,2.1668466206554453
gpt-5-mini twin,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.4253688710177014,0.2515430572713494,0.17863781545339258,0.24601436304847268,0.3386038982596298,200,0.17382581374635198,1.6910380100804738
gpt-5.1 baseline,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.5624404186674201,0.2515430572713494,0.17863781545339258,0.24601436304847268,0.3386038982596298,200,0.3108973613960707,2.2359608123101307
gpt-5.1 twin,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.4556291752069857,0.2515430572713494,0.17863781545339258,0.24601436304847268,0.3386038982596298,200,0.2040861179356363,1.811336715668048
gpt-5-mini baseline,rmse_of_config_means,total_contribution_rate_decay_slope,0.4628864005627951,0.0835369125653261,0.06408555642804466,0.08217601146333409,0.10508119563390785,200,0.37934948799746904,5.541100171745235
gpt-5-mini twin,rmse_of_config_means,total_contribution_rate_decay_slope,0.31813430597403547,0.0835369125653261,0.06408555642804466,0.08217601146333409,0.10508119563390785,200,0.2345973934087094,3.8083081622780055
gpt-5.1 baseline,rmse_of_config_means,total_contribution_rate_decay_slope,0.48015186172908847,0.0835369125653261,0.06408555642804466,0.08217601146333409,0.10508119563390785,200,0.3966149491637624,5.747780795149789
gpt-5.1 twin,rmse_of_config_means,total_contribution_rate_decay_slope,0.35721686739009195,0.0835369125653261,0.06408555642804466,0.08217601146333409,0.10508119563390785,200,0.27367995482476587,4.276155970101808
