model_a,model_b,metric,delta_point,delta_bootstrap_mean,ci_low,ci_high,p_le_zero,p_ge_zero,ci_excludes_zero,direction,n_boot,n_groups,split,factor,best_k_oracle,best_k_synthetic
oracle,synthetic,rmse,0.008774930330612649,0.008752598190288056,-0.008641946614792942,0.025431293594539408,0.136,0.864,False,false_to_true,3000,26,show_other_summaries/false_to_true,show_other_summaries,8,10
oracle,config_only,r2,0.1780721402073886,0.18728880703457898,-0.9942695516640888,1.1923141226411138,0.31433333333333335,0.6856666666666666,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,config_only,r2_oos_train_mean,0.14364196435118415,0.1119873294402582,-0.840116410381413,0.7965899353582027,0.31433333333333335,0.6856666666666666,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,config_only,rmse,0.0045835559147651,0.004590229729179457,-0.019627417286179297,0.024638881438719944,0.31433333333333335,0.6856666666666666,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
synthetic,config_only,r2,0.07686451509080827,0.0541835824634955,-0.5710812945937459,0.5642592625787459,0.379,0.621,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
synthetic,config_only,r2_oos_train_mean,0.06200279237216022,0.062372862276393375,-0.3729435268825383,0.5212452834098883,0.379,0.621,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
synthetic,config_only,rmse,0.0019531852769262836,0.0016030098401507503,-0.010310546965340868,0.012125205469416192,0.379,0.621,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,synthetic,r2,0.10120762511658032,0.13310522457108348,-1.1628862304214624,1.6172885013315503,0.4166666666666667,0.5833333333333334,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,synthetic,r2_oos_train_mean,0.08163917197902393,0.04961446716386483,-1.0110119147405454,0.9776786954609061,0.4166666666666667,0.5833333333333334,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,synthetic,rmse,0.0026303706378388164,0.0029872198890287067,-0.022519313730285297,0.031303610635247316,0.4166666666666667,0.5833333333333334,False,true_to_false,3000,14,show_other_summaries/true_to_false,show_other_summaries,12,12
oracle,config_only,r2,0.24176458946996704,0.2688177549833253,-0.01202284635312442,0.612476338335099,0.029333333333333333,0.9706666666666667,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,config_only,r2_oos_train_mean,0.23868119411822997,0.25213945644608443,-0.012007048032710351,0.5856482388179114,0.029333333333333333,0.9706666666666667,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,config_only,rmse,0.008927497374209094,0.008741652563379202,-0.0005466351576160341,0.016050418398652518,0.029333333333333333,0.9706666666666667,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
synthetic,config_only,r2,0.08605120445769132,0.09088630515110258,-0.3005157545871447,0.5021276074194548,0.296,0.704,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
synthetic,config_only,r2_oos_train_mean,0.08495373239026449,0.08640660541068837,-0.2803373867957612,0.4697968127805952,0.296,0.704,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
synthetic,config_only,rmse,0.0030407435427356744,0.002977125974917546,-0.008455428111241683,0.01397429915377466,0.296,0.704,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,synthetic,r2,0.15571338501227572,0.1779314498322227,-0.23953751063749595,0.6705900984518731,0.21666666666666667,0.7833333333333333,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,synthetic,r2_oos_train_mean,0.15372746172796548,0.16573285103539603,-0.22495234757045682,0.6050220787985376,0.21666666666666667,0.7833333333333333,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,synthetic,rmse,0.005886753831473419,0.005764526588461656,-0.008542395433746519,0.01948345529291468,0.21666666666666667,0.7833333333333333,False,false_to_true,3000,20,show_punishment_id/false_to_true,show_punishment_id,8,10
oracle,config_only,r2,0.2374599926880845,0.2845735411884668,-0.22872144179445272,1.0147988699357116,0.17133333333333334,0.8286666666666667,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
oracle,config_only,r2_oos_train_mean,0.2103013870715167,0.2321750415741636,-0.20089576997287542,0.8061985183907338,0.17133333333333334,0.8286666666666667,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
oracle,config_only,rmse,0.010174099139035067,0.009846707379223052,-0.011510175626628405,0.03009427554835297,0.17133333333333334,0.8286666666666667,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
synthetic,config_only,r2,-0.040835589421068574,-0.040626665661518666,-0.3502109207574728,0.30948798037564074,0.6386666666666667,0.36133333333333334,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
synthetic,config_only,r2_oos_train_mean,-0.03616517039320444,-0.0317943097609205,-0.2716364311397902,0.2686392034057434,0.6386666666666667,0.36133333333333334,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
synthetic,config_only,rmse,-0.001634199819415566,-0.002022116553677549,-0.013382176189284611,0.00968359753169515,0.6386666666666667,0.36133333333333334,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
oracle,synthetic,r2,0.27829558210915306,0.3252002068499855,-0.15392086869522437,0.9701078441308021,0.10133333333333333,0.8986666666666666,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
oracle,synthetic,r2_oos_train_mean,0.24646655746472113,0.26396935133508403,-0.14103890403311978,0.7391649166517047,0.10133333333333333,0.8986666666666666,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
oracle,synthetic,rmse,0.011808298958450633,0.011868823932900601,-0.007096279848975757,0.02988512346907288,0.10133333333333333,0.8986666666666666,False,true_to_false,3000,20,show_punishment_id/true_to_false,show_punishment_id,12,6
