tag,mpcr_bin,cluster_id,proportion,n_in_bin
PUNISHMENT,"(0.348, 0.46]",2,0.058355437665782495,377
PUNISHMENT,"(0.348, 0.46]",3,0.05305039787798409,377
PUNISHMENT,"(0.348, 0.46]",4,0.09018567639257294,377
PUNISHMENT,"(0.348, 0.46]",5,0.10875331564986737,377
PUNISHMENT,"(0.348, 0.46]",6,0.06631299734748011,377
PUNISHMENT,"(0.348, 0.46]",7,0.042440318302387266,377
PUNISHMENT,"(0.348, 0.46]",8,0.03978779840848806,377
PUNISHMENT,"(0.348, 0.46]",9,0.07427055702917772,377
PUNISHMENT,"(0.348, 0.46]",10,0.0610079575596817,377
PUNISHMENT,"(0.348, 0.46]",11,0.058355437665782495,377
PUNISHMENT,"(0.348, 0.46]",12,0.0636604774535809,377
PUNISHMENT,"(0.348, 0.46]",13,0.08753315649867374,377
PUNISHMENT,"(0.348, 0.46]",14,0.03713527851458886,377
PUNISHMENT,"(0.46, 0.58]",0,0.05157593123209169,349
PUNISHMENT,"(0.46, 0.58]",1,0.06017191977077364,349
PUNISHMENT,"(0.46, 0.58]",2,0.1174785100286533,349
PUNISHMENT,"(0.46, 0.58]",3,0.04871060171919771,349
PUNISHMENT,"(0.46, 0.58]",4,0.09169054441260745,349
PUNISHMENT,"(0.46, 0.58]",5,0.054441260744985676,349
PUNISHMENT,"(0.46, 0.58]",6,0.034383954154727794,349
PUNISHMENT,"(0.46, 0.58]",7,0.06876790830945559,349
PUNISHMENT,"(0.46, 0.58]",8,0.08882521489971347,349
PUNISHMENT,"(0.46, 0.58]",9,0.07736389684813753,349
PUNISHMENT,"(0.46, 0.58]",10,0.03724928366762178,349
PUNISHMENT,"(0.46, 0.58]",11,0.07163323782234957,349
PUNISHMENT,"(0.46, 0.58]",12,0.025787965616045846,349
PUNISHMENT,"(0.46, 0.58]",13,0.09455587392550144,349
PUNISHMENT,"(0.46, 0.58]",14,0.07736389684813753,349
PUNISHMENT,"(0.58, 0.7]",0,0.07479224376731301,361
PUNISHMENT,"(0.58, 0.7]",1,0.05263157894736842,361
PUNISHMENT,"(0.58, 0.7]",2,0.05263157894736842,361
PUNISHMENT,"(0.58, 0.7]",3,0.05263157894736842,361
PUNISHMENT,"(0.58, 0.7]",4,0.13573407202216067,361
PUNISHMENT,"(0.58, 0.7]",5,0.12742382271468145,361
PUNISHMENT,"(0.58, 0.7]",6,0.04986149584487535,361
PUNISHMENT,"(0.58, 0.7]",7,0.060941828254847646,361
PUNISHMENT,"(0.58, 0.7]",8,0.01662049861495845,361
PUNISHMENT,"(0.58, 0.7]",9,0.06925207756232687,361
PUNISHMENT,"(0.58, 0.7]",10,0.05817174515235457,361
PUNISHMENT,"(0.58, 0.7]",11,0.0443213296398892,361
PUNISHMENT,"(0.58, 0.7]",12,0.08310249307479224,361
PUNISHMENT,"(0.58, 0.7]",13,0.08033240997229917,361
PUNISHMENT,"(0.58, 0.7]",14,0.04155124653739612,361
RESPONSE_TO_END_GAME,"(0.059, 0.22]",0,0.052083333333333336,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",1,0.06770833333333333,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",2,0.041666666666666664,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",3,0.08072916666666667,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",4,0.08072916666666667,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",5,0.057291666666666664,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",6,0.057291666666666664,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",7,0.109375,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",8,0.0625,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",9,0.109375,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",10,0.049479166666666664,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",11,0.09114583333333333,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",12,0.041666666666666664,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",13,0.0546875,384
RESPONSE_TO_END_GAME,"(0.059, 0.22]",14,0.044270833333333336,384
RESPONSE_TO_END_GAME,"(0.22, 0.34]",0,0.05714285714285714,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",1,0.09350649350649351,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",2,0.07792207792207792,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",3,0.08051948051948052,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",4,0.07012987012987013,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",5,0.05454545454545454,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",6,0.05194805194805195,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",7,0.04415584415584416,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",8,0.05454545454545454,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",9,0.09350649350649351,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",10,0.046753246753246755,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",11,0.07532467532467532,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",12,0.06233766233766234,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",13,0.06233766233766234,385
RESPONSE_TO_END_GAME,"(0.22, 0.34]",14,0.07532467532467532,385
RESPONSE_TO_END_GAME,"(0.34, 0.46]",0,0.06299212598425197,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",1,0.049868766404199474,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",2,0.12073490813648294,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",3,0.05774278215223097,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",4,0.049868766404199474,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",5,0.09186351706036745,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",6,0.11811023622047244,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",7,0.047244094488188976,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",8,0.047244094488188976,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",9,0.06036745406824147,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",10,0.07086614173228346,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",11,0.06036745406824147,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",12,0.031496062992125984,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",13,0.07086614173228346,381
RESPONSE_TO_END_GAME,"(0.34, 0.46]",14,0.06036745406824147,381
RESPONSE_TO_END_GAME,"(0.46, 0.59]",0,0.06649616368286446,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",1,0.05370843989769821,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",2,0.09974424552429667,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",3,0.0639386189258312,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",4,0.07161125319693094,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",5,0.0741687979539642,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",6,0.05370843989769821,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",7,0.08184143222506395,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",8,0.043478260869565216,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",9,0.08184143222506395,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",10,0.08184143222506395,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",11,0.04859335038363171,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",12,0.0639386189258312,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",13,0.03324808184143223,391
RESPONSE_TO_END_GAME,"(0.46, 0.59]",14,0.08184143222506395,391
RESPONSE_TO_END_GAME,"(0.59, 0.7]",0,0.0463768115942029,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",1,0.08405797101449275,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",2,0.09855072463768116,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",3,0.043478260869565216,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",4,0.05217391304347826,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",5,0.08695652173913043,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",6,0.08405797101449275,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",7,0.05507246376811594,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",8,0.0463768115942029,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",9,0.057971014492753624,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",10,0.11014492753623188,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",11,0.06956521739130435,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",12,0.05507246376811594,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",13,0.043478260869565216,345
RESPONSE_TO_END_GAME,"(0.59, 0.7]",14,0.06666666666666667,345
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",0,0.04834605597964377,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",1,0.058524173027989825,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",2,0.07888040712468193,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",3,0.07888040712468193,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",4,0.08142493638676845,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",5,0.07633587786259542,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",6,0.089058524173028,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",7,0.06361323155216285,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",8,0.0916030534351145,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",9,0.06361323155216285,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",10,0.017811704834605598,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",11,0.06870229007633588,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",12,0.043256997455470736,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",13,0.05597964376590331,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.069, 0.23]",14,0.08396946564885496,393
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",0,0.09577464788732394,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",1,0.07887323943661972,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",2,0.022535211267605635,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",3,0.056338028169014086,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",4,0.036619718309859155,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",5,0.04507042253521127,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",6,0.04788732394366197,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",7,0.0676056338028169,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",8,0.09577464788732394,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",9,0.07605633802816901,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",10,0.08169014084507042,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",11,0.07605633802816901,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",12,0.036619718309859155,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",13,0.07042253521126761,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.23, 0.34]",14,0.11267605633802817,355
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",0,0.04857142857142857,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",1,0.08285714285714285,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",2,0.08285714285714285,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",3,0.037142857142857144,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",4,0.08857142857142856,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",5,0.054285714285714284,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",6,0.08285714285714285,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",7,0.07428571428571429,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",8,0.04285714285714286,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",9,0.06285714285714286,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",10,0.1,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",11,0.05714285714285714,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",12,0.07142857142857142,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",13,0.07428571428571429,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.34, 0.46]",14,0.04,350
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",0,0.08121827411167512,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",1,0.08375634517766498,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",2,0.03299492385786802,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",3,0.0532994923857868,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",4,0.03299492385786802,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",5,0.07614213197969544,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",6,0.0583756345177665,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",7,0.07614213197969544,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",8,0.05583756345177665,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",9,0.07360406091370558,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",10,0.09898477157360407,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",11,0.08121827411167512,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",12,0.07614213197969544,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",13,0.07360406091370558,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.46, 0.59]",14,0.04568527918781726,394
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",0,0.03903903903903904,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",1,0.042042042042042045,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",2,0.07807807807807808,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",3,0.06306306306306306,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",4,0.1111111111111111,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",5,0.036036036036036036,333
