benchmark_id,gameId,benchmark_game_count,human_normalized_efficiency,CONFIG_playerCount,CONFIG_numRounds,CONFIG_showNRounds,CONFIG_allOrNothing,CONFIG_chat,CONFIG_defaultContribProp,CONFIG_punishmentExists,CONFIG_punishmentCost,CONFIG_punishmentTech,CONFIG_rewardExists,CONFIG_rewardCost,CONFIG_rewardTech,CONFIG_showOtherSummaries,CONFIG_showPunishmentId,CONFIG_showRewardId,CONFIG_MPCR,human_mean_contribution_rate,human_punishment_rate,human_reward_rate,human_games_in_benchmark,human_var_players_contrib_rate,human_var_players_punishment_rate,human_var_players_reward_rate,sim_mean_contribution_rate,sim_punishment_rate,sim_reward_rate,sim_normalized_efficiency,sim_games_in_benchmark,run_id,label
VALIDATION_14_T,AyQkFs97hRTki5zWR,10,0.749552709269388,6,19,True,False,True,1,True,2,1.5,True,2,1.0,False,False,False,0.3,0.8812719298245614,0.08508771929824561,0.11491228070175438,10,0.019084853031702063,0.018613419513696522,0.016551246537396123,0.5107456140350878,0.7008771929824562,0.6447368421052632,0.15328947368421053,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_15_C,2YKNNw2fCqfipoCoZ,11,0.6971740247158917,13,14,True,True,False,0,False,3,3.67,True,3,1.33,True,False,False,0.2,0.6193806193806194,0.0,0.3676323676323676,11,0.08319702275746232,0.0,0.09257226290193322,0.18981018981018982,0.0,0.8166833166833167,0.34993131868131866,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_15_T,5fdwb2HXQnvKEm7oJ,9,0.5899232403226772,13,14,True,True,False,0,True,3,3.67,True,3,1.33,True,False,False,0.2,0.701098901098901,0.2357142857142857,0.16648351648351647,9,0.06921466811576701,0.05838666827677816,0.04672342309704947,0.23015873015873012,0.9786324786324787,0.721001221001221,-1.3121120777370776,9,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_16_C,53ApueW6mJbX6RZgo,10,0.8522129342419067,10,15,True,True,True,0,False,4,2.0,False,4,1.25,True,True,True,0.19,0.7933333333333333,0.0,0.0,10,0.05262222222222222,0.0,0.0,0.312,0.0,0.0,0.38928395061728394,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_16_T,7tfDsTHHnxsgrhE3d,8,0.6398825186142613,10,15,True,True,True,0,True,4,2.0,False,4,1.25,True,True,True,0.19,0.8375,0.13166666666666665,0.0,8,0.05462777777777779,0.0188,0.0,0.315,0.9808333333333333,0.0,-1.5511728395061728,8,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_17_C,HhHJTAC8zoaewhiCM,11,0.620493028383016,19,10,False,True,False,1,False,2,1.5,False,2,1.5,True,False,False,0.61,0.5822966507177033,0.0,0.0,11,0.10119365399143793,0.0,0.0,0.7727272727272727,0.0,0.0,0.8117536860570916,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_17_T,7FQezekfKk3zctLN8,8,0.6533864541533672,19,10,False,True,False,1,True,2,1.5,False,2,1.5,True,False,False,0.61,0.6602649006622516,0.3079470198675497,0.0,8,0.1147671612632947,0.0952231455832564,0.0,0.6203947368421052,0.9960526315789473,0.0,0.5374332481530624,8,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_18_C,2khRAszouj8vP8ZfP,12,0.6201704583195954,4,23,True,True,True,1,False,1,2.0,False,1,1.0,True,False,False,0.62,0.5969202898550725,0.0,0.0,12,0.040967627599243855,0.0,0.0,0.6784420289855072,0.0,0.0,0.6784420289855072,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_18_T,CoHyYysb84APn5gDE,10,0.6848430639780597,4,23,True,True,True,1,True,1,2.0,False,1,1.0,True,False,False,0.62,0.7032608695652174,0.10543478260869565,0.0,10,0.04386814744801512,0.02302693761814745,0.0,0.5032608695652174,0.7065217391304348,0.0,0.3898913043478261,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_19_C,2KKC9nMd8nRXfgH5G,10,0.6192104141024812,4,29,True,False,False,1,False,3,1.33,True,3,0.67,False,True,True,0.45,0.6236637931034483,0.0,0.24224137931034484,10,0.013358817627824019,0.0,0.054065101070154574,0.5163793103448275,0.0,0.8922413793103449,0.4099137931034482,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_19_T,J9CZkcA8QR3MTvJaH,10,0.6667236258620177,4,29,True,False,False,1,True,3,1.33,True,3,0.67,False,True,True,0.45,0.7568103448275861,0.09741379310344828,0.1060344827586207,10,0.06197896848989298,0.016669143876337694,0.027801724137931035,0.39849137931034484,0.5844827586206897,0.6258620689655172,0.008243534482758623,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_1_C,6Pxb9DsQpyk22cJNr,8,0.7178414808179081,3,16,True,False,False,0,False,1,2.0,False,1,1.0,True,False,False,0.67,0.7180989583333334,0.0,0.0,8,0.024159071180555554,0.0,0.0,0.115234375,0.0,0.0,0.115234375,8,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_1_T,5Cc83tYuWvA6YkhBj,8,0.39747255845546026,3,16,True,False,False,0,True,1,2.0,False,1,1.0,True,False,False,0.67,0.5567708333333333,0.14322916666666666,0.0,8,0.041547580295138886,0.028754340277777776,0.0,0.13541666666666666,0.7890625,0.0,-0.025130208333333334,8,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_2_C,9oyspxPncwXdAkruR,9,0.601014634934704,4,10,True,False,False,1,False,1,3.0,True,1,1.0,True,True,True,0.52,0.5927777777777778,0.0,0.3527777777777778,9,0.03107083333333334,0.0,0.06881944444444445,0.5270833333333332,0.0,0.9055555555555556,0.5270833333333332,9,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_2_T,2TDnnb4wn9rwy3CYZ,11,0.5856452044449908,4,10,True,False,False,1,True,1,3.0,True,1,1.0,True,True,True,0.52,0.63625,0.1431818181818182,0.17272727272727273,11,0.015268039772727272,0.04176136363636364,0.04818181818181819,0.4375,0.7931818181818181,0.615909090909091,0.21270661157024795,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_3_C,4hDDkjrDWqkXQRsrK,9,0.6256387679051258,6,26,False,False,True,0,False,3,4.0,True,3,0.67,True,True,True,0.63,0.5397115384615385,0.0,0.2064102564102564,9,0.06288814239535394,0.0,0.045100080356490616,0.3084045584045584,0.0,0.9472934472934473,0.2811533374033374,9,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_3_T,AJ4ikZuWJeJcEXhgZ,10,0.8053422871606395,6,26,False,False,True,0,True,3,4.0,True,3,0.67,True,True,True,0.63,0.8563141025641025,0.11282051282051282,0.10256410256410256,10,0.027247051692965152,0.01799802761341223,0.024038461538461536,0.28958333333333336,0.8660256410256411,0.6525641025641026,-0.16560210622710622,10,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_4_C,3A3sYGqp4MsqL6MNC,12,0.6676594734516308,7,8,False,True,True,1,False,2,1.5,True,2,1.0,True,True,True,0.37,0.6473214285714286,0.0,0.33035714285714285,12,0.09677933673469387,0.0,0.0824829931972789,0.7098214285714285,0.0,0.9657738095238094,0.7529761904761904,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_4_T,8GneB6qmtDLSnbcJT,9,0.6409991087038579,7,8,False,True,True,1,True,2,1.5,True,2,1.0,True,True,True,0.37,0.7579365079365079,0.26587301587301587,0.13293650793650794,9,0.08227040816326531,0.05761054421768706,0.043154761904761904,0.6884920634920635,0.5873015873015873,0.9404761904761904,0.5820725859788359,9,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_5_C,6sSM4xSyZQkaxyHav,9,0.8896643249269894,4,6,True,True,True,1,False,3,2.33,True,3,1.33,True,False,False,0.4,0.6574074074074074,0.0,0.49074074074074076,9,0.06558641975308642,0.0,0.06944444444444445,0.6388888888888888,0.0,0.8981481481481483,0.7677469135802468,9,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_5_T,3EQGxadfbmAKaACgZ,12,0.5857785199291606,4,6,True,True,True,1,True,3,2.33,True,3,1.33,True,False,False,0.4,0.7326388888888888,0.15625,0.2326388888888889,12,0.041811342592592594,0.03081597222222222,0.053385416666666664,0.6666666666666666,0.5208333333333334,0.65625,0.11313657407407407,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_6_C,Aj2G7CTuhLZ7Z2SPK,12,0.712230642060157,13,16,True,False,False,0,False,3,2.33,False,3,1.0,False,True,True,0.62,0.6726161858974359,0.0,0.0,12,0.08180391511033037,0.0,0.0,0.3017828525641026,0.0,0.0,0.3255811304061744,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_6_T,4b6cXrHzX3uMEqs3v,11,0.6695602946867305,13,16,True,False,False,0,True,3,2.33,False,3,1.0,False,True,True,0.62,0.7182036713286714,0.30856643356643354,0.0,11,0.05791638649811726,0.06892146315223238,0.0,0.2692307692307692,0.9991258741258741,0.0,-0.10751580365856933,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_7_C,3BxNLPzWw2rpgPJPe,11,0.9045247756435798,10,19,False,False,True,0,False,2,2.5,False,2,1.0,False,True,True,0.66,0.8709808612440191,0.0,0.0,11,0.042129394359103504,0.0,0.0,0.47846889952153115,0.0,0.0,0.5098067137540822,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_7_T,5R7YRmti4R5GiJKpi,12,0.81582967764543,10,19,False,False,True,0,True,2,2.5,False,2,1.0,False,True,True,0.66,0.8432675438596492,0.12850877192982457,0.0,12,0.03403810595567867,0.033464912280701746,0.0,0.45997807017543857,0.9434210526315789,0.0,0.29191337719298244,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_8_C,6BxRfLcBtXYodAS8h,12,0.6202105323066411,6,2,True,False,True,0,False,4,2.5,True,4,0.75,False,False,False,0.37,0.6291666666666667,0.0,0.2916666666666667,12,0.0675462962962963,0.0,0.11921296296296297,0.4930555555555556,0.0,0.8472222222222222,0.4512731481481482,12,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_8_T,7Y6PBvgZNqtriKzaZ,11,0.5381478257606234,6,2,True,False,True,0,True,4,2.5,True,4,0.75,False,False,False,0.37,0.6075757575757575,0.09848484848484848,0.23484848484848486,11,0.05911616161616162,0.04734848484848486,0.08522727272727272,0.3901515151515152,0.8106060606060606,0.6590909090909091,-0.40561868686868685,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_9_C,62FyzyquiwhEjFNF6,11,0.6779132060778648,15,9,False,False,False,0,False,4,1.75,True,4,1.25,True,False,False,0.25,0.6206397306397307,0.0,0.40875420875420876,11,0.06777610674647712,0.0,0.11181444070332959,0.16767676767676767,0.0,0.8781144781144782,0.2881130529278677,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_9_T,4DZuoZwH72gWTocY5,11,0.574140626095332,15,9,False,False,False,0,True,4,1.75,True,4,1.25,True,False,False,0.25,0.6722222222222223,0.26397306397306397,0.15488215488215487,11,0.05890956478363885,0.06709065968325227,0.049362763436837515,0.23367003367003367,0.8444444444444443,0.8114478114478114,-0.18868854054039239,11,260310_valraw417_algorithmic_latent_family,algorithmic_latent_family
VALIDATION_0_C,4HwmGmWXPq5jBJust,10,0.7146143352176106,10,6,True,True,True,0,False,2,1.0,False,2,0.5,True,True,True,0.62,0.665,0.0,0.0,10,0.08375000000000002,0.0,0.0,0.5583333333333333,0.0,0.0,0.6006837606837607,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_0_T,24hqfcDGXxLrMr7JY,12,0.7867881048463663,10,6,True,True,True,0,True,2,1.0,False,2,0.5,True,True,True,0.62,0.7930555555555555,0.19166666666666668,0.0,12,0.07905092592592593,0.04430555555555555,0.0,0.7027777777777778,0.11944444444444445,0.0,0.7184413580246914,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_10_C,65crAkEscRbHNJXbW,10,0.6926024758484293,3,6,True,False,True,0,False,4,3.0,False,4,0.75,True,False,False,0.63,0.68,0.0,0.0,10,0.02297222222222222,0.0,0.0,0.6144444444444443,0.0,0.0,0.6144444444444443,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_10_T,3EG5RaDj4z7hkT2JD,10,0.5381979720980418,3,6,True,False,True,0,True,4,3.0,False,4,0.75,True,False,False,0.63,0.6827777777777778,0.13333333333333333,0.0,10,0.05108487654320987,0.016666666666666666,0.0,0.7222222222222222,0.16666666666666666,0.0,0.31234567901234567,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_11_C,GqAf4oMK2S8jxx46u,10,0.7699955654954321,12,26,True,True,True,1,False,1,2.0,True,1,1.0,False,False,False,0.24,0.7282051282051282,0.0,0.191025641025641,10,0.10001643655489809,0.0,0.04539160092044708,0.7400641025641026,0.0,0.15384615384615385,0.7732992884308674,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_11_T,925LF9k9CXpz8KjQm,11,0.7881518926869776,12,26,True,True,True,1,True,1,2.0,True,1,1.0,False,False,False,0.24,0.7867132867132867,0.10693473193473194,0.09236596736596736,11,0.08225561831331062,0.027778711672942446,0.02717354760623991,0.7278554778554778,0.1255827505827506,0.14277389277389277,0.7423782357992884,11,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_12_C,43EgdreyndHorgfGv,12,0.7487540827375337,6,12,False,True,True,0,False,2,2.5,False,2,1.5,True,True,True,0.62,0.7314814814814815,0.0,0.0,12,0.06963734567901235,0.0,0.0,0.6064814814814815,0.0,0.0,0.6216820987654321,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_12_T,DYFJDsdGg8bppBJ7P,12,0.8252393996108482,6,12,False,True,True,0,True,2,2.5,False,2,1.5,True,True,True,0.62,0.8310185185185185,0.15393518518518517,0.0,12,0.06867283950617284,0.03200552983539095,0.0,0.7291666666666666,0.125,0.0,0.7285622427983539,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_13_C,CbDvrXGkphmfGtH3G,10,0.8534498314441079,16,17,True,False,True,0,False,4,3.75,True,4,0.5,False,True,True,0.28,0.8125551470588236,0.0,0.14080882352941176,10,0.07251177619485294,0.0,0.04301876081314879,0.6557904411764706,0.0,0.1636029411764706,0.6862115096038416,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_13_T,6Mw9RRwcGQrJbouQh,11,0.8625226184582274,16,17,True,False,True,0,True,4,3.75,True,4,0.5,False,True,True,0.28,0.8798963903743315,0.0855614973262032,0.0661764705882353,11,0.047837109129246616,0.017465692827933314,0.01684885184020132,0.7245487967914438,0.12533422459893048,0.13435828877005346,0.6364067672523555,11,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_14_C,5jDHNDoA3Zrd9ZWyP,12,0.8105213742585242,6,19,True,False,True,1,False,2,1.5,True,2,1.0,False,False,False,0.3,0.7596125730994153,0.0,0.12719298245614036,12,0.06417489035087719,0.0,0.027444341848773982,0.7032529239766081,0.0,0.15350877192982457,0.7686184210526316,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_14_T,AyQkFs97hRTki5zWR,10,0.749552709269388,6,19,True,False,True,1,True,2,1.5,True,2,1.0,False,False,False,0.3,0.8812719298245614,0.08508771929824561,0.11491228070175438,10,0.019084853031702063,0.018613419513696522,0.016551246537396123,0.7214035087719297,0.1280701754385965,0.14736842105263157,0.594484649122807,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_15_C,2YKNNw2fCqfipoCoZ,11,0.6971740247158917,13,14,True,True,False,0,False,3,3.67,True,3,1.33,True,False,False,0.2,0.6193806193806194,0.0,0.3676323676323676,11,0.08319702275746232,0.0,0.09257226290193322,0.6078921078921079,0.0,0.1853146853146853,0.6592092803030303,11,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_15_T,5fdwb2HXQnvKEm7oJ,9,0.5899232403226772,13,14,True,True,False,0,True,3,3.67,True,3,1.33,True,False,False,0.2,0.701098901098901,0.2357142857142857,0.16648351648351647,9,0.06921466811576701,0.05838666827677816,0.04672342309704947,0.6257631257631258,0.15384615384615385,0.14285714285714288,0.4732190552503053,9,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_16_C,53ApueW6mJbX6RZgo,10,0.8522129342419067,10,15,True,True,True,0,False,4,2.0,False,4,1.25,True,True,True,0.19,0.7933333333333333,0.0,0.0,10,0.05262222222222222,0.0,0.0,0.6993333333333334,0.0,0.0,0.7969876543209876,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_16_T,7tfDsTHHnxsgrhE3d,8,0.6398825186142613,10,15,True,True,True,0,True,4,2.0,False,4,1.25,True,True,True,0.19,0.8375,0.13166666666666665,0.0,8,0.05462777777777779,0.0188,0.0,0.695,0.12416666666666668,0.0,0.48246913580246914,8,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_17_C,HhHJTAC8zoaewhiCM,11,0.620493028383016,19,10,False,True,False,1,False,2,1.5,False,2,1.5,True,False,False,0.61,0.5822966507177033,0.0,0.0,11,0.10119365399143793,0.0,0.0,0.5521531100478468,0.0,0.0,0.5838570728663608,11,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_17_T,7FQezekfKk3zctLN8,8,0.6533864541533672,19,10,False,True,False,1,True,2,1.5,False,2,1.5,True,False,False,0.61,0.6602649006622516,0.3079470198675497,0.0,8,0.1147671612632947,0.0952231455832564,0.0,0.5434210526315789,0.14276315789473684,0.0,0.5621754037872458,8,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_18_C,2khRAszouj8vP8ZfP,12,0.6201704583195954,4,23,True,True,True,1,False,1,2.0,False,1,1.0,True,False,False,0.62,0.5969202898550725,0.0,0.0,12,0.040967627599243855,0.0,0.0,0.7028985507246377,0.0,0.0,0.7028985507246377,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_18_T,CoHyYysb84APn5gDE,10,0.6848430639780597,4,23,True,True,True,1,True,1,2.0,False,1,1.0,True,False,False,0.62,0.7032608695652174,0.10543478260869565,0.0,10,0.04386814744801512,0.02302693761814745,0.0,0.6467391304347826,0.13478260869565217,0.0,0.5942391304347826,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_19_C,2KKC9nMd8nRXfgH5G,10,0.6192104141024812,4,29,True,False,False,1,False,3,1.33,True,3,0.67,False,True,True,0.45,0.6236637931034483,0.0,0.24224137931034484,10,0.013358817627824019,0.0,0.054065101070154574,0.5175862068965518,0.0,0.16379310344827586,0.48418103448275857,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_19_T,J9CZkcA8QR3MTvJaH,10,0.6667236258620177,4,29,True,False,False,1,True,3,1.33,True,3,0.67,False,True,True,0.45,0.7568103448275861,0.09741379310344828,0.1060344827586207,10,0.06197896848989298,0.016669143876337694,0.027801724137931035,0.5566810344827586,0.17327586206896553,0.12241379310344828,0.303125,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_1_C,6Pxb9DsQpyk22cJNr,8,0.7178414808179081,3,16,True,False,False,0,False,1,2.0,False,1,1.0,True,False,False,0.67,0.7180989583333334,0.0,0.0,8,0.024159071180555554,0.0,0.0,0.5748697916666666,0.0,0.0,0.5748697916666667,8,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_1_T,5Cc83tYuWvA6YkhBj,8,0.39747255845546026,3,16,True,False,False,0,True,1,2.0,False,1,1.0,True,False,False,0.67,0.5567708333333333,0.14322916666666666,0.0,8,0.041547580295138886,0.028754340277777776,0.0,0.568359375,0.20052083333333334,0.0,0.46171875,8,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_2_C,9oyspxPncwXdAkruR,9,0.601014634934704,4,10,True,False,False,1,False,1,3.0,True,1,1.0,True,True,True,0.52,0.5927777777777778,0.0,0.3527777777777778,9,0.03107083333333334,0.0,0.06881944444444445,0.55125,0.0,0.17222222222222222,0.55125,9,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_2_T,2TDnnb4wn9rwy3CYZ,11,0.5856452044449908,4,10,True,False,False,1,True,1,3.0,True,1,1.0,True,True,True,0.52,0.63625,0.1431818181818182,0.17272727272727273,11,0.015268039772727272,0.04176136363636364,0.04818181818181819,0.5884090909090909,0.18409090909090908,0.16363636363636364,0.46857438016528924,11,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_3_C,4hDDkjrDWqkXQRsrK,9,0.6256387679051258,6,26,False,False,True,0,False,3,4.0,True,3,0.67,True,True,True,0.63,0.5397115384615385,0.0,0.2064102564102564,9,0.06288814239535394,0.0,0.045100080356490616,0.718554131054131,0.0,0.15527065527065526,0.728588726088726,9,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_3_T,AJ4ikZuWJeJcEXhgZ,10,0.8053422871606395,6,26,False,False,True,0,True,3,4.0,True,3,0.67,True,True,True,0.63,0.8563141025641025,0.11282051282051282,0.10256410256410256,10,0.027247051692965152,0.01799802761341223,0.024038461538461536,0.8007371794871794,0.13782051282051283,0.14294871794871794,0.678301282051282,10,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_4_C,3A3sYGqp4MsqL6MNC,12,0.6676594734516308,7,8,False,True,True,1,False,2,1.5,True,2,1.0,True,True,True,0.37,0.6473214285714286,0.0,0.33035714285714285,12,0.09677933673469387,0.0,0.0824829931972789,0.6904761904761904,0.0,0.1636904761904762,0.7294146825396824,12,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_4_T,8GneB6qmtDLSnbcJT,9,0.6409991087038579,7,8,False,True,True,1,True,2,1.5,True,2,1.0,True,True,True,0.37,0.7579365079365079,0.26587301587301587,0.13293650793650794,9,0.08227040816326531,0.05761054421768706,0.043154761904761904,0.75,0.11706349206349206,0.12103174603174602,0.734354332010582,9,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_5_C,6sSM4xSyZQkaxyHav,9,0.8896643249269894,4,6,True,True,True,1,False,3,2.33,True,3,1.33,True,False,False,0.4,0.6574074074074074,0.0,0.49074074074074076,9,0.06558641975308642,0.0,0.06944444444444445,0.6990740740740741,0.0,0.14351851851851852,0.7411265432098766,9,260310_valraw417_archetype_cluster,archetype_cluster
VALIDATION_5_T,3EQGxadfbmAKaACgZ,12,0.5857785199291606,4,6,True,True,True,1,True,3,2.33,True,3,1.33,True,False,False,0.4,0.7326388888888888,0.15625,0.2326388888888889,12,0.041811342592592594,0.03081597222222222,0.053385416666666664,0.78125,0.16319444444444445,0.12152777777777778,0.47540509259259256,12,260310_valraw417_archetype_cluster,archetype_cluster
