factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae,win_r2,win_rmse,win_mae,win_r2_rmse,win_all
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,game,linear,16,-0.2865094913942416,-0.0265369678037985,0.2599725235904431,0.2881350195919177,0.2573812138520621,-0.0307538057398555,0.2029173396539058,0.1875037524101809,-0.0154135872437249,104,140,0.1567167623449156,0.0795370862491117,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,config_treatment,ridge,16,-0.4805114100640115,0.0020694724108053,0.4825808824748169,0.1781108633136406,0.1462293950942584,-0.0318814682193822,0.1401303619289715,0.1104482166080663,-0.0296821453209052,104,24,0.1567167623449156,0.0795370862491117,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,config_treatment,linear,16,-0.642326286449036,-0.0906427595688621,0.5516835268801739,0.1875919731031489,0.1528712404462605,-0.0347207326568884,0.1488135414272726,0.1190569902501837,-0.0297565511770889,104,24,0.1567167623449156,0.0795370862491117,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,game,ridge,6,-0.3428466069766691,-0.2943995814619571,0.048447025514712,0.2964277124391654,0.2910313550376987,-0.0053963574014667,0.2236111666479712,0.2192996207190386,-0.0043115459289326,105,134,0.0,0.0,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,game,linear,6,-0.4393102281670951,-0.3404221487964873,0.0988880793706077,0.3068900481088409,0.2961599970994319,-0.0107300510094089,0.2360586549427625,0.2242961763872611,-0.0117624785555014,105,134,0.0,0.0,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,config_treatment,ridge,16,-1.3571646137323112,-1.328013819624625,0.0291507941076862,0.1945114371485399,0.1933049446879586,-0.0012064924605813,0.1693588338596325,0.1683514391493364,-0.001007394710296,100,22,0.0,0.0,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,config_treatment,linear,6,-1.4741261274619828,-1.3998112132430345,0.0743149142189483,0.1992788021688961,0.1962631321361268,-0.0030156700327692,0.1714941970559205,0.1645097120552735,-0.0069844850006469,100,22,0.0,0.0,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,game,ridge,16,-0.3428466069766691,-0.1891181132354324,0.1537284937412366,0.2964277124391654,0.2789446888128649,-0.0174830236263005,0.2236111666479712,0.2003764913998682,-0.023234675248103,105,134,0.1565923509614044,0.0813474237381889,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,game,linear,16,-0.4393102281670951,-0.1677754782350839,0.2715347499320111,0.3068900481088409,0.2764300645436107,-0.0304599835652302,0.2360586549427625,0.1995727354039826,-0.0364859195387798,105,134,0.1565923509614044,0.0813474237381889,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,config_treatment,ridge,16,-1.3571646137323112,-0.7709064114734985,0.5862582022588128,0.1945114371485399,0.1685962813719322,-0.0259151557766077,0.1693588338596325,0.1377414690610584,-0.031617364798574,100,22,0.1565923509614044,0.0813474237381889,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,config_treatment,linear,16,-1.4741261274619828,-0.4601331285021264,1.0139929989598564,0.1992788021688961,0.1530898556671094,-0.0461889465017866,0.1714941970559205,0.126589350089539,-0.0449048469663815,100,22,0.1565923509614044,0.0813474237381889,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,game,ridge,8,0.0114777694103073,0.1740180976895744,0.1625403282792671,0.2672358445614262,0.2442793499605437,-0.0229564946008824,0.2093787242147351,0.1760110330202033,-0.0333676911945318,109,115,0.0,0.0,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,game,linear,10,-0.0132072015007076,0.0873729312568417,0.1005801327575494,0.2705519221261644,0.2567722949471284,-0.013779627179036,0.2133321936111836,0.1971835546455887,-0.0161486389655949,109,115,0.0,0.0,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,config_treatment,ridge,10,-0.6402263999845033,-0.4594641848664242,0.180762215118079,0.1641411492380412,0.1548325590866233,-0.0093085901514178,0.1227299926456496,0.1273941410268146,0.004664148381165,106,18,0.0,0.0,True,True,False,True,False
mpcr,low_to_high,mpcr/low_to_high,oracle,config_treatment,linear,10,-0.6914941111603263,-0.5059815338328952,0.1855125773274311,0.1666866490905369,0.157280685836085,-0.0094059632544518,0.1257231463593051,0.1290345045692557,0.0033113582099506,106,18,0.0,0.0,True,True,False,True,False
mpcr,low_to_high,mpcr/low_to_high,synthetic,game,ridge,6,0.0114777694103073,0.0515291208736724,0.0400513514633651,0.2672358445614262,0.2617661529269054,-0.0054696916345207,0.2093787242147351,0.2083978181558966,-0.0009809060588384,109,115,0.2339210491155786,0.1579267969979367,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,synthetic,game,linear,6,-0.0132072015007076,-0.003774217051615,0.0094329844490925,0.2705519221261644,0.2692895544978362,-0.0012623676283282,0.2133321936111836,0.2142233504434284,0.0008911568322448,109,115,0.2339210491155786,0.1579267969979367,True,True,False,True,False
mpcr,low_to_high,mpcr/low_to_high,synthetic,config_treatment,ridge,6,-0.6402263999845033,-0.3617761038834937,0.2784502961010096,0.1641411492380412,0.1495610224453527,-0.0145801267926885,0.1227299926456496,0.1104338222278383,-0.0122961704178113,106,18,0.2339210491155786,0.1579267969979367,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,synthetic,config_treatment,linear,6,-0.6914941111603263,-0.4901384223612786,0.2013556887990477,0.1666866490905369,0.1564511923682831,-0.0102354567222537,0.1257231463593051,0.1207726024777623,-0.0049505438815428,106,18,0.2339210491155786,0.1579267969979367,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,oracle,game,ridge,4,-0.1453472097925785,-0.1494460267993502,-0.0040988170067717,0.2702648706566776,0.2707480328481635,0.0004831621914859,0.2022252258787866,0.203885804655189,0.0016605787764023,107,132,0.0,0.0,False,False,False,False,False
num_rounds,high_to_low,num_rounds/high_to_low,oracle,game,linear,6,-0.1758523340464306,-0.1813098374505684,-0.0054575034041377,0.2738403309295191,0.2744750851471637,0.0006347542176446,0.2065318426322083,0.206406090515849,-0.0001257521163593,107,132,0.0,0.0,False,False,True,False,False
num_rounds,high_to_low,num_rounds/high_to_low,oracle,config_treatment,ridge,12,-1.1948532398526237,-0.8989087905387929,0.2959444493138308,0.1403271931391466,0.1305242323884001,-0.0098029607507465,0.1152023105732783,0.1007874514861684,-0.0144148590871099,104,18,0.0,0.0,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,oracle,config_treatment,linear,12,-1.376911613407091,-0.8684763379906155,0.5084352754164752,0.1460311857478804,0.1294740987170318,-0.0165570870308486,0.1201150463891931,0.1019199854916106,-0.0181950608975825,104,18,0.0,0.0,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,game,ridge,4,-0.1453472097925785,-0.1534323670565829,-0.0080851572640043,0.2702648706566776,0.2712171108278006,0.0009522401711229,0.2022252258787866,0.2028925378666356,0.000667311987849,107,132,0.2427834554103839,0.179430854784485,False,False,False,False,False
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,game,linear,4,-0.1758523340464306,-0.2065119652204505,-0.0306596311740199,0.2738403309295191,0.2773874670269969,0.0035471360974778,0.2065318426322083,0.2097435911141396,0.0032117484819313,107,132,0.2427834554103839,0.179430854784485,False,False,False,False,False
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,config_treatment,ridge,4,-1.1948532398526237,-1.2804630778052544,-0.0856098379526306,0.1403271931391466,0.1430377328357588,0.0027105396966121,0.1152023105732783,0.1165785148880757,0.0013762043147973,104,18,0.2427834554103839,0.179430854784485,False,False,False,False,False
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,config_treatment,linear,4,-1.376911613407091,-1.583928198066808,-0.2070165846597174,0.1460311857478804,0.1522577178592427,0.0062265321113623,0.1201150463891931,0.1245382902514088,0.0044232438622157,104,18,0.2427834554103839,0.179430854784485,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,oracle,game,ridge,8,-0.3964194692488001,0.0408917206322565,0.4373111898810566,0.3187048178335155,0.2641280354173257,-0.0545767824161897,0.2653070098198236,0.1822356975801434,-0.0830713122396801,107,117,0.0,0.0,True,True,True,True,True
num_rounds,low_to_high,num_rounds/low_to_high,oracle,game,linear,8,-0.3745539840456668,-0.106075340540537,0.2684786435051298,0.3161997932055355,0.2836436309046492,-0.0325561623008862,0.2619943709859344,0.2008469632095522,-0.0611474077763821,107,117,0.0,0.0,True,True,True,True,True
num_rounds,low_to_high,num_rounds/low_to_high,oracle,config_treatment,ridge,10,-1.6195569078937848,-0.3011438901597276,1.3184130177340572,0.2306767690289692,0.1625745664079623,-0.0681022026210068,0.1999324877793766,0.1336966317687095,-0.0662358560106671,102,22,0.0,0.0,True,True,True,True,True
num_rounds,low_to_high,num_rounds/low_to_high,oracle,config_treatment,linear,10,-1.4384859834605748,-0.5221495618175276,0.9163364216430472,0.2225615169914599,0.1758403763249888,-0.0467211406664711,0.1898796534901101,0.1493170496948047,-0.0405626037953053,102,22,0.0,0.0,True,True,True,True,True
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,game,ridge,4,-0.3964194692488001,-1.031727157490097,-0.6353076882412969,0.3187048178335155,0.3844265498707569,0.0657217320372413,0.2653070098198236,0.3109316440464296,0.045624634226606,107,117,0.2262349988145438,0.1563497049713812,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,game,linear,8,-0.3745539840456668,-1.2133615772587718,-0.8388075932131049,0.3161997932055355,0.4012424415151873,0.0850426483096518,0.2619943709859344,0.3283900079959391,0.0663956370100047,107,117,0.2216618001592874,0.1340758159763274,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,config_treatment,ridge,6,-1.6195569078937848,-3.1396693786279632,-1.5201124707341784,0.2306767690289692,0.2899831542187653,0.0593063851897961,0.1999324877793766,0.2551202187190197,0.055187730939643,102,22,0.2458369514623275,0.1635926245435448,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,config_treatment,linear,6,-1.4384859834605748,-3.8684316497099225,-2.4299456662493477,0.2225615169914599,0.3144738079798042,0.0919122909883442,0.1898796534901101,0.2711144064399221,0.0812347529498119,102,22,0.2458369514623275,0.1635926245435448,False,False,False,False,False
player_count,high_to_low,player_count/high_to_low,oracle,game,ridge,16,-0.0440987578848457,-0.0243517039173044,0.0197470539675412,0.2939083448808165,0.2911157314102083,-0.0027926134706081,0.2129030818833893,0.2095856154836427,-0.0033174663997466,94,170,0.0,0.0,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,oracle,game,linear,16,-0.0865663089458228,-0.0872196018580084,-0.0006532929121856,0.2998259682973723,0.299916089233897,9.012093652471798e-05,0.2195024508948519,0.214506537992776,-0.0049959129020759,94,170,0.0,0.0,False,False,True,False,False
player_count,high_to_low,player_count/high_to_low,oracle,config_treatment,ridge,16,-0.2390920650029739,-0.1772699016451393,0.0618221633578346,0.1330793232262006,0.1297169761246259,-0.0033623471015747,0.1076632077415775,0.0924696691425815,-0.0151935385989959,92,20,0.0,0.0,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,oracle,config_treatment,linear,16,-0.5197123698262127,-0.6037135513085965,-0.0840011814823837,0.1473803199224522,0.1513987171235635,0.0040183972011113,0.1254088895937457,0.117247752064437,-0.0081611375293086,92,20,0.0,0.0,False,False,True,False,False
player_count,high_to_low,player_count/high_to_low,synthetic,game,ridge,4,-0.0440987578848457,-0.0370870100151874,0.0070117478696583,0.2939083448808165,0.2929197972184386,-0.0009885476623779,0.2129030818833893,0.2130475476049148,0.0001444657215255,94,170,0.279842115398676,0.2014473047909449,True,True,False,True,False
player_count,high_to_low,player_count/high_to_low,synthetic,game,linear,4,-0.0865663089458228,-0.0624790781785291,0.0240872307672936,0.2998259682973723,0.2964840407558758,-0.0033419275414964,0.2195024508948519,0.2181573665433456,-0.0013450843515063,94,170,0.279842115398676,0.2014473047909449,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,config_treatment,ridge,4,-0.2390920650029739,-0.2034783185164661,0.0356137464865078,0.1330793232262006,0.1311529099659917,-0.0019264132602089,0.1076632077415775,0.1048940249302408,-0.0027691828113366,92,20,0.279842115398676,0.2014473047909449,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,config_treatment,linear,4,-0.5197123698262127,-0.3746588308722096,0.145053538954003,0.1473803199224522,0.1401703826324665,-0.0072099372899857,0.1254088895937457,0.1189629362764927,-0.0064459533172529,92,20,0.279842115398676,0.2014473047909449,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,oracle,game,ridge,12,-0.3018153745279641,0.1117340113813469,0.4135493859093111,0.2081772374066639,0.1719610386337462,-0.0362161987729177,0.1634367270368742,0.1388557631433006,-0.0245809638935736,120,79,0.0,0.0,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,oracle,game,linear,12,-0.9056367432052552,0.0257985419560725,0.9314352851613278,0.2518712525063082,0.1800872351407067,-0.0717840173656014,0.1883862991582616,0.1436287525948081,-0.0447575465634534,120,79,0.0,0.0,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,oracle,config_treatment,ridge,12,-1.1107697980996716,-0.1723586966418568,0.9384111014578148,0.1823924558667451,0.1359304297723003,-0.0464620260944448,0.1516318917586017,0.1106646531278392,-0.0409672386307625,114,20,0.0,0.0,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,oracle,config_treatment,linear,12,-2.7430723576844684,-0.4848258022581859,2.2582465554262825,0.2428849172068766,0.1529763125644266,-0.08990860464245,0.1907018437371558,0.1192765955191175,-0.0714252482180383,114,20,0.0,0.0,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,game,ridge,4,-0.3018153745279641,-0.2442569461399413,0.0575584283880228,0.2081772374066639,0.2035230394213389,-0.0046541979853249,0.1634367270368742,0.1616728702932529,-0.0017638567436213,120,79,0.2134814248149112,0.1610097373823766,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,game,linear,4,-0.9056367432052552,-1.1981950929675145,-0.292558349762259,0.2518712525063082,0.2705151919847144,0.0186439394784062,0.1883862991582616,0.2071729253374544,0.0187866261791928,120,79,0.2134814248149112,0.1610097373823766,False,False,False,False,False
player_count,low_to_high,player_count/low_to_high,synthetic,config_treatment,ridge,4,-1.1107697980996716,-0.970024218993364,0.1407455791063077,0.1823924558667451,0.176206618919677,-0.006185836947068,0.1516318917586017,0.1493933532623173,-0.0022385384962844,114,20,0.2134814248149112,0.1610097373823766,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,config_treatment,linear,4,-2.7430723576844684,-4.215463078084812,-1.4723907204003437,0.2428849172068766,0.2867034195914644,0.0438185023845877,0.1907018437371558,0.2342819192383643,0.0435800755012085,114,20,0.2134814248149112,0.1610097373823766,False,False,False,False,False
reward_exists,false_to_true,reward_exists/false_to_true,oracle,game,ridge,8,-0.0593489565925406,-0.0105230492406134,0.0488259073519272,0.2624320718356792,0.2563129206946856,-0.0061191511409935,0.1903219362796345,0.1934548255873178,0.0031328893076832,117,137,0.0,0.0,True,True,False,True,False
reward_exists,false_to_true,reward_exists/false_to_true,oracle,game,linear,8,-0.0941480780293479,-0.0200826817825545,0.0740653962467934,0.2667076289005916,0.2575224377258773,-0.0091851911747142,0.1937990064046267,0.193512091193975,-0.0002869152106516,117,137,0.0,0.0,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,oracle,config_treatment,ridge,10,-0.7141937681124022,-1.092710218730605,-0.3785164506182028,0.1526279022306242,0.1686391974378186,0.0160112952071943,0.1129997930637635,0.1344211094600491,0.0214213163962856,110,22,0.0,0.0,False,False,False,False,False
reward_exists,false_to_true,reward_exists/false_to_true,oracle,config_treatment,linear,6,-0.8141949908893342,-1.2276055768395038,-0.4134105859501695,0.1570167417069881,0.1739895350118279,0.0169727933048397,0.1237773520702588,0.1400948650264023,0.0163175129561435,110,22,0.0,0.0,False,False,False,False,False
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,game,ridge,6,-0.0593489565925406,-0.0624009728142669,-0.0030520162217262,0.2624320718356792,0.2628098372909742,0.0003777654552949,0.1903219362796345,0.1879546684353053,-0.0023672678443292,117,137,0.2079466969786812,0.1422504458233177,False,False,True,False,False
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,game,linear,6,-0.0941480780293479,-0.1166194519784347,-0.0224713739490867,0.2667076289005916,0.2694325007793413,0.0027248718787497,0.1937990064046267,0.1928481920434042,-0.0009508143612224,117,137,0.2079466969786812,0.1422504458233177,False,False,True,False,False
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,config_treatment,ridge,6,-0.7141937681124022,-0.4205957028247538,0.2935980652876484,0.1526279022306242,0.1389438176712383,-0.0136840845593859,0.1129997930637635,0.1006650697733327,-0.0123347232904308,110,22,0.2079466969786812,0.1422504458233177,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,config_treatment,linear,6,-0.8141949908893342,-0.5721972887241589,0.2419977021651753,0.1570167417069881,0.146169748836644,-0.0108469928703441,0.1237773520702588,0.106722892783468,-0.0170544592867907,110,22,0.2079466969786812,0.1422504458233177,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,game,ridge,12,0.0199182560146471,0.2663787902299681,0.246460534215321,0.2670270377028709,0.2310255577662431,-0.0360014799366277,0.1939268764255175,0.1642123867686677,-0.0297144896568498,97,112,0.0,0.0,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,game,linear,12,-0.0071027378735342,0.2535043821489348,0.260607120022469,0.2706829970172505,0.2330438891368108,-0.0376391078804397,0.1946713645595235,0.1643185079936982,-0.0303528565658252,97,112,0.0,0.0,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,config_treatment,ridge,12,-0.1085767306218867,0.2820882211039572,0.390664951725844,0.1456114393717402,0.1171785595935835,-0.0284328797781566,0.1133239336168794,0.1000364780599377,-0.0132874555569417,96,18,0.0,0.0,True,True,True,True,True
