factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,game,linear,8,-0.18099851240628606,0.08198638857911922,0.2629849009854053,0.30905661087442415,0.2724820655435404,-0.03657454533088378,0.23083361203105757,0.19659878171037806,-0.034234830320679505,100,180,0.0,0.0
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,ridge,4,-0.2682095916412517,-0.04150130892198867,0.22670828271926302,0.15257279363998807,0.13826475601901084,-0.014308037620977238,0.12783933206827425,0.11280988030317086,-0.015029451765103383,98,28,0.0,0.0
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,linear,8,-0.44811576665687225,-0.07052586945391925,0.377589897202953,0.1630358915029688,0.1401780986069753,-0.02285779289599349,0.13370473075420675,0.1144200544414254,-0.019284676312781343,98,28,0.0,0.0
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,ridge,4,-0.1286019061672774,-0.14729938878766413,-0.01869748262038673,0.3021229747908154,0.30461532149320436,0.002492346702388959,0.22639817745267277,0.2307029957103795,0.004304818257706733,100,180,0.2560975230758525,0.18204227918931698
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,linear,4,-0.18099851240628606,-0.2858788455338226,-0.10488033312753653,0.30905661087442415,0.3224878733640509,0.013431262489626727,0.23083361203105757,0.24436994177877874,0.013536329747721176,100,180,0.2560975230758525,0.18204227918931698
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,ridge,4,-0.2682095916412517,-0.28253466972389507,-0.014325078082643383,0.15257279363998807,0.15343206796380068,0.0008592743238126088,0.12783933206827425,0.12735939845745006,-0.00047993361082418473,98,28,0.2560975230758525,0.18204227918931698
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,linear,4,-0.44811576665687225,-0.7231563749489751,-0.27504060829210286,0.1630358915029688,0.17784592848810205,0.014810036985133251,0.13370473075420675,0.14017232968889554,0.00646759893468879,98,28,0.2560975230758525,0.18204227918931698
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,ridge,6,0.023798821826333416,0.1238581916883047,0.10005936986197128,0.17888871378119647,0.16947298546629067,-0.009415728314905808,0.14640165747301037,0.1349042611955488,-0.011497396277461575,114,69,0.0,0.0
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,linear,16,-0.032947000415833205,0.07368145628997269,0.1066284567058059,0.1840146064373914,0.17425829354814878,-0.009756312889242613,0.14839145415232466,0.14184556957620553,-0.0065458845761191264,114,69,0.0,0.0
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,ridge,8,-0.5890892341912894,-0.44477132944939934,0.1443179047418901,0.12964682024750032,0.12361958585334959,-0.006027234394150732,0.10171091446457958,0.09446752677064406,-0.007243387693935524,108,12,0.0,0.0
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,linear,8,-1.091653905747854,-0.8518535444411182,0.23980036130673588,0.14874166541768336,0.13995584654079743,-0.008785818876885926,0.11410182685832815,0.10765054206506249,-0.006451284793265663,108,12,0.0,0.0
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,ridge,6,0.023798821826333416,0.043911725274245694,0.020112903447912278,0.17888871378119647,0.17703627937441563,-0.0018524344067808451,0.14640165747301037,0.14284690783698487,-0.003554749636025506,114,69,0.21200011619452486,0.1449965629700812
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,linear,4,-0.032947000415833205,-0.05069950823932001,-0.017752507823486807,0.1840146064373914,0.18558913271122926,0.0015745262738378618,0.14839145415232466,0.14896662408066155,0.0005751699283368938,114,69,0.267995561956036,0.20196649939607997
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,ridge,6,-0.5890892341912894,-0.5391043993338027,0.049984834857486726,0.12964682024750032,0.1275915069182879,-0.0020553133292124104,0.10171091446457958,0.09578925735572787,-0.005921657108851716,108,12,0.21200011619452486,0.1449965629700812
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,linear,4,-1.091653905747854,-1.1547785661271024,-0.06312466037924835,0.14874166541768336,0.15096944218100297,0.0022277767633196166,0.11410182685832815,0.11193297413771013,-0.0021688527206180225,108,12,0.267995561956036,0.20196649939607997
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,ridge,4,-0.09016668163556951,-0.10419889788078085,-0.014032216245211337,0.28830383338768917,0.29015337013435333,0.00184953674666416,0.21679121723822842,0.22387794687000828,0.0070867296317798645,100,173,0.0,0.0
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,linear,4,-0.09444828841921149,-0.12137799684117301,-0.026929708421961518,0.28886943221776573,0.2924017582487986,0.003532326031032873,0.21792324197564,0.2266912255699872,0.00876798359434719,100,173,0.0,0.0
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,ridge,4,-1.1481002199674544,-1.6109083120603205,-0.4628080920928661,0.17955262794507973,0.19795218803006728,0.018399560084987554,0.14684134873529192,0.15669658898979277,0.009855240254500852,98,26,0.0,0.0
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,linear,4,-1.2900815808760528,-1.9305705337710988,-0.6404889528950459,0.18539156600352114,0.20972035556908772,0.024328789565566583,0.15232776289682637,0.16597346332758958,0.013645700430763213,98,26,0.0,0.0
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,ridge,12,-0.09016668163556951,-0.05370394360003461,0.0364627380355349,0.28830383338768917,0.28344138883105696,-0.004862444556632206,0.21679121723822842,0.21672025637952508,-7.096085870333946e-05,100,173,0.1849715026592025,0.10405775796916099
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,linear,12,-0.09444828841921149,-0.07577860046937102,0.018669687949840474,0.28886943221776573,0.28639498910724254,-0.0024744431105231945,0.21792324197564,0.22184480004457166,0.003921558068931658,100,173,0.1849715026592025,0.10405775796916099
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,ridge,12,-1.1481002199674544,-0.9906061884975206,0.1574940314699338,0.17955262794507973,0.17284513933211007,-0.006707488612969659,0.14684134873529192,0.14269625214552398,-0.004145096589767944,98,26,0.1849715026592025,0.10405775796916099
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,linear,6,-1.2900815808760528,-1.4250424068268202,-0.1349608259507673,0.18539156600352114,0.19077618720022554,0.005384621196704409,0.15232776289682637,0.16222364502857556,0.00989588213174919,98,26,0.23351157090135677,0.15862770325309103
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,ridge,6,-0.062388120093546995,0.10524124441630811,0.1676293645098551,0.22922559852768276,0.21036548743794464,-0.01886011108973812,0.17222572420891027,0.14875951789726743,-0.02346620631164284,114,76,0.0,0.0
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,linear,6,-0.11703171285775849,0.023891391769860437,0.14092310462761892,0.23504675731445648,0.2197205026901521,-0.015326254624304397,0.17613175876631748,0.15688991430449892,-0.019241844461818564,114,76,0.0,0.0
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,ridge,10,-0.44728242788945405,-0.15670069980895307,0.290581728080501,0.14803375831151058,0.13234106334160858,-0.015692694969902,0.1270478398345381,0.10861694303848654,-0.01843089679605156,108,14,0.0,0.0
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,linear,10,-0.6241817599966171,-0.2676078449738635,0.3565739150227536,0.15681999479948794,0.13854044548237374,-0.018279549317114202,0.13464813694546374,0.11721198617177318,-0.017436150773690554,108,14,0.0,0.0
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,ridge,4,-0.062388120093546995,-0.061538310694011056,0.000849809399535939,0.22922559852768276,0.22913390085376995,-9.169767391281614e-05,0.17222572420891027,0.17296282610805985,0.0007371018991495781,114,76,0.26670213725742375,0.1930128967576444
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,linear,4,-0.11703171285775849,-0.11044011857549241,0.006591594282266078,0.23504675731445648,0.23435222677321013,-0.000694530541246352,0.17613175876631748,0.1746792957543172,-0.0014524630120002768,114,76,0.26670213725742375,0.1930128967576444
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,ridge,4,-0.44728242788945405,-0.4274040292769006,0.019878398612553472,0.14803375831151058,0.1470136227849896,-0.001020135526520971,0.1270478398345381,0.12718340184020618,0.00013556200566808285,108,14,0.26670213725742375,0.1930128967576444
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,linear,4,-0.6241817599966171,-0.5285293350469813,0.09565242494963577,0.15681999479948794,0.15213215234191246,-0.004687842457575475,0.13464813694546374,0.13090847636668476,-0.003739660578778975,108,14,0.26670213725742375,0.1930128967576444
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,ridge,8,-0.041453462514506656,0.04153179844960575,0.0829852609641124,0.19170005832558135,0.18390399578015237,-0.007796062545428972,0.1526013725968925,0.14661566857702898,-0.005985704019863508,114,125,0.0,0.0
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,linear,8,-0.09728563440908511,0.011180917086911935,0.10846655149599704,0.19677148249495027,0.18679305733669016,-0.009978425158260112,0.15644402065128488,0.14877105442474522,-0.0076729662265396514,114,125,0.0,0.0
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,ridge,8,-0.40393745992256447,-0.4112831095980898,-0.007345649675525312,0.13076439174047264,0.13110603667630272,0.00034164493583008215,0.09458577474715306,0.10920924258516278,0.014623467838009718,110,20,0.0,0.0
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,linear,8,-0.4538195873436772,-0.4191242605309218,0.034695326812755445,0.13306715597813704,0.1314697476262039,-0.001597408351933144,0.09631368239486685,0.11155865115318553,0.015244968758318683,110,20,0.0,0.0
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,ridge,4,-0.041453462514506656,-0.039220645903844664,0.0022328166106619918,0.19170005832558135,0.19149445108786034,-0.00020560723772100609,0.1526013725968925,0.1529217205030562,0.00032034790616369824,114,125,0.2441418584642182,0.18001706072130927
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,linear,4,-0.09728563440908511,-0.07975459244801875,0.017531041961066363,0.19677148249495027,0.19519327051496652,-0.0015782119799837568,0.15644402065128488,0.15548069044735643,-0.0009633302039284419,114,125,0.2441418584642182,0.18001706072130927
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,ridge,4,-0.40393745992256447,-0.46174342996942674,-0.057805970046862276,0.13076439174047264,0.13342929526767291,0.0026649035272002797,0.09458577474715306,0.09293917756275343,-0.001646597184399634,110,20,0.2441418584642182,0.18001706072130927
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,linear,4,-0.4538195873436772,-0.45696433781210044,-0.0031447504684232186,0.13306715597813704,0.13321099671164466,0.00014384073350762194,0.09631368239486685,0.09159655648939058,-0.004717125905476266,110,20,0.2441418584642182,0.18001706072130927
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,ridge,4,0.010741734002361336,0.033227076197437366,0.02248534219507603,0.31215334401220635,0.3085854089816185,-0.003567935030587832,0.24038863225437582,0.23781468323439447,-0.002573949019981342,100,124,0.0,0.0
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,linear,4,0.006934094104254496,0.022300445326198792,0.015366351221944297,0.3127535037829184,0.3103243515372222,-0.0024291522456961756,0.24188958986125716,0.24086829507523747,-0.0010212947860196997,100,124,0.0,0.0
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,ridge,4,-0.11753218702582124,-0.4399714640411547,-0.3224392770153335,0.1279086179487159,0.1451933511199888,0.01728473317127288,0.10750749106007995,0.11554519880375638,0.008037707743676431,96,20,0.0,0.0
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,linear,4,-0.15408383170522155,-0.4815648640260455,-0.32748103232082393,0.12998357115436918,0.14727536954948933,0.017291798395120156,0.10862984581745208,0.1182187436490935,0.009588897831641421,96,20,0.0,0.0
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,ridge,4,0.010741734002361336,0.01819131420992859,0.007449580207567252,0.31215334401220635,0.31097579216580135,-0.0011775518464050005,0.24038863225437582,0.23828594364727157,-0.002102688607104247,100,124,0.2723943455759961,0.19550202122781907
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,linear,4,0.006934094104254496,0.009553790468627366,0.00261969636437287,0.3127535037829184,0.31234071130637137,-0.0004127924765470192,0.24188958986125716,0.240593529128542,-0.001296060732715154,100,124,0.2723943455759961,0.19550202122781907
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,ridge,4,-0.11753218702582124,-0.06317149247587084,0.054360694549950406,0.1279086179487159,0.12475887437007961,-0.003149743578636302,0.10750749106007995,0.10314157577317543,-0.004365915286904526,96,20,0.2723943455759961,0.19550202122781907
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,linear,4,-0.15408383170522155,-0.14673100862804822,0.007352823077173332,0.12998357115436918,0.12956883812503264,-0.00041473302933653367,0.10862984581745208,0.10499705623251798,-0.0036327895849340985,96,20,0.2723943455759961,0.19550202122781907
