split_slug,direction,target,model_label,feature_source,k,oracle,env_val_mean_cluster_mae,env_val_avg_l1,mae,rmse,corr
show_punishment_id,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.21636055599284904,0.8654422239713961,0.06981375703312145,0.08846027806365543,0.13737407808213262
show_punishment_id,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.044788569836375844,0.058876311169541035,0.6780432682958404
show_punishment_id,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.04705692105305703,0.06210152992756852,0.6405434555409815
show_punishment_id,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.13060533230451105,0.7836319938270662,0.07809088272637352,0.09698836576950172,0.3321644166317701
show_punishment_id,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.13060533230451105,0.7836319938270662,0.06810871777181773,0.0799206076774479,0.3655564327042516
show_punishment_id,true_to_false,normalized_efficiency,ridge_config,config,,False,,,0.10275698841646035,0.1234244042264875,0.3306321473228516
show_punishment_id,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.08135790413834473,0.09769676485002063,0.4972361259995313
show_punishment_id,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.10410687639146188,0.12492599811001565,0.3010949566867517
show_punishment_id,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.21636055599284904,0.8654422239713961,0.09153770651637387,0.10971381862964452,0.29175408727955504
show_punishment_id,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.21636055599284904,0.8654422239713961,0.10975732109097017,0.13027648193333843,0.2736741754337863
show_punishment_id,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.0718227941824522,0.0904846248668389,0.7789207585818415
show_punishment_id,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.07395005102092693,0.09410698040656076,0.6786381979580317
show_punishment_id,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.13060533230451105,0.7836319938270662,0.11308884172507212,0.13856768392474167,0.3711773416528674
show_punishment_id,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.13060533230451105,0.7836319938270662,0.09611958282764146,0.11545528371332221,0.43842995444964256
