game,persona_source,persona_order,run,unit_id,treatment_name,n_players,n_features,features,kernel_sigma,q_raw_probability_total,q_unmatched_probability,p_kernel_effective_n,q_kernel_effective_n,kernel_effective_support_ratio,p_probability_effective_n,q_probability_effective_n,probability_effective_support_ratio,p_expected_pairwise_distance,q_expected_pairwise_distance,pairwise_distance_ratio
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.7987586308138188,1.0,0.0,1.5477244395348955,1.173437311210241,0.7581694009838528,12.999999999999995,2.247191011235955,0.17286084701815047,1.6238605095257648,0.7200285684738758,0.44340543060817106
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.9935000198441424,0.9999999999999999,0.0,1.2378735797148925,1.0852966496177494,0.8767427202604287,3.0,2.1739130434782603,0.7246376811594201,1.500622918509869,0.7142321013243048,0.4759570792331649
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,16,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.3470048919517406,1.0,0.0,1.6886420796467634,1.1215917398663484,0.6641974361440568,16.0,2.247191011235955,0.1404494382022472,1.378744283342314,0.46751780971883355,0.33908957256779315
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,HmA52oSS75D5Z2W8a,VALIDATION_9_C,15,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.894366302745074,1.0,0.0,1.596678492800253,1.3050064964345212,0.817325781188298,14.999999999999995,1.680672268907563,0.11204481792717091,2.7330015156439824,1.5413723415321328,0.5639851762646887
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,PmcxhmDRj2tN3cECC,VALIDATION_11_C,12,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.044003031512819,1.0,0.0,1.6896348209808851,1.0622939938196274,0.6287121812528301,11.999999999999998,1.941747572815534,0.16181229773462785,3.1250883151083864,0.6864137109098281,0.2196461801067601
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,PrfKWppTZdvPhe4oN,VALIDATION_19_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.513939397481257,1.0,0.0,1.3670317306909936,1.1579420015793087,0.8470483717258002,4.0,2.247191011235955,0.5617977528089888,2.458718983132993,1.4544318774036606,0.5915405084441039
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,SFohXkBYvScM7Y7rC,VALIDATION_7_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,0.9346969948262119,0.9999999999999999,0.0,1.5318630766437702,1.252372453395589,0.8175485606321093,9.999999999999996,2.173913043478261,0.2173913043478262,0.8196909565556483,0.4856319586423707,0.5924573825762361
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,fMhhGrfpZH9ign2AK,VALIDATION_15_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.1363749988947554,1.0,0.0,1.570276803054001,1.374171931986946,0.8751144570908426,12.999999999999995,2.4096385542168672,0.185356811862836,1.9661438473071926,1.4022340535909321,0.7131899609031228
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,i7C4Y4NiesraiSwwb,VALIDATION_16_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.9384884793219928,1.0,0.0,1.5812369304278855,1.2084377905436572,0.7642357494247568,9.999999999999996,2.247191011235955,0.2247191011235956,1.7596743980795828,0.9275588712912659,0.5271196036627886
Public goods game,No persona,0,no_persona_to_pgg_stratified_40_top3_gpt_5_mini_seed_2,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,19,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.617083278127646,1.0,0.0,1.568474776454927,1.0,0.6375620539210736,18.99999999999999,2.6315789473684212,0.13850415512465383,2.3780391780701082,0.0,0.0
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.5434679066337234,32.0,0.0,1.3976611765770035,1.3552297647465548,0.9696411315263352,4.0,3.094035099169263,0.7735087747923157,1.1221735967902946,1.022578123271984,0.9112477126505388
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,5.1048911913992185,32.0,0.0,1.380358119819448,1.3035290486017963,0.9443412038408547,4.0,2.5005347823411452,0.6251336955852863,3.653413868816109,3.030679637674636,0.8295473073946396
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2TquMDieEiixty8AN,VALIDATION_0_T,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.2816279932097676,32.00000000000001,0.0,1.6188762859073904,1.2727246547626794,0.7861778357259147,9.999999999999996,4.389187168828541,0.4389187168828543,3.154834667698445,1.9771770366508896,0.6267133605747095
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2khRAszouj8vP8ZfP,VALIDATION_18_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.7690140968039425,32.00000000000001,0.0,1.369162270340986,1.3506880735829763,0.986506934087945,4.0,3.412507506516756,0.853126876629189,1.2182018208630527,1.1762146294108549,0.9655334684835297
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.1236461436796743,32.000000000000014,0.0,1.407681940112129,1.2234298752907165,0.869109591043886,3.0,1.8621777514130908,0.620725917137697,2.2269749294288714,1.4499315254528442,0.6510767168019681
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3EQGxadfbmAKaACgZ,VALIDATION_5_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.849458537650126,32.000000000000014,0.0,1.3538353471887432,1.2683412252306623,0.9368504285727134,4.0,2.1010049944007396,0.5252512486001849,2.5090659929760752,2.0520417347144995,0.8178508418905769
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,7,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,4.162167154684459,32.00000000000001,0.0,1.4703587443665573,1.2516917632444335,0.8512832450176454,6.999999999999997,2.401558386246576,0.3430797694637967,3.410135014779283,2.1812175405639653,0.6396279124171692
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,5R7YRmti4R5GiJKpi,VALIDATION_7_T,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.2240144168726461,32.0,0.0,1.548774450037891,1.32686662674424,0.8567203744301037,9.999999999999996,4.493581287744548,0.44935812877445497,1.0980526237895691,0.8193156850639666,0.7461533876549256
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,5mhtM66ewYHNxSp4q,VALIDATION_0_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.520722706963738,32.00000000000002,0.0,1.6565332900250622,1.1306853095805198,0.6825611754312606,9.999999999999996,2.7154500089365885,0.27154500089365896,2.4460602969808996,0.7298367919635674,0.29837236345497437
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,65crAkEscRbHNJXbW,VALIDATION_10_C,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.600142042853393,32.00000000000001,0.0,1.2151336908639894,1.2133704758687216,0.9985489539064512,3.0,1.9840016616013916,0.6613338872004638,1.649652794816879,1.6114213422440011,0.9768245459329387
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6BxRfLcBtXYodAS8h,VALIDATION_8_C,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.2259151828068195,32.00000000000001,0.0,1.5016571155042717,1.5312976951175437,1.0197385803371752,5.999999999999998,2.8520038390645426,0.47533397317742393,2.704296400325876,2.6227204028942617,0.969834668484644
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.535472600552717,32.000000000000014,0.0,1.3471593593206328,1.2698271633176779,0.9425961038180715,3.0,2.0995765170568035,0.6998588390189345,1.011717240868586,0.8204384129948605,0.8109364749883006
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6pQRuemJv5faRcZft,VALIDATION_9_T,15,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.828000295870744,32.00000000000001,0.0,1.5597367505242832,1.4349067646869111,0.9199672728135615,14.999999999999995,3.858181681172526,0.2572121120781685,3.5062439759047797,2.9200076100427053,0.8328021752363091
Public goods game,Demographic surveys,1,argyle_anes2016_backstory_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6sSM4xSyZQkaxyHav,VALIDATION_5_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.114354670917861,32.0,0.0,1.3922297325407242,1.0993738055202649,0.789649710693926,4.0,2.1052415168429603,0.5263103792107401,2.2221821317101034,0.8793088174130064,0.3956961064826514
