game,persona_source,persona_order,run,unit_id,treatment_name,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,uniform_null_low,uniform_null_mean,uniform_null_high,excess_modal_share
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,3,32,3,2.9791856659961047,0.9930618886653683,lion-orange-6194,12,0.375,0.34375,0.420984375,0.53125,-0.04598437500000002
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,1.8256278800579229,0.6085426266859743,whale-red-86,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,3,32,2,1.2633812503027273,0.42112708343424243,cat-green-4185,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.8182213824676525,0.9394071274892175,peacock-red-7768,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.9043725797781224,0.9681241932593742,camel-red-6481,13,0.40625,0.34375,0.420984375,0.53125,-0.014734375000000022
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,3,32,2,1.3649655016647284,0.45498850055490947,owl-green-168,29,0.90625,0.34375,0.420984375,0.53125,0.485265625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,3,32,2,1.4575692649810903,0.4858564216603634,lion-blue-472,28,0.875,0.34375,0.420984375,0.53125,0.454015625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,2,1.9031141162555836,0.6343713720851946,kangaroo-blue-9562,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,3,32,3,1.8497199775389868,0.616573325846329,dog-green-8079,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,3,32,3,2.6391521302478145,0.8797173767492715,badger-green-4722,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.9970397790124674,0.9990132596708224,unicorn-blue-7096,11,0.34375,0.34375,0.420984375,0.53125,-0.07723437500000002
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,3,32,3,1.9981845626935966,0.6660615208978655,rabbit-yellow-6681,23,0.71875,0.34375,0.420984375,0.53125,0.297765625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.1132144230091714,0.7044048076697238,goose-green-9189,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,2,1.9031141162555836,0.6343713720851946,peacock-red-7894,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,3,32,3,1.7135323579168613,0.5711774526389538,otter-yellow-9944,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.1132144230091714,0.7044048076697238,bear-blue-8468,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.6753668284656635,0.8917889428218878,otter-orange-6095,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,1.56371133134066,0.5212371104468867,camel-blue-7414,28,0.875,0.34375,0.420984375,0.53125,0.454015625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.392739436740695,0.7975798122468983,butterfly-yellow-2785,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,3,32,3,2.5457771405860634,0.8485923801953544,goose-orange-349,16,0.5,0.34375,0.420984375,0.53125,0.07901562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,3,32,2,1.9649456432116543,0.6549818810705514,whale-pink-487,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,1.8497199775389868,0.616573325846329,whale-pink-487,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,3,32,2,1.1491939670970752,0.3830646556990251,ram-purple-8899,31,0.96875,0.34375,0.420984375,0.53125,0.547765625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,3,32,3,1.845116947259154,0.615038982419718,butterfly-purple-4350,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,2,1.9378192408783848,0.6459397469594615,butterfly-purple-4350,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,3,32,3,2.193800143154352,0.731266714384784,swan-green-9081,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,3,32,3,2.759537472461462,0.9198458241538207,zebra-red-3364,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,3,32,3,2.690047357268725,0.8966824524229083,unicorn-yellow-3690,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,3,32,3,2.490865864796076,0.830288621598692,dog-orange-384,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,3,32,3,2.070367140598382,0.6901223801994606,otter-blue-1497,24,0.75,0.34375,0.420984375,0.53125,0.329015625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,3,32,3,2.4602329762891006,0.8200776587630335,dog-purple-778,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,2,1.8609486313308101,0.6203162104436034,ram-red-5745,22,0.6875,0.34375,0.420984375,0.53125,0.266515625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,3,32,3,2.1975387105464486,0.7325129035154828,owl-yellow-7660,23,0.71875,0.34375,0.420984375,0.53125,0.297765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.6679356965569503,0.5559785655189834,owl-yellow-7660,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.9629872703959235,0.9876624234653079,kangaroo-purple-4743,13,0.40625,0.34375,0.420984375,0.53125,-0.014734375000000022
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,3,32,2,1.9960950200730567,0.665365006691019,whale-green-1798,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,3,32,2,1.9843952490181156,0.6614650830060386,monkey-pink-6874,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.327774743589413,0.7759249145298043,goose-purple-9985,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,3,32,3,2.2480046710829824,0.7493348903609941,ram-pink-8623,16,0.5,0.34375,0.420984375,0.53125,0.07901562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.56371133134066,0.5212371104468867,otter-pink-5988,28,0.875,0.34375,0.420984375,0.53125,0.454015625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,3,32,2,1.6910021130734858,0.5636673710244953,camel-pink-767,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,2,1.2633812503027273,0.42112708343424243,camel-pink-767,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.6679356965569503,0.5559785655189834,turtle-yellow-3106,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.6672284496003122,0.8890761498667707,unicorn-pink-1559,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,3,32,3,2.8182213824676525,0.9394071274892175,goose-green-3433,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.1132144230091714,0.7044048076697238,goose-green-3433,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.4471461657205658,0.8157153885735219,cat-orange-2462,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.759537472461462,0.9198458241538207,badger-red-5032,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,3,32,3,2.3743888938571454,0.7914629646190484,alligator-blue-3197,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.499924953703035,0.8333083179010116,whale-red-86,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,3,32,3,2.2400024102770772,0.7466674700923591,cat-green-4185,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.3743888938571454,0.7914629646190484,bear-purple-7271,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.882066504819336,0.9606888349397787,gorilla-yellow-5964,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,3,32,2,1.9960950200730567,0.665365006691019,iguana-blue-1059,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,3,32,2,1.9843952490181156,0.6614650830060386,lion-blue-472,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.9434675963654358,0.9811558654551452,kangaroo-blue-9562,13,0.40625,0.34375,0.420984375,0.53125,-0.014734375000000022
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,3,32,3,2.524944422019916,0.8416481406733053,dog-green-8079,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,3,32,3,1.9274401820514206,0.6424800606838069,badger-green-4722,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.6672284496003122,0.8890761498667707,unicorn-blue-7096,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,3,32,3,2.8182213824676525,0.9394071274892175,alligator-orange-6315,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.3743888938571454,0.7914629646190484,buffalo-yellow-4552,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,2,1.5424913566151934,0.5141637855383978,peacock-red-7894,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,3,32,3,2.339359233680122,0.7797864112267073,otter-yellow-9944,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.5457771405860634,0.8485923801953544,bear-blue-8468,16,0.5,0.34375,0.420984375,0.53125,0.07901562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.951151785867524,0.9837172619558413,badger-purple-8825,12,0.375,0.34375,0.420984375,0.53125,-0.04598437500000002
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.1975387105464486,0.7325129035154828,camel-blue-7414,23,0.71875,0.34375,0.420984375,0.53125,0.297765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.766721294131918,0.9222404313773059,butterfly-yellow-2785,14,0.4375,0.34375,0.420984375,0.53125,0.016515624999999978
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,3,32,3,2.673193818477041,0.8910646061590137,ram-red-1301,14,0.4375,0.34375,0.420984375,0.53125,0.016515624999999978
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,3,32,3,2.8387205126507515,0.9462401708835838,whale-pink-487,14,0.4375,0.34375,0.420984375,0.53125,0.016515624999999978
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,2,1.2633812503027273,0.42112708343424243,whale-pink-487,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,3,32,3,1.4488966823777039,0.48296556079256797,ram-purple-8899,29,0.90625,0.34375,0.420984375,0.53125,0.485265625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,3,32,3,1.6679356965569503,0.5559785655189834,butterfly-purple-4350,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,3,32,3,2.392739436740695,0.7975798122468983,butterfly-purple-4350,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,3,32,3,2.193800143154352,0.731266714384784,duck-purple-3491,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,3,32,3,1.9981845626935966,0.6660615208978655,pig-green-499,23,0.71875,0.34375,0.420984375,0.53125,0.297765625
Bargaining game,Twin-2K-500,1,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,3,32,3,2.15788102188112,0.7192936739603734,kangaroo-red-5113,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,3,32,3,1.7135323579168613,0.5711774526389538,dog-orange-384,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,3,32,3,1.6679356965569503,0.5559785655189834,otter-blue-1497,27,0.84375,0.34375,0.420984375,0.53125,0.422765625
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,3,32,3,2.5457771405860634,0.8485923801953544,owl-orange-1045,16,0.5,0.34375,0.420984375,0.53125,0.07901562499999998
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,2,1.6910021130734858,0.5636673710244953,ram-red-5745,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,3,32,1,1.0,0.3333333333333333,owl-yellow-7660,32,1.0,0.34375,0.420984375,0.53125,0.579015625
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,2,1.1491939670970752,0.3830646556990251,owl-yellow-7660,31,0.96875,0.34375,0.420984375,0.53125,0.547765625
Bargaining game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.7630720877647699,0.58769069592159,gorilla-purple-6898,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
