Event.Index;UTC.Timestamp;UTC.Date;Local.Timestamp;Local.Timezone;Local.Date;Experiment.ID;Experiment.Version;Tree.Node.Key;Repeat.Key;Schedule.ID;Participant.Public.ID;Participant.Private.ID;Participant.Starting.Group;Participant.Status;Participant.Completion.Code;Participant.External.Session.ID;Participant.Device.Type;Participant.Device;Participant.OS;Participant.Browser;Participant.Monitor.Size;Participant.Viewport.Size;Checkpoint;Task.Name;Task.Version;randomiser.3zw7;randomiser.tygv;randomiser.eo93;branch.wr7f;branch.9coe;branch.rxc5;branch.fz1e;branch.kqoq;branch.56os;branch.bnrh;branch.l7jq;branch.gk6r;branch.6ucl;Randomise.questionnaire.elements.;Question.Key;Response
10;1,65E+12;08/06/2022 08:48:37;1,65E+12;2;08/06/2022 10:48:37;89054;14;questionnaire-89wj;NA;22352812;61545674c5dd8f8dfe265d5b;6588612;NA;complete;NA;62a0622a23a10c01982b36ea;computer;Desktop or Laptop;Mac OS 10.15;Firefox 101.0;1584x990;1584x772;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-text;
11;1,65E+12;08/06/2022 08:48:37;1,65E+12;2;08/06/2022 10:48:37;89054;14;questionnaire-89wj;NA;22352812;61545674c5dd8f8dfe265d5b;6588612;NA;complete;NA;62a0622a23a10c01982b36ea;computer;Desktop or Laptop;Mac OS 10.15;Firefox 101.0;1584x990;1584x772;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;END QUESTIONNAIRE;10163
1;1,65E+12;08/06/2022 08:49:30;1,65E+12;2;08/06/2022 10:49:30;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age;19
3;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age-quantised;3
4;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender;Male
5;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender-quantised;2
6;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality;Poland
7;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality-quantised;140
8;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-quantised;2
10;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-text;
11;1,65E+12;08/06/2022 08:49:50;1,65E+12;2;08/06/2022 10:49:50;89054;14;questionnaire-89wj;NA;22352830;60a2d0f8a996c447692d4b73;6588616;NA;complete;NA;62a0622c8edb032eac01bd21;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;END QUESTIONNAIRE;20307
1;1,65E+12;08/06/2022 08:49:55;1,65E+12;2;08/06/2022 10:49:55;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age;21
3;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age-quantised;5
4;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender;Male
5;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender-quantised;2
6;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality;Germany
7;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality-quantised;64
8;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-quantised;2
10;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-text;
11;1,65E+12;08/06/2022 08:50:07;1,65E+12;2;08/06/2022 10:50:08;89054;14;questionnaire-89wj;NA;22352843;61104a8a115d7706aafa0172;6588613;NA;complete;NA;62a0622cd7b679a0b6911bb2;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;END QUESTIONNAIRE;12179
1;1,65E+12;08/06/2022 08:50:12;1,65E+12;2;08/06/2022 10:50:12;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1536x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age;22
3;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age-quantised;6
4;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender;Male
5;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender-quantised;2
6;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality;Germany
7;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality-quantised;64
8;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-quantised;2
10;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-text;
11;1,65E+12;08/06/2022 08:50:23;1,65E+12;2;08/06/2022 10:50:23;89054;14;questionnaire-89wj;NA;22352854;609bc520b449b8d693dafd02;6588627;NA;complete;NA;62a062a86ee4d897a8ee0c6f;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;END QUESTIONNAIRE;11892
1;1,65E+12;08/06/2022 08:51:08;1,65E+12;2;08/06/2022 10:51:08;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;age;22
3;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;age-quantised;6
4;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;gender;Male
5;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;gender-quantised;2
6;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;nationality;Germany
7;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;nationality-quantised;64
8;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education-quantised;2
10;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education-text;
11;1,65E+12;08/06/2022 08:51:25;1,65E+12;2;08/06/2022 10:51:25;89054;14;questionnaire-89wj;NA;22352878;612da3641e2d0ad51998a241;6588614;NA;complete;NA;62a05ea4ecf45d54e76ae465;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x960;1440x809;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;END QUESTIONNAIRE;17359
1;1,65E+12;08/06/2022 08:57:17;1,65E+12;2;08/06/2022 10:57:16;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age;27
3;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age-quantised;11
4;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;gender;Male
5;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;gender-quantised;2
6;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;nationality;Italy
7;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;nationality-quantised;82
8;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education-quantised;2
10;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education-text;
11;1,65E+12;08/06/2022 08:57:48;1,65E+12;2;08/06/2022 10:57:47;89054;14;questionnaire-89wj;NA;22352985;5fafc5f6a7da67296c293dae;6588667;NA;complete;NA;62a06417ea7666f2658a0d1b;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x937;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;END QUESTIONNAIRE;31426
1;1,65E+12;08/06/2022 09:09:19;1,65E+12;2;08/06/2022 11:09:19;89054;14;questionnaire-89wj;NA;22353260;5e4adb14496ba70319c891a3;6588793;NA;complete;NA;62a066a3f6c23f5c526180bc;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 102.0.5005.61;1280x800;1280x629;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 09:09:30;1,65E+12;2;08/06/2022 11:09:30;89054;14;questionnaire-89wj;NA;22353260;5e4adb14496ba70319c891a3;6588793;NA;complete;NA;62a066a3f6c23f5c526180bc;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 102.0.5005.61;1280x800;1280x629;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age;29
3;1,65E+12;08/06/2022 09:09:30;1,65E+12;2;08/06/2022 11:09:30;89054;14;questionnaire-89wj;NA;22353260;5e4adb14496ba70319c891a3;6588793;NA;complete;NA;62a066a3f6c23f5c526180bc;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 102.0.5005.61;1280x800;1280x629;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age-quantised;13
4;1,65E+12;08/06/2022 09:09:30;1,65E+12;2;08/06/2022 11:09:30;89054;14;questionnaire-89wj;NA;22353260;5e4adb14496ba70319c891a3;6588793;NA;complete;NA;62a066a3f6c23f5c526180bc;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 102.0.5005.61;1280x800;1280x629;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;gender;Female
