PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
1320;215;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;49;6;24/11/2023 08:49
1321;261;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;2;10;0;;;3;28;5;24/11/2023 08:50
1322;319;;;;;;;;;;;;;;;0;1;1;0;0;0;1;0;5;0;5;;;2;23;5;24/11/2023 08:53
1323;496;1;1;1;1;0;1;1;0;0;;1;;;50;;;;;;;;;;;;;;1;64;3;24/11/2023 08:58
1324;636;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;58;4;24/11/2023 08:59
1325;702;0;0;1;1;1;1;0;0;0;;0;;;40;;;;;;;;;;;;;;2;60;3;24/11/2023 09:07
1326;243;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;2;4;2;50;6;24/11/2023 09:12
1327;420;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;5;5;5;;;1;56;5;24/11/2023 09:12
1328;405;1;1;0;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;31;3;24/11/2023 09:15
1329;262;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;9;10;6;;;1;28;5;24/11/2023 09:16
1330;364;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;28;4;24/11/2023 09:21
1331;281;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;32;6;24/11/2023 09:24
1332;212;1;0;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;2;35;4;24/11/2023 09:24
1333;611;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;24/11/2023 09:28
1334;341;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;55;4;24/11/2023 09:29
1335;530;;;;;;;;;;;;;;;0;1;1;0;0;1;1;10;2;6;6;;;1;48;5;24/11/2023 09:30
1336;268;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;5;5;5;;;2;34;5;24/11/2023 09:30
1337;299;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;21;3;24/11/2023 09:39
1338;504;;;;;;;;;;;;;;;1;1;1;0;0;0;1;6;2;5;4;;;1;39;5;24/11/2023 09:50
1339;676;;;;;;;;;;;;;;;1;0;1;1;1;1;1;0;0;10;0;;;1;33;5;24/11/2023 09:54
1340;735;;;;;;;;;;;;;;;0;1;0;1;1;0;1;7;7;4;5;;;1;28;5;24/11/2023 09:54
1341;254;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;35;5;24/11/2023 09:57
1342;419;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;5;5;1;54;6;24/11/2023 09:58
1343;326;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;0;5;2;39;6;24/11/2023 09:59
1344;601;0;0;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;25;3;24/11/2023 10:10
1345;528;1;1;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;35;4;24/11/2023 10:11
1346;353;;;;;;;;;;;;;;;1;1;1;1;1;0;1;3;3;3;4;;;2;25;5;24/11/2023 10:12
1347;388;;;;;;;;;;;;;;;1;0;1;1;1;0;1;2;5;2;5;;;2;39;5;24/11/2023 10:13
1348;420;1;1;0;0;0;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;41;3;24/11/2023 10:29
1349;311;0;0;1;0;1;1;0;;;1;;0;1;0;;;;;;;;;;;;;;2;59;4;24/11/2023 10:30
1350;229;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;;;9;4;2;28;6;24/11/2023 10:30
1351;1945;;;;;;;;;;;;;;;0;0;1;1;0;1;1;4;2;0;0;;;2;28;5;24/11/2023 10:32
1352;341;1;0;1;1;1;0;1;;;0;;1;1;25;;;;;;;;;;;;;;1;26;4;24/11/2023 10:32
1353;448;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;2;69;6;24/11/2023 10:44
1354;336;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;36;4;24/11/2023 10:49
1355;357;1;0;0;0;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;1;30;3;24/11/2023 10:52
1356;723;0;0;1;1;1;1;1;;;;1;1;0;15;;;;;;;;;;;;;;2;53;4;24/11/2023 10:54
1357;493;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;8;8;2;51;6;24/11/2023 10:56
1358;207;0;1;1;0;0;0;1;1;1;0;;;;50;;;;;;;;;;;;;;1;46;3;24/11/2023 10:57
1359;637;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;33;6;24/11/2023 11:02
1360;299;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;35;4;24/11/2023 11:03
1361;296;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;8;2;1;30;6;24/11/2023 11:03
1362;571;0;0;0;0;0;1;1;;;0;;1;1;100;;;;;;;;;;;;;;1;35;4;24/11/2023 11:08
1363;302;0;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;33;3;24/11/2023 11:10
1364;354;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;10;0;10;;;1;30;5;24/11/2023 11:10
1365;331;1;1;1;1;1;1;1;;;0;;1;1;35;;;;;;;;;;;;;;1;26;4;24/11/2023 11:11
1366;806;1;1;1;1;1;1;1;1;0;;0;;;100;;;;;;;;;;;;;;1;30;3;24/11/2023 11:18
1367;399;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;27;4;24/11/2023 11:25
1368;333;1;1;1;0;1;0;1;;;0;;0;1;50;;;;;;;;;;;;;;2;30;4;24/11/2023 11:27
1369;511;1;1;1;1;1;0;1;;;;0;1;0;0;;;;;;;;;;;;;;1;36;4;24/11/2023 11:30
1370;394;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;34;4;24/11/2023 11:34
1371;239;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;5;;;1;35;5;24/11/2023 11:45
1372;290;1;0;0;0;0;1;1;;;0;;1;1;49;;;;;;;;;;;;;;2;55;4;24/11/2023 11:48
1373;223;;;;;;;;;;;;;;;1;1;1;1;1;0;1;4;7;6;4;;;2;27;5;24/11/2023 11:48
1374;290;;;;;;;;;;;;;;;1;1;1;1;0;1;1;4;10;4;10;;;1;33;5;24/11/2023 11:51
1375;738;;;;;;;;;;;;;;;1;0;0;0;0;0;0;2;8;4;6;;;2;34;5;24/11/2023 11:51
1376;245;;;;;;;;;;;;;;;1;1;0;0;1;1;1;;;;;1;2;1;33;6;24/11/2023 11:51
1377;366;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;25;4;24/11/2023 11:53
1378;325;;;;;;;;;;;;;;;1;1;1;0;1;1;1;0;1;0;1;;;2;32;5;24/11/2023 11:54
1379;312;1;1;1;1;0;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;43;3;24/11/2023 11:55
1380;464;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;4;2;29;6;24/11/2023 11:58
1381;224;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;2;10;0;;;1;28;5;24/11/2023 12:01
1382;330;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;10;0;10;;;1;37;5;24/11/2023 12:06
1383;200;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;4;2;2;27;6;24/11/2023 12:08
1384;348;1;0;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;1;27;3;24/11/2023 12:10
1385;366;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;42;4;24/11/2023 12:10
1386;775;0;1;1;0;0;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;47;3;24/11/2023 12:10
1387;239;;;;;;;;;;;;;;;1;1;0;0;0;0;1;;;;;5;3;1;28;6;24/11/2023 12:14
1388;360;1;0;0;0;1;0;1;;;1;;1;1;40;;;;;;;;;;;;;;2;37;4;24/11/2023 12:24
1389;256;1;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;33;3;24/11/2023 12:34
1390;537;0;1;0;0;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;31;4;24/11/2023 12:36
1391;242;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;0;2;35;6;24/11/2023 12:37
1392;452;;;;;;;;;;;;;;;1;1;1;1;1;1;1;3;10;8;10;;;1;23;5;24/11/2023 12:43
1393;321;1;1;1;1;1;1;1;0;0;;0;;;0;;;;;;;;;;;;;;1;40;3;24/11/2023 12:43
1394;424;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;6;0;;;1;31;5;24/11/2023 12:48
1395;229;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;10;10;1;28;6;24/11/2023 12:52
1396;686;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;2;8;2;53;6;24/11/2023 12:56
1397;470;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;0;10;10;;;1;25;5;24/11/2023 13:01
1398;289;1;1;1;1;1;1;1;1;0;;1;;;0;;;;;;;;;;;;;;1;39;3;24/11/2023 13:02
1399;295;1;1;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;33;4;24/11/2023 13:12
1400;244;0;0;1;0;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;29;4;24/11/2023 13:14
1401;373;0;1;0;0;0;0;1;0;1;1;;;;65;;;;;;;;;;;;;;2;51;3;24/11/2023 13:23
1402;218;0;0;0;0;0;0;1;;;1;;0;1;22;;;;;;;;;;;;;;1;19;4;24/11/2023 13:25
1403;542;0;0;1;1;1;1;1;;;;0;0;0;30;;;;;;;;;;;;;;2;57;4;24/11/2023 13:25
1404;361;0;0;0;0;1;0;1;1;1;0;;;;10;;;;;;;;;;;;;;2;52;3;24/11/2023 13:26
1405;696;1;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;59;3;24/11/2023 13:27
1406;282;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;25;3;24/11/2023 13:29
1407;355;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;34;3;24/11/2023 13:37
1408;534;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;4;10;0;;;1;31;5;24/11/2023 13:39
1409;361;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;8;4;1;27;6;24/11/2023 13:44
1410;425;1;1;1;1;1;1;0;1;1;0;;;;50;;;;;;;;;;;;;;2;32;3;24/11/2023 13:44
1411;335;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;22;3;24/11/2023 14:00
1412;397;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;10;10;2;28;6;24/11/2023 14:04
1413;1026;1;0;1;0;0;1;1;;;0;;1;1;10;;;;;;;;;;;;;;2;33;4;24/11/2023 14:10
1414;385;0;0;1;0;0;1;1;0;1;1;;;;0;;;;;;;;;;;;;;2;59;3;24/11/2023 14:17
1415;320;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;32;3;24/11/2023 14:21
1416;375;1;1;1;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;29;3;24/11/2023 14:22
1417;372;1;1;1;1;1;1;1;1;0;;0;;;33;;;;;;;;;;;;;;1;30;3;24/11/2023 14:23
1418;360;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;22;3;24/11/2023 14:23
1419;392;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;31;5;24/11/2023 14:23
1420;298;1;0;0;0;1;0;1;;;1;;1;1;21;;;;;;;;;;;;;;2;22;4;24/11/2023 14:24
1421;210;0;1;0;0;0;1;1;1;1;1;;;;40;;;;;;;;;;;;;;2;29;3;24/11/2023 14:24
1422;557;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;22;6;24/11/2023 14:27
1423;601;;;;;;;;;;;;;;;1;0;0;1;1;0;0;10;5;0;5;;;1;32;5;24/11/2023 14:30
1424;379;;;;;;;;;;;;;;;1;0;0;1;1;0;1;0;10;4;4;;;2;33;5;24/11/2023 14:31
1425;399;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;0;0;1;31;6;24/11/2023 14:33
1426;495;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;29;3;24/11/2023 14:37
1427;876;0;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;20;3;24/11/2023 14:58
1428;417;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;34;3;24/11/2023 14:59
1429;159;;;;;;;;;;;;;;;0;0;0;1;0;0;0;10;10;10;10;;;1;37;5;24/11/2023 15:01
1430;350;;;;;;;;;;;;;;;1;1;1;0;1;0;1;0;0;0;0;;;1;21;5;24/11/2023 15:03
1431;249;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;28;3;24/11/2023 15:07
1432;237;0;0;1;0;1;0;0;0;1;1;;;;11;;;;;;;;;;;;;;1;42;3;24/11/2023 15:08
1433;319;1;1;1;0;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;41;4;24/11/2023 15:09
1434;395;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;23;4;24/11/2023 15:14
1435;451;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;41;3;24/11/2023 15:18
1436;882;1;0;1;0;1;0;1;0;1;1;;;;100;;;;;;;;;;;;;;1;54;3;24/11/2023 15:19
1437;234;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;2;5;8;;;2;21;5;24/11/2023 15:22
1438;980;1;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;31;3;24/11/2023 15:23
1439;516;1;0;0;1;1;0;0;;;0;;1;1;40;;;;;;;;;;;;;;1;46;4;24/11/2023 15:26
1440;218;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;0;0;1;26;6;24/11/2023 15:27
1441;149;0;0;0;1;0;0;1;0;1;1;;;;10;;;;;;;;;;;;;;1;33;3;24/11/2023 15:32
1442;346;1;1;1;1;0;1;1;;;1;;1;1;35;;;;;;;;;;;;;;1;47;4;24/11/2023 15:39
1443;319;0;1;1;1;1;1;1;1;0;;0;;;40;;;;;;;;;;;;;;2;19;3;24/11/2023 15:39
1444;488;1;0;0;0;1;1;1;0;1;1;;;;10;;;;;;;;;;;;;;1;62;3;24/11/2023 15:40
1445;665;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;0;0;1;68;6;24/11/2023 15:42
1446;519;;;;;;;;;;;;;;;1;0;1;1;1;1;0;5;0;5;5;;;1;33;5;24/11/2023 15:47
1447;272;0;1;0;1;0;1;1;0;1;0;;;;30;;;;;;;;;;;;;;2;64;3;24/11/2023 16:09
1448;243;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;5;1;32;6;24/11/2023 16:14
1449;531;;;;;;;;;;;;;;;0;0;1;1;1;1;0;10;10;10;10;;;2;50;5;24/11/2023 16:15
1450;448;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;10;8;10;;;1;35;5;24/11/2023 16:16
1451;623;1;1;0;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;39;4;24/11/2023 16:21
1452;337;1;0;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;2;33;4;24/11/2023 16:28
1453;515;1;1;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;24/11/2023 16:34
1454;306;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;1;33;6;24/11/2023 16:36
1455;211;;;;;;;;;;;;;;;0;1;1;1;1;1;0;0;10;0;0;;;1;18;5;24/11/2023 16:37
1456;479;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;5;4;1;23;6;24/11/2023 16:38
1457;224;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;45;4;24/11/2023 16:42
1458;449;1;0;1;0;1;1;1;;;;0;1;0;30;;;;;;;;;;;;;;1;29;4;24/11/2023 16:50
1459;196;0;0;0;1;1;0;1;;;1;;1;1;10;;;;;;;;;;;;;;1;44;4;24/11/2023 16:59
1460;1111;1;0;1;1;0;1;1;;;0;;1;1;49;;;;;;;;;;;;;;2;55;4;24/11/2023 17:06
1461;265;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;3;5;1;19;6;24/11/2023 17:06
1462;295;;;;;;;;;;;;;;;0;1;1;0;0;0;0;9;6;3;5;;;1;57;5;24/11/2023 17:10
1463;358;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;33;5;24/11/2023 17:12
1464;435;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;10;1;63;6;24/11/2023 17:16
1465;316;0;1;0;0;1;0;0;;;0;;0;1;60;;;;;;;;;;;;;;2;59;4;24/11/2023 17:29
1466;236;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;28;4;24/11/2023 17:34
1467;621;;;;;;;;;;;;;;;1;0;1;1;1;1;0;6;0;4;2;;;2;56;5;24/11/2023 17:38
1468;349;0;0;1;0;1;0;1;1;1;1;;;;0;;;;;;;;;;;;;;1;52;3;24/11/2023 17:40
1469;822;1;1;1;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;63;3;24/11/2023 17:41
1470;1637;;;;;;;;;;;;;;;0;0;0;1;1;0;1;4;3;2;3;;;2;28;5;24/11/2023 17:41
1471;122;;;;;;;;;;;;;;;0;1;1;0;0;0;1;5;4;4;6;;;4;28;5;24/11/2023 17:42
1472;350;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;10;;;1;41;5;24/11/2023 17:45
1473;423;1;1;0;0;0;1;1;1;1;0;;;;30;;;;;;;;;;;;;;4;31;3;24/11/2023 17:47
1474;533;1;0;0;1;0;1;0;;;0;;1;1;0;;;;;;;;;;;;;;2;52;4;24/11/2023 17:47
1475;437;;;;;;;;;;;;;;;0;0;1;1;0;0;1;5;2;4;5;;;2;52;5;24/11/2023 17:48
1476;259;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;31;4;24/11/2023 17:53
1477;408;1;0;1;1;0;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;44;4;24/11/2023 17:53
1478;526;;;;;;;;;;;;;;;0;1;1;0;0;1;1;0;10;4;10;;;2;33;5;24/11/2023 17:56
1479;382;1;1;1;1;1;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;30;3;24/11/2023 18:03
1480;551;1;1;1;1;1;0;1;0;1;1;;;;0;;;;;;;;;;;;;;1;47;3;24/11/2023 18:08
1481;261;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;50;6;24/11/2023 18:11
1482;311;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;22;3;24/11/2023 18:14
1483;604;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;29;4;24/11/2023 18:20
1484;521;1;1;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;27;3;24/11/2023 18:20
1485;399;0;1;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;48;4;24/11/2023 18:22
1486;172;0;1;0;1;1;1;1;0;1;0;;;;30;;;;;;;;;;;;;;1;22;3;24/11/2023 18:29
1487;401;0;1;1;0;1;1;0;1;0;;0;;;50;;;;;;;;;;;;;;1;53;3;24/11/2023 18:41
1488;703;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;10;1;21;6;24/11/2023 18:43
1489;550;0;0;1;1;0;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;52;3;24/11/2023 18:48
1490;474;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;1;32;6;24/11/2023 18:54
1491;455;;;;;;;;;;;;;;;0;1;1;1;1;1;1;6;5;2;4;;;1;26;5;24/11/2023 19:04
1492;353;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;2;6;4;;;1;33;5;24/11/2023 19:08
1493;353;;;;;;;;;;;;;;;0;1;1;0;1;1;0;;;;;1;4;1;44;6;24/11/2023 19:09
1494;342;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;10;;;1;32;5;24/11/2023 19:10
1495;251;0;0;0;0;1;1;0;;;0;;0;1;8;;;;;;;;;;;;;;2;34;4;24/11/2023 19:11
1496;372;;;;;;;;;;;;;;;1;0;1;1;0;0;1;;;;;10;2;2;41;6;24/11/2023 19:12
1497;272;1;1;1;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;24;4;24/11/2023 19:21
1498;434;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;4;8;2;46;6;24/11/2023 19:23
1499;739;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;38;5;24/11/2023 19:25
1500;1023;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;4;6;2;39;6;24/11/2023 19:26
1501;140;1;0;0;1;0;0;1;;;0;;1;1;66;;;;;;;;;;;;;;1;23;4;24/11/2023 19:33
1502;429;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;28;4;24/11/2023 19:36
1503;114;;;;;;;;;;;;;;;0;0;1;1;0;0;0;;;;;0;1;1;31;6;24/11/2023 19:49
1504;997;1;1;1;0;0;1;0;;;1;;0;1;10;;;;;;;;;;;;;;1;41;4;24/11/2023 19:53
1505;448;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;0;10;1;29;6;24/11/2023 19:54
1506;228;;;;;;;;;;;;;;;1;0;1;0;0;0;1;5;0;1;0;;;1;31;5;24/11/2023 19:55
1507;670;1;1;1;1;0;1;1;1;1;0;;;;10;;;;;;;;;;;;;;1;24;3;24/11/2023 20:03
1508;277;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;37;3;24/11/2023 20:06
1509;486;1;0;0;1;1;0;0;;;1;;1;1;40;;;;;;;;;;;;;;1;48;4;24/11/2023 20:10
1510;246;0;0;0;0;1;0;0;;;0;;1;1;82;;;;;;;;;;;;;;1;28;4;24/11/2023 20:11
1511;401;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;2;2;2;;;1;19;5;24/11/2023 20:14
1512;336;1;1;1;0;1;1;1;;;0;;1;1;100;;;;;;;;;;;;;;1;39;4;24/11/2023 20:23
1513;529;0;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;26;3;24/11/2023 20:23
1514;199;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;6;10;7;;;1;29;5;24/11/2023 20:25
1515;442;0;1;1;1;1;1;0;1;0;;0;;;50;;;;;;;;;;;;;;1;44;3;24/11/2023 20:37
1516;267;;;;;;;;;;;;;;;0;0;1;1;0;1;1;1;10;0;10;;;1;26;5;24/11/2023 20:38
1517;340;1;1;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;59;3;24/11/2023 20:45
1518;673;0;1;0;0;0;0;1;;;0;;0;1;29;;;;;;;;;;;;;;2;73;4;24/11/2023 20:45
1519;744;0;1;1;1;1;0;1;;;1;;1;1;30;;;;;;;;;;;;;;1;51;4;24/11/2023 20:53
1520;678;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;5;5;5;;;1;24;5;24/11/2023 20:58
1521;316;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;1;30;6;24/11/2023 21:02
1522;315;1;0;1;0;1;0;1;0;1;0;;;;60;;;;;;;;;;;;;;1;43;3;24/11/2023 21:05
1523;550;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;4;0;1;31;6;24/11/2023 21:09
1524;689;;;;;;;;;;;;;;;0;0;1;1;1;1;1;2;10;0;10;;;2;34;5;24/11/2023 21:12
1525;516;1;1;1;0;1;1;1;;;0;;1;1;25;;;;;;;;;;;;;;1;30;4;24/11/2023 21:14
1526;231;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;2;4;1;20;6;24/11/2023 21:18
1527;229;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;0;3;1;21;6;24/11/2023 21:20
1528;354;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;5;5;5;;;2;44;5;24/11/2023 21:21
1529;562;1;1;1;0;1;0;1;0;0;;0;;;20;;;;;;;;;;;;;;1;56;3;24/11/2023 21:25
1530;218;;;;;;;;;;;;;;;0;0;0;0;0;1;0;;;;;0;0;1;48;6;24/11/2023 21:48
1531;433;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;3;5;1;35;6;24/11/2023 21:59
1532;158;1;0;1;0;0;1;0;;;0;;1;1;40;;;;;;;;;;;;;;1;54;4;24/11/2023 22:04
1533;566;;;;;;;;;;;;;;;0;0;1;1;0;0;0;2;10;2;10;;;2;56;5;24/11/2023 22:07
1534;228;;;;;;;;;;;;;;;0;0;1;0;1;1;0;;;;;3;8;1;33;6;24/11/2023 22:11
1535;248;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;35;3;24/11/2023 22:15
1536;752;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;6;1;36;6;24/11/2023 22:16
1537;378;0;1;1;0;1;1;0;;;;0;1;0;100;;;;;;;;;;;;;;1;53;4;24/11/2023 22:18
1538;345;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;10;0;2;52;6;24/11/2023 22:28
1539;441;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;0;2;2;38;6;24/11/2023 22:30
1540;355;1;1;1;1;1;1;1;;;0;;1;1;80;;;;;;;;;;;;;;1;25;4;24/11/2023 22:39
1541;435;1;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;40;4;24/11/2023 22:40
1542;347;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;49;3;24/11/2023 23:04
1543;292;0;1;1;1;0;1;0;;;0;;1;1;50;;;;;;;;;;;;;;2;49;4;24/11/2023 23:05
1544;540;;;;;;;;;;;;;;;0;0;1;0;0;1;1;5;5;10;5;;;2;29;5;24/11/2023 23:05
1545;335;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;4;10;2;27;6;24/11/2023 23:13
1546;255;;;;;;;;;;;;;;;0;0;1;0;1;1;1;5;5;5;5;;;2;37;5;24/11/2023 23:15
1547;336;1;0;0;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;26;4;24/11/2023 23:21
1548;464;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;31;3;24/11/2023 23:21
1549;237;;;;;;;;;;;;;;;0;0;1;1;0;0;0;;;;;4;4;2;41;6;24/11/2023 23:21
1550;381;;;;;;;;;;;;;;;0;0;1;1;1;1;1;3;3;5;3;;;2;39;5;24/11/2023 23:26
