ID;Duration;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punFast;noFast;punSlow;noSlow;punHid;noPunHid;gender;age;Condition;RecordedDate
941;203;1;1;1;0;1;0;1;;;;;10;10;2;52;2;18/11/2023 10:41
942;384;1;1;1;1;1;1;1;10;0;0;0;;;1;54;1;18/11/2023 10:41
943;248;0;0;0;0;0;1;1;10;5;10;5;;;1;36;1;18/11/2023 10:42
944;342;1;0;0;1;1;1;1;;;;;5;7;2;39;2;18/11/2023 10:42
945;403;1;1;1;1;1;1;0;0;10;0;10;;;2;62;1;18/11/2023 10:42
946;660;0;0;1;0;0;0;1;;;;;5;10;2;33;2;18/11/2023 10:43
947;229;0;0;1;1;1;1;1;0;2;0;2;;;2;35;1;18/11/2023 10:43
948;282;1;1;0;0;1;1;0;;;;;5;5;2;49;2;18/11/2023 10:44
949;702;1;1;1;1;1;0;0;;;;;6;10;2;47;2;18/11/2023 10:44
950;245;1;1;1;0;0;1;0;;;;;10;5;1;27;2;18/11/2023 10:45
951;256;1;1;1;0;1;1;0;2;2;4;3;;;1;21;1;18/11/2023 10:46
952;392;1;1;1;0;1;0;1;10;10;10;10;;;2;41;1;18/11/2023 10:46
953;597;1;1;1;1;1;1;1;0;10;4;10;;;2;43;1;18/11/2023 10:46
954;214;1;1;1;1;1;1;1;;;;;10;10;1;39;2;18/11/2023 10:46
955;390;1;1;1;1;1;1;1;;;;;10;4;1;51;2;18/11/2023 10:47
956;479;0;0;0;0;0;0;1;5;3;2;1;;;2;57;1;18/11/2023 10:48
957;232;0;1;0;1;0;1;1;;;;;5;10;1;25;2;18/11/2023 10:48
958;175;0;0;0;1;1;0;1;;;;;6;2;1;34;2;18/11/2023 10:49
959;350;1;1;1;1;1;1;1;10;10;10;10;;;1;67;1;18/11/2023 10:49
960;455;1;1;1;1;0;1;1;4;5;5;2;;;2;44;1;18/11/2023 10:49
961;495;1;0;1;1;0;1;1;;;;;10;10;2;68;2;18/11/2023 10:49
962;210;0;0;1;0;0;1;0;8;8;10;10;;;1;42;1;18/11/2023 10:50
963;1797;0;1;0;0;1;1;1;;;;;5;1;1;40;2;18/11/2023 10:50
964;352;1;1;1;0;1;0;1;;;;;0;3;2;23;2;18/11/2023 10:50
965;190;0;0;1;0;1;0;1;;;;;0;0;1;36;2;18/11/2023 10:51
966;276;1;1;1;0;1;1;1;10;0;10;0;;;1;29;1;18/11/2023 10:51
967;257;1;1;0;1;1;0;1;;;;;4;4;1;43;2;18/11/2023 10:51
968;361;1;1;1;1;1;0;1;10;10;10;10;;;1;33;1;18/11/2023 10:52
969;424;1;1;1;0;1;0;0;10;2;8;2;;;2;30;1;18/11/2023 10:52
970;211;1;1;1;1;1;1;0;;;;;2;4;2;56;2;18/11/2023 10:52
971;768;0;1;1;0;1;0;1;3;4;4;6;;;2;63;1;18/11/2023 10:52
972;840;0;0;1;1;1;0;0;;;;;3;0;2;50;2;18/11/2023 10:53
973;222;0;0;1;1;1;1;0;10;4;10;6;;;2;32;1;18/11/2023 10:53
974;546;1;1;1;1;1;0;1;;;;;0;0;2;24;2;18/11/2023 10:54
975;359;1;1;1;1;1;1;1;10;5;10;5;;;1;25;1;18/11/2023 10:55
976;420;0;0;1;1;0;1;1;;;;;5;5;2;47;2;18/11/2023 10:55
977;276;0;1;0;0;1;1;1;10;5;10;7;;;2;46;1;18/11/2023 10:55
978;414;1;1;1;1;1;1;1;3;10;3;7;;;2;54;1;18/11/2023 10:56
979;386;1;1;1;1;1;1;1;8;4;7;5;;;1;28;1;18/11/2023 10:56
980;304;0;1;1;1;1;0;1;;;;;5;7;2;45;2;18/11/2023 10:56
981;1143;1;1;1;1;0;1;1;0;2;0;2;;;2;32;1;18/11/2023 10:57
982;429;0;0;1;0;1;1;1;;;;;5;0;1;74;2;18/11/2023 10:58
983;438;1;1;1;1;0;1;1;;;;;5;5;2;30;2;18/11/2023 10:58
984;366;1;1;1;0;0;0;1;5;5;5;10;;;1;49;1;18/11/2023 10:59
985;265;1;1;1;0;0;1;1;1;10;3;5;;;1;21;1;18/11/2023 11:00
986;249;0;0;1;1;0;0;1;;;;;0;1;2;27;2;18/11/2023 11:01
987;214;0;0;1;0;0;1;1;;;;;5;4;2;22;2;18/11/2023 11:01
988;550;1;1;1;0;1;1;0;4;8;2;3;;;1;51;1;18/11/2023 11:01
989;253;1;1;1;0;1;1;1;8;6;10;10;;;1;33;1;18/11/2023 11:01
990;313;1;1;1;1;1;1;1;;;;;10;10;2;30;2;18/11/2023 11:02
991;225;1;1;1;1;1;1;1;;;;;0;0;2;36;2;18/11/2023 11:04
992;329;0;1;0;0;1;1;0;2;6;0;7;;;2;53;1;18/11/2023 11:04
993;444;0;1;1;1;0;1;0;;;;;10;10;2;42;2;18/11/2023 11:05
994;484;1;0;1;0;1;1;0;10;10;10;6;;;2;67;1;18/11/2023 11:05
995;501;1;1;1;0;1;0;1;;;;;4;4;2;61;2;18/11/2023 11:06
996;263;1;1;1;1;1;1;1;;;;;0;0;1;43;2;18/11/2023 11:06
997;428;1;1;1;1;1;1;1;10;10;10;0;;;1;32;1;18/11/2023 11:06
998;314;1;0;1;1;1;1;1;;;;;4;7;1;48;2;18/11/2023 11:06
999;295;1;1;1;1;1;0;1;;;;;5;10;1;24;2;18/11/2023 11:06
1000;215;1;1;1;0;1;1;0;7;7;7;7;;;2;28;1;18/11/2023 11:06
1001;592;1;1;1;1;1;1;1;4;0;4;0;;;1;24;1;18/11/2023 11:08
1002;324;1;1;1;1;1;1;1;2;5;2;5;;;2;58;1;18/11/2023 11:08
1003;220;1;1;1;1;1;1;1;0;0;0;0;;;1;26;1;18/11/2023 11:08
1004;230;1;1;1;0;1;0;1;0;10;10;10;;;1;52;1;18/11/2023 11:09
1005;286;1;1;1;0;1;1;0;;;;;6;5;1;40;2;18/11/2023 11:09
1006;399;1;1;1;1;1;1;1;10;10;10;10;;;1;49;1;18/11/2023 11:10
1007;928;0;1;1;1;1;0;1;;;;;6;4;2;42;2;18/11/2023 11:10
1008;462;0;1;1;1;1;1;1;2;4;4;4;;;2;27;1;18/11/2023 11:10
1009;396;1;1;1;1;1;1;1;;;;;6;8;1;68;2;18/11/2023 11:10
1010;822;1;1;1;1;0;1;1;;;;;0;0;1;32;2;18/11/2023 11:10
1011;249;1;1;1;1;1;1;0;10;5;10;5;;;1;58;1;18/11/2023 11:11
1012;369;1;1;1;0;0;1;1;;;;;5;0;2;31;2;18/11/2023 11:12
1013;469;1;1;1;1;1;1;1;4;6;5;6;;;2;33;1;18/11/2023 11:12
1014;96;1;1;0;0;0;1;1;;;;;4;4;1;51;2;18/11/2023 11:12
1015;605;1;1;1;1;1;1;1;;;;;10;0;1;34;2;18/11/2023 11:12
1016;335;1;1;1;0;1;1;1;0;7;2;7;;;2;42;1;18/11/2023 11:13
1017;397;1;1;1;1;1;1;1;;;;;10;10;2;27;2;18/11/2023 11:13
1018;281;1;1;1;1;1;1;1;8;2;8;2;;;1;38;1;18/11/2023 11:13
1019;169;1;1;1;0;0;0;0;;;;;3;3;1;20;2;18/11/2023 11:14
1020;260;0;1;1;0;1;0;1;;;;;5;10;1;36;2;18/11/2023 11:15
1021;802;0;1;1;1;1;1;1;0;4;2;5;;;2;59;1;18/11/2023 11:15
1022;331;1;1;1;1;1;1;1;0;6;2;4;;;2;27;1;18/11/2023 11:16
1023;218;0;1;1;0;1;1;0;2;10;8;7;;;2;67;1;18/11/2023 11:16
1024;311;1;1;1;0;1;1;0;;;;;10;10;2;59;2;18/11/2023 11:17
1025;542;0;1;1;1;1;0;1;;;;;5;10;2;50;2;18/11/2023 11:17
1026;227;1;1;1;0;1;1;1;10;0;5;0;;;2;29;1;18/11/2023 11:17
1027;237;1;1;1;0;1;1;1;;;;;0;0;1;25;2;18/11/2023 11:18
1028;304;1;1;1;1;1;1;1;;;;;8;4;2;23;2;18/11/2023 11:19
1029;346;1;1;1;1;0;1;1;;;;;4;2;2;52;2;18/11/2023 11:19
1030;309;0;1;1;1;1;1;0;4;4;4;2;;;2;29;1;18/11/2023 11:19
1031;762;0;1;1;0;1;1;0;;;;;5;8;1;24;2;18/11/2023 11:19
1032;456;1;1;1;0;1;1;1;10;10;10;10;;;2;45;1;18/11/2023 11:20
1033;321;1;1;1;0;0;0;1;2;10;6;8;;;2;40;1;18/11/2023 11:21
1034;236;1;1;1;1;1;0;1;;;;;2;0;2;28;2;18/11/2023 11:21
1035;212;1;1;1;0;1;1;0;;;;;6;10;2;31;2;18/11/2023 11:22
1036;554;0;0;1;1;1;0;1;5;5;10;10;;;2;43;1;18/11/2023 11:23
1037;335;1;1;1;1;1;0;1;10;0;10;0;;;2;45;1;18/11/2023 11:25
1038;209;0;0;1;1;0;0;1;8;8;8;8;;;2;43;1;18/11/2023 11:25
1039;267;1;1;1;1;1;1;1;;;;;10;10;1;59;2;18/11/2023 11:25
1040;664;1;1;1;0;1;0;0;;;;;5;6;1;46;2;18/11/2023 11:25
1041;269;1;1;1;1;1;1;0;;;;;0;2;2;27;2;18/11/2023 11:26
1042;479;1;1;1;1;1;1;1;0;0;10;6;;;1;22;1;18/11/2023 11:26
1043;244;0;1;0;1;1;1;0;8;4;6;7;;;2;58;1;18/11/2023 11:26
1044;561;1;1;1;1;1;1;1;5;10;5;10;;;2;64;1;18/11/2023 11:26
1045;441;1;1;1;1;1;1;1;;;;;0;3;2;30;2;18/11/2023 11:26
1046;223;1;1;1;0;1;1;1;;;;;10;0;1;23;2;18/11/2023 11:26
1047;226;0;0;0;0;0;1;0;0;2;0;1;;;2;24;1;18/11/2023 11:27
1048;326;0;1;1;0;0;1;1;;;;;8;6;2;30;2;18/11/2023 11:27
1049;398;1;1;1;1;1;1;1;8;8;0;0;;;2;21;1;18/11/2023 11:28
1050;479;1;0;1;1;1;0;1;;;;;4;10;2;59;2;18/11/2023 11:28
1051;458;0;0;1;0;1;1;0;;;;;5;2;2;42;2;18/11/2023 11:28
1052;385;1;1;1;1;1;0;0;0;10;0;10;;;1;65;1;18/11/2023 11:29
1053;595;1;1;1;1;0;0;1;6;4;0;6;;;1;26;1;18/11/2023 11:30
1054;514;0;0;1;0;1;1;1;0;5;5;5;;;2;26;1;18/11/2023 11:30
1055;659;1;1;1;0;1;0;0;;;;;1;3;2;21;2;18/11/2023 11:30
1056;270;0;0;1;0;1;0;1;;;;;5;5;2;30;2;18/11/2023 11:32
1057;263;0;0;1;1;1;1;0;;;;;10;10;1;48;2;18/11/2023 11:34
1058;420;0;0;1;0;1;0;1;10;10;8;8;;;2;34;1;18/11/2023 11:34
1059;835;0;0;1;1;1;0;0;;;;;5;5;1;46;2;18/11/2023 11:34
1060;352;1;1;1;1;1;1;0;5;0;5;0;;;2;32;1;18/11/2023 11:35
1061;234;1;1;1;0;0;1;1;;;;;4;2;2;22;2;18/11/2023 11:35
1062;406;1;1;1;1;1;1;1;;;;;0;10;1;23;2;18/11/2023 11:35
1063;492;1;1;1;1;0;0;1;10;0;10;0;;;1;61;1;18/11/2023 11:35
1064;279;1;1;1;1;0;0;1;10;10;10;10;;;1;38;1;18/11/2023 11:36
1065;296;1;1;1;0;1;1;1;;;;;4;10;2;47;2;18/11/2023 11:36
1066;349;1;0;1;1;1;0;1;2;10;4;10;;;2;60;1;18/11/2023 11:37
1067;185;1;1;1;1;1;1;1;;;;;5;10;1;21;2;18/11/2023 11:37
1068;328;0;1;1;1;1;1;1;4;6;5;6;;;2;21;1;18/11/2023 11:38
1069;444;1;1;1;0;1;1;1;;;;;2;10;1;21;2;18/11/2023 11:39
1070;328;1;1;1;1;1;1;1;10;10;10;10;;;2;25;1;18/11/2023 11:39
1071;371;0;1;1;1;0;1;0;0;4;0;4;;;2;40;1;18/11/2023 11:39
1072;367;1;1;1;1;1;1;0;1;6;1;5;;;2;59;1;18/11/2023 11:40
1073;483;0;1;1;1;1;0;0;;;;;1;5;2;62;2;18/11/2023 11:41
1074;471;1;1;1;1;1;1;1;;;;;10;5;1;32;2;18/11/2023 11:42
1075;317;1;1;1;1;1;1;0;10;2;10;2;;;1;39;1;18/11/2023 11:42
1076;318;1;1;1;0;1;1;1;;;;;2;2;1;34;2;18/11/2023 11:43
1077;540;1;1;1;1;0;1;1;;;;;0;6;2;25;2;18/11/2023 11:44
1078;379;1;1;1;0;0;1;1;0;10;0;10;;;2;33;1;18/11/2023 11:44
1079;434;1;1;1;0;0;1;1;;;;;2;0;2;53;2;18/11/2023 11:44
1080;268;0;0;0;0;1;0;0;8;6;10;8;;;2;53;1;18/11/2023 11:44
1081;303;1;1;1;0;1;1;0;4;6;5;3;;;1;66;1;18/11/2023 11:44
1082;413;1;1;1;1;1;1;1;;;;;5;5;2;52;2;18/11/2023 11:44
1083;419;1;1;1;1;1;0;1;;;;;2;2;1;30;2;18/11/2023 11:44
1084;450;1;1;1;1;1;0;0;;;;;1;5;2;55;2;18/11/2023 11:45
1085;320;1;0;1;1;1;0;1;;;;;2;10;1;20;2;18/11/2023 11:45
1086;361;0;1;1;1;0;1;1;0;10;6;10;;;1;46;1;18/11/2023 11:45
1087;492;0;1;1;1;1;0;1;;;;;5;5;2;51;2;18/11/2023 11:46
1088;317;1;1;1;1;0;1;1;;;;;10;2;2;37;2;18/11/2023 11:46
1089;577;1;1;1;1;1;1;1;1;10;4;8;;;2;62;1;18/11/2023 11:47
1090;258;1;1;1;1;0;1;1;4;0;1;1;;;2;28;1;18/11/2023 11:47
1091;2351;1;1;1;0;0;1;1;;;;;10;10;2;23;2;18/11/2023 11:48
1092;438;1;1;1;1;1;0;1;10;0;5;2;;;2;52;1;18/11/2023 11:48
1093;254;1;1;1;0;0;1;1;5;0;5;0;;;2;26;1;18/11/2023 11:48
1094;481;0;1;0;0;1;0;0;;;;;6;6;1;49;2;18/11/2023 11:49
1095;128;0;0;1;0;0;1;0;1;4;1;2;;;2;21;1;18/11/2023 11:49
1096;241;1;1;1;1;1;1;1;0;2;0;2;;;2;34;1;18/11/2023 11:49
1097;226;1;1;0;1;0;1;1;;;;;2;2;1;33;2;18/11/2023 11:50
1098;301;1;1;1;0;1;0;0;;;;;4;6;2;40;2;18/11/2023 11:50
1099;503;0;0;1;1;1;0;1;4;4;8;6;;;2;35;1;18/11/2023 11:50
1100;759;1;1;1;1;1;0;1;;;;;10;4;2;71;2;18/11/2023 11:51
1101;268;1;1;1;1;1;0;1;;;;;8;8;2;25;2;18/11/2023 11:52
1102;585;1;1;1;1;0;1;0;5;2;6;3;;;1;40;1;18/11/2023 11:53
1103;178;0;1;0;0;1;1;1;;;;;0;0;2;37;2;18/11/2023 11:53
1104;388;0;1;1;0;1;1;1;5;0;10;5;;;2;28;1;18/11/2023 11:54
1105;1389;1;1;0;0;1;1;1;4;3;3;7;;;1;24;1;18/11/2023 11:55
1106;227;1;1;1;1;1;1;1;;;;;10;10;1;29;2;18/11/2023 11:55
1107;349;1;1;1;1;1;0;1;1;3;1;4;;;2;27;1;18/11/2023 11:55
1108;460;1;1;1;1;1;1;1;;;;;0;0;1;60;2;18/11/2023 11:56
1109;1105;1;1;1;1;1;1;1;;;;;10;6;1;46;2;18/11/2023 11:57
1110;408;0;1;1;1;1;1;1;10;0;0;0;;;2;27;1;18/11/2023 11:57
1111;354;1;0;0;0;0;1;1;2;0;1;1;;;2;53;1;18/11/2023 11:57
1112;418;1;1;1;1;0;1;1;5;0;5;2;;;2;27;1;18/11/2023 11:58
1113;317;1;1;1;1;1;0;1;;;;;4;2;2;41;2;18/11/2023 11:58
1114;144;0;0;1;1;1;1;0;;;;;5;7;1;32;2;18/11/2023 11:59
1115;360;1;1;1;0;1;1;0;;;;;3;4;2;54;2;18/11/2023 11:59
1116;473;1;1;1;0;1;0;1;10;0;6;0;;;1;34;1;18/11/2023 11:59
1117;1379;1;1;1;0;1;1;1;4;4;2;2;;;2;30;1;18/11/2023 12:00
1118;214;1;1;1;0;1;1;1;10;7;8;10;;;2;30;1;18/11/2023 12:01
1119;219;0;1;1;1;1;0;1;;;;;6;8;1;30;2;18/11/2023 12:01
1120;305;1;1;1;1;1;1;1;6;10;6;10;;;2;51;1;18/11/2023 12:03
1121;278;1;1;0;1;1;0;0;;;;;10;10;1;55;2;18/11/2023 12:03
1122;302;1;1;1;1;1;1;1;10;0;6;5;;;2;60;1;18/11/2023 12:03
1123;503;1;1;1;1;1;0;1;2;2;2;2;;;2;43;1;18/11/2023 12:03
1124;626;0;1;1;0;1;1;0;4;3;3;4;;;1;37;1;18/11/2023 12:04
1125;735;1;1;1;1;1;1;1;;;;;0;2;2;58;2;18/11/2023 12:04
1126;309;0;0;0;1;1;0;1;2;2;4;2;;;1;30;1;18/11/2023 12:05
1127;411;1;1;1;0;0;0;1;;;;;10;0;2;57;2;18/11/2023 12:06
1128;381;1;0;1;1;0;1;1;;;;;5;5;2;50;2;18/11/2023 12:06
1129;402;1;1;1;1;0;1;1;0;0;0;0;;;1;69;1;18/11/2023 12:07
1130;272;0;0;0;1;0;0;0;;;;;1;10;2;47;2;18/11/2023 12:08
1131;407;1;1;1;0;0;1;1;10;10;5;2;;;1;56;1;18/11/2023 12:09
1132;210;1;1;1;1;0;1;0;;;;;0;0;1;35;2;18/11/2023 12:10
1133;269;0;1;1;0;1;1;1;6;2;6;4;;;2;31;1;18/11/2023 12:10
1134;176;1;0;0;0;1;1;1;2;6;2;6;;;2;33;1;18/11/2023 12:11
1135;248;1;1;1;1;0;1;1;;;;;2;6;2;24;2;18/11/2023 12:12
1136;663;0;1;1;1;1;1;1;;;;;10;10;1;45;2;18/11/2023 12:12
1137;357;0;1;1;0;1;0;1;0;5;3;5;;;2;24;1;18/11/2023 12:12
1138;388;1;1;1;1;1;1;1;;;;;5;2;2;39;2;18/11/2023 12:15
1139;314;1;1;1;1;0;1;1;;;;;4;4;2;24;2;18/11/2023 12:15
1140;433;1;1;1;1;1;0;1;;;;;6;8;2;21;2;18/11/2023 12:15
1141;672;1;1;0;1;1;1;1;2;4;1;6;;;2;59;1;18/11/2023 12:15
1142;534;0;0;0;1;1;0;0;6;3;6;4;;;2;66;1;18/11/2023 12:15
1143;477;1;1;1;1;1;1;1;10;0;10;0;;;1;28;1;18/11/2023 12:16
1144;518;1;1;1;1;1;1;1;;;;;4;6;2;37;2;18/11/2023 12:17
1145;1216;1;1;1;0;0;0;1;;;;;2;5;2;32;2;18/11/2023 12:17
1146;169;0;1;0;0;0;1;0;4;7;9;2;;;2;21;1;18/11/2023 12:18
1147;405;0;1;1;1;1;0;1;4;4;2;4;;;1;26;1;18/11/2023 12:19
1148;274;1;1;1;1;1;1;1;;;;;10;10;2;51;2;18/11/2023 12:19
1149;349;1;0;1;0;0;0;1;2;1;2;2;;;1;50;1;18/11/2023 12:20
1150;314;1;1;1;1;0;0;1;10;0;10;0;;;1;51;1;18/11/2023 12:23
1151;452;0;0;1;1;0;1;1;0;10;0;10;;;1;26;1;18/11/2023 12:23
1152;534;1;1;1;1;1;1;1;;;;;5;0;2;40;2;18/11/2023 12:24
1153;656;1;0;1;0;1;1;1;;;;;0;0;2;33;2;18/11/2023 12:24
1154;273;1;1;1;1;1;1;1;8;0;2;2;;;2;56;1;18/11/2023 12:24
1155;182;1;1;1;1;1;1;1;0;4;0;4;;;2;31;1;18/11/2023 12:24
1156;423;0;1;1;1;1;1;1;5;10;10;10;;;1;21;1;18/11/2023 12:25
1157;484;0;1;1;0;1;1;1;;;;;0;0;1;38;2;18/11/2023 12:26
1158;347;1;1;1;1;1;0;1;;;;;5;10;1;70;2;18/11/2023 12:26
1159;321;0;0;0;1;0;1;0;6;4;0;4;;;1;57;1;18/11/2023 12:27
1160;206;0;0;1;0;1;1;1;5;5;5;5;;;1;31;1;18/11/2023 12:27
1161;460;1;1;1;0;1;1;1;;;;;0;2;2;41;2;18/11/2023 12:29
1162;351;0;0;1;1;0;0;1;;;;;5;10;2;47;2;18/11/2023 12:30
1163;269;0;0;1;1;1;0;0;;;;;8;10;2;45;2;18/11/2023 12:31
1164;394;0;0;1;0;1;1;1;2;2;3;3;;;2;24;1;18/11/2023 12:32
1165;239;1;1;1;1;0;0;1;5;6;5;6;;;2;37;1;18/11/2023 12:33
1166;376;1;1;1;1;1;1;1;5;5;5;5;;;2;33;1;18/11/2023 12:33
1167;628;1;0;1;0;1;1;0;;;;;5;5;1;54;2;18/11/2023 12:33
1168;248;0;1;0;0;0;0;1;2;6;7;6;;;1;72;1;18/11/2023 12:34
1169;393;1;1;1;0;1;1;1;;;;;1;2;2;22;2;18/11/2023 12:34
1170;473;1;1;1;0;1;1;1;;;;;5;0;2;36;2;18/11/2023 12:36
1171;817;1;1;1;0;1;1;0;;;;;2;4;2;40;2;18/11/2023 12:36
1172;401;1;1;1;1;1;1;1;;;;;8;0;2;21;2;18/11/2023 12:37
1173;359;0;0;1;0;1;0;1;;;;;1;4;1;39;2;18/11/2023 12:37
1174;448;1;1;1;1;1;0;0;5;5;5;5;;;2;29;1;18/11/2023 12:37
1175;780;1;1;1;1;1;1;1;5;8;4;6;;;1;56;1;18/11/2023 12:39
1176;884;1;1;1;0;0;0;1;10;10;10;10;;;2;36;1;18/11/2023 12:39
1177;329;1;1;1;1;1;1;1;;;;;5;5;2;43;2;18/11/2023 12:39
1178;330;1;1;1;0;1;1;1;5;5;5;5;;;2;37;1;18/11/2023 12:39
1179;315;1;1;1;0;1;0;1;;;;;10;10;1;43;2;18/11/2023 12:40
1180;300;1;1;1;1;1;1;1;;;;;0;4;2;21;2;18/11/2023 12:41
1181;397;1;1;1;1;1;1;1;10;10;10;10;;;1;38;1;18/11/2023 12:41
1182;462;1;1;1;0;1;1;0;10;0;10;10;;;2;50;1;18/11/2023 12:42
1183;254;1;1;1;1;1;1;1;;;;;0;0;1;52;2;18/11/2023 12:42
1184;320;1;1;1;0;0;1;1;;;;;0;10;2;40;2;18/11/2023 12:42
1185;300;0;1;1;0;1;1;0;5;5;5;5;;;2;25;1;18/11/2023 12:42
1186;263;1;1;1;1;1;1;1;2;2;2;2;;;2;44;1;18/11/2023 12:42
1187;192;1;1;1;0;1;0;1;4;3;2;2;;;1;37;1;18/11/2023 12:43
1188;577;0;1;1;1;1;1;1;;;;;10;10;1;47;2;18/11/2023 12:44
1189;248;1;1;1;0;0;0;0;;;;;6;3;2;37;2;18/11/2023 12:44
1190;408;1;1;1;1;1;1;1;0;0;0;0;;;1;55;1;18/11/2023 12:44
1191;311;1;1;1;1;1;1;1;;;;;0;10;2;31;2;18/11/2023 12:45
1192;404;1;1;1;1;1;1;1;10;10;10;10;;;2;65;1;18/11/2023 12:47
1193;908;0;0;1;1;1;0;1;;;;;5;5;1;39;2;18/11/2023 12:47
1194;185;1;1;1;1;1;1;1;;;;;10;10;2;20;2;18/11/2023 12:47
1195;476;1;1;1;1;1;1;1;10;0;8;0;;;1;54;1;18/11/2023 12:48
1196;417;1;1;1;1;1;1;1;8;0;4;0;;;2;39;1;18/11/2023 12:48
1197;363;1;1;1;1;1;1;1;;;;;10;5;2;33;2;18/11/2023 12:48
1198;249;1;0;0;0;1;1;0;;;;;2;2;2;54;2;18/11/2023 12:49
1199;347;1;1;1;1;1;1;1;10;10;10;0;;;2;37;1;18/11/2023 12:49
1200;333;1;1;1;1;1;0;1;;;;;0;4;2;34;2;18/11/2023 12:50
1201;299;1;1;1;1;1;1;1;6;0;4;0;;;1;54;1;18/11/2023 12:51
1202;810;0;0;1;0;1;0;1;0;10;0;10;;;1;29;1;18/11/2023 12:53
1203;318;1;1;1;1;1;1;1;6;8;6;8;;;2;36;1;18/11/2023 12:54
1204;313;0;0;1;1;1;0;1;;;;;10;10;1;30;2;18/11/2023 12:56
1205;1174;1;1;1;1;1;1;1;2;8;4;6;;;1;69;1;18/11/2023 13:00
1206;479;1;1;1;1;1;1;1;;;;;10;10;2;35;2;18/11/2023 13:01
1207;298;0;1;1;1;1;0;0;;;;;8;6;2;55;2;18/11/2023 13:02
1208;268;1;1;1;1;1;1;1;5;10;5;10;;;1;46;1;18/11/2023 13:03
1209;285;1;1;1;0;0;0;1;;;;;0;10;1;43;2;18/11/2023 13:03
1210;641;1;1;0;1;1;1;1;;;;;10;0;2;24;2;18/11/2023 13:04
1211;346;1;1;1;1;1;1;1;5;5;5;5;;;1;30;1;18/11/2023 13:05
1212;255;1;1;1;1;1;1;1;;;;;6;0;1;27;2;18/11/2023 13:06
1213;318;1;1;1;0;1;0;1;0;10;5;8;;;1;46;1;18/11/2023 13:06
1214;289;1;1;1;1;1;1;1;0;10;0;10;;;1;22;1;18/11/2023 13:06
1215;622;1;1;1;1;1;1;1;3;3;3;3;;;2;36;1;18/11/2023 13:06
1216;296;1;1;1;0;1;0;0;;;;;6;6;1;54;2;18/11/2023 13:07
1217;368;1;1;1;1;1;1;1;;;;;6;4;2;26;2;18/11/2023 13:08
1218;517;0;1;1;0;0;1;1;10;10;10;10;;;2;36;1;18/11/2023 13:08
1219;518;1;1;1;1;1;0;1;10;0;10;0;;;1;59;1;18/11/2023 13:08
1220;711;0;1;1;1;0;1;0;;;;;0;0;1;30;2;18/11/2023 13:09
1221;427;1;1;1;0;1;0;1;;;;;10;10;2;43;2;18/11/2023 13:11
1222;249;1;1;1;1;1;0;1;;;;;10;0;1;19;2;18/11/2023 13:12
1223;267;1;1;1;1;1;1;1;;;;;10;10;1;29;2;18/11/2023 13:12
1224;428;0;0;1;1;1;0;1;1;3;1;10;;;2;55;1;18/11/2023 13:12
1225;518;1;1;1;1;1;0;1;10;0;4;2;;;1;25;1;18/11/2023 13:13
1226;226;0;1;0;0;0;1;1;;;;;10;4;2;30;2;18/11/2023 13:14
1227;508;0;0;1;0;1;1;1;4;5;3;5;;;1;54;1;18/11/2023 13:15
1228;321;0;1;0;0;0;1;0;;;;;2;4;2;57;2;18/11/2023 13:16
1229;404;1;1;1;0;1;1;1;2;6;4;8;;;2;35;1;18/11/2023 13:16
1230;417;1;1;1;1;1;1;1;3;10;2;9;;;1;49;1;18/11/2023 13:16
1231;254;0;1;1;1;1;0;1;5;5;5;5;;;2;38;1;18/11/2023 13:16
1232;703;1;1;1;1;1;1;1;0;2;4;5;;;2;32;1;18/11/2023 13:17
1233;442;1;1;1;1;1;0;1;;;;;2;5;2;27;2;18/11/2023 13:17
1234;778;0;0;1;1;1;0;1;;;;;7;10;1;36;2;18/11/2023 13:18
1235;596;0;1;0;0;0;1;1;;;;;10;10;2;45;2;18/11/2023 13:18
1236;571;1;1;1;1;1;0;1;;;;;1;6;1;49;2;18/11/2023 13:18
1237;394;1;1;1;1;0;0;1;0;4;4;0;;;2;55;1;18/11/2023 13:18
1238;582;1;1;1;1;1;0;1;2;2;4;0;;;2;53;1;18/11/2023 13:19
1239;435;1;1;1;1;1;1;1;;;;;4;4;2;51;2;18/11/2023 13:19
1240;421;1;1;1;1;0;1;1;4;3;4;4;;;2;38;1;18/11/2023 13:19
1241;509;1;1;1;1;1;1;1;;;;;5;0;1;30;2;18/11/2023 13:20
1242;237;1;1;1;1;1;0;1;5;5;1;0;;;2;50;1;18/11/2023 13:20
1243;376;1;1;1;0;1;1;1;;;;;8;9;1;49;2;18/11/2023 13:20
1244;371;1;1;1;1;1;1;1;10;0;10;0;;;2;36;1;18/11/2023 13:21
1245;294;1;1;0;0;1;1;0;4;4;4;4;;;2;40;1;18/11/2023 13:21
1246;299;1;1;1;0;1;1;1;;;;;10;10;1;32;2;18/11/2023 13:21
1247;493;0;0;0;1;0;1;1;;;;;0;5;1;48;2;18/11/2023 13:21
1248;504;1;1;1;1;0;1;0;5;10;5;5;;;2;51;1;18/11/2023 13:24
1249;443;0;0;1;0;1;0;1;;;;;5;10;2;73;2;18/11/2023 13:26
