PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
1963;277;0;0;1;1;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;44;4;15/11/2023 16:58
1964;493;;;;;;;;;;;;;;;1;0;0;0;1;1;1;;;;;4;2;2;38;6;15/11/2023 16:58
1965;1523;1;0;1;0;1;1;1;1;0;;0;;;100;;;;;;;;;;;;;;1;54;3;15/11/2023 17:00
1966;349;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;1;30;6;15/11/2023 17:01
1967;454;;;;;;;;;;;;;;;0;1;0;1;1;1;1;5;4;5;6;;;1;53;5;15/11/2023 17:01
1968;481;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;35;4;15/11/2023 17:02
1969;320;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;52;3;15/11/2023 17:02
1970;648;;;;;;;;;;;;;;;1;1;1;0;1;1;0;0;0;5;3;;;1;29;5;15/11/2023 17:02
1971;270;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;10;10;10;;;1;56;5;15/11/2023 17:02
1972;515;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;1;6;2;22;6;15/11/2023 17:03
1973;327;1;1;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;39;4;15/11/2023 17:04
1974;319;;;;;;;;;;;;;;;1;1;0;0;1;1;0;;;;;10;10;1;59;6;15/11/2023 17:05
1975;671;;;;;;;;;;;;;;;0;1;1;1;0;1;1;0;0;0;0;;;2;28;5;15/11/2023 17:05
1976;225;1;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;22;3;15/11/2023 17:05
1977;235;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;5;2;23;6;15/11/2023 17:06
1978;396;0;0;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;36;3;15/11/2023 17:06
1979;319;0;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;79;4;15/11/2023 17:06
1980;365;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;8;10;5;;;1;43;5;15/11/2023 17:06
1981;383;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;1;4;2;57;6;15/11/2023 17:07
1982;274;1;1;1;0;0;1;1;0;1;0;;;;50;;;;;;;;;;;;;;1;23;3;15/11/2023 17:07
1983;400;0;0;1;0;1;1;1;;;;0;1;0;2;;;;;;;;;;;;;;2;43;4;15/11/2023 17:08
1984;300;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;2;6;4;;;2;30;5;15/11/2023 17:08
1985;580;1;1;1;1;0;1;1;1;0;;0;;;50;;;;;;;;;;;;;;4;30;3;15/11/2023 17:09
1986;468;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;2;6;1;30;6;15/11/2023 17:09
1987;344;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;10;2;29;6;15/11/2023 17:09
1988;254;0;0;0;0;1;0;1;;;1;;0;1;2;;;;;;;;;;;;;;1;29;4;15/11/2023 17:09
1989;388;;;;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;0;;;2;43;5;15/11/2023 17:10
1990;638;;;;;;;;;;;;;;;1;1;0;1;1;1;1;0;4;0;4;;;1;56;5;15/11/2023 17:10
1991;241;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;15/11/2023 17:11
1992;307;;;;;;;;;;;;;;;1;1;1;0;1;0;0;;;;;5;10;1;53;6;15/11/2023 17:14
1993;490;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;1;5;5;;;2;28;5;15/11/2023 17:14
1994;459;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;38;3;15/11/2023 17:14
1995;522;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;54;4;15/11/2023 17:15
1996;276;1;1;1;1;1;1;1;;;;0;1;0;45;;;;;;;;;;;;;;1;35;4;15/11/2023 17:16
1997;338;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;31;6;15/11/2023 17:16
1998;345;0;0;1;1;1;1;1;1;0;;0;;;20;;;;;;;;;;;;;;2;27;3;15/11/2023 17:17
1999;801;1;0;1;1;1;0;1;1;0;;1;;;51;;;;;;;;;;;;;;1;41;3;15/11/2023 17:18
2000;501;;;;;;;;;;;;;;;0;0;1;0;1;1;1;6;10;10;10;;;2;29;5;15/11/2023 17:18
2001;122;0;0;1;0;1;0;0;;;1;;0;1;50;;;;;;;;;;;;;;2;41;4;15/11/2023 17:19
2002;361;1;1;1;0;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;43;4;15/11/2023 17:19
2003;287;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;0;10;1;35;6;15/11/2023 17:19
2004;732;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;2;27;5;15/11/2023 17:19
2005;262;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;25;3;15/11/2023 17:19
2006;5617;0;1;1;1;0;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;47;3;15/11/2023 17:19
2007;930;0;0;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;71;4;15/11/2023 17:20
2008;801;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;2;0;1;58;6;15/11/2023 17:20
2009;432;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;3;;;2;31;5;15/11/2023 17:20
2010;324;;;;;;;;;;;;;;;0;0;1;1;0;0;1;;;;;10;10;2;38;6;15/11/2023 17:21
2011;705;1;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;45;4;15/11/2023 17:21
2012;896;0;1;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;26;3;15/11/2023 17:23
2013;1548;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;29;3;15/11/2023 17:24
2014;424;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;21;4;15/11/2023 17:24
2015;560;;;;;;;;;;;;;;;0;1;1;1;0;1;1;0;0;0;0;;;2;53;5;15/11/2023 17:24
2016;447;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 17:24
2017;369;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;2;6;2;51;6;15/11/2023 17:25
2018;446;;;;;;;;;;;;;;;1;0;1;0;0;1;1;10;4;10;8;;;1;21;5;15/11/2023 17:25
2019;740;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;15/11/2023 17:25
2020;238;0;0;1;0;1;0;1;1;1;1;;;;60;;;;;;;;;;;;;;2;25;3;15/11/2023 17:26
2021;718;1;1;1;1;1;1;1;1;1;1;;;;60;;;;;;;;;;;;;;1;31;3;15/11/2023 17:27
2022;262;0;1;1;1;1;1;0;;;1;;1;1;29;;;;;;;;;;;;;;2;33;4;15/11/2023 17:28
2023;860;;;;;;;;;;;;;;;0;1;1;1;0;0;1;5;0;5;5;;;1;30;5;15/11/2023 17:28
2024;546;1;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;59;4;15/11/2023 17:30
2025;349;0;1;1;1;1;1;1;0;1;1;;;;57;;;;;;;;;;;;;;2;57;3;15/11/2023 17:30
2026;202;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;38;4;15/11/2023 17:31
2027;446;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;5;5;5;;;2;41;5;15/11/2023 17:31
2028;469;0;1;0;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;54;3;15/11/2023 17:32
2029;560;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;0;0;1;37;6;15/11/2023 17:33
2030;482;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;1;2;38;6;15/11/2023 17:33
2031;518;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 17:33
2032;303;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;0;10;2;27;6;15/11/2023 17:34
2033;757;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;0;1;23;6;15/11/2023 17:34
2034;427;;;;;;;;;;;;;;;0;0;1;1;1;0;0;5;10;5;10;;;2;53;5;15/11/2023 17:35
2035;621;;;;;;;;;;;;;;;1;0;1;1;1;1;1;2;4;2;5;;;2;36;5;15/11/2023 17:35
2036;208;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;1;22;6;15/11/2023 17:36
2037;331;1;0;0;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;21;4;15/11/2023 17:36
2038;331;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;55;3;15/11/2023 17:36
2039;484;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;5;5;;;2;40;5;15/11/2023 17:37
2040;507;1;0;1;0;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;1;34;4;15/11/2023 17:38
2041;479;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;0;10;1;28;6;15/11/2023 17:38
2042;313;;;;;;;;;;;;;;;0;0;1;0;0;0;1;2;2;2;2;;;2;35;5;15/11/2023 17:39
2043;300;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;1;41;6;15/11/2023 17:39
2044;555;0;0;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;33;4;15/11/2023 17:39
2045;276;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;23;3;15/11/2023 17:39
2046;410;;;;;;;;;;;;;;;0;1;1;1;1;1;1;0;0;3;4;;;2;61;5;15/11/2023 17:41
2047;1408;;;;;;;;;;;;;;;0;0;0;1;1;1;1;0;0;10;0;;;1;42;5;15/11/2023 17:41
2048;292;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;4;3;2;29;6;15/11/2023 17:41
2049;289;1;1;1;0;0;0;1;0;0;;0;;;100;;;;;;;;;;;;;;1;23;3;15/11/2023 17:41
2050;384;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;49;4;15/11/2023 17:42
2051;483;0;1;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;63;4;15/11/2023 17:42
2052;740;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;2;4;4;;;1;65;5;15/11/2023 17:43
2053;488;0;0;1;1;0;1;1;1;0;;0;;;50;;;;;;;;;;;;;;3;27;3;15/11/2023 17:43
2054;571;0;0;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;28;4;15/11/2023 17:44
2055;433;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;10;10;1;45;6;15/11/2023 17:44
2056;679;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;10;2;53;6;15/11/2023 17:45
2057;785;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 17:46
2058;357;0;1;1;1;1;1;1;1;0;;0;;;25;;;;;;;;;;;;;;1;27;3;15/11/2023 17:46
2059;383;0;1;0;0;0;0;1;1;0;;1;;;50;;;;;;;;;;;;;;1;31;3;15/11/2023 17:46
2060;856;1;1;1;1;0;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;48;4;15/11/2023 17:46
2061;262;;;;;;;;;;;;;;;0;1;1;0;1;1;0;0;0;0;0;;;1;58;5;15/11/2023 17:47
2062;288;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;27;4;15/11/2023 17:49
2063;370;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;3;8;2;29;6;15/11/2023 17:50
2064;591;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;5;10;1;35;6;15/11/2023 17:50
2065;282;;;;;;;;;;;;;;;1;0;1;0;1;1;1;10;5;10;5;;;1;30;5;15/11/2023 17:50
2066;333;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;53;4;15/11/2023 17:51
2067;314;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;23;3;15/11/2023 17:52
2068;670;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;30;3;15/11/2023 17:53
2069;405;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;2;45;6;15/11/2023 17:53
2070;538;1;0;0;0;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;65;4;15/11/2023 17:55
2071;290;1;0;1;1;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;31;3;15/11/2023 17:56
2072;786;1;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;32;4;15/11/2023 17:57
2073;619;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;8;0;;;1;33;5;15/11/2023 17:57
2074;735;;;;;;;;;;;;;;;1;1;1;0;1;0;1;0;10;0;10;;;2;34;5;15/11/2023 17:57
2075;365;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;30;3;15/11/2023 17:57
2076;358;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;34;6;15/11/2023 17:58
2077;352;0;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;25;4;15/11/2023 17:58
2078;303;;;;;;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;0;;;2;56;5;15/11/2023 17:58
2079;501;0;1;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;1;64;4;15/11/2023 17:58
2080;304;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;33;3;15/11/2023 17:59
2081;255;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;36;6;15/11/2023 18:00
2082;253;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;34;3;15/11/2023 18:00
2083;189;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;33;3;15/11/2023 18:00
2084;400;0;0;1;0;0;1;1;;;1;;0;1;10;;;;;;;;;;;;;;2;64;4;15/11/2023 18:01
2085;347;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;7;5;3;;;2;47;5;15/11/2023 18:02
2086;260;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;0;2;37;6;15/11/2023 18:02
2087;392;0;1;0;1;0;1;1;;;1;;1;1;29;;;;;;;;;;;;;;1;54;4;15/11/2023 18:02
2088;144;;;;;;;;;;;;;;;0;0;0;0;1;0;1;6;2;6;4;;;1;23;5;15/11/2023 18:02
2089;524;;;;;;;;;;;;;;;0;0;1;0;1;0;1;4;2;4;2;;;2;60;5;15/11/2023 18:03
2090;757;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;10;10;2;55;6;15/11/2023 18:04
2091;306;0;1;1;1;1;1;1;;;1;;1;1;51;;;;;;;;;;;;;;2;48;4;15/11/2023 18:04
2092;537;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;5;10;2;44;6;15/11/2023 18:06
2093;377;1;1;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;39;3;15/11/2023 18:06
2094;362;;;;;;;;;;;;;;;1;1;1;0;0;1;0;;;;;10;10;1;61;6;15/11/2023 18:08
2095;432;;;;;;;;;;;;;;;0;1;1;0;1;0;1;6;5;4;4;;;2;49;5;15/11/2023 18:08
2096;361;1;0;1;1;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;2;48;4;15/11/2023 18:08
2097;452;1;1;1;1;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;52;3;15/11/2023 18:09
2098;264;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;2;2;2;20;6;15/11/2023 18:09
2099;230;;;;;;;;;;;;;;;1;0;1;1;0;1;1;1;5;1;5;;;2;32;5;15/11/2023 18:09
2100;782;0;1;1;1;1;1;1;1;1;0;;;;40;;;;;;;;;;;;;;2;52;3;15/11/2023 18:12
2101;491;1;0;0;1;0;0;0;;;0;;0;1;34;;;;;;;;;;;;;;1;63;4;15/11/2023 18:12
2102;265;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;10;1;36;6;15/11/2023 18:12
2103;666;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;10;10;10;;;1;32;5;15/11/2023 18:12
2104;617;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;0;2;37;6;15/11/2023 18:13
2105;366;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;38;3;15/11/2023 18:13
2106;769;0;1;0;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;30;4;15/11/2023 18:13
2107;943;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;3;;;2;35;5;15/11/2023 18:13
2108;743;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;28;4;15/11/2023 18:13
2109;339;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;10;10;10;;;1;24;5;15/11/2023 18:14
2110;425;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;3;24;3;15/11/2023 18:14
2111;414;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;25;3;15/11/2023 18:15
2112;512;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;4;2;33;6;15/11/2023 18:16
2113;308;0;0;1;0;1;0;1;;;0;;1;1;0;;;;;;;;;;;;;;1;25;4;15/11/2023 18:16
2114;567;1;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;33;4;15/11/2023 18:16
2115;531;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;1;19;5;15/11/2023 18:17
2116;332;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;10;1;35;6;15/11/2023 18:17
2117;748;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;45;4;15/11/2023 18:18
2118;444;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;0;0;1;36;6;15/11/2023 18:18
2119;354;;;;;;;;;;;;;;;1;0;1;0;1;1;1;7;10;1;1;;;1;42;5;15/11/2023 18:18
2120;420;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;34;4;15/11/2023 18:19
2121;253;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;28;6;15/11/2023 18:19
2122;420;0;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;61;3;15/11/2023 18:19
2123;296;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;35;3;15/11/2023 18:19
2124;479;0;0;1;0;1;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;41;3;15/11/2023 18:20
2125;298;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;38;4;15/11/2023 18:20
2126;281;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;10;10;10;;;2;31;5;15/11/2023 18:21
2127;560;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;36;5;15/11/2023 18:21
2128;323;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;41;6;15/11/2023 18:22
2129;731;1;0;1;0;1;0;1;;;;0;1;0;81;;;;;;;;;;;;;;2;58;4;15/11/2023 18:22
2130;279;1;1;1;1;1;0;1;1;0;;0;;;0;;;;;;;;;;;;;;2;38;3;15/11/2023 18:22
2131;1008;;;;;;;;;;;;;;;0;0;1;1;1;0;1;1;5;2;4;;;2;32;5;15/11/2023 18:22
2132;674;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;0;2;51;6;15/11/2023 18:23
2133;410;1;1;1;0;1;0;1;1;0;;0;;;0;;;;;;;;;;;;;;2;30;3;15/11/2023 18:24
2134;355;0;1;1;1;1;1;0;;;1;;0;1;0;;;;;;;;;;;;;;2;43;4;15/11/2023 18:25
2135;360;;;;;;;;;;;;;;;0;1;1;1;1;1;1;2;10;9;4;;;2;45;5;15/11/2023 18:25
2136;496;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;10;1;33;6;15/11/2023 18:26
2137;388;1;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;33;4;15/11/2023 18:26
2138;652;0;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;58;4;15/11/2023 18:26
2139;470;0;0;1;0;1;0;0;1;0;;0;;;31;;;;;;;;;;;;;;1;52;3;15/11/2023 18:27
2140;352;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;1;31;6;15/11/2023 18:27
2141;392;1;1;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;28;3;15/11/2023 18:27
2142;268;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;10;10;10;;;1;25;5;15/11/2023 18:27
2143;1251;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;2;2;32;6;15/11/2023 18:27
2144;286;0;0;1;1;1;1;1;;;;1;0;0;100;;;;;;;;;;;;;;2;32;4;15/11/2023 18:28
2145;233;1;1;0;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;43;3;15/11/2023 18:29
2146;367;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;5;2;38;6;15/11/2023 18:29
2147;516;;;;;;;;;;;;;;;0;0;1;1;0;1;1;10;10;10;10;;;2;39;5;15/11/2023 18:29
2148;599;1;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;35;4;15/11/2023 18:29
2149;486;0;1;0;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;67;3;15/11/2023 18:30
2150;627;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;10;10;1;58;6;15/11/2023 18:31
2151;446;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;30;3;15/11/2023 18:31
2152;301;1;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;30;4;15/11/2023 18:31
2153;795;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;10;;;1;38;5;15/11/2023 18:32
2154;363;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;29;3;15/11/2023 18:32
2155;409;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;3;3;2;34;6;15/11/2023 18:32
2156;433;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;3;3;2;;;2;63;5;15/11/2023 18:32
2157;398;;;;;;;;;;;;;;;1;0;1;1;1;1;1;2;0;4;0;;;2;34;5;15/11/2023 18:33
2158;514;;;;;;;;;;;;;;;0;1;1;1;1;0;1;3;4;4;3;;;2;61;5;15/11/2023 18:33
2159;704;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;19;4;15/11/2023 18:34
2160;1004;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;4;2;36;6;15/11/2023 18:36
2161;544;1;1;1;1;0;1;1;1;0;;0;;;49;;;;;;;;;;;;;;1;25;3;15/11/2023 18:37
2162;854;0;1;1;1;1;0;1;;;1;;1;1;34;;;;;;;;;;;;;;1;40;4;15/11/2023 18:37
2163;723;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;23;4;15/11/2023 18:37
2164;361;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;0;0;1;51;6;15/11/2023 18:37
2165;216;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;2;4;2;38;6;15/11/2023 18:37
2166;778;;;;;;;;;;;;;;;1;1;1;1;1;1;0;5;8;2;10;;;2;35;5;15/11/2023 18:38
2167;410;0;1;1;1;1;1;1;1;0;;1;;;40;;;;;;;;;;;;;;1;27;3;15/11/2023 18:39
2168;706;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;2;5;4;;;1;39;5;15/11/2023 18:39
2169;282;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;31;3;15/11/2023 18:40
2170;320;;;;;;;;;;;;;;;1;0;1;1;1;1;1;1;0;1;1;;;2;24;5;15/11/2023 18:41
2171;449;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;3;31;4;15/11/2023 18:41
2172;499;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;4;2;39;6;15/11/2023 18:42
2173;207;;;;;;;;;;;;;;;0;0;0;0;1;0;1;10;4;6;0;;;2;31;5;15/11/2023 18:43
2174;301;0;0;1;0;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;50;3;15/11/2023 18:43
2175;528;1;0;1;1;1;1;0;;;;1;1;0;50;;;;;;;;;;;;;;2;34;4;15/11/2023 18:44
2176;333;1;1;0;0;0;1;0;;;1;;1;1;20;;;;;;;;;;;;;;2;57;4;15/11/2023 18:45
2177;383;;;;;;;;;;;;;;;1;0;1;1;1;1;1;2;6;4;6;;;2;28;5;15/11/2023 18:46
2178;600;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;56;6;15/11/2023 18:46
2179;465;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 18:46
2180;578;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;2;19;6;15/11/2023 18:46
2181;485;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;60;4;15/11/2023 18:49
2182;436;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;4;2;30;6;15/11/2023 18:50
2183;622;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;45;3;15/11/2023 18:50
2184;507;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;4;2;6;;;2;42;5;15/11/2023 18:50
2185;482;1;1;1;1;1;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;34;3;15/11/2023 18:51
2186;734;;;;;;;;;;;;;;;0;1;0;0;1;1;1;;;;;5;5;2;40;6;15/11/2023 18:51
2187;155;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;;;;5;5;2;33;6;15/11/2023 18:51
2188;479;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;5;2;5;;;1;25;5;15/11/2023 18:51
2189;461;0;1;0;0;0;0;0;;;1;;1;1;50;;;;;;;;;;;;;;2;39;4;15/11/2023 18:53
2190;345;;;;;;;;;;;;;;;0;0;1;1;1;1;1;3;5;3;5;;;2;27;5;15/11/2023 18:53
2191;337;1;1;1;1;1;1;1;;;;0;1;0;100;;;;;;;;;;;;;;2;28;4;15/11/2023 18:53
2192;282;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;2;1;2;22;6;15/11/2023 18:55
2193;438;1;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;50;4;15/11/2023 18:56
