treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_9_C,first_round_total_contribution_rate,11,11,0.07457993782381084,0.10405285793854517,0.7167504987499586,0.3330274783696379,0.05666666666666664,0.08166666666666667,0.6938775510204079,0.36545977349446557
VALIDATION_9_T,first_round_total_contribution_rate,9,11,0.05385037442570619,0.09184368082774658,0.5863263965509279,0.5338786537656269,0.06333333333333335,0.18666666666666665,0.3392857142857144,1.0809127115687085
VALIDATION_0_C,mean_round_normalized_efficiency,10,10,0.17256840062083692,0.18024524418200646,0.957408898104309,0.04352470803693125,0.2359775641025641,0.2541215678224412,0.9286010869704904,0.07407603284941264
VALIDATION_0_T,mean_round_normalized_efficiency,12,12,0.03857340687411037,0.16788796509925977,0.2297568312970186,1.4707337845778485,0.04086538461538458,0.2209646253996691,0.18494084535689564,1.6877192598638784
VALIDATION_10_C,mean_round_normalized_efficiency,10,10,0.13202505435416811,0.4340166171180557,0.3041935473135498,1.1900911113689376,0.14903245942571786,0.4112047440699125,0.36242884250474394,1.014927120494732
VALIDATION_10_T,mean_round_normalized_efficiency,10,10,0.13274065849928635,0.4658820586073944,0.28492331062516585,1.2555352204492263,0.1833645443196006,0.48533083645443187,0.3778135048231514,0.9733545785950197
VALIDATION_11_C,mean_round_normalized_efficiency,10,10,0.2559734322623364,0.14938336282681933,1.713533739089053,0.5385577522986154,0.4216746794871794,0.2959225963126131,1.4249492426111374,0.35413619386597994
VALIDATION_11_T,mean_round_normalized_efficiency,10,11,0.3075446617139549,0.18317670727289553,1.678950704446154,0.5181690175965827,0.5841900231860336,0.2377253427898861,2.4574158410294977,0.8991103266865582
VALIDATION_12_C,mean_round_normalized_efficiency,12,12,0.16881258392113402,0.16600047558581774,1.0169403631248182,0.01679847535176879,0.20092933006535946,0.19990808823529416,1.0051085568326945,0.005095552426599874
VALIDATION_12_T,mean_round_normalized_efficiency,12,12,0.0279068964548372,0.2792942599371263,0.09991933404259543,2.3033920780929957,0.02170138888888895,0.27648225957049477,0.07849107180547958,2.544770395624129
VALIDATION_13_C,mean_round_normalized_efficiency,10,10,0.09515766727954827,0.1478018616690928,0.6438191387101244,0.44033743283309423,0.11032052907369838,0.11588847923988976,0.9519542390864781,0.04923831353255658
VALIDATION_13_T,mean_round_normalized_efficiency,11,11,0.07366812500547919,0.14734875679004733,0.49995756062229024,0.6932320629177703,0.07791370858688307,0.1687994074578345,0.4615757232817635,0.7731091577151235
VALIDATION_14_C,mean_round_normalized_efficiency,12,12,0.06709833507790443,0.31880231679533405,0.21047003595328473,1.5584119830072733,0.1251370614035089,0.39363486842105255,0.3179013635287403,1.1460141218995539
VALIDATION_14_T,mean_round_normalized_efficiency,10,10,0.09866759423948994,0.5396933612823653,0.18282158225005007,1.699244562105971,0.14487390350877194,0.20285087719298245,0.7141891891891893,0.33660738088792297
VALIDATION_15_C,mean_round_normalized_efficiency,11,11,0.18383205762652544,0.13680332971823997,1.343768883441257,0.2954782655885898,0.22012362637362637,0.1823121075353219,1.2073999327278837,0.18846923166367544
VALIDATION_15_T,mean_round_normalized_efficiency,9,9,0.12986965625100416,0.2154399098498276,0.6028115048021038,0.5061507268079036,0.20844780219780212,0.1842866954474096,1.1311060827898314,0.12319598830559664
VALIDATION_16_C,mean_round_normalized_efficiency,10,10,0.18297945644656802,0.34739800461876713,0.5267141837713454,0.6410972233483699,0.2972222222222223,0.14620500782472612,2.0329141022210333,0.7094702820177379
VALIDATION_16_T,mean_round_normalized_efficiency,8,8,0.030771960942502737,0.22553161769421973,0.13644189341214222,1.9918564442768645,0.030555555555555558,0.27629629629629626,0.1105898123324397,2.2019273068631255
VALIDATION_17_C,mean_round_normalized_efficiency,11,11,0.36561347551958073,0.07849760553286944,4.657638574293667,1.5385085759857615,0.6637716813279659,0.07725317837445866,8.59216015825986,2.1508501779861517
