analysis,tag,metric,value
step1_original,PUNISHMENT,sil_without,0.41159823536872864
step1_original,PUNISHMENT,sil_without,0.41270971298217773
step1_original,PUNISHMENT,sil_without,0.39853718876838684
step1_original,PUNISHMENT,sil_without,0.4044761657714844
step1_original,PUNISHMENT,sil_without,0.4151124954223633
step1_original,PUNISHMENT,sil_without,0.40811821818351746
step1_original,PUNISHMENT,sil_without,0.4078077971935272
step1_original,PUNISHMENT,sil_without,0.40015095472335815
step1_original,PUNISHMENT,sil_without,0.40651676058769226
step1_original,PUNISHMENT,sil_without,0.4003695249557495
step1_original,PUNISHMENT,sil_without,0.4122928977012634
step1_original,PUNISHMENT,sil_without,0.4155626595020294
step1_original,PUNISHMENT,sil_without,0.410401850938797
step1_original,PUNISHMENT,sil_without,0.3987293839454651
step1_original,PUNISHMENT,sil_without,0.4130379855632782
step1_original,PUNISHMENT,sil_without,0.4174499213695526
step1_original,PUNISHMENT,sil_without,0.4172150492668152
step1_original,PUNISHMENT,sil_without,0.41044408082962036
step1_original,PUNISHMENT,sil_without,0.4116685688495636
step1_original,PUNISHMENT,sil_without,0.4028460383415222
step1_original,PUNISHMENT,sil_without,0.41842448711395264
step1_original,PUNISHMENT,sil_without,0.414396733045578
step1_original,PUNISHMENT,sil_without,0.4063186049461365
step1_original,PUNISHMENT,sil_without,0.41005444526672363
step1_original,PUNISHMENT,sil_without,0.40724626183509827
step1_original,PUNISHMENT,sil_without,0.41108500957489014
step1_original,PUNISHMENT,sil_without,0.42049819231033325
step1_original,PUNISHMENT,sil_without,0.40320703387260437
step1_original,PUNISHMENT,sil_without,0.4067804217338562
step1_original,PUNISHMENT,sil_without,0.4015403985977173
step1_original,PUNISHMENT,sil_without,0.4037828743457794
step1_original,PUNISHMENT,sil_without,0.402778685092926
step1_original,PUNISHMENT,sil_without,0.41208234429359436
step1_original,PUNISHMENT,sil_without,0.4104921519756317
step1_original,PUNISHMENT,sil_without,0.4076339304447174
step1_original,PUNISHMENT,sil_without,0.4243902862071991
step1_original,PUNISHMENT,sil_without,0.4122439920902252
step1_original,PUNISHMENT,sil_without,0.4054679572582245
step1_original,PUNISHMENT,sil_without,0.4057166874408722
step1_original,PUNISHMENT,sil_without,0.41159799695014954
step1_original,PUNISHMENT,sil_without,0.3989967107772827
step1_original,PUNISHMENT,sil_without,0.4102576673030853
step1_original,PUNISHMENT,sil_without,0.4142224192619324
step1_original,PUNISHMENT,sil_without,0.42012542486190796
step1_original,PUNISHMENT,sil_without,0.4028850793838501
step1_original,PUNISHMENT,sil_without,0.4146080017089844
step1_original,PUNISHMENT,sil_without,0.412796288728714
step1_original,PUNISHMENT,sil_without,0.4078711271286011
step1_original,PUNISHMENT,sil_without,0.41509947180747986
step1_original,PUNISHMENT,sil_without,0.4117596745491028
step1_original,PUNISHMENT,sil_without,0.4021625518798828
step1_original,PUNISHMENT,sil_without,0.4018893837928772
step1_original,PUNISHMENT,sil_without,0.4080992043018341
step1_original,PUNISHMENT,sil_without,0.412913978099823
step1_original,PUNISHMENT,sil_without,0.419914573431015
step1_original,PUNISHMENT,sil_without,0.40859559178352356
step1_original,PUNISHMENT,sil_without,0.4136597216129303
step1_original,PUNISHMENT,sil_without,0.4132501184940338
step1_original,PUNISHMENT,sil_without,0.41271379590034485
step1_original,PUNISHMENT,sil_without,0.39782142639160156
step1_original,PUNISHMENT,sil_without,0.4186246395111084
step1_original,PUNISHMENT,sil_without,0.4194726049900055
step1_original,PUNISHMENT,sil_without,0.4209527373313904
step1_original,PUNISHMENT,sil_without,0.4064462184906006
step1_original,PUNISHMENT,sil_without,0.41095611453056335
step1_original,PUNISHMENT,sil_without,0.40243709087371826
step1_original,PUNISHMENT,sil_without,0.41411009430885315
step1_original,PUNISHMENT,sil_without,0.41673731803894043
step1_original,PUNISHMENT,sil_without,0.41985073685646057
step1_original,PUNISHMENT,sil_without,0.4019714295864105
step1_original,PUNISHMENT,sil_without,0.4185120761394501
step1_original,PUNISHMENT,sil_without,0.42220640182495117
step1_original,PUNISHMENT,sil_without,0.40104562044143677
step1_original,PUNISHMENT,sil_without,0.4174691438674927
step1_original,PUNISHMENT,sil_without,0.4092063307762146
step1_original,PUNISHMENT,sil_without,0.41683894395828247
step1_original,PUNISHMENT,sil_without,0.404844731092453
step1_original,PUNISHMENT,sil_without,0.4213375449180603
step1_original,PUNISHMENT,sil_without,0.4177861511707306
step1_original,PUNISHMENT,sil_without,0.417721152305603
step1_original,PUNISHMENT,sil_without,0.41652363538742065
step1_original,PUNISHMENT,sil_without,0.40881261229515076
step1_original,PUNISHMENT,sil_without,0.4164758026599884
step1_original,REWARD,alignment,0.8967709780485346
step1_original,REWARD,alignment,0.9371174630467715
step1_original,REWARD,alignment,0.9374616240876908
step1_original,REWARD,alignment,0.9212658715748057
step1_original,REWARD,alignment,0.9351386406333404
step1_original,REWARD,alignment,0.9262591115242778
step1_original,REWARD,alignment,0.9434731869771373
step1_original,REWARD,alignment,0.9120642937811444
step1_original,REWARD,alignment,0.9476010498410389
step1_original,REWARD,alignment,0.8894848475346743
step1_original,REWARD,alignment,0.9144901971088273
step1_original,REWARD,alignment,0.9445668203587515
step1_original,REWARD,alignment,0.9352330338721587
step1_original,REWARD,alignment,0.9330479023408128
step1_original,REWARD,alignment,0.9011720717597343
step1_original,REWARD,alignment,0.8901343854958322
step1_original,REWARD,alignment,0.9528231665107251
step1_original,REWARD,alignment,0.9336754517277107
step1_original,REWARD,alignment,0.9256942584538582
step1_original,REWARD,alignment,0.9516184381524418
step1_original,REWARD,alignment,0.9629815880009884
step1_original,REWARD,alignment,0.9399207339604961
step1_original,REWARD,alignment,0.9580596274144727
step1_original,REWARD,alignment,0.8953727437626209
step1_original,REWARD,alignment,0.9401260070571237
step1_original,REWARD,alignment,0.914950440061328
step1_original,REWARD,alignment,0.9128321232047741
step1_original,REWARD,alignment,0.959897040627309
step1_original,REWARD,alignment,0.9218551420633624
step1_original,REWARD,alignment,0.9619122298304986
step1_original,REWARD,alignment,0.9688230651407105
step1_original,REWARD,alignment,0.939636009070418
step1_original,REWARD,alignment,0.9071094729145806
step1_original,REWARD,alignment,0.9121462872046884
step1_original,REWARD,alignment,0.9476665855125156
step1_original,REWARD,alignment,0.9625846066493057
step1_original,REWARD,alignment,0.9321493221150149
step1_original,REWARD,alignment,0.9249166197468509
step1_original,REWARD,alignment,0.9644187949153281
step1_original,REWARD,alignment,0.95730943615834
step1_original,REWARD,alignment,0.9227115666319552
step1_original,REWARD,alignment,0.8952231684833905
step1_original,REWARD,alignment,0.9125159688298354
step1_original,REWARD,alignment,0.9504584878101104
step1_original,REWARD,alignment,0.9056473107684915
step1_original,REWARD,alignment,0.8994870055937341
step1_original,REWARD,alignment,0.9038528753763534
step1_original,REWARD,alignment,0.8896325193352684
step1_original,REWARD,alignment,0.9530694002961614
step1_original,REWARD,alignment,0.9426354375184508
step1_original,REWARD,alignment,0.9137911498311784
step1_original,REWARD,alignment,0.9273466541897243
step1_original,REWARD,alignment,0.8746505281068431
step1_original,REWARD,alignment,0.913109847097624
step1_original,REWARD,alignment,0.943560899942784
step1_original,REWARD,alignment,0.9114305771717888
step1_original,REWARD,alignment,0.9248798969247024
step1_original,REWARD,alignment,0.8997211937844821
step1_original,REWARD,alignment,0.9489824090739001
step1_original,REWARD,alignment,0.924618240583373
step1_original,REWARD,alignment,0.925276716612013
step1_original,REWARD,alignment,0.9290886457808467
step1_original,REWARD,alignment,0.8850762540072533
step1_original,REWARD,alignment,0.9703548046063096
step1_original,REWARD,alignment,0.9216303331540617
step1_original,REWARD,alignment,0.9726177856385205
step1_original,REWARD,alignment,0.9478231930109304
step1_original,REWARD,alignment,0.896057303353742
step1_original,REWARD,alignment,0.9299656382816964
step1_original,REWARD,alignment,0.9370360928720515
step1_original,REWARD,alignment,0.9353180132502019
step1_original,REWARD,alignment,0.8951126862694765
step1_original,REWARD,alignment,0.8811488163861383
step1_original,REWARD,alignment,0.9425542760538651
step1_original,REWARD,alignment,0.9265284013061635
step1_original,REWARD,alignment,0.9467124558652816
step1_original,REWARD,alignment,0.9310876954760451
step1_original,REWARD,alignment,0.9072404948216654
step1_original,REWARD,alignment,0.902982210194008
step1_original,REWARD,alignment,0.9365360115049698
step1_original,REWARD,alignment,0.9255390013572162
step1_original,REWARD,alignment,0.9049735190122975
step1_original,REWARD,alignment,0.9372294861896521
step1_original,REWARD,alignment,0.8834512983471612
step1_original,REWARD,alignment,0.933436323470375
step1_original,REWARD,alignment,0.9186894093182806
step1_original,REWARD,alignment,0.91378612018093
step1_original,REWARD,alignment,0.9299023017874161
step1_original,REWARD,alignment,0.9256546502961243
step1_original,REWARD,alignment,0.9263615719443411
step1_original,REWARD,alignment,0.9026832851971435
step1_original,REWARD,alignment,0.8924738568530378
step1_original,REWARD,alignment,0.873209829399325
step1_original,REWARD,alignment,0.9233221258083947
step1_original,REWARD,alignment,0.9482884675539983
step1_original,REWARD,alignment,0.9217083147830517
step1_original,REWARD,alignment,0.925165078835941
step1_original,REWARD,alignment,0.9111581228314015
step1_original,REWARD,alignment,0.8821110347556349
step1_original,REWARD,alignment,0.9036736980741371
step1_original,REWARD,sil_with,0.4151085317134857
step1_original,REWARD,sil_with,0.43289873003959656
step1_original,REWARD,sil_with,0.41909992694854736
step1_original,REWARD,sil_with,0.4192585051059723
step1_original,REWARD,sil_with,0.4131951332092285
step1_original,REWARD,sil_with,0.4121578633785248
step1_original,REWARD,sil_with,0.42969509959220886
step1_original,REWARD,sil_with,0.4234093725681305
step1_original,REWARD,sil_with,0.4259677231311798
step1_original,REWARD,sil_with,0.4122019410133362
step1_original,REWARD,sil_with,0.41983309388160706
step1_original,REWARD,sil_with,0.4413619339466095
step1_original,REWARD,sil_with,0.4326358139514923
step1_original,REWARD,sil_with,0.4117494225502014
step1_original,REWARD,sil_with,0.4135925769805908
step1_original,REWARD,sil_with,0.39935898780822754
step1_original,REWARD,sil_with,0.4151844084262848
step1_original,REWARD,sil_with,0.43374118208885193
step1_original,REWARD,sil_with,0.42443564534187317
step1_original,REWARD,sil_with,0.4179668426513672
step1_original,REWARD,sil_with,0.42562586069107056
step1_original,REWARD,sil_with,0.4207860231399536
step1_original,REWARD,sil_with,0.415142297744751
step1_original,REWARD,sil_with,0.4258997440338135
step1_original,REWARD,sil_with,0.4134939908981323
step1_original,REWARD,sil_with,0.4291151463985443
step1_original,REWARD,sil_with,0.4177667200565338
step1_original,REWARD,sil_with,0.4274595081806183
step1_original,REWARD,sil_with,0.42580685019493103
step1_original,REWARD,sil_with,0.42478781938552856
step1_original,REWARD,sil_with,0.4120637774467468
step1_original,REWARD,sil_with,0.4288948178291321
step1_original,REWARD,sil_with,0.4273858666419983
step1_original,REWARD,sil_with,0.41824468970298767
step1_original,REWARD,sil_with,0.4220394492149353
step1_original,REWARD,sil_with,0.4282948970794678
step1_original,REWARD,sil_with,0.4290764629840851
step1_original,REWARD,sil_with,0.41884127259254456
step1_original,REWARD,sil_with,0.4091883599758148
step1_original,REWARD,sil_with,0.42525437474250793
step1_original,REWARD,sil_with,0.42489558458328247
step1_original,REWARD,sil_with,0.4239685535430908
step1_original,REWARD,sil_with,0.4133912920951843
step1_original,REWARD,sil_with,0.42656952142715454
step1_original,REWARD,sil_with,0.4212437570095062
step1_original,REWARD,sil_with,0.4230761229991913
step1_original,REWARD,sil_with,0.4195217788219452
step1_original,REWARD,sil_with,0.4173865020275116
step1_original,REWARD,sil_with,0.43674153089523315
step1_original,REWARD,sil_with,0.4284059405326843
step1_original,REWARD,sil_with,0.42406734824180603
step1_original,REWARD,sil_with,0.4208548665046692
step1_original,REWARD,sil_with,0.4134314954280853
step1_original,REWARD,sil_with,0.41348984837532043
step1_original,REWARD,sil_with,0.4152470827102661
step1_original,REWARD,sil_with,0.43821555376052856
step1_original,REWARD,sil_with,0.4222993850708008
step1_original,REWARD,sil_with,0.4157015383243561
step1_original,REWARD,sil_with,0.417165607213974
step1_original,REWARD,sil_with,0.41916683316230774
step1_original,REWARD,sil_with,0.4228968322277069
step1_original,REWARD,sil_with,0.41805556416511536
step1_original,REWARD,sil_with,0.41350919008255005
step1_original,REWARD,sil_with,0.4347667694091797
step1_original,REWARD,sil_with,0.42365479469299316
step1_original,REWARD,sil_with,0.4078994393348694
step1_original,REWARD,sil_with,0.42166125774383545
step1_original,REWARD,sil_with,0.4220818877220154
step1_original,REWARD,sil_with,0.42470648884773254
step1_original,REWARD,sil_with,0.43010011315345764
step1_original,REWARD,sil_with,0.4191945195198059
step1_original,REWARD,sil_with,0.4235633313655853
step1_original,REWARD,sil_with,0.415113240480423
step1_original,REWARD,sil_with,0.424691766500473
step1_original,REWARD,sil_with,0.42433005571365356
step1_original,REWARD,sil_with,0.42861995100975037
step1_original,REWARD,sil_with,0.4180682301521301
step1_original,REWARD,sil_with,0.41656801104545593
step1_original,REWARD,sil_with,0.42049241065979004
step1_original,REWARD,sil_with,0.4243060350418091
step1_original,REWARD,sil_with,0.4272972047328949
step1_original,REWARD,sil_with,0.4242965579032898
step1_original,REWARD,sil_with,0.4253956079483032
step1_original,REWARD,sil_with,0.41890260577201843
step1_original,REWARD,sil_with,0.43408074975013733
step1_original,REWARD,sil_with,0.4154571294784546
step1_original,REWARD,sil_with,0.4113493859767914
step1_original,REWARD,sil_with,0.4151093065738678
step1_original,REWARD,sil_with,0.4117790162563324
step1_original,REWARD,sil_with,0.43115103244781494
step1_original,REWARD,sil_with,0.4156894385814667
step1_original,REWARD,sil_with,0.42927810549736023
step1_original,REWARD,sil_with,0.4161756932735443
step1_original,REWARD,sil_with,0.42784541845321655
step1_original,REWARD,sil_with,0.4207894206047058
step1_original,REWARD,sil_with,0.4229404032230377
step1_original,REWARD,sil_with,0.41461652517318726
step1_original,REWARD,sil_with,0.427494615316391
step1_original,REWARD,sil_with,0.41912323236465454
step1_original,REWARD,sil_with,0.4167279899120331
step1_original,REWARD,sil_without,0.45247867703437805
step1_original,REWARD,sil_without,0.4515237808227539
step1_original,REWARD,sil_without,0.4520692527294159
step1_original,REWARD,sil_without,0.45986178517341614
step1_original,REWARD,sil_without,0.44961389899253845
step1_original,REWARD,sil_without,0.45492827892303467
step1_original,REWARD,sil_without,0.4513694941997528
step1_original,REWARD,sil_without,0.45195460319519043
step1_original,REWARD,sil_without,0.456082284450531
step1_original,REWARD,sil_without,0.4472023546695709
step1_original,REWARD,sil_without,0.4547647535800934
step1_original,REWARD,sil_without,0.45129361748695374
step1_original,REWARD,sil_without,0.45120057463645935
step1_original,REWARD,sil_without,0.4490959942340851
step1_original,REWARD,sil_without,0.4646472930908203
step1_original,REWARD,sil_without,0.458157479763031
step1_original,REWARD,sil_without,0.4589564800262451
step1_original,REWARD,sil_without,0.4627119302749634
step1_original,REWARD,sil_without,0.45301738381385803
step1_original,REWARD,sil_without,0.45511960983276367
step1_original,REWARD,sil_without,0.46666401624679565
step1_original,REWARD,sil_without,0.44396597146987915
step1_original,REWARD,sil_without,0.44361618161201477
step1_original,REWARD,sil_without,0.46183180809020996
step1_original,REWARD,sil_without,0.47073787450790405
step1_original,REWARD,sil_without,0.4580253064632416
step1_original,REWARD,sil_without,0.45169612765312195
step1_original,REWARD,sil_without,0.4558373689651489
step1_original,REWARD,sil_without,0.4449714422225952
step1_original,REWARD,sil_without,0.46588334441185
step1_original,REWARD,sil_without,0.45023781061172485
step1_original,REWARD,sil_without,0.46260374784469604
step1_original,REWARD,sil_without,0.46020838618278503
step1_original,REWARD,sil_without,0.443606972694397
step1_original,REWARD,sil_without,0.45467475056648254
step1_original,REWARD,sil_without,0.4474664330482483
step1_original,REWARD,sil_without,0.46876588463783264
step1_original,REWARD,sil_without,0.4541134238243103
step1_original,REWARD,sil_without,0.45042115449905396
step1_original,REWARD,sil_without,0.45428821444511414
step1_original,REWARD,sil_without,0.46021217107772827
step1_original,REWARD,sil_without,0.45067957043647766
step1_original,REWARD,sil_without,0.4522654414176941
