iteration,total_top1,candidate_identities,selected_identities,selected_identity_share,never_selected_identities,never_selected_identity_share,entropy_effective_n,entropy_effective_n_share,simpson_effective_n,simpson_effective_n_share,hhi,gini,top_1pct_share,top_5pct_share,top_10pct_share
32,1536.0,144.0,144.0,1.0,0.0,0.0,138.04901980561542,0.958673748650107,133.21829474872953,0.9251270468661773,0.007506476508246528,0.16153067129629628,0.0234375,0.08528645833333333,0.15364583333333334
33,1536.0,144.0,144.0,1.0,0.0,0.0,138.48268387663933,0.9616853046988842,133.8835546475996,0.9297469072749972,0.00746917724609375,0.15485749421296302,0.022135416666666668,0.08528645833333333,0.15364583333333334
34,1536.0,144.0,144.0,1.0,0.0,0.0,139.18764044809475,0.9665808364451025,134.97116704805492,0.9372997711670481,0.007408989800347222,0.14279513888888884,0.024088541666666668,0.08723958333333333,0.154296875
35,1536.0,144.0,144.0,1.0,0.0,0.0,140.03979725589048,0.9724985920547949,136.54913763167033,0.9482579002199328,0.007323371039496528,0.1317816840277779,0.021484375,0.08072916666666667,0.146484375
36,1536.0,144.0,144.0,1.0,0.0,0.0,140.40647398518556,0.9750449582304552,137.10460251046024,0.9521152952115295,0.007293701171875,0.126953125,0.020833333333333332,0.07942708333333333,0.14453125
37,1536.0,144.0,144.0,1.0,0.0,0.0,139.3964724543943,0.9680310587110716,135.31176875430145,0.9396650607937601,0.007390340169270833,0.14004629629629628,0.024088541666666668,0.08723958333333333,0.15364583333333334
38,1536.0,144.0,144.0,1.0,0.0,0.0,139.2256583627429,0.9668448497412702,135.11029664414156,0.9382659489176497,0.007401360405815972,0.14390733506944442,0.022135416666666668,0.083984375,0.15169270833333334
39,1536.0,144.0,144.0,1.0,0.0,0.0,138.56065219344353,0.9622267513433579,133.95957301839655,0.9302748126277538,0.007464938693576389,0.1533564814814814,0.0234375,0.087890625,0.15690104166666666
40,1536.0,144.0,144.0,1.0,0.0,0.0,140.26335985830775,0.9740511101271372,136.92954149738827,0.950899593731863,0.007303025987413194,0.12607602719907418,0.022786458333333332,0.08333333333333333,0.14713541666666666
41,1536.0,144.0,144.0,1.0,0.0,0.0,139.72266163005918,0.9702962613198554,136.12370182321717,0.9453034848834526,0.007346259223090278,0.13330982349537046,0.022786458333333332,0.08268229166666667,0.146484375
42,1536.0,144.0,144.0,1.0,0.0,0.0,139.0744628941755,0.965794881209552,134.98661174047373,0.9374070259755121,0.00740814208984375,0.14690936053240744,0.021484375,0.08072916666666667,0.14713541666666666
43,1536.0,144.0,144.0,1.0,0.0,0.0,138.17093502736446,0.9595203821344754,133.45944111324812,0.9268016743975563,0.007492913140190972,0.15738932291666674,0.024088541666666668,0.08723958333333333,0.154296875
44,1536.0,144.0,144.0,1.0,0.0,0.0,140.23307485942027,0.973840797634863,136.85011600928073,0.9503480278422273,0.007307264539930556,0.12964771412037046,0.021484375,0.080078125,0.14388020833333334
45,1536.0,144.0,144.0,1.0,0.0,0.0,139.81201487614,0.9709167699731945,136.07659476294845,0.9449763525204753,0.007348802354600694,0.13576931423611116,0.022786458333333332,0.08333333333333333,0.14778645833333334
46,1536.0,144.0,144.0,1.0,0.0,0.0,139.69892967133805,0.9701314560509586,135.90414746543777,0.9437788018433179,0.007358127170138889,0.1364384403935186,0.022786458333333332,0.08268229166666667,0.14908854166666666
47,1536.0,144.0,144.0,1.0,0.0,0.0,140.36406876240912,0.9747504775167299,137.05681422098291,0.9517834320901591,0.007296244303385417,0.12630208333333326,0.020833333333333332,0.08138020833333333,0.146484375
48,1536.0,144.0,144.0,1.0,0.0,0.0,139.99798431096187,0.9722082243816796,136.50173570932654,0.9479287202036565,0.007325914171006944,0.13066948784722232,0.022786458333333332,0.08268229166666667,0.146484375
49,1536.0,144.0,144.0,1.0,0.0,0.0,138.71060233120133,0.9632680717444537,134.15762538382805,0.9316501762765836,0.00745391845703125,0.1508969907407407,0.025390625,0.08723958333333333,0.15364583333333334
50,1536.0,144.0,144.0,1.0,0.0,0.0,137.9889224163741,0.9582564056692645,133.1431151241535,0.9246049661399548,0.007510715060763889,0.16082537615740744,0.024088541666666668,0.08658854166666667,0.15299479166666666
51,1536.0,144.0,144.0,1.0,0.0,0.0,139.23738655528047,0.966926295522781,135.09482363719653,0.9381584974805315,0.007402208116319444,0.14399775752314814,0.022786458333333332,0.0859375,0.15234375
52,1536.0,144.0,144.0,1.0,0.0,0.0,139.48299700693053,0.9686319236592398,135.6073111851937,0.9417174387860674,0.007374233669704861,0.13991970486111116,0.022135416666666668,0.083984375,0.14973958333333334
53,1536.0,144.0,144.0,1.0,0.0,0.0,139.024043077188,0.9654447435915833,134.6937656999315,0.935373372916191,0.007424248589409722,0.14841037326388884,0.024088541666666668,0.08463541666666667,0.1484375
54,1536.0,144.0,144.0,1.0,0.0,0.0,138.3127021311305,0.9605048759106284,133.7166175470415,0.9285876218544549,0.007478502061631944,0.1547489872685186,0.022786458333333332,0.08658854166666667,0.15559895833333334
55,1536.0,144.0,144.0,1.0,0.0,0.0,138.9849284383561,0.9651731141552506,134.66301369863012,0.935159817351598,0.007425944010416667,0.14836516203703698,0.022135416666666668,0.0859375,0.154296875
56,1536.0,144.0,144.0,1.0,0.0,0.0,139.18870298439754,0.9665882151694274,135.14125329361897,0.9384809256501317,0.007399664984809028,0.14373553240740744,0.022135416666666668,0.08463541666666667,0.14908854166666666
57,1536.0,144.0,144.0,1.0,0.0,0.0,140.31297708801486,0.9743956742223254,136.77078260869564,0.9497971014492753,0.007311503092447917,0.12724247685185186,0.0234375,0.0859375,0.15104166666666666
58,1536.0,144.0,144.0,1.0,0.0,0.0,140.0854257115753,0.9728154563303841,136.51753269297535,0.9480384214789955,0.007325066460503472,0.13113064236111116,0.022786458333333332,0.08333333333333333,0.14778645833333334
59,1536.0,144.0,144.0,1.0,0.0,0.0,139.30764160534218,0.9674141778148763,135.1257731958763,0.9383734249713631,0.0074005126953125,0.14519133391203698,0.022786458333333332,0.083984375,0.15104166666666666
60,1536.0,144.0,144.0,1.0,0.0,0.0,138.8257921609004,0.9640680011173638,134.50946408209805,0.9340935005701253,0.007434421115451389,0.1481391059027779,0.0234375,0.08658854166666667,0.15494791666666666
61,1536.0,144.0,144.0,1.0,0.0,0.0,139.13897031374668,0.9662428494010187,134.89399656946827,0.9367638650657519,0.007413228352864583,0.14533600983796302,0.0234375,0.0859375,0.154296875
62,1536.0,144.0,144.0,1.0,0.0,0.0,139.6699499370226,0.9699302078959904,135.74775604142692,0.942692750287687,0.007366604275173611,0.13897931134259256,0.022786458333333332,0.08333333333333333,0.150390625
63,1536.0,144.0,144.0,1.0,0.0,0.0,140.85927162530012,0.9781893862868064,137.95439129926325,0.9580166062448837,0.007248772515190972,0.1179560908564814,0.020833333333333332,0.07942708333333333,0.14322916666666666
64,1536.0,144.0,144.0,1.0,0.0,0.0,138.20723244706937,0.9597724475490929,133.42925008483203,0.9265920144780002,0.007494608561197917,0.15713614004629628,0.024739583333333332,0.08919270833333333,0.15625
65,1536.0,144.0,144.0,1.0,0.0,0.0,140.31265561031285,0.9743934417382837,136.99314829868771,0.9513413076297758,0.007299635145399306,0.12710684317129628,0.022135416666666668,0.08072916666666667,0.14583333333333334
66,1536.0,144.0,144.0,1.0,0.0,0.0,139.09717477823017,0.9659526026265984,134.7553118574366,0.9358007767877541,0.007420857747395833,0.14784975405092604,0.0234375,0.08528645833333333,0.15364583333333334
67,1536.0,144.0,144.0,1.0,0.0,0.0,138.92932082026667,0.9647869501407408,134.47879616963064,0.9338805289557683,0.007436116536458333,0.1498480902777779,0.0234375,0.0859375,0.15299479166666666
68,1536.0,144.0,144.0,1.0,0.0,0.0,138.07638320232448,0.9588637722383644,133.06802030456853,0.9240834743372814,0.00751495361328125,0.16094292534722232,0.024088541666666668,0.08919270833333333,0.15885416666666666
69,1536.0,144.0,144.0,1.0,0.0,0.0,139.0894836784266,0.9658991922112958,135.14125329361897,0.9384809256501317,0.007399664984809028,0.14303927951388884,0.022786458333333332,0.08333333333333333,0.14713541666666666
70,1536.0,144.0,144.0,1.0,0.0,0.0,139.66216604851135,0.9698761531146621,135.81026939903293,0.9431268708266176,0.007363213433159722,0.13810221354166674,0.022786458333333332,0.08463541666666667,0.14973958333333334
71,1536.0,144.0,144.0,1.0,0.0,0.0,139.11129774905734,0.9660506788128982,134.5554921866089,0.9344131401847839,0.007431877983940972,0.14823857060185186,0.024739583333333332,0.08919270833333333,0.15625
72,1536.0,144.0,144.0,1.0,0.0,0.0,139.71987290057515,0.9702768951428831,135.98247838616714,0.9443227665706052,0.007353888617621528,0.13640227141203698,0.022135416666666668,0.08203125,0.1484375
73,1536.0,144.0,144.0,1.0,0.0,0.0,140.30822159815645,0.9743626499871976,137.05681422098291,0.9517834320901591,0.007296244303385417,0.12531647858796302,0.021484375,0.08203125,0.14583333333333334
74,1536.0,144.0,144.0,1.0,0.0,0.0,138.8601780358398,0.9643067919155541,134.29508196721312,0.9326047358834244,0.0074462890625,0.1518373842592593,0.0234375,0.08658854166666667,0.15494791666666666
75,1536.0,144.0,144.0,1.0,0.0,0.0,140.02715165269348,0.9724107753659269,136.53333333333333,0.9481481481481482,0.00732421875,0.12801106770833326,0.024088541666666668,0.08463541666666667,0.1484375
76,1536.0,144.0,144.0,1.0,0.0,0.0,138.15679728902788,0.9594222033960269,133.4141596923773,0.9264872200859534,0.007495456271701389,0.15802228009259256,0.024088541666666668,0.087890625,0.154296875
77,1536.0,144.0,144.0,1.0,0.0,0.0,140.31590026728335,0.9744159740783567,137.00905923344948,0.951451800232288,0.007298787434895833,0.12786639178240744,0.020833333333333332,0.080078125,0.14453125
78,1536.0,144.0,144.0,1.0,0.0,0.0,139.77710136237368,0.9706743150164839,136.17084150986958,0.9456308438185387,0.007343716091579861,0.13547092013888884,0.021484375,0.08138020833333333,0.14518229166666666
79,1536.0,144.0,144.0,1.0,0.0,0.0,140.14846688294767,0.9732532422426922,136.53333333333333,0.9481481481481482,0.00732421875,0.1305790653935186,0.0234375,0.08463541666666667,0.14908854166666666
80,1536.0,144.0,144.0,1.0,0.0,0.0,139.35299200662425,0.9677291111571128,135.28073394495414,0.9394495412844037,0.007392035590277778,0.1428584346064814,0.022786458333333332,0.08463541666666667,0.15104166666666666
81,1536.0,144.0,144.0,1.0,0.0,0.0,138.79151296118576,0.9638299511193456,134.21868244396404,0.9320741836386391,0.007450527615017361,0.15095124421296302,0.024739583333333332,0.08854166666666667,0.15494791666666666
82,1536.0,144.0,144.0,1.0,0.0,0.0,139.645910875348,0.9697632699676944,135.841547673883,0.943344081068632,0.007361518012152778,0.13848198784722232,0.021484375,0.08333333333333333,0.14908854166666666
83,1536.0,144.0,144.0,1.0,0.0,0.0,139.10475220292878,0.9660052236314498,135.17222413200412,0.9386960009166953,0.007397969563802083,0.14418764467592604,0.021484375,0.08072916666666667,0.146484375
84,1536.0,144.0,144.0,1.0,0.0,0.0,140.1102965564262,0.9729881705307375,136.6440403104367,0.9489169466002549,0.007318284776475694,0.13191731770833326,0.021484375,0.08072916666666667,0.14453125
85,1536.0,144.0,144.0,1.0,0.0,0.0,139.56177964779013,0.9691790253318759,135.70090877717703,0.9423674220637294,0.007369147406684028,0.1393862123842593,0.021484375,0.08333333333333333,0.14973958333333334
86,1536.0,144.0,144.0,1.0,0.0,0.0,138.21594375626898,0.9598329427518679,133.4141596923773,0.9264872200859534,0.007495456271701389,0.15851960358796302,0.0234375,0.08723958333333333,0.15625
87,1536.0,144.0,144.0,1.0,0.0,0.0,140.33429496113516,0.9745437150078831,137.00905923344948,0.951451800232288,0.007298787434895833,0.12700737847222232,0.022135416666666668,0.08138020833333333,0.14518229166666666
88,1536.0,144.0,144.0,1.0,0.0,0.0,139.80154976711904,0.9708440956049933,136.06089965397922,0.944867358708189,0.007349650065104167,0.13704427083333326,0.022135416666666668,0.08203125,0.14778645833333334
89,1536.0,144.0,144.0,1.0,0.0,0.0,138.91480975991473,0.9646861788882968,134.52480328429695,0.9342000228076177,0.007433573404947917,0.14996563946759256,0.022786458333333332,0.08463541666666667,0.15234375
90,1536.0,144.0,144.0,1.0,0.0,0.0,140.41633323937407,0.975113425273431,137.15242413672829,0.9524473898383908,0.007291158040364583,0.12556061921296302,0.021484375,0.08138020833333333,0.14583333333333334
91,1536.0,144.0,144.0,1.0,0.0,0.0,138.0457202178135,0.9586508348459272,132.82828510302892,0.9224186465488119,0.007528516981336806,0.16122323495370372,0.024739583333333332,0.091796875,0.16145833333333334
92,1536.0,144.0,144.0,1.0,0.0,0.0,139.60287331559573,0.9694643980249703,135.59172413793104,0.9416091954022989,0.007375081380208333,0.13904260706018512,0.024088541666666668,0.08658854166666667,0.15169270833333334
93,1536.0,144.0,144.0,1.0,0.0,0.0,139.11827583041074,0.9660991377111857,134.7553118574366,0.9358007767877541,0.007420857747395833,0.14663809317129628,0.024739583333333332,0.08658854166666667,0.15299479166666666
94,1536.0,144.0,144.0,1.0,0.0,0.0,139.3052873309597,0.96739782868722,135.14125329361897,0.9384809256501317,0.007399664984809028,0.14484772858796302,0.022135416666666668,0.08463541666666667,0.15169270833333334
95,1536.0,144.0,144.0,1.0,0.0,0.0,140.33202424744613,0.9745279461628203,136.99314829868771,0.9513413076297758,0.007299635145399306,0.12731481481481488,0.021484375,0.08072916666666667,0.14583333333333334
96,1536.0,144.0,144.0,1.0,0.0,0.0,140.25520762972508,0.9739944974286464,136.78664192949907,0.9499072356215214,0.007310655381944444,0.12704354745370372,0.022786458333333332,0.083984375,0.150390625
97,1536.0,144.0,144.0,1.0,0.0,0.0,140.02289540291758,0.9723812180758166,136.34396671289875,0.946833102172908,0.007334391276041667,0.13220666956018512,0.022786458333333332,0.08463541666666667,0.15169270833333334
98,1536.0,144.0,144.0,1.0,0.0,0.0,139.8272102225617,0.971022293212234,136.04520816514818,0.9447583900357512,0.007350497775607639,0.13611291956018512,0.022786458333333332,0.08333333333333333,0.1484375
99,1536.0,144.0,144.0,1.0,0.0,0.0,138.96212938495785,0.9650147873955406,134.4328205128205,0.9335612535612535,0.00743865966796875,0.15150282118055558,0.022135416666666668,0.08528645833333333,0.15364583333333334
100,1536.0,144.0,144.0,1.0,0.0,0.0,139.75983121378147,0.970554383429038,136.1079958463136,0.9451944155994,0.00734710693359375,0.1354437934027779,0.021484375,0.08203125,0.14778645833333334
101,1536.0,144.0,144.0,1.0,0.0,0.0,139.92706128661604,0.971715703379278,136.40703052728955,0.9472710453283997,0.007331000434027778,0.13266782407407418,0.022135416666666668,0.08138020833333333,0.14583333333333334
102,1536.0,144.0,144.0,1.0,0.0,0.0,139.91883130288088,0.9716585507144505,136.50173570932654,0.9479287202036565,0.007325914171006945,0.13078703703703698,0.022135416666666668,0.08138020833333333,0.14518229166666666
103,1536.0,144.0,144.0,1.0,0.0,0.0,140.41203002834993,0.9750835418635412,137.13647988839804,0.9523366658916531,0.007292005750868055,0.12362557870370372,0.022135416666666668,0.08333333333333333,0.14778645833333334
104,1536.0,144.0,144.0,1.0,0.0,0.0,139.42214993620925,0.9682093745570087,135.43605051664753,0.9405281285878301,0.007383558485243056,0.1388798466435186,0.024739583333333332,0.08528645833333333,0.15104166666666666
105,1536.0,144.0,144.0,1.0,0.0,0.0,140.10819905265507,0.9729736045323268,136.75492696498955,0.9496869928124274,0.007312350802951389,0.12867115162037046,0.022135416666666668,0.08138020833333333,0.14518229166666666
106,1536.0,144.0,144.0,1.0,0.0,0.0,139.6698442588152,0.96992947401955,135.85719221467235,0.9434527237130025,0.007360670301649306,0.1376591435185186,0.022135416666666668,0.08333333333333333,0.150390625
107,1536.0,144.0,144.0,1.0,0.0,0.0,139.53321431990437,0.9689806549993359,135.56056079062284,0.9413927832682142,0.007376776801215278,0.14037181712962976,0.022135416666666668,0.083984375,0.15104166666666666
108,1536.0,144.0,144.0,1.0,0.0,0.0,139.01176787913693,0.9653594991606731,134.95572588948633,0.9371925408992107,0.007409837510850694,0.14593279803240744,0.021484375,0.08138020833333333,0.1484375
109,1536.0,144.0,144.0,1.0,0.0,0.0,138.7700173210962,0.9636806758409457,134.20341296928328,0.9319681456200227,0.007451375325520834,0.1523618344907407,0.022786458333333332,0.08723958333333333,0.15494791666666666
110,1536.0,144.0,144.0,1.0,0.0,0.0,138.57933648089613,0.9623565033395565,133.944362438969,0.9301691836039514,0.007465786404079861,0.15473994502314814,0.0234375,0.08658854166666667,0.15559895833333334
111,1536.0,144.0,144.0,1.0,0.0,0.0,139.20911167919013,0.9667299422165981,135.20320916905445,0.9389111747851003,0.007396274142795139,0.14315682870370372,0.022135416666666668,0.08333333333333333,0.14973958333333334
112,1536.0,144.0,144.0,1.0,0.0,0.0,139.3893937252744,0.9679819008699612,135.45160179125043,0.9406361235503502,0.007382710774739583,0.14098668981481488,0.022786458333333332,0.083984375,0.14908854166666666
113,1536.0,144.0,144.0,1.0,0.0,0.0,140.0977733694568,0.9729012039545611,136.73907499710214,0.9495769097020982,0.007313198513454861,0.12685366030092604,0.022135416666666668,0.08138020833333333,0.14778645833333334
114,1536.0,144.0,144.0,1.0,0.0,0.0,139.1425468755955,0.96626768663608,134.94028826355523,0.937085335163578,0.007410685221354167,0.14501953125,0.022786458333333332,0.0859375,0.15299479166666666
115,1536.0,144.0,144.0,1.0,0.0,0.0,139.7808943625344,0.9707006552953779,135.98247838616714,0.9443227665706052,0.007353888617621528,0.135986328125,0.0234375,0.083984375,0.15104166666666666
116,1536.0,144.0,144.0,1.0,0.0,0.0,139.13282832566264,0.9662001967059906,134.98661174047373,0.9374070259755121,0.00740814208984375,0.14532696759259256,0.022135416666666668,0.08463541666666667,0.15234375
117,1536.0,144.0,144.0,1.0,0.0,0.0,139.5663948260274,0.9692110751807458,135.54498448810756,0.941284614500747,0.00737762451171875,0.13998300057870372,0.022786458333333332,0.08528645833333333,0.15234375
118,1536.0,144.0,144.0,1.0,0.0,0.0,139.60586184676865,0.9694851517136711,135.65409383624655,0.9420423183072677,0.007371690538194444,0.1394404658564814,0.0234375,0.08463541666666667,0.150390625
119,1536.0,144.0,144.0,1.0,0.0,0.0,140.52032139586328,0.9758355652490506,137.2641377705376,0.9532231789620665,0.007285224066840278,0.12493670428240744,0.021484375,0.08138020833333333,0.14583333333333334
120,1536.0,144.0,144.0,1.0,0.0,0.0,139.0279815314443,0.9654720939683633,134.87857306197117,0.9366567573747998,0.007414076063368056,0.14697265625,0.022135416666666668,0.08333333333333333,0.14973958333333334
121,1536.0,144.0,144.0,1.0,0.0,0.0,139.1041799700303,0.966001249791877,134.6937656999315,0.935373372916191,0.007424248589409722,0.14397063078703698,0.026041666666666668,0.08984375,0.15364583333333334
122,1536.0,144.0,144.0,1.0,0.0,0.0,139.33861870238076,0.9676292965443108,135.3428178063332,0.9398806792106471,0.007388644748263889,0.14240632233796302,0.021484375,0.08268229166666667,0.150390625
123,1536.0,144.0,144.0,1.0,0.0,0.0,140.22761156702347,0.9738028581043296,136.88187514504526,0.9505685773961476,0.007305569118923611,0.12952112268518512,0.020833333333333332,0.080078125,0.14388020833333334
124,1536.0,144.0,144.0,1.0,0.0,0.0,139.36346633031962,0.9678018495161085,135.23420841453628,0.9391264473231686,0.007394578721788194,0.14424189814814814,0.021484375,0.083984375,0.15234375
125,1536.0,144.0,144.0,1.0,0.0,0.0,138.67887649967489,0.9630477534699645,133.8076225045372,0.9292196007259528,0.007473415798611111,0.15513780381944442,0.024088541666666668,0.08854166666666667,0.15885416666666666
126,1536.0,144.0,144.0,1.0,0.0,0.0,138.90875092345627,0.964644103635113,134.5554921866089,0.9344131401847839,0.007431877983940972,0.1498842592592593,0.022786458333333332,0.08528645833333333,0.15169270833333334
127,1536.0,144.0,144.0,1.0,0.0,0.0,139.52317776949343,0.9689109567325933,135.49827705031012,0.9409602572938203,0.007380167643229167,0.141357421875,0.024088541666666668,0.08268229166666667,0.146484375
128,1536.0,144.0,144.0,1.0,0.0,0.0,139.86870666862615,0.9713104629765704,136.40703052728955,0.9472710453283997,0.007331000434027778,0.13245081018518512,0.020833333333333332,0.080078125,0.14388020833333334
129,1536.0,144.0,144.0,1.0,0.0,0.0,139.23864821191106,0.9669350570271601,135.17222413200412,0.9386960009166953,0.007397969563802083,0.14404296875,0.0234375,0.08333333333333333,0.14973958333333334
130,1536.0,144.0,144.0,1.0,0.0,0.0,140.14867870467077,0.9732547132268804,136.75492696498955,0.9496869928124274,0.007312350802951389,0.12992802372685186,0.020833333333333332,0.080078125,0.14518229166666666
131,1536.0,144.0,144.0,1.0,0.0,0.0,139.43784045297448,0.9683183364789895,135.43605051664753,0.9405281285878301,0.007383558485243055,0.13848198784722232,0.024088541666666668,0.08658854166666667,0.15299479166666666
132,1536.0,144.0,144.0,1.0,0.0,0.0,139.94853888766568,0.9718648533865673,136.26521889800162,0.9462862423472335,0.007338629828559028,0.13152850115740744,0.024739583333333332,0.08528645833333333,0.14908854166666666
133,1536.0,144.0,144.0,1.0,0.0,0.0,139.291428734803,0.9673015884361319,135.14125329361897,0.9384809256501317,0.007399664984809028,0.14397967303240744,0.022786458333333332,0.08658854166666667,0.15169270833333334
