fold,n_test_rows,n_test_games,accuracy,macro_f1,log_loss,tag,model_name
3,171,16,0.3508771929824561,0.12987012987012986,1.1600350984684558,RESPONSE_TO_PUNISHER,dummy_prior
4,176,17,0.3806818181818182,0.13786008230452676,1.1558861489213157,RESPONSE_TO_PUNISHER,dummy_prior
5,172,19,0.36627906976744184,0.13404255319148936,1.1438383144176625,RESPONSE_TO_PUNISHER,dummy_prior
1,173,16,0.6763005780346821,0.46709131732351544,0.7555629999818909,RESPONSE_TO_PUNISHER,config_only
2,173,16,0.6184971098265896,0.4277253446447508,0.8807233870695902,RESPONSE_TO_PUNISHER,config_only
3,171,16,0.6374269005847953,0.46238582845725706,0.7346243781816264,RESPONSE_TO_PUNISHER,config_only
4,176,17,0.5909090909090909,0.4326078905518158,0.8558553859828559,RESPONSE_TO_PUNISHER,config_only
5,172,19,0.6976744186046512,0.514995631280035,0.6682279029353875,RESPONSE_TO_PUNISHER,config_only
1,173,16,0.630057803468208,0.46137991794317756,0.951982580142174,RESPONSE_TO_PUNISHER,tag_only
2,173,16,0.5144508670520231,0.36403083598762864,1.0214706305352148,RESPONSE_TO_PUNISHER,tag_only
3,171,16,0.5789473684210527,0.4065749573991332,1.0241853606767384,RESPONSE_TO_PUNISHER,tag_only
4,176,17,0.4375,0.29736467236467234,1.1082104368521797,RESPONSE_TO_PUNISHER,tag_only
5,172,19,0.6104651162790697,0.4432781528039501,0.9210709543189839,RESPONSE_TO_PUNISHER,tag_only
1,173,16,0.7283236994219653,0.5553273427471117,0.5743709400031388,RESPONSE_TO_PUNISHER,config_plus_tag
2,173,16,0.7398843930635838,0.5481498601431756,0.7007485752871859,RESPONSE_TO_PUNISHER,config_plus_tag
3,171,16,0.672514619883041,0.49256078977628615,0.6509954146182249,RESPONSE_TO_PUNISHER,config_plus_tag
4,176,17,0.6136363636363636,0.4651442307692308,0.7617855148429442,RESPONSE_TO_PUNISHER,config_plus_tag
5,172,19,0.7674418604651163,0.5815525073284253,0.5332164589412415,RESPONSE_TO_PUNISHER,config_plus_tag
1,174,16,0.3735632183908046,0.13598326359832635,1.161338994402568,RESPONSE_TO_REWARDER,dummy_prior
2,173,19,0.3583815028901734,0.13191489361702127,1.1908674414545755,RESPONSE_TO_REWARDER,dummy_prior
3,171,18,0.36257309941520466,0.13304721030042918,1.1745951430047967,RESPONSE_TO_REWARDER,dummy_prior
4,173,17,0.36416184971098264,0.13347457627118645,1.174457515916237,RESPONSE_TO_REWARDER,dummy_prior
5,172,15,0.37209302325581395,0.13559322033898305,1.171827537643106,RESPONSE_TO_REWARDER,dummy_prior
1,174,16,0.6206896551724138,0.4357574614927556,0.7853550768029942,RESPONSE_TO_REWARDER,config_only
2,173,19,0.5722543352601156,0.3828311428744473,0.7663563197673151,RESPONSE_TO_REWARDER,config_only
3,171,18,0.6432748538011696,0.4311216649814091,0.7988321497903572,RESPONSE_TO_REWARDER,config_only
4,173,17,0.630057803468208,0.4511849231789543,0.7686274683592883,RESPONSE_TO_REWARDER,config_only
5,172,15,0.6046511627906976,0.4240467831388276,0.8012621380802858,RESPONSE_TO_REWARDER,config_only
1,174,16,0.3563218390804598,0.25977182539682536,1.1142490124505495,RESPONSE_TO_REWARDER,tag_only
2,173,19,0.34104046242774566,0.23925796425796425,1.176663549573457,RESPONSE_TO_REWARDER,tag_only
3,171,18,0.3567251461988304,0.27089506876377173,1.1740995052819525,RESPONSE_TO_REWARDER,tag_only
4,173,17,0.43352601156069365,0.3231773391420026,1.0971036076722318,RESPONSE_TO_REWARDER,tag_only
5,172,15,0.3372093023255814,0.25025158136860265,1.1854080876543616,RESPONSE_TO_REWARDER,tag_only
1,174,16,0.6839080459770115,0.49173741196121057,0.7663775788232295,RESPONSE_TO_REWARDER,config_plus_tag
2,173,19,0.5664739884393064,0.38947842152636314,0.7853240402101288,RESPONSE_TO_REWARDER,config_plus_tag
3,171,18,0.631578947368421,0.46096306685366994,0.8293670194621237,RESPONSE_TO_REWARDER,config_plus_tag
4,173,17,0.6820809248554913,0.5045405982905984,0.7427387221856545,RESPONSE_TO_REWARDER,config_plus_tag
5,172,15,0.6104651162790697,0.42711914709038196,0.8120782239155095,RESPONSE_TO_REWARDER,config_plus_tag
