simbench_row_id,dataset_name,group_size,tvd_baseline,tvd_twin,jsd_baseline,jsd_twin,predicted_entropy_baseline,predicted_entropy_twin,normalized_predicted_entropy_baseline,normalized_predicted_entropy_twin,modal_match_baseline,modal_match_twin
simbenchpop_001797,ChaosNLI,100,0.19,0.205625,0.060478598954559,0.0647428005965671,0.8018185525433373,0.8468548226885892,0.7298466991620975,0.7708404788692689,1.0,1
simbenchpop_001798,ChaosNLI,100,0.15,0.62765625,0.0282779372561512,0.2130701803120903,0.8018185525433373,0.8891957303794352,0.7298466991620975,0.8093808339404629,1.0,0
simbenchpop_001799,ChaosNLI,100,0.1399999999999999,0.3076562499999999,0.014973058499008,0.0486475434318754,0.8018185525433373,0.900949773094598,0.7298466991620975,0.8200798246912514,1.0,0
simbenchpop_001800,ChaosNLI,100,0.66,0.1690625,0.2583805437567485,0.0500839837485366,0.8018185525433373,0.898360254330091,0.7298466991620975,0.817722743133711,0.0,1
simbenchpop_001801,ChaosNLI,100,0.64,0.15015625,0.235204446267431,0.0332241766082675,0.8018185525433373,0.898342991751846,0.7298466991620975,0.8177070300578395,0.0,1
simbenchpop_001802,ChaosNLI,100,0.8,0.26296875,0.4228104552401625,0.1011290883006834,0.8018185525433373,0.7427542367485717,0.7298466991620975,0.6760840420318267,0.0,1
simbenchpop_001803,ChaosNLI,100,0.3099999999999999,0.49203125,0.0856969383558602,0.1690265203230893,0.6474466390346325,0.6910937727269659,0.9340680553754912,0.9970375587024382,1.0,0
simbenchpop_001804,ChaosNLI,100,0.36,0.30453125,0.0709849092879428,0.0510449237487289,0.8018185525433373,0.9140369709992066,0.7298466991620975,0.8319923055906547,0.0,0
simbenchpop_001805,ChaosNLI,100,0.3399999999999999,0.1939884868421052,0.1196694001153542,0.0592427090688286,0.6474466390346325,0.5058821729727283,0.9340680553754912,0.7298337022218879,1.0,1
simbenchpop_001806,ChaosNLI,100,0.72,0.1884375,0.3014183394081783,0.0457611609393859,0.8018185525433373,0.7512713148891031,0.7298466991620975,0.6838366206515845,0.0,1
simbenchpop_001807,ChaosNLI,100,0.2899999999999999,0.1439884868421052,0.0700491713409511,0.0237353271122449,0.6474466390346325,0.5058821729727283,0.9340680553754912,0.7298337022218879,1.0,1
simbenchpop_001808,ChaosNLI,100,0.31,0.259375,0.0553421378161413,0.0408756645317198,0.8018185525433373,0.7686325994157908,0.7298466991620975,0.699639542852405,0.0,1
simbenchpop_001809,ChaosNLI,100,0.2799999999999999,0.31171875,0.0526263986464683,0.0609441585182003,0.8018185525433373,0.7671273105748363,0.7298466991620975,0.6982693699019646,1.0,0
simbenchpop_001810,ChaosNLI,100,0.1899999999999999,0.0902101608187134,0.0242035730559788,0.0062807413324508,0.6474466390346325,0.5625659121186493,0.9340680553754912,0.8116110515867517,1.0,1
simbenchpop_001811,ChaosNLI,100,0.6399999999999999,0.1185937499999999,0.2319912909834721,0.0336497055086627,0.8018185525433373,0.765959342189235,0.7298466991620975,0.6972062392619303,0.0,1
simbenchpop_001812,ChaosNLI,100,0.1099999999999999,0.47390625,0.0130979477065469,0.1313961515956104,0.8018185525433373,0.8973432167047288,0.7298466991620975,0.8167969955921509,1.0,0
simbenchpop_001813,ChaosNLI,100,0.48,0.1457072368421052,0.1251921207039552,0.0146082423696055,0.6474466390346325,0.6235912492225808,0.9340680553754912,0.899652002795171,0.0,1
simbenchpop_001814,ChaosNLI,100,0.1099999999999999,0.05546875,0.0075007823564687,0.0023488805072001,0.8018185525433373,0.9148926613235252,0.7298466991620975,0.8327711884896946,1.0,1
simbenchpop_001815,ChaosNLI,100,0.3899999999999999,0.2143749999999999,0.0870765676651557,0.0251230984306177,0.8018185525433373,0.9649431554921032,0.7298466991620975,0.8783291115939921,0.0,0
simbenchpop_001816,ChaosNLI,100,0.3099999999999999,0.2045312499999999,0.0856969383558602,0.0469594746390185,0.6474466390346325,0.5562469633649101,0.9340680553754912,0.8024947355561007,1.0,1
simbenchpop_001817,ChaosNLI,100,0.3299999999999999,0.2143749999999999,0.1061482628941617,0.0597310656052508,0.6474466390346325,0.5445089017353929,0.9340680553754912,0.7855602922535473,1.0,1
simbenchpop_001818,ChaosNLI,100,0.1299999999999999,0.47984375,0.042875226486985,0.1394725638089396,0.8018185525433373,0.7722186473197664,0.7298466991620975,0.7029037043231666,1.0,0
simbenchpop_001819,ChaosNLI,100,0.3399999999999999,0.2174259868421052,0.1196694001153542,0.0682783974560481,0.6474466390346325,0.5361473776493607,0.9340680553754912,0.773497162920355,1.0,1
