participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.in_deception,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.simulated_play_time,session.config.participation_fee,session.prolific_completion_url,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.player.q1,introduction.1.player.q2,introduction.1.player.q3,introduction.1.player.q4,introduction.1.player.q5,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,bonus_game.1.player.id_in_group,bonus_game.1.player.role,bonus_game.1.player.payoff,bonus_game.1.player.time_spent,bonus_game.1.player.potential_payoff,bonus_game.1.player.decision,bonus_game.1.player.in_deception,bonus_game.1.group.id_in_subsession,bonus_game.1.subsession.round_number,bonus_game.2.player.id_in_group,bonus_game.2.player.role,bonus_game.2.player.payoff,bonus_game.2.player.time_spent,bonus_game.2.player.potential_payoff,bonus_game.2.player.decision,bonus_game.2.player.in_deception,bonus_game.2.group.id_in_subsession,bonus_game.2.subsession.round_number,bonus_game.3.player.id_in_group,bonus_game.3.player.role,bonus_game.3.player.payoff,bonus_game.3.player.time_spent,bonus_game.3.player.potential_payoff,bonus_game.3.player.decision,bonus_game.3.player.in_deception,bonus_game.3.group.id_in_subsession,bonus_game.3.subsession.round_number,bonus_game.4.player.id_in_group,bonus_game.4.player.role,bonus_game.4.player.payoff,bonus_game.4.player.time_spent,bonus_game.4.player.potential_payoff,bonus_game.4.player.decision,bonus_game.4.player.in_deception,bonus_game.4.group.id_in_subsession,bonus_game.4.subsession.round_number,bonus_game.5.player.id_in_group,bonus_game.5.player.role,bonus_game.5.player.payoff,bonus_game.5.player.time_spent,bonus_game.5.player.potential_payoff,bonus_game.5.player.decision,bonus_game.5.player.in_deception,bonus_game.5.group.id_in_subsession,bonus_game.5.subsession.round_number,bonus_game.6.player.id_in_group,bonus_game.6.player.role,bonus_game.6.player.payoff,bonus_game.6.player.time_spent,bonus_game.6.player.potential_payoff,bonus_game.6.player.decision,bonus_game.6.player.in_deception,bonus_game.6.group.id_in_subsession,bonus_game.6.subsession.round_number,bonus_game.7.player.id_in_group,bonus_game.7.player.role,bonus_game.7.player.payoff,bonus_game.7.player.time_spent,bonus_game.7.player.potential_payoff,bonus_game.7.player.decision,bonus_game.7.player.in_deception,bonus_game.7.group.id_in_subsession,bonus_game.7.subsession.round_number,bonus_game.8.player.id_in_group,bonus_game.8.player.role,bonus_game.8.player.payoff,bonus_game.8.player.time_spent,bonus_game.8.player.potential_payoff,bonus_game.8.player.decision,bonus_game.8.player.in_deception,bonus_game.8.group.id_in_subsession,bonus_game.8.subsession.round_number,bonus_game.9.player.id_in_group,bonus_game.9.player.role,bonus_game.9.player.payoff,bonus_game.9.player.time_spent,bonus_game.9.player.potential_payoff,bonus_game.9.player.decision,bonus_game.9.player.in_deception,bonus_game.9.group.id_in_subsession,bonus_game.9.subsession.round_number,bonus_game.10.player.id_in_group,bonus_game.10.player.role,bonus_game.10.player.payoff,bonus_game.10.player.time_spent,bonus_game.10.player.potential_payoff,bonus_game.10.player.decision,bonus_game.10.player.in_deception,bonus_game.10.group.id_in_subsession,bonus_game.10.subsession.round_number,bonus_game.11.player.id_in_group,bonus_game.11.player.role,bonus_game.11.player.payoff,bonus_game.11.player.time_spent,bonus_game.11.player.potential_payoff,bonus_game.11.player.decision,bonus_game.11.player.in_deception,bonus_game.11.group.id_in_subsession,bonus_game.11.subsession.round_number,bret.1.player.id_in_group,bret.1.player.role,bret.1.player.payoff,bret.1.player.bomb,bret.1.player.bomb_row,bret.1.player.bomb_col,bret.1.player.boxes_collected,bret.1.player.pay_this_round,bret.1.player.round_result,bret.1.group.id_in_subsession,bret.1.subsession.round_number,debrief.1.player.id_in_group,debrief.1.player.role,debrief.1.player.payoff,debrief.1.player.debrief,debrief.1.player.debrief2,debrief.1.group.id_in_subsession,debrief.1.subsession.round_number,thanks.1.player.id_in_group,thanks.1.player.role,thanks.1.player.payoff,thanks.1.group.id_in_subsession,thanks.1.subsession.round_number
2305,6q8qohxp,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2305,,0.0,,,,,,1,1,2305,,0.0,,,,,1,1,2305,,0.0,,,,,1,2,2305,,0.0,,,,,1,3,2305,,0.0,,,,,1,4,2305,,0.0,,,,,1,5,2305,,0.0,,,,,1,6,2305,,0.0,,,,,1,7,2305,,0.0,,,,,1,8,2305,,0.0,,,,,1,9,2305,,0.0,,,,,1,10,2305,,0.0,,,,,1,11,2305,,0.0,,,,,,,1,1,2305,,0.0,,,1,1,2305,,0.0,1,1
2306,30sgxcyw,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2306,,0.0,,,,,,1,1,2306,,0.0,,,,,1,1,2306,,0.0,,,,,1,2,2306,,0.0,,,,,1,3,2306,,0.0,,,,,1,4,2306,,0.0,,,,,1,5,2306,,0.0,,,,,1,6,2306,,0.0,,,,,1,7,2306,,0.0,,,,,1,8,2306,,0.0,,,,,1,9,2306,,0.0,,,,,1,10,2306,,0.0,,,,,1,11,2306,,0.0,,,,,,,1,1,2306,,0.0,,,1,1,2306,,0.0,1,1
2307,h4k4bzip,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2307,,0.0,,,,,,1,1,2307,,0.0,,,,,1,1,2307,,0.0,,,,,1,2,2307,,0.0,,,,,1,3,2307,,0.0,,,,,1,4,2307,,0.0,,,,,1,5,2307,,0.0,,,,,1,6,2307,,0.0,,,,,1,7,2307,,0.0,,,,,1,8,2307,,0.0,,,,,1,9,2307,,0.0,,,,,1,10,2307,,0.0,,,,,1,11,2307,,0.0,,,,,,,1,1,2307,,0.0,,,1,1,2307,,0.0,1,1
2308,w67xu1wv,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2308,,0.0,,,,,,1,1,2308,,0.0,,,,,1,1,2308,,0.0,,,,,1,2,2308,,0.0,,,,,1,3,2308,,0.0,,,,,1,4,2308,,0.0,,,,,1,5,2308,,0.0,,,,,1,6,2308,,0.0,,,,,1,7,2308,,0.0,,,,,1,8,2308,,0.0,,,,,1,9,2308,,0.0,,,,,1,10,2308,,0.0,,,,,1,11,2308,,0.0,,,,,,,1,1,2308,,0.0,,,1,1,2308,,0.0,1,1
2309,kqteok9o,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2309,,0.0,,,,,,1,1,2309,,0.0,,,,,1,1,2309,,0.0,,,,,1,2,2309,,0.0,,,,,1,3,2309,,0.0,,,,,1,4,2309,,0.0,,,,,1,5,2309,,0.0,,,,,1,6,2309,,0.0,,,,,1,7,2309,,0.0,,,,,1,8,2309,,0.0,,,,,1,9,2309,,0.0,,,,,1,10,2309,,0.0,,,,,1,11,2309,,0.0,,,,,,,1,1,2309,,0.0,,,1,1,2309,,0.0,1,1
2310,m237dt1e,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2310,,0.0,,,,,,1,1,2310,,0.0,,,,,1,1,2310,,0.0,,,,,1,2,2310,,0.0,,,,,1,3,2310,,0.0,,,,,1,4,2310,,0.0,,,,,1,5,2310,,0.0,,,,,1,6,2310,,0.0,,,,,1,7,2310,,0.0,,,,,1,8,2310,,0.0,,,,,1,9,2310,,0.0,,,,,1,10,2310,,0.0,,,,,1,11,2310,,0.0,,,,,,,1,1,2310,,0.0,,,1,1,2310,,0.0,1,1
2311,oyzz0v79,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2311,,0.0,,,,,,1,1,2311,,0.0,,,,,1,1,2311,,0.0,,,,,1,2,2311,,0.0,,,,,1,3,2311,,0.0,,,,,1,4,2311,,0.0,,,,,1,5,2311,,0.0,,,,,1,6,2311,,0.0,,,,,1,7,2311,,0.0,,,,,1,8,2311,,0.0,,,,,1,9,2311,,0.0,,,,,1,10,2311,,0.0,,,,,1,11,2311,,0.0,,,,,,,1,1,2311,,0.0,,,1,1,2311,,0.0,1,1
2312,bdmhozl4,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2312,,0.0,,,,,,1,1,2312,,0.0,,,,,1,1,2312,,0.0,,,,,1,2,2312,,0.0,,,,,1,3,2312,,0.0,,,,,1,4,2312,,0.0,,,,,1,5,2312,,0.0,,,,,1,6,2312,,0.0,,,,,1,7,2312,,0.0,,,,,1,8,2312,,0.0,,,,,1,9,2312,,0.0,,,,,1,10,2312,,0.0,,,,,1,11,2312,,0.0,,,,,,,1,1,2312,,0.0,,,1,1,2312,,0.0,1,1
2313,iqrmukwt,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2313,,0.0,,,,,,1,1,2313,,0.0,,,,,1,1,2313,,0.0,,,,,1,2,2313,,0.0,,,,,1,3,2313,,0.0,,,,,1,4,2313,,0.0,,,,,1,5,2313,,0.0,,,,,1,6,2313,,0.0,,,,,1,7,2313,,0.0,,,,,1,8,2313,,0.0,,,,,1,9,2313,,0.0,,,,,1,10,2313,,0.0,,,,,1,11,2313,,0.0,,,,,,,1,1,2313,,0.0,,,1,1,2313,,0.0,1,1
2314,b7kl3xut,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2314,,0.0,,,,,,1,1,2314,,0.0,,,,,1,1,2314,,0.0,,,,,1,2,2314,,0.0,,,,,1,3,2314,,0.0,,,,,1,4,2314,,0.0,,,,,1,5,2314,,0.0,,,,,1,6,2314,,0.0,,,,,1,7,2314,,0.0,,,,,1,8,2314,,0.0,,,,,1,9,2314,,0.0,,,,,1,10,2314,,0.0,,,,,1,11,2314,,0.0,,,,,,,1,1,2314,,0.0,,,1,1,2314,,0.0,1,1
2315,fz50w692,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2315,,0.0,,,,,,1,1,2315,,0.0,,,,,1,1,2315,,0.0,,,,,1,2,2315,,0.0,,,,,1,3,2315,,0.0,,,,,1,4,2315,,0.0,,,,,1,5,2315,,0.0,,,,,1,6,2315,,0.0,,,,,1,7,2315,,0.0,,,,,1,8,2315,,0.0,,,,,1,9,2315,,0.0,,,,,1,10,2315,,0.0,,,,,1,11,2315,,0.0,,,,,,,1,1,2315,,0.0,,,1,1,2315,,0.0,1,1
2316,4a8aiuzs,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2316,,0.0,,,,,,1,1,2316,,0.0,,,,,1,1,2316,,0.0,,,,,1,2,2316,,0.0,,,,,1,3,2316,,0.0,,,,,1,4,2316,,0.0,,,,,1,5,2316,,0.0,,,,,1,6,2316,,0.0,,,,,1,7,2316,,0.0,,,,,1,8,2316,,0.0,,,,,1,9,2316,,0.0,,,,,1,10,2316,,0.0,,,,,1,11,2316,,0.0,,,,,,,1,1,2316,,0.0,,,1,1,2316,,0.0,1,1
2317,mok5lgck,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2317,,0.0,,,,,,1,1,2317,,0.0,,,,,1,1,2317,,0.0,,,,,1,2,2317,,0.0,,,,,1,3,2317,,0.0,,,,,1,4,2317,,0.0,,,,,1,5,2317,,0.0,,,,,1,6,2317,,0.0,,,,,1,7,2317,,0.0,,,,,1,8,2317,,0.0,,,,,1,9,2317,,0.0,,,,,1,10,2317,,0.0,,,,,1,11,2317,,0.0,,,,,,,1,1,2317,,0.0,,,1,1,2317,,0.0,1,1
2318,t48ncncd,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2318,,0.0,,,,,,1,1,2318,,0.0,,,,,1,1,2318,,0.0,,,,,1,2,2318,,0.0,,,,,1,3,2318,,0.0,,,,,1,4,2318,,0.0,,,,,1,5,2318,,0.0,,,,,1,6,2318,,0.0,,,,,1,7,2318,,0.0,,,,,1,8,2318,,0.0,,,,,1,9,2318,,0.0,,,,,1,10,2318,,0.0,,,,,1,11,2318,,0.0,,,,,,,1,1,2318,,0.0,,,1,1,2318,,0.0,1,1
2319,pw5dl6v1,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2319,,0.0,,,,,,1,1,2319,,0.0,,,,,1,1,2319,,0.0,,,,,1,2,2319,,0.0,,,,,1,3,2319,,0.0,,,,,1,4,2319,,0.0,,,,,1,5,2319,,0.0,,,,,1,6,2319,,0.0,,,,,1,7,2319,,0.0,,,,,1,8,2319,,0.0,,,,,1,9,2319,,0.0,,,,,1,10,2319,,0.0,,,,,1,11,2319,,0.0,,,,,,,1,1,2319,,0.0,,,1,1,2319,,0.0,1,1
2320,e32yutej,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2320,,0.0,,,,,,1,1,2320,,0.0,,,,,1,1,2320,,0.0,,,,,1,2,2320,,0.0,,,,,1,3,2320,,0.0,,,,,1,4,2320,,0.0,,,,,1,5,2320,,0.0,,,,,1,6,2320,,0.0,,,,,1,7,2320,,0.0,,,,,1,8,2320,,0.0,,,,,1,9,2320,,0.0,,,,,1,10,2320,,0.0,,,,,1,11,2320,,0.0,,,,,,,1,1,2320,,0.0,,,1,1,2320,,0.0,1,1
2321,vq4kbj8v,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2321,,0.0,,,,,,1,1,2321,,0.0,,,,,1,1,2321,,0.0,,,,,1,2,2321,,0.0,,,,,1,3,2321,,0.0,,,,,1,4,2321,,0.0,,,,,1,5,2321,,0.0,,,,,1,6,2321,,0.0,,,,,1,7,2321,,0.0,,,,,1,8,2321,,0.0,,,,,1,9,2321,,0.0,,,,,1,10,2321,,0.0,,,,,1,11,2321,,0.0,,,,,,,1,1,2321,,0.0,,,1,1,2321,,0.0,1,1
2322,0cw3e7f0,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2322,,0.0,,,,,,1,1,2322,,0.0,,,,,1,1,2322,,0.0,,,,,1,2,2322,,0.0,,,,,1,3,2322,,0.0,,,,,1,4,2322,,0.0,,,,,1,5,2322,,0.0,,,,,1,6,2322,,0.0,,,,,1,7,2322,,0.0,,,,,1,8,2322,,0.0,,,,,1,9,2322,,0.0,,,,,1,10,2322,,0.0,,,,,1,11,2322,,0.0,,,,,,,1,1,2322,,0.0,,,1,1,2322,,0.0,1,1
2323,xlddrjfb,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2323,,0.0,,,,,,1,1,2323,,0.0,,,,,1,1,2323,,0.0,,,,,1,2,2323,,0.0,,,,,1,3,2323,,0.0,,,,,1,4,2323,,0.0,,,,,1,5,2323,,0.0,,,,,1,6,2323,,0.0,,,,,1,7,2323,,0.0,,,,,1,8,2323,,0.0,,,,,1,9,2323,,0.0,,,,,1,10,2323,,0.0,,,,,1,11,2323,,0.0,,,,,,,1,1,2323,,0.0,,,1,1,2323,,0.0,1,1
2324,ohgvf404,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2324,,0.0,,,,,,1,1,2324,,0.0,,,,,1,1,2324,,0.0,,,,,1,2,2324,,0.0,,,,,1,3,2324,,0.0,,,,,1,4,2324,,0.0,,,,,1,5,2324,,0.0,,,,,1,6,2324,,0.0,,,,,1,7,2324,,0.0,,,,,1,8,2324,,0.0,,,,,1,9,2324,,0.0,,,,,1,10,2324,,0.0,,,,,1,11,2324,,0.0,,,,,,,1,1,2324,,0.0,,,1,1,2324,,0.0,1,1
2325,xgy9ylg6,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2325,,0.0,,,,,,1,1,2325,,0.0,,,,,1,1,2325,,0.0,,,,,1,2,2325,,0.0,,,,,1,3,2325,,0.0,,,,,1,4,2325,,0.0,,,,,1,5,2325,,0.0,,,,,1,6,2325,,0.0,,,,,1,7,2325,,0.0,,,,,1,8,2325,,0.0,,,,,1,9,2325,,0.0,,,,,1,10,2325,,0.0,,,,,1,11,2325,,0.0,,,,,,,1,1,2325,,0.0,,,1,1,2325,,0.0,1,1
2326,s3qa3l3z,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2326,,0.0,,,,,,1,1,2326,,0.0,,,,,1,1,2326,,0.0,,,,,1,2,2326,,0.0,,,,,1,3,2326,,0.0,,,,,1,4,2326,,0.0,,,,,1,5,2326,,0.0,,,,,1,6,2326,,0.0,,,,,1,7,2326,,0.0,,,,,1,8,2326,,0.0,,,,,1,9,2326,,0.0,,,,,1,10,2326,,0.0,,,,,1,11,2326,,0.0,,,,,,,1,1,2326,,0.0,,,1,1,2326,,0.0,1,1
2327,4ck13xcd,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2327,,0.0,,,,,,1,1,2327,,0.0,,,,,1,1,2327,,0.0,,,,,1,2,2327,,0.0,,,,,1,3,2327,,0.0,,,,,1,4,2327,,0.0,,,,,1,5,2327,,0.0,,,,,1,6,2327,,0.0,,,,,1,7,2327,,0.0,,,,,1,8,2327,,0.0,,,,,1,9,2327,,0.0,,,,,1,10,2327,,0.0,,,,,1,11,2327,,0.0,,,,,,,1,1,2327,,0.0,,,1,1,2327,,0.0,1,1
2328,7rgdo7hf,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2328,,0.0,,,,,,1,1,2328,,0.0,,,,,1,1,2328,,0.0,,,,,1,2,2328,,0.0,,,,,1,3,2328,,0.0,,,,,1,4,2328,,0.0,,,,,1,5,2328,,0.0,,,,,1,6,2328,,0.0,,,,,1,7,2328,,0.0,,,,,1,8,2328,,0.0,,,,,1,9,2328,,0.0,,,,,1,10,2328,,0.0,,,,,1,11,2328,,0.0,,,,,,,1,1,2328,,0.0,,,1,1,2328,,0.0,1,1
2329,raw6hkot,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2329,,0.0,,,,,,1,1,2329,,0.0,,,,,1,1,2329,,0.0,,,,,1,2,2329,,0.0,,,,,1,3,2329,,0.0,,,,,1,4,2329,,0.0,,,,,1,5,2329,,0.0,,,,,1,6,2329,,0.0,,,,,1,7,2329,,0.0,,,,,1,8,2329,,0.0,,,,,1,9,2329,,0.0,,,,,1,10,2329,,0.0,,,,,1,11,2329,,0.0,,,,,,,1,1,2329,,0.0,,,1,1,2329,,0.0,1,1
2330,clyscyh8,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2330,,0.0,,,,,,1,1,2330,,0.0,,,,,1,1,2330,,0.0,,,,,1,2,2330,,0.0,,,,,1,3,2330,,0.0,,,,,1,4,2330,,0.0,,,,,1,5,2330,,0.0,,,,,1,6,2330,,0.0,,,,,1,7,2330,,0.0,,,,,1,8,2330,,0.0,,,,,1,9,2330,,0.0,,,,,1,10,2330,,0.0,,,,,1,11,2330,,0.0,,,,,,,1,1,2330,,0.0,,,1,1,2330,,0.0,1,1
2331,dwlwzz70,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2331,,0.0,,,,,,1,1,2331,,0.0,,,,,1,1,2331,,0.0,,,,,1,2,2331,,0.0,,,,,1,3,2331,,0.0,,,,,1,4,2331,,0.0,,,,,1,5,2331,,0.0,,,,,1,6,2331,,0.0,,,,,1,7,2331,,0.0,,,,,1,8,2331,,0.0,,,,,1,9,2331,,0.0,,,,,1,10,2331,,0.0,,,,,1,11,2331,,0.0,,,,,,,1,1,2331,,0.0,,,1,1,2331,,0.0,1,1
2332,cckth38e,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2332,,0.0,,,,,,1,1,2332,,0.0,,,,,1,1,2332,,0.0,,,,,1,2,2332,,0.0,,,,,1,3,2332,,0.0,,,,,1,4,2332,,0.0,,,,,1,5,2332,,0.0,,,,,1,6,2332,,0.0,,,,,1,7,2332,,0.0,,,,,1,8,2332,,0.0,,,,,1,9,2332,,0.0,,,,,1,10,2332,,0.0,,,,,1,11,2332,,0.0,,,,,,,1,1,2332,,0.0,,,1,1,2332,,0.0,1,1
2333,6fsboyqy,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2333,,0.0,,,,,,1,1,2333,,0.0,,,,,1,1,2333,,0.0,,,,,1,2,2333,,0.0,,,,,1,3,2333,,0.0,,,,,1,4,2333,,0.0,,,,,1,5,2333,,0.0,,,,,1,6,2333,,0.0,,,,,1,7,2333,,0.0,,,,,1,8,2333,,0.0,,,,,1,9,2333,,0.0,,,,,1,10,2333,,0.0,,,,,1,11,2333,,0.0,,,,,,,1,1,2333,,0.0,,,1,1,2333,,0.0,1,1
2334,n1ndihr2,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2334,,0.0,,,,,,1,1,2334,,0.0,,,,,1,1,2334,,0.0,,,,,1,2,2334,,0.0,,,,,1,3,2334,,0.0,,,,,1,4,2334,,0.0,,,,,1,5,2334,,0.0,,,,,1,6,2334,,0.0,,,,,1,7,2334,,0.0,,,,,1,8,2334,,0.0,,,,,1,9,2334,,0.0,,,,,1,10,2334,,0.0,,,,,1,11,2334,,0.0,,,,,,,1,1,2334,,0.0,,,1,1,2334,,0.0,1,1
2335,d2tzzqgs,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2335,,0.0,,,,,,1,1,2335,,0.0,,,,,1,1,2335,,0.0,,,,,1,2,2335,,0.0,,,,,1,3,2335,,0.0,,,,,1,4,2335,,0.0,,,,,1,5,2335,,0.0,,,,,1,6,2335,,0.0,,,,,1,7,2335,,0.0,,,,,1,8,2335,,0.0,,,,,1,9,2335,,0.0,,,,,1,10,2335,,0.0,,,,,1,11,2335,,0.0,,,,,,,1,1,2335,,0.0,,,1,1,2335,,0.0,1,1
2336,4m3i28rc,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2336,,0.0,,,,,,1,1,2336,,0.0,,,,,1,1,2336,,0.0,,,,,1,2,2336,,0.0,,,,,1,3,2336,,0.0,,,,,1,4,2336,,0.0,,,,,1,5,2336,,0.0,,,,,1,6,2336,,0.0,,,,,1,7,2336,,0.0,,,,,1,8,2336,,0.0,,,,,1,9,2336,,0.0,,,,,1,10,2336,,0.0,,,,,1,11,2336,,0.0,,,,,,,1,1,2336,,0.0,,,1,1,2336,,0.0,1,1
2337,85ko5c90,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2337,,0.0,,,,,,1,1,2337,,0.0,,,,,1,1,2337,,0.0,,,,,1,2,2337,,0.0,,,,,1,3,2337,,0.0,,,,,1,4,2337,,0.0,,,,,1,5,2337,,0.0,,,,,1,6,2337,,0.0,,,,,1,7,2337,,0.0,,,,,1,8,2337,,0.0,,,,,1,9,2337,,0.0,,,,,1,10,2337,,0.0,,,,,1,11,2337,,0.0,,,,,,,1,1,2337,,0.0,,,1,1,2337,,0.0,1,1
2338,vspc8jty,,0,0,44,,,,0,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2338,,0.0,,,,,,1,1,2338,,0.0,,,,,1,1,2338,,0.0,,,,,1,2,2338,,0.0,,,,,1,3,2338,,0.0,,,,,1,4,2338,,0.0,,,,,1,5,2338,,0.0,,,,,1,6,2338,,0.0,,,,,1,7,2338,,0.0,,,,,1,8,2338,,0.0,,,,,1,9,2338,,0.0,,,,,1,10,2338,,0.0,,,,,1,11,2338,,0.0,,,,,,,1,1,2338,,0.0,,,1,1,2338,,0.0,1,1
2339,hh6s57c7,,0,0,44,,,,0,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,2339,,0.0,,,,,,1,1,2339,,0.0,,,,,1,1,2339,,0.0,,,,,1,2,2339,,0.0,,,,,1,3,2339,,0.0,,,,,1,4,2339,,0.0,,,,,1,5,2339,,0.0,,,,,1,6,2339,,0.0,,,,,1,7,2339,,0.0,,,,,1,8,2339,,0.0,,,,,1,9,2339,,0.0,,,,,1,10,2339,,0.0,,,,,1,11,2339,,0.0,,,,,,,1,1,2339,,0.0,,,1,1,2339,,0.0,1,1
