experiment,cohort,stage,round,turn,participant,type,start,end,duration(ms),duration(s),turn duration(ms),turn duration(s),round duration(ms),round duration(s),game duration(ms),game duration(s)
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,1,2,buffalo-red-6989,response,1741276448220,1741276451510.0,3290.0,3.29,22456.0,22.456,62998.0,62.998,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,0,dog-orange-384,proposal,1741276456031,1741276464387,8356,8.356,17128.0,17.128,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,0,cat-pink-8143,response,1741276464387,1741276473159.0,8772.0,8.772,17128.0,17.128,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,0,buffalo-red-6989,response,1741276464387,1741276467203.0,2816.0,2.816,17128.0,17.128,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,1,buffalo-red-6989,proposal,1741276473159.0,1741276480552,7393.0,7.393,10861.0,10.861,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,1,cat-pink-8143,response,1741276480552,1741276484361.0,3809.0,3.809,10861.0,10.861,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,1,dog-orange-384,response,1741276480552,1741276483892.0,3340.0,3.34,10861.0,10.861,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,2,cat-pink-8143,proposal,1741276484361.0,1741276496990,12629.0,12.629,16251.0,16.251,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,2,buffalo-red-6989,response,1741276496990,1741276499579.0,2589.0,2.589,16251.0,16.251,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,First negotiation game-negotiation1,2,2,dog-orange-384,response,1741276496990,1741276500872.0,3882.0,3.882,16251.0,16.251,44240.0,44.24,219487.0,219.487
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,0,dog-orange-384,proposal,1741276525959,1741276533596,7637,7.637,14415.0,14.415,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,0,buffalo-red-6989,response,1741276533596,1741276540374.0,6778.0,6.778,14415.0,14.415,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,0,cat-pink-8143,response,1741276533596,1741276538763.0,5167.0,5.167,14415.0,14.415,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,1,buffalo-red-6989,proposal,1741276540374.0,1741276565630,25256.0,25.256,31829.0,31.829,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,1,dog-orange-384,response,1741276565630,1741276568427.0,2797.0,2.797,31829.0,31.829,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,1,cat-pink-8143,response,1741276565630,1741276573023.0,7393.0,7.393,31829.0,31.829,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,2,cat-pink-8143,proposal,1741276573023.0,1741276593320,20297.0,20.297,22978.0,22.978,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,2,dog-orange-384,response,1741276593320,1741276595643.0,2323.0,2.323,22978.0,22.978,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,0,2,buffalo-red-6989,response,1741276593320,1741276596221.0,2901.0,2.901,22978.0,22.978,69222.0,69.222,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,0,dog-orange-384,proposal,1741276596511,1741276602789,6278,6.278,16078.0,16.078,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,0,cat-pink-8143,response,1741276602789,1741276612589.0,9800.0,9.8,16078.0,16.078,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,0,buffalo-red-6989,response,1741276602789,1741276608705.0,5916.0,5.916,16078.0,16.078,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,1,buffalo-red-6989,proposal,1741276612589.0,1741276634933,22344.0,22.344,26077.0,26.077,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,1,cat-pink-8143,response,1741276634933,1741276638920.0,3987.0,3.987,26077.0,26.077,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,1,dog-orange-384,response,1741276634933,1741276637157.0,2224.0,2.224,26077.0,26.077,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,2,cat-pink-8143,proposal,1741276638920.0,1741276649434,10514.0,10.514,37392.0,37.392,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,2,buffalo-red-6989,response,1741276649434,1741276676584.0,27150.0,27.15,37392.0,37.392,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,1,2,dog-orange-384,response,1741276649434,1741276651565.0,2131.0,2.131,37392.0,37.392,79547.0,79.547,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,0,dog-orange-384,proposal,1741276676795,1741276687478,10683,10.683,17442.0,17.442,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,0,cat-pink-8143,response,1741276687478,1741276694237.0,6759.0,6.759,17442.0,17.442,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,0,buffalo-red-6989,response,1741276687478,1741276691783.0,4305.0,4.305,17442.0,17.442,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,1,buffalo-red-6989,proposal,1741276694237.0,1741276702676,8439.0,8.439,18258.0,18.258,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,1,dog-orange-384,response,1741276702676,1741276706978.0,4302.0,4.302,18258.0,18.258,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,1,cat-pink-8143,response,1741276702676,1741276712765.0,10089.0,10.089,18258.0,18.258,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,2,cat-pink-8143,proposal,1741276712765.0,1741276725381,12616.0,12.616,14493.0,14.493,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,2,buffalo-red-6989,response,1741276725381,1741276727521.0,2140.0,2.14,14493.0,14.493,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 01-m7xia7,Second negotiation game-negotiation2_alternate_profile,2,2,dog-orange-384,response,1741276725381,1741276727392.0,2011.0,2.011,14493.0,14.493,50193.0,50.193,198962.0,198.962
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,0,otter-blue-1497,proposal,1741276675365,1741276687992,12627,12.627,18741.0,18.741,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,0,badger-red-827,response,1741276687992,1741276694106.0,6114.0,6.114,18741.0,18.741,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,0,peacock-pink-777,response,1741276687992,1741276692668.0,4676.0,4.676,18741.0,18.741,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,1,peacock-pink-777,proposal,1741276694106.0,1741276720197,26091.0,26.091,35670.0,35.67,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,1,badger-red-827,response,1741276720197,1741276730007.0,9810.0,9.81,35670.0,35.67,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,1,otter-blue-1497,response,1741276720197,1741276726559.0,6362.0,6.362,35670.0,35.67,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,2,badger-red-827,proposal,1741276730007.0,1741276749635,19628.0,19.628,38781.0,38.781,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,2,peacock-pink-777,response,1741276749635,1741276769004.0,19369.0,19.369,38781.0,38.781,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,0,2,otter-blue-1497,response,1741276749635,1741276755015.0,5380.0,5.38,38781.0,38.781,93192.0,93.192,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,0,otter-blue-1497,proposal,1741276769287,1741276786758,17471,17.471,35105.0,35.105,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,0,peacock-pink-777,response,1741276786758,1741276804392.0,17634.0,17.634,35105.0,35.105,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,0,badger-red-827,response,1741276786758,1741276790653.0,3895.0,3.895,35105.0,35.105,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,1,peacock-pink-777,proposal,1741276804392.0,1741276852506,48114.0,48.114,54409.0,54.409,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,1,badger-red-827,response,1741276852506,1741276857668.0,5162.0,5.162,54409.0,54.409,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,1,otter-blue-1497,response,1741276852506,1741276859084.0,6578.0,6.578,54409.0,54.409,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,2,badger-red-827,proposal,1741276859084.0,1741276873521,14437.0,14.437,31550.0,31.55,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,2,peacock-pink-777,response,1741276873521,1741276890922.0,17401.0,17.401,31550.0,31.55,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,1,2,otter-blue-1497,response,1741276873521,1741276880614.0,7093.0,7.093,31550.0,31.55,121064.0,121.064,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,0,otter-blue-1497,proposal,1741276891287,1741276904690,13403,13.403,44786.0,44.786,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,0,badger-red-827,response,1741276904690,1741276936073.0,31383.0,31.383,44786.0,44.786,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,0,peacock-pink-777,response,1741276904690,1741276909949.0,5259.0,5.259,44786.0,44.786,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,1,peacock-pink-777,proposal,1741276936073.0,1741276987533,51460.0,51.46,64043.0,64.043,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,1,otter-blue-1497,response,1741276987533,1741277000393.0,12860.0,12.86,64043.0,64.043,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,1,badger-red-827,response,1741276987533,1741276996531.0,8998.0,8.998,64043.0,64.043,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,2,badger-red-827,proposal,1741277000393.0,1741277053516,53123.0,53.123,58917.0,58.917,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,2,peacock-pink-777,response,1741277053516,1741277059618.0,6102.0,6.102,58917.0,58.917,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,First negotiation game-negotiation1,2,2,otter-blue-1497,response,1741277053516,1741277059230.0,5714.0,5.714,58917.0,58.917,167746.0,167.746,382002.0,382.002
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,0,badger-red-827,proposal,1741277107587,1741277120852,13265,13.265,25078.0,25.078,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,0,peacock-pink-777,response,1741277120852,1741277126330.0,5478.0,5.478,25078.0,25.078,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,0,otter-blue-1497,response,1741277120852,1741277132665.0,11813.0,11.813,25078.0,25.078,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,1,peacock-pink-777,proposal,1741277132665.0,1741277151382,18717.0,18.717,40687.0,40.687,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,1,otter-blue-1497,response,1741277151382,1741277155249.0,3867.0,3.867,40687.0,40.687,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,1,badger-red-827,response,1741277151382,1741277173669.0,22287.0,22.287,40687.0,40.687,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,2,otter-blue-1497,proposal,1741277173669.0,1741277189733,16064.0,16.064,46291.0,46.291,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,2,peacock-pink-777,response,1741277189733,1741277220263.0,30530.0,30.53,46291.0,46.291,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,0,2,badger-red-827,response,1741277189733,1741277201489.0,11756.0,11.756,46291.0,46.291,112056.0,112.056,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,0,badger-red-827,proposal,1741277220713,1741277234782,14069,14.069,21425.0,21.425,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,0,otter-blue-1497,response,1741277234782,1741277242138.0,7356.0,7.356,21425.0,21.425,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,0,peacock-pink-777,response,1741277234782,1741277238523.0,3741.0,3.741,21425.0,21.425,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,1,peacock-pink-777,proposal,1741277242138.0,1741277274267,32129.0,32.129,89432.0,89.432,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,1,badger-red-827,response,1741277274267,1741277290220.0,15953.0,15.953,89432.0,89.432,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,1,otter-blue-1497,response,1741277274267,1741277331871.0,57604.0,57.604,89432.0,89.432,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,2,otter-blue-1497,proposal,1741277331871.0,1741277347167,15296.0,15.296,58088.0,58.088,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,2,badger-red-827,response,1741277347167,1741277390261.0,43094.0,43.094,58088.0,58.088,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,1,2,peacock-pink-777,response,1741277347167,1741277360939.0,13772.0,13.772,58088.0,58.088,168945.0,168.945,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,0,badger-red-827,proposal,1741277390678,1741277431903,41225,41.225,51244.0,51.244,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,0,otter-blue-1497,response,1741277431903,1741277441922.0,10019.0,10.019,51244.0,51.244,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,0,peacock-pink-777,response,1741277431903,1741277437695.0,5792.0,5.792,51244.0,51.244,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,1,peacock-pink-777,proposal,1741277441922.0,1741277519579,77657.0,77.657,92809.0,92.809,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,1,badger-red-827,response,1741277519579,1741277535027.0,15448.0,15.448,92809.0,92.809,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,1,otter-blue-1497,response,1741277519579,1741277523139.0,3560.0,3.56,92809.0,92.809,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,2,otter-blue-1497,proposal,1741277535027.0,1741277569235,34208.0,34.208,136299.0,136.299,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,2,peacock-pink-777,response,1741277569235,1741277578719.0,9484.0,9.484,136299.0,136.299,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 02-m7xiz2,Second negotiation game-negotiation2_alternate_profile,2,2,badger-red-827,response,1741277569235,1741277671601.0,102366.0,102.366,136299.0,136.299,280352.0,280.352,561353.0,561.353
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,0,ram-green-8863,proposal,1741277547891,1741277580115,32224,32.224,51640.0,51.64,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,0,alligator-red-1535,response,1741277580115,1741277599531.0,19416.0,19.416,51640.0,51.64,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,0,butterfly-green-7685,response,1741277580115,1741277587504.0,7389.0,7.389,51640.0,51.64,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,1,alligator-red-1535,proposal,1741277599531.0,1741277627259,27728.0,27.728,36243.0,36.243,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,1,butterfly-green-7685,response,1741277627259,1741277636019.0,8760.0,8.76,36243.0,36.243,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,1,ram-green-8863,response,1741277627259,1741277634071.0,6812.0,6.812,36243.0,36.243,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,2,butterfly-green-7685,proposal,1741277636019.0,1741277672636,36617.0,36.617,42303.0,42.303,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,2,alligator-red-1535,response,1741277672636,1741277677916.0,5280.0,5.28,42303.0,42.303,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,0,2,ram-green-8863,response,1741277672636,1741277678523.0,5887.0,5.887,42303.0,42.303,130186.0,130.186,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,0,ram-green-8863,proposal,1741277678780,1741277703457,24677,24.677,46072.0,46.072,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,0,alligator-red-1535,response,1741277703457,1741277724852.0,21395.0,21.395,46072.0,46.072,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,0,butterfly-green-7685,response,1741277703457,1741277708796.0,5339.0,5.339,46072.0,46.072,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,1,alligator-red-1535,proposal,1741277724852.0,1741277745423,20571.0,20.571,24788.0,24.788,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,1,ram-green-8863,response,1741277745423,1741277749508.0,4085.0,4.085,24788.0,24.788,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,1,butterfly-green-7685,response,1741277745423,1741277749888.0,4465.0,4.465,24788.0,24.788,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,2,butterfly-green-7685,proposal,1741277749888.0,1741277870883,120995.0,120.995,179495.0,179.495,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,2,alligator-red-1535,response,1741277870883,1741277929650.0,58767.0,58.767,179495.0,179.495,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,1,2,ram-green-8863,response,1741277870883,1741277873976.0,3093.0,3.093,179495.0,179.495,250355.0,250.355,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,2,0,ram-green-8863,proposal,1741277929892,1741277964548,34656,34.656,40631.0,40.631,102141.0,102.141,482682.0,482.682
🟢 2p2 (n=20),Cohort 04-m7xjm0,First negotiation game-negotiation1,2,0,butterfly-green-7685,response,1741277964548,1741277970523.0,5975.0,5.975,40631.0,40.631,102141.0,102.141,482682.0,482.682
