experiment,cohort,stage,round,turn,participant,type,start,end,duration(ms),duration(s),turn duration(ms),turn duration(s),round duration(ms),round duration(s),game duration(ms),game duration(s)
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,0,bear-red-8738,response,1741986361826,1741986369104.0,7278.0,7.278,45944.0,45.944,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,1,goose-green-9189,proposal,1741986369104.0,1741986394913,25809.0,25.809,32924.0,32.924,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,1,buffalo-yellow-4552,response,1741986394913,1741986401703.0,6790.0,6.79,32924.0,32.924,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,1,bear-red-8738,response,1741986394913,1741986402329.0,7416.0,7.416,32924.0,32.924,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,2,bear-red-8738,proposal,1741986402329.0,1741986425732,23403.0,23.403,32102.0,32.102,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,2,goose-green-9189,response,1741986425732,1741986431964.0,6232.0,6.232,32102.0,32.102,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,1,2,buffalo-yellow-4552,response,1741986425732,1741986434766.0,9034.0,9.034,32102.0,32.102,110970.0,110.97,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,0,buffalo-yellow-4552,proposal,1741986435025,1741986451031,16006,16.006,23225.0,23.225,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,0,bear-red-8738,response,1741986451031,1741986458250.0,7219.0,7.219,23225.0,23.225,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,0,goose-green-9189,response,1741986451031,1741986456219.0,5188.0,5.188,23225.0,23.225,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,1,goose-green-9189,proposal,1741986458250.0,1741986498863,40613.0,40.613,47728.0,47.728,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,1,buffalo-yellow-4552,response,1741986498863,1741986503295.0,4432.0,4.432,47728.0,47.728,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,1,bear-red-8738,response,1741986498863,1741986506240.0,7377.0,7.377,47728.0,47.728,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,2,bear-red-8738,proposal,1741986506240.0,1741986538702,32462.0,32.462,37999.0,37.999,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,2,buffalo-yellow-4552,response,1741986538702,1741986541142.0,2440.0,2.44,37999.0,37.999,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,First negotiation game-negotiation1,2,2,goose-green-9189,response,1741986538702,1741986544476.0,5774.0,5.774,37999.0,37.999,108952.0,108.952,441513.0,441.513
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,buffalo-yellow-4552,proposal,1741986593522,1741986615310,21788,21.788,50640.0,50.64,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,bear-red-8738,response,1741986615310,1741986626506.0,11196.0,11.196,50640.0,50.64,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,goose-green-9189,response,1741986615310,1741986644162.0,28852.0,28.852,50640.0,50.64,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,goose-green-9189,proposal,1741986644162.0,1741986675980,31818.0,31.818,37739.0,37.739,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,bear-red-8738,response,1741986675980,1741986682160.0,6180.0,6.18,37739.0,37.739,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,buffalo-yellow-4552,response,1741986675980,1741986680658.0,4678.0,4.678,37739.0,37.739,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,bear-red-8738,proposal,1741986682160.0,1741986705037,22877.0,22.877,28574.0,28.574,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,buffalo-yellow-4552,response,1741986705037,1741986708412.0,3375.0,3.375,28574.0,28.574,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,goose-green-9189,response,1741986705037,1741986711045.0,6008.0,6.008,28574.0,28.574,116953.0,116.953,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,buffalo-yellow-4552,proposal,1741986711264,1741986744539,33275,33.275,40574.0,40.574,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,goose-green-9189,response,1741986744539,1741986748885.0,4346.0,4.346,40574.0,40.574,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,bear-red-8738,response,1741986744539,1741986751838.0,7299.0,7.299,40574.0,40.574,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,goose-green-9189,proposal,1741986751838.0,1741986787398,35560.0,35.56,49944.0,49.944,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,bear-red-8738,response,1741986787398,1741986792396.0,4998.0,4.998,49944.0,49.944,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,buffalo-yellow-4552,response,1741986787398,1741986801992.0,14594.0,14.594,49944.0,49.944,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,bear-red-8738,proposal,1741986801992.0,1741986830706,28714.0,28.714,41853.0,41.853,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,buffalo-yellow-4552,response,1741986830706,1741986833854.0,3148.0,3.148,41853.0,41.853,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,goose-green-9189,response,1741986830706,1741986844114.0,13408.0,13.408,41853.0,41.853,132371.0,132.371,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,buffalo-yellow-4552,proposal,1741986844441,1741986861534,17093,17.093,25466.0,25.466,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,goose-green-9189,response,1741986861534,1741986866016.0,4482.0,4.482,25466.0,25.466,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,bear-red-8738,response,1741986861534,1741986869907.0,8373.0,8.373,25466.0,25.466,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,goose-green-9189,proposal,1741986869907.0,1741986897635,27728.0,27.728,36838.0,36.838,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,buffalo-yellow-4552,response,1741986897635,1741986907015.0,9380.0,9.38,36838.0,36.838,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,bear-red-8738,response,1741986897635,1741986905682.0,8047.0,8.047,36838.0,36.838,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,bear-red-8738,proposal,1741986907015.0,1741986937793,30778.0,30.778,70415.0,70.415,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,buffalo-yellow-4552,response,1741986937793,1741986977699.0,39906.0,39.906,70415.0,70.415,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,goose-green-9189,response,1741986937793,1741986940822.0,3029.0,3.029,70415.0,70.415,132719.0,132.719,382043.0,382.043
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,0,cat-purple-7074,proposal,1741986240641,1741986281211,40570,40.57,66335.0,66.335,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,0,badger-yellow-9338,response,1741986281211,1741986293898.0,12687.0,12.687,66335.0,66.335,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,0,otter-orange-7382,response,1741986281211,1741986306976.0,25765.0,25.765,66335.0,66.335,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,1,otter-orange-7382,proposal,1741986306976.0,1741986337663,30687.0,30.687,44614.0,44.614,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,1,cat-purple-7074,response,1741986337663,1741986351852.0,14189.0,14.189,44614.0,44.614,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,1,badger-yellow-9338,response,1741986337663,1741986344237.0,6574.0,6.574,44614.0,44.614,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,2,badger-yellow-9338,proposal,1741986351852.0,1741986375418,23566.0,23.566,32740.0,32.74,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,2,otter-orange-7382,response,1741986375418,1741986383329.0,7911.0,7.911,32740.0,32.74,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,0,2,cat-purple-7074,response,1741986375418,1741986384874.0,9456.0,9.456,32740.0,32.74,143689.0,143.689,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,0,cat-purple-7074,proposal,1741986385220,1741986432695,47475,47.475,55913.0,55.913,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,0,badger-yellow-9338,response,1741986432695,1741986439533.0,6838.0,6.838,55913.0,55.913,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,0,otter-orange-7382,response,1741986432695,1741986441133.0,8438.0,8.438,55913.0,55.913,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,1,otter-orange-7382,proposal,1741986441133.0,1741986460897,19764.0,19.764,25593.0,25.593,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,1,cat-purple-7074,response,1741986460897,1741986467055.0,6158.0,6.158,25593.0,25.593,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,1,badger-yellow-9338,response,1741986460897,1741986466534.0,5637.0,5.637,25593.0,25.593,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,2,badger-yellow-9338,proposal,1741986467055.0,1741986487390,20335.0,20.335,30902.0,30.902,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,2,otter-orange-7382,response,1741986487390,1741986495699.0,8309.0,8.309,30902.0,30.902,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,1,2,cat-purple-7074,response,1741986487390,1741986498236.0,10846.0,10.846,30902.0,30.902,112408.0,112.408,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,0,cat-purple-7074,proposal,1741986498472,1741986524632,26160,26.16,35446.0,35.446,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,0,otter-orange-7382,response,1741986524632,1741986533918.0,9286.0,9.286,35446.0,35.446,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,0,badger-yellow-9338,response,1741986524632,1741986529679.0,5047.0,5.047,35446.0,35.446,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,1,otter-orange-7382,proposal,1741986533918.0,1741986559523,25605.0,25.605,43040.0,43.04,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,1,cat-purple-7074,response,1741986559523,1741986577202.0,17679.0,17.679,43040.0,43.04,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,1,badger-yellow-9338,response,1741986559523,1741986564959.0,5436.0,5.436,43040.0,43.04,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,2,badger-yellow-9338,proposal,1741986577202.0,1741986598698,21496.0,21.496,29733.0,29.733,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,2,cat-purple-7074,response,1741986598698,1741986605350.0,6652.0,6.652,29733.0,29.733,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,First negotiation game-negotiation1,2,2,otter-orange-7382,response,1741986598698,1741986607203.0,8505.0,8.505,29733.0,29.733,108219.0,108.219,364316.0,364.316
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,badger-yellow-9338,proposal,1741986646405,1741986667473,21068,21.068,32349.0,32.349,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,otter-orange-7382,response,1741986667473,1741986676317.0,8844.0,8.844,32349.0,32.349,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,cat-purple-7074,response,1741986667473,1741986678754.0,11281.0,11.281,32349.0,32.349,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,cat-purple-7074,proposal,1741986678754.0,1741986713135,34381.0,34.381,40549.0,40.549,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,otter-orange-7382,response,1741986713135,1741986716566.0,3431.0,3.431,40549.0,40.549,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,badger-yellow-9338,response,1741986713135,1741986719676.0,6541.0,6.541,40549.0,40.549,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,otter-orange-7382,proposal,1741986719676.0,1741986745302,25626.0,25.626,32276.0,32.276,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,badger-yellow-9338,response,1741986745302,1741986751825.0,6523.0,6.523,32276.0,32.276,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,cat-purple-7074,response,1741986745302,1741986752160.0,6858.0,6.858,32276.0,32.276,105174.0,105.174,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,badger-yellow-9338,proposal,1741986752395,1741986768733,16338,16.338,31632.0,31.632,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,otter-orange-7382,response,1741986768733,1741986772912.0,4179.0,4.179,31632.0,31.632,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,cat-purple-7074,response,1741986768733,1741986784027.0,15294.0,15.294,31632.0,31.632,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,cat-purple-7074,proposal,1741986784027.0,1741986823939,39912.0,39.912,44062.0,44.062,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,otter-orange-7382,response,1741986823939,1741986827545.0,3606.0,3.606,44062.0,44.062,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,1,badger-yellow-9338,response,1741986823939,1741986828446.0,4507.0,4.507,44062.0,44.062,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,otter-orange-7382,proposal,1741986828446.0,1741986853511,25065.0,25.065,30317.0,30.317,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,badger-yellow-9338,response,1741986853511,1741986856652.0,3141.0,3.141,30317.0,30.317,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,1,2,cat-purple-7074,response,1741986853511,1741986859032.0,5521.0,5.521,30317.0,30.317,106011.0,106.011,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,badger-yellow-9338,proposal,1741986859315,1741986879641,20326,20.326,24456.0,24.456,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,otter-orange-7382,response,1741986879641,1741986882555.0,2914.0,2.914,24456.0,24.456,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,0,cat-purple-7074,response,1741986879641,1741986883771.0,4130.0,4.13,24456.0,24.456,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,cat-purple-7074,proposal,1741986883771.0,1741986916880,33109.0,33.109,36401.0,36.401,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,otter-orange-7382,response,1741986916880,1741986919825.0,2945.0,2.945,36401.0,36.401,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,1,badger-yellow-9338,response,1741986916880,1741986920438.0,3558.0,3.558,36401.0,36.401,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,otter-orange-7382,proposal,1741986920438.0,1741986942602,22164.0,22.164,33500.0,33.5,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,badger-yellow-9338,response,1741986942602,1741986954361.0,11759.0,11.759,33500.0,33.5,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,2,2,cat-purple-7074,response,1741986942602,1741986947327.0,4725.0,4.725,33500.0,33.5,94357.0,94.357,305542.0,305.542
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,0,squid-orange-6967,proposal,1741987561134,1741987595509,34375,34.375,74859.0,74.859,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,0,camel-blue-7414,response,1741987595509,1741987635993.0,40484.0,40.484,74859.0,74.859,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,0,lion-green-7491,response,1741987595509,1741987609691.0,14182.0,14.182,74859.0,74.859,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,1,camel-blue-7414,proposal,1741987635993.0,1741987680500,44507.0,44.507,56993.0,56.993,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,1,squid-orange-6967,response,1741987680500,1741987693854.0,13354.0,13.354,56993.0,56.993,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,1,lion-green-7491,response,1741987680500,1741987685334.0,4834.0,4.834,56993.0,56.993,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,2,lion-green-7491,proposal,1741987693854.0,1741987714944,21090.0,21.09,48072.0,48.072,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,2,camel-blue-7414,response,1741987714944,1741987742545.0,27601.0,27.601,48072.0,48.072,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,0,2,squid-orange-6967,response,1741987714944,1741987726592.0,11648.0,11.648,48072.0,48.072,179924.0,179.924,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,0,squid-orange-6967,proposal,1741987742953,1741987787487,44534,44.534,66290.0,66.29,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,0,camel-blue-7414,response,1741987787487,1741987809243.0,21756.0,21.756,66290.0,66.29,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,0,lion-green-7491,response,1741987787487,1741987789706.0,2219.0,2.219,66290.0,66.29,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,1,camel-blue-7414,proposal,1741987809243.0,1741987841461,32218.0,32.218,39693.0,39.693,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,1,lion-green-7491,response,1741987841461,1741987843817.0,2356.0,2.356,39693.0,39.693,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,1,squid-orange-6967,response,1741987841461,1741987849288.0,7827.0,7.827,39693.0,39.693,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,2,lion-green-7491,proposal,1741987849288.0,1741987872893,23605.0,23.605,35633.0,35.633,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,2,camel-blue-7414,response,1741987872893,1741987885246.0,12353.0,12.353,35633.0,35.633,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,1,2,squid-orange-6967,response,1741987872893,1741987882945.0,10052.0,10.052,35633.0,35.633,141616.0,141.616,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,0,squid-orange-6967,proposal,1741987885561,1741987907301,21740,21.74,28097.0,28.097,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,0,lion-green-7491,response,1741987907301,1741987911242.0,3941.0,3.941,28097.0,28.097,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,0,camel-blue-7414,response,1741987907301,1741987913658.0,6357.0,6.357,28097.0,28.097,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,1,camel-blue-7414,proposal,1741987913658.0,1741987945298,31640.0,31.64,38038.0,38.038,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,1,squid-orange-6967,response,1741987945298,1741987952002.0,6704.0,6.704,38038.0,38.038,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,1,lion-green-7491,response,1741987945298,1741987948455.0,3157.0,3.157,38038.0,38.038,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,2,lion-green-7491,proposal,1741987952002.0,1741987978443,26441.0,26.441,35906.0,35.906,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,2,camel-blue-7414,response,1741987978443,1741987988285.0,9842.0,9.842,35906.0,35.906,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,First negotiation game-negotiation1,2,2,squid-orange-6967,response,1741987978443,1741987987644.0,9201.0,9.201,35906.0,35.906,102041.0,102.041,423581.0,423.581
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,camel-blue-7414,proposal,1741988023145,1741988061961,38816,38.816,50798.0,50.798,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,lion-green-7491,response,1741988061961,1741988073943.0,11982.0,11.982,50798.0,50.798,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,0,squid-orange-6967,response,1741988061961,1741988072650.0,10689.0,10.689,50798.0,50.798,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,squid-orange-6967,proposal,1741988073943.0,1741988101856,27913.0,27.913,38000.0,38.0,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,camel-blue-7414,response,1741988101856,1741988112204.0,10348.0,10.348,38000.0,38.0,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,1,lion-green-7491,response,1741988101856,1741988107280.0,5424.0,5.424,38000.0,38.0,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,lion-green-7491,proposal,1741988112204.0,1741988154450,42246.0,42.246,52260.0,52.26,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,camel-blue-7414,response,1741988154450,1741988164769.0,10319.0,10.319,52260.0,52.26,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,0,2,squid-orange-6967,response,1741988154450,1741988164547.0,10097.0,10.097,52260.0,52.26,141058.0,141.058,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,camel-blue-7414,proposal,1741988165063,1741988182027,16964,16.964,25661.0,25.661,84535.0,84.535,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,lion-green-7491,response,1741988182027,1741988184874.0,2847.0,2.847,25661.0,25.661,84535.0,84.535,337691.0,337.691
🟣 4p3,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,1,0,squid-orange-6967,response,1741988182027,1741988190724.0,8697.0,8.697,25661.0,25.661,84535.0,84.535,337691.0,337.691
