StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q60,Q61,Q62,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
2021-10-12 19:22:16,2021-10-12 19:32:27,IP Address,213.205.197.126,100,610,True,2021-10-12 19:32:27,R_25GUm8BbqCOkLjc,,,,,53.495697021484375,-2.0879974365234375,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,20,20,5,5,2,5.35,5.882,5.942,2,3,1.525,3.985,4.048,2,8,2.136,4.235,4.295,2,Extremely,1.172,6.455,6.4,3,Not at all,0.311,13.395,13.463,7,2,3.689,4.306,4.367,2,7,0.346,10.319,10.383,5,6,3.844,10.765,10.823,2,2,2.686,3.343,3.3,2,2,0.248,5.496,5.553,5,8,1.766,3.512,3.568,2,Extremely,0.233,11.737,11.794,5,2,3.255,4.569,4.628,2,4,2.633,5.219,5.28,2,8,8.107,8.107,8.167,1,Extremely,3.319,11.345,11.3,4,8,8,8,61307c9877034eb12a7e21e5,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,2
2021-10-12 19:28:46,2021-10-12 19:32:49,IP Address,129.234.0.172,100,243,True,2021-10-12 19:32:49,R_Xna6AdwdIJsAUW5,,,,,54.7698974609375,-1.5590057373046875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,7,1.768,1.768,1.776,1,8,3.603,3.603,3.714,1,7,1.935,1.935,1.943,1,6,1.955,1.955,1.965,1,6,1.531,1.531,1.54,1,7,1.493,1.493,1.501,1,7,6.58,6.58,6.593,1,7,2.876,2.876,2.884,1,6,2.966,2.966,2.974,1,5,3.046,3.046,3.054,1,5,2.62,2.62,2.629,1,5,4.8,4.8,4.914,1,4,4.086,4.086,4.094,1,5,2.051,2.051,2.06,1,5,2.94,2.94,2.948,1,5,1.343,1.343,1.351,1,4,3,5,615223f242f926e1d14da5e0,0,10,1,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:28:26,2021-10-12 19:34:15,IP Address,82.44.38.154,100,349,True,2021-10-12 19:34:16,R_1dDZFXw4EcIsptL,,,,,52.4391021728515625,-1.50390625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,0,0,20,10,10,7,1.801,1.801,2.002,1,Extremely,1.702,1.702,1.926,1,Extremely,3.901,3.901,4.084,1,Extremely,8.899,8.899,8.99,1,Extremely,2,2,2.18,1,Extremely,1.602,1.602,1.849,1,6,5.597,5.597,5.653,1,Extremely,2.601,2.601,2.845,1,Extremely,4.501,4.501,4.715,1,6,1.101,1.101,1.264,1,6,3.101,3.101,3.298,1,8,2.201,2.201,2.428,1,7,2.8,2.8,3.031,1,5,5.094,5.094,5.172,1,8,2.701,2.701,2.951,1,8,1.202,1.202,1.389,1,7,2,6,6148cf543025b0ad6b30dcb2,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:24:13,2021-10-12 19:35:31,IP Address,85.255.233.48,100,677,True,2021-10-12 19:35:31,R_2CVVN8T7efXgZVN,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,8,1.879,3.7,3.888,4,8,0.975,2.601,2.831,2,8,3.168,5,5.223,3,7,1.501,2.781,2.856,3,7,2.272,3.801,4.007,3,6,2.132,3.3,3.365,2,7,3.187,4.416,4.643,3,6,3.882,6.101,6.279,4,7,4.101,10.1,10.17,5,7,2.761,3.8,4.022,3,5,2.552,4.488,4.564,3,4,3.834,6.601,6.766,3,5,5.914,8.501,8.736,3,5,1.209,2.702,2.931,3,4,3.794,5.893,5.952,3,3,1.84,3.487,3.557,3,3,2,1,6161d2329a7b14fb4a336f73,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:29:23,2021-10-12 19:35:45,IP Address,91.110.180.28,100,382,True,2021-10-12 19:35:46,R_11i15GlP4oloCLF,,,,,52.7718963623046875,-1.546295166015625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,3,1.905,4.663,4.717,3,7,3.536,9.512,9.569,3,7,1.359,2.536,2.589,2,7,1.663,4.017,4.067,3,Not at all,1.468,1.468,1.516,1,3,1.164,1.669,1.717,2,6,1.916,4.383,4.435,3,6,1.745,4.467,4.525,5,Not at all,3.289,3.49,3.545,2,7,1.795,3.468,3.516,3,6,2.506,3.368,3.417,2,5,4.044,5.373,5.426,3,Not at all,2.548,2.766,2.817,2,5,1.567,4.628,4.692,3,Not at all,3.586,4.223,4.281,2,Not at all,6.762,7.574,7.636,2,7,8,8,60fd13ce7400bb0ee8b005f5,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,3
2021-10-12 19:30:20,2021-10-12 19:35:55,IP Address,86.155.26.46,100,334,True,2021-10-12 19:35:55,R_27vWhOMwYsUxcIx,,,,,52.615203857421875,-1.665496826171875,anonymous,EN,"Read, understood and approved",5,5,5,5,5,5,5,5,0,15,10,10,4,1.528,3.694,3.755,2,5,0.975,1.901,2.062,2,7,1.134,2.552,2.5,3,7,2.516,5.098,5.166,4,4,0.986,2.137,2.2,3,4,1.126,2.375,2.44,3,3,2.427,3.368,3.43,3,7,0.204,2.897,2.957,4,2,1.458,2.411,2.473,2,2,1.848,2.175,2.238,2,3,1.356,2.112,2.177,2,4,0.222,9.971,10.031,4,Not at all,1.079,2.686,2.754,2,4,1.196,1.989,2.051,2,2,4.728,8.428,8.494,4,5,2.507,5.065,5.125,3,2,2,2,615b623e5454cb07df212787,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,4
2021-10-12 19:28:08,2021-10-12 19:36:24,IP Address,86.179.229.149,100,495,True,2021-10-12 19:36:24,R_vuau1ikX84KujKh,,,,,56.4597015380859375,-2.9774932861328125,anonymous,EN,"Read, understood and approved",5,5,2,10,10,5,10,10,0,20,10,10,4,1.538,4.056,4.117,3,2,16.787,41.76,41.828,6,4,0.946,6.086,6.146,3,5,6.781,8.063,8.131,2,4,3.465,4.673,4.741,2,Extremely,1.563,2.755,2.702,2,7,7.286,8.359,8.418,3,7,6.513,14.195,14.259,8,8,1.586,2.586,2.651,3,8,2.803,3.631,3.692,2,6,1.668,3.408,3.483,3,8,4.153,10.017,10.081,3,8,1.907,3.008,3.066,3,8,4.184,5.018,5.082,3,5,1.742,2.208,2.273,2,Extremely,1.913,3.563,3.624,4,1,6,5,61603d13520e8746562aec7a,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,4
2021-10-12 19:30:32,2021-10-12 19:36:26,IP Address,94.15.154.184,100,353,True,2021-10-12 19:36:27,R_09gfUBFNxSZatuV,,,,,51.2476043701171875,-0.7671966552734375,anonymous,EN,"Read, understood and approved",5,5,0,10,10,0,5,10,5,20,10,10,Extremely,1.154,2.326,2.384,2,Extremely,1.504,3.323,3.391,5,4,1.957,7.17,7.232,4,6,1.065,3.074,3.135,4,7,1.091,2.206,2.379,2,7,1.267,3.228,3.29,4,7,1.647,6.967,6.906,5,7,1.335,2.673,2.734,3,Extremely,1.444,3.115,3.173,4,Extremely,1.439,2.701,2.761,3,2,1.239,3.501,3.562,3,Not at all,1.143,1.87,1.927,2,Not at all,1.912,2.246,2.304,2,Not at all,1.209,1.501,1.562,2,Not at all,1.091,2.475,2.403,3,Not at all,1.364,2.157,2.108,2,you can’t be too careful,4,people mostly look out for themselves,615f3d317a2cc5451f67a9fa,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:26:55,2021-10-12 19:36:52,IP Address,2.122.178.253,100,596,True,2021-10-12 19:36:52,R_ze5KGqC8HoTSPlf,,,,,50.9051055908203125,-1.3654937744140625,anonymous,EN,"Read, understood and approved",5,5,2,10,10,10,5,5,0,20,10,10,8,1.657,7.54,7.601,3,Extremely,1.375,3.198,3.26,3,8,4.84,6.347,6.3,2,Extremely,1.025,2.808,2.871,2,8,2.714,4.208,4.264,2,7,1.201,3.366,3.426,2,8,1.075,2.435,2.494,2,8,1.628,3.359,3.418,2,7,1.668,3.906,3.964,2,7,1.094,2.495,2.558,2,5,15.701,18.025,18.084,2,6,10.239,11.98,12.043,2,7,1.519,3.315,3.373,2,5,1.498,2.767,2.823,2,6,1.444,4.253,4.202,2,5,1.36,2.701,2.863,2,8,9,8,5bba0e948f3bd70001e6bc52,0,10,1,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:28:29,2021-10-12 19:37:04,IP Address,79.97.210.86,100,515,True,2021-10-12 19:37:04,R_2ZDFMa2tmiA1OOK,,,,,53.33819580078125,-6.25909423828125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,0,5,5,0,20,10,10,7,13.794,13.794,13.83,1,7,3.011,3.011,3.049,1,7,8.227,8.227,8.267,1,7,11.27,11.27,11.305,1,8,8.184,8.184,8.107,1,6,3.449,3.449,3.486,1,6,15.312,15.312,15.348,1,7,14.731,14.731,14.766,1,7,9.866,9.866,9.809,1,7,6.23,6.23,6.263,1,7,11.2,11.2,11.234,1,6,3.248,3.248,3.285,1,7,7.396,7.396,7.434,1,5,2.429,2.429,2.466,1,6,7.07,7.07,7.008,1,6,8.568,8.568,8.5,1,8,8,7,61587f16e25d1946774ea99a,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:31:31,2021-10-12 19:38:12,IP Address,92.5.248.86,100,401,True,2021-10-12 19:38:12,R_9EJJdQCjpfPJ9f3,,,,,53.4322967529296875,-2.1952056884765625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.68,3.386,3.443,2,6,2.872,3.7,3.86,2,5,2.865,7.38,7.441,4,4,2.174,3.254,3.201,3,7,2.17,3.408,3.467,3,6,2.457,4.808,4.865,2,4,1.824,2.719,2.78,2,4,1.331,2.444,2.402,2,Extremely,2.587,3.908,3.969,2,5,1.965,3.82,3.879,2,3,3.124,4.119,4.167,2,7,3.744,6.008,6.071,2,Extremely,1.122,5.052,5.001,4,4,1.903,5.643,5.697,3,3,2.361,3.45,3.4,3,4,1.911,3.117,3.178,2,3,6,5,5b4903aa8ee02300018a72f3,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:26:22,2021-10-12 19:38:42,IP Address,178.78.72.145,100,740,True,2021-10-12 19:38:42,R_3QEKgS31jtgnOUs,,,,,53.7606048583984375,-0.3733978271484375,anonymous,EN,"Read, understood and approved",15,15,5,5,5,5,5,10,0,15,5,5,5,3.277,4.82,4.891,2,2,1.289,2.6,2.658,2,7,0.629,2.98,3.05,3,8,1.854,3.416,3.486,2,5,0.273,14.14,14.2,7,3,4.775,13.483,13.548,5,7,1.8,3.601,3.67,2,Extremely,1.004,3.758,3.826,3,2,2.945,6.138,6.2,3,3,1.296,1.913,1.984,2,6,1.281,2.548,2.502,2,8,1.241,3.707,3.769,2,6,4.622,6.305,6.366,2,3,1.197,2.9,2.959,2,Extremely,0.735,4.977,5.034,3,Extremely,1.027,3.885,3.945,2,you can’t be too careful,1,people mostly look out for themselves,613b0912c757dc0af4721d7a,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,5
2021-10-12 19:30:01,2021-10-12 19:39:03,IP Address,82.10.243.224,100,541,True,2021-10-12 19:39:03,R_12EdX6RnZGS1PaP,,,,,52.585205078125,-0.235992431640625,anonymous,EN,"Read, understood and approved",5,5,2,10,5,5,5,5,0,20,5,5,8,4.023,8.264,8.324,2,7,2.675,4.71,4.77,2,5,1.796,4.821,4.88,3,4,1.814,3.772,3.831,2,7,1.118,2.518,2.579,2,8,4.372,6.871,6.928,2,7,1.923,9.14,9.199,3,4,2.67,5.764,5.824,3,7,1.482,3.922,3.978,2,7,2.606,4.414,4.477,2,4,1.482,3.483,3.542,2,4,2.816,5.475,5.54,2,8,4.419,8.202,8.272,5,7,1.031,3.192,3.251,2,5,1.28,3.357,3.415,2,3,3.445,6.97,7.032,3,2,5,3,58710ffcec49b50001590603,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:32:14,2021-10-12 19:39:08,IP Address,213.31.189.95,100,413,True,2021-10-12 19:39:09,R_1ifk2SiAL6fWwtG,,,,,50.8545989990234375,0.53619384765625,anonymous,EN,"Read, understood and approved",5,1,0,10,10,10,5,5,0,20,10,0,Not at all,1.058,2.04,2.067,2,Not at all,1.344,2.81,2.837,2,Not at all,1.359,2.754,2.78,2,4,1.32,2.528,2.555,2,Not at all,1.156,2.055,2.082,2,5,1.745,3.082,3.004,2,5,1.315,2.082,2.001,2,4,1.48,2.368,2.397,2,3,0.909,2.437,2.467,2,2,3.265,4.721,4.748,2,5,1.136,2.158,2.19,2,6,1.174,2.554,2.582,2,5,1.148,1.912,1.937,2,5,1.125,4.021,4.047,3,6,1.091,2.183,2.107,2,6,1.544,4.443,4.475,3,3,most people would try to be fair,5,615a04685ccd2763823852f7,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 19:34:49,2021-10-12 19:39:23,IP Address,90.252.164.10,100,273,True,2021-10-12 19:39:24,R_5sBvAfAHdW0SMZr,,,,,51.388397216796875,-2.1990966796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.641,1.641,1.648,1,8,1.826,1.826,1.833,1,7,2.349,2.349,2.357,1,6,3.026,3.026,3.032,1,Extremely,2.543,2.543,2.551,1,Extremely,1.149,1.149,1.156,1,6,2.622,2.622,2.629,1,6,5.66,5.66,5.67,1,8,2.521,2.521,2.528,1,8,1.583,1.583,1.592,1,6,1.921,1.921,1.928,1,6,1.301,1.301,1.41,1,6,3.488,3.488,3.495,1,5,4.684,4.684,4.692,1,5,1.581,1.581,1.591,1,5,4.595,4.595,4.501,1,4,4,3,615302a0209f909567d8e147,0,0,0,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:29:23,2021-10-12 19:39:25,IP Address,208.127.199.199,100,601,True,2021-10-12 19:39:25,R_vUBUqmtGDTBkgeZ,,,,,52.61810302734375,-1.1804046630859375,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,7,4.771,5.845,5.874,2,8,3.535,4.355,4.379,2,8,3.19,4.192,4.101,2,8,5.816,6.86,6.886,2,Extremely,5.689,7.221,7.245,2,8,3.939,4.796,4.702,2,7,3.328,4.515,4.527,2,7,4.055,6.27,6.295,2,7,3.51,4.538,4.551,2,7,2.6,3.564,3.577,2,3,4.814,7.809,7.834,2,6,5.361,7.361,7.405,2,7,3.555,5.941,5.957,2,6,12.59,14.552,14.587,2,3,4.889,6.349,6.372,2,5,4.27,5.689,5.61,2,6,7,7,5efe3538bfa0e730cc4cab5d,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:23:57,2021-10-12 19:39:48,IP Address,90.246.42.1,100,951,True,2021-10-12 19:39:49,R_ZygPVz7kYpWEqAh,,,,,53.7881011962890625,-1.600799560546875,anonymous,EN,"Read, understood and approved",5,5,5,5,7,10,5,5,0,20,10,10,4,1.415,4.383,4.443,3,3,1.034,3.286,3.346,3,7,1.05,3.587,3.652,4,6,1.516,2.718,2.777,2,2,1.816,7.399,7.458,4,4,0.951,14.3,14.36,5,6,1.278,2.696,2.755,2,7,0.852,2.736,2.8,2,3,4.892,7.444,7.401,3,4,4.453,5.771,5.83,2,7,1.791,3.129,3.187,2,7,0.975,2.629,2.695,3,Not at all,0.789,2.091,2.151,2,6,3.672,6.058,6.122,2,4,0.975,2.978,3.037,2,4,4.1,6.251,6.201,2,8,4,7,615deecd377b29f5f1d71a8c,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,4
2021-10-12 19:35:23,2021-10-12 19:40:21,IP Address,86.151.197.197,100,297,True,2021-10-12 19:40:21,R_r89xS9kcLv80pjj,,,,,50.9783935546875,0.104400634765625,anonymous,EN,"Read, understood and approved",5,5,2,5,10,10,5,5,0,20,10,10,Extremely,1.234,1.234,1.256,1,8,3.971,3.971,3.989,1,8,2.075,2.075,2.092,1,Extremely,1.086,1.604,1.623,2,8,2.055,2.055,2.073,1,7,1.203,1.203,1.22,1,7,0.959,0.959,0.976,1,6,1.102,1.102,1.12,1,5,1.089,1.089,1.105,1,6,2.282,2.282,2.299,1,7,1.498,1.498,1.516,1,7,1.369,1.369,1.386,1,6,1.848,1.848,1.866,1,6,4.077,4.077,4.096,1,6,1.095,1.095,1,1,6,1.153,1.153,1.17,1,don't know,2,4,615784b2091a62697360d0da,0,0,0,1,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:33:45,2021-10-12 19:40:43,IP Address,82.44.36.9,100,418,True,2021-10-12 19:40:44,R_Q5PKKUG4gGz6slH,,,,,52.4259033203125,-1.462799072265625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,10,10,0,20,10,10,Extremely,2.937,2.937,2.902,1,8,3.455,3.455,3.537,1,7,2.057,2.057,2.119,1,7,6.235,6.235,6.201,1,8,2.549,2.549,2.632,1,8,2.962,2.962,3.039,1,6,3.08,3.866,3.942,2,7,3.718,3.718,3.799,1,8,3.741,3.741,3.701,1,8,3.832,5.208,5.288,2,6,1.902,1.902,1.982,1,7,2.118,2.118,2.186,1,8,4.39,4.39,4.454,1,6,2.675,2.675,2.751,1,5,3.665,3.665,3.727,1,6,2.847,2.847,2.801,1,5,2,4,5d59cb467ca41f0001e97e1f,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:36:18,2021-10-12 19:41:04,IP Address,95.149.249.229,100,286,True,2021-10-12 19:41:05,R_2Cs3rOFWOv8SRpY,,,,,51.738494873046875,-2.2194061279296875,anonymous,EN,"Read, understood and approved",5,5,2,10,10,10,5,5,0,20,10,10,8,1.345,1.843,1.893,2,8,0.16,3.411,3.469,3,7,1.701,4.493,4.543,2,6,1.257,2.656,2.601,2,6,2.787,4.385,4.439,2,7,1.224,2.274,2.201,2,6,2.322,3.307,3.369,2,5,1.915,4.385,4.446,2,7,1.769,4.471,4.401,2,3,1.214,2.448,2.401,2,4,1.278,1.861,1.802,2,5,1.483,3.189,3.243,2,5,1.314,2.046,2.002,2,6,1.578,2.81,2.877,2,4,1.517,1.517,1.575,1,4,2.775,5.511,5.569,2,6,7,6,5e578224e5cbf4136e8ddcfa,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:33:40,2021-10-12 19:41:08,IP Address,130.88.226.5,100,448,True,2021-10-12 19:41:08,R_2b0NdSGjHcxHsOe,,,,,53.4701995849609375,-2.230499267578125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.611,1.611,1.629,1,Extremely,2.663,2.663,2.675,1,8,5.463,5.463,5.476,1,8,4.07,4.07,4.083,1,8,1.967,1.967,1.977,1,8,3.963,3.963,3.973,1,Extremely,8.217,8.217,8.231,1,7,2.115,2.115,2.134,1,Extremely,3.403,3.403,3.417,1,8,2.31,2.31,2.326,1,6,2.461,2.461,2.479,1,8,2.743,2.743,2.753,1,7,2.403,2.403,2.414,1,8,2.001,2.001,2.126,1,7,2.5,2.5,2.518,1,5,13.794,13.794,13.815,1,8,7,3,616179575bef26ae1c94a4ac,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:35:03,2021-10-12 19:41:58,IP Address,176.25.128.12,100,415,True,2021-10-12 19:41:59,R_1kMiPJTp7LPyx2m,,,,,50.7519073486328125,-1.87060546875,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,8,2.391,4.652,4.601,4,7,6.825,9.776,9.897,3,6,2.363,4.856,4.804,4,8,2.635,4.785,4.885,3,8,2.868,4.431,4.401,2,3,1.757,2.721,2.705,2,3,3.166,4.718,4.702,2,7,4.855,12.045,12.006,6,4,3.373,4.989,5.078,3,6,3.619,5.583,5.674,3,2,2.199,3.485,3.564,2,2,5.393,6.439,6.407,2,4,3.537,5.636,5.602,2,3,2.947,3.83,3.801,2,Not at all,2.467,3.372,3.462,2,Not at all,3.382,4.409,4.403,2,2,most people would try to be fair,2,615ef46dc297ea7d8d32c1b8,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:33:04,2021-10-12 19:42:17,IP Address,176.249.96.227,100,553,True,2021-10-12 19:42:18,R_2B8neyx7VllQJR2,,,,,51.4351043701171875,-2.541900634765625,anonymous,EN,"Read, understood and approved",5,1,0,20,5,5,5,5,0,20,10,10,8,1.803,3.413,3.48,2,7,1.065,2.443,2.486,2,7,2.21,3.987,3.905,2,8,2.183,3.363,3.403,2,2,1.657,9.041,9.091,3,7,1.776,5.839,5.876,2,7,0.793,2.634,2.677,2,3,2.563,4.555,4.601,2,7,5.531,6.602,6.762,2,6,1.33,2.657,2.698,2,4,1.406,2.765,2.702,4,7,1.505,2.907,2.951,2,5,1.269,2.558,2.605,2,7,1.574,2.66,2.701,2,6,0.454,1.4,1.56,2,5,2.89,4.696,4.622,2,8,5,5,614ac76ed392a7cd817b2170,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:34:29,2021-10-12 19:42:22,IP Address,95.144.190.238,100,472,True,2021-10-12 19:42:22,R_2cusNy2c02IiNTR,,,,,53.01690673828125,-2.2368927001953125,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,8,9.541,9.541,9.552,1,8,5.08,5.08,5.089,1,7,4.636,4.636,4.647,1,7,5.554,5.554,5.564,1,8,2.197,2.197,2.206,1,8,3.843,3.843,3.852,1,5,5.546,5.546,5.555,1,6,3.378,3.378,3.391,1,7,4.611,4.611,4.622,1,6,5.901,5.901,5.911,1,4,7.615,7.615,7.625,1,5,1.911,1.911,1.921,1,6,2.121,2.121,2.132,1,5,5.108,5.108,5.119,1,5,4.718,4.718,4.73,1,4,4.227,4.227,4.237,1,you can’t be too careful,3,2,603e2035a82afdd77cc17f58,0,10,1,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:33:58,2021-10-12 19:42:26,IP Address,88.104.196.52,100,508,True,2021-10-12 19:42:26,R_3fpXvIi9ASzsfYB,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,"Read, understood and approved",5,15,0,10,10,10,5,10,0,20,10,10,Not at all,1.35,1.35,1.41,1,2,2.443,2.443,2.504,1,3,1.785,2.503,2.561,2,Extremely,7.214,9.328,9.381,2,Not at all,1.103,1.103,1.283,1,Not at all,3.171,3.171,3.128,1,4,2.601,3.557,3.506,2,4,2.772,3.282,3.356,2,Not at all,1.384,1.384,1.439,1,Not at all,3.336,3.336,3.398,1,2,1.312,1.312,1.373,1,2,3.295,3.913,3.977,2,Not at all,1.652,1.652,1.61,1,Not at all,6.046,6.607,6.671,2,Not at all,1.195,1.195,1.257,1,Not at all,5.749,5.749,5.818,1,6,most people would try to take advantage of me,5,6151b3079d837c7cd5c80d8c,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 19:26:56,2021-10-12 19:42:32,IP Address,86.183.17.1,100,936,True,2021-10-12 19:42:32,R_2SdUh6Thq6VJvsQ,,,,,51.1278076171875,-3.0001068115234375,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,7,1.263,2.692,2.742,3,7,1.459,3.494,3.545,4,8,2.398,3.91,3.963,4,6,1.071,3.289,3.203,4,7,3.288,6.685,6.742,6,7,24.005,25.443,25.491,4,6,0.124,9.042,9.082,13,6,1.647,4.023,4.072,5,7,2.088,3.233,3.289,3,6,1.722,4.937,4.988,4,5,1.365,2.451,2.5,3,5,1.45,2.493,2.542,3,5,1.131,2.068,2.119,3,5,1.012,2.023,2.071,3,4,0.817,2.003,2.044,3,3,16.51,18.62,18.664,4,7,6,7,613920976b9f224b6eb66b56,0,10,1,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
