tag,cluster_id,n_players,age_mean,age_std,age_missing_rate,share_gender_unknown,share_gender_man,share_gender_woman,share_gender_non_binary,share_education_unknown,share_education_high_school,share_education_bachelor,share_education_master,share_education_other
RESPONSE_TO_END_GAME,8,96,37.958333333333336,12.06117447948422,0.0,0.5,0.5,0.0,0.0,0.0,0.3020833333333333,0.4270833333333333,0.14583333333333334,0.125
RESPONSE_TO_END_GAME,9,153,38.63157894736842,12.324360311718571,0.006535947712418301,0.47058823529411764,0.5228758169934641,0.0,0.006535947712418301,0.0,0.2222222222222222,0.5490196078431373,0.1568627450980392,0.0718954248366013
RESPONSE_TO_END_GAME,10,134,37.796992481203006,11.67343487562241,0.007462686567164179,0.4626865671641791,0.5,0.014925373134328358,0.022388059701492536,0.014925373134328358,0.291044776119403,0.4701492537313433,0.17164179104477612,0.05223880597014925
RESPONSE_TO_END_GAME,11,130,39.19230769230769,12.027807673220062,0.0,0.4461538461538462,0.5230769230769231,0.007692307692307693,0.023076923076923078,0.007692307692307693,0.2692307692307692,0.45384615384615384,0.16923076923076924,0.1
RESPONSE_TO_END_GAME,12,94,40.6063829787234,13.19352894912199,0.0,0.425531914893617,0.5319148936170213,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.35106382978723405,0.4148936170212766,0.1702127659574468,0.05319148936170213
RESPONSE_TO_END_GAME,13,99,41.323232323232325,12.984942836450346,0.0,0.45454545454545453,0.5151515151515151,0.030303030303030304,0.0,0.010101010101010102,0.2727272727272727,0.40404040404040403,0.2222222222222222,0.09090909090909091
RESPONSE_TO_END_GAME,14,124,36.54032258064516,11.451842748401678,0.0,0.33064516129032256,0.6532258064516129,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.3064516129032258,0.5,0.13709677419354838,0.04838709677419355
RESPONSE_TO_OTHERS_OUTCOME,0,113,37.743362831858406,10.769317163210511,0.0,0.36283185840707965,0.5929203539823009,0.017699115044247787,0.02654867256637168,0.008849557522123894,0.34513274336283184,0.39823008849557523,0.21238938053097345,0.035398230088495575
RESPONSE_TO_OTHERS_OUTCOME,1,126,37.26190476190476,11.027368550241581,0.0,0.42857142857142855,0.5555555555555556,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.35714285714285715,0.40476190476190477,0.1349206349206349,0.09523809523809523
RESPONSE_TO_OTHERS_OUTCOME,2,107,35.76635514018692,11.686615016844303,0.0,0.4205607476635514,0.5607476635514018,0.018691588785046728,0.0,0.0,0.2616822429906542,0.5046728971962616,0.16822429906542055,0.06542056074766354
RESPONSE_TO_OTHERS_OUTCOME,3,106,37.95283018867924,10.877133792171271,0.0,0.5188679245283019,0.4811320754716981,0.0,0.0,0.009433962264150943,0.24528301886792453,0.330188679245283,0.22641509433962265,0.18867924528301888
RESPONSE_TO_OTHERS_OUTCOME,4,125,36.024,11.33967058746673,0.0,0.392,0.592,0.008,0.008,0.016,0.408,0.4,0.112,0.064
RESPONSE_TO_OTHERS_OUTCOME,5,107,38.33018867924528,11.599443088530636,0.009345794392523364,0.5046728971962616,0.4953271028037383,0.0,0.0,0.009345794392523364,0.3364485981308411,0.3644859813084112,0.2336448598130841,0.056074766355140186
RESPONSE_TO_OTHERS_OUTCOME,6,141,39.45390070921986,12.569506853211388,0.0,0.5390070921985816,0.4397163120567376,0.02127659574468085,0.0,0.0,0.3049645390070922,0.41843971631205673,0.2127659574468085,0.06382978723404255
RESPONSE_TO_OTHERS_OUTCOME,7,144,40.87412587412587,12.484845536431404,0.006944444444444444,0.4166666666666667,0.5763888888888888,0.006944444444444444,0.0,0.006944444444444444,0.3472222222222222,0.375,0.16666666666666666,0.10416666666666667
RESPONSE_TO_OTHERS_OUTCOME,8,133,36.932330827067666,11.08110286651149,0.0,0.42105263157894735,0.5338345864661654,0.007518796992481203,0.03759398496240601,0.0,0.41353383458646614,0.3684210526315789,0.13533834586466165,0.08270676691729323
RESPONSE_TO_OTHERS_OUTCOME,9,117,41.01709401709402,12.579391264521197,0.0,0.3418803418803419,0.6410256410256411,0.017094017094017096,0.0,0.0,0.26495726495726496,0.49572649572649574,0.19658119658119658,0.042735042735042736
RESPONSE_TO_OTHERS_OUTCOME,10,138,37.59124087591241,12.219532787187095,0.007246376811594203,0.47101449275362317,0.4927536231884058,0.0,0.036231884057971016,0.014492753623188406,0.32608695652173914,0.4057971014492754,0.1956521739130435,0.057971014492753624
RESPONSE_TO_OTHERS_OUTCOME,11,127,37.77165354330709,12.186506313664445,0.0,0.4094488188976378,0.5826771653543307,0.0,0.007874015748031496,0.007874015748031496,0.28346456692913385,0.47244094488188976,0.15748031496062992,0.07874015748031496
RESPONSE_TO_OTHERS_OUTCOME,12,96,36.447916666666664,10.645354600078077,0.0,0.3020833333333333,0.6666666666666666,0.0,0.03125,0.010416666666666666,0.2916666666666667,0.4375,0.16666666666666666,0.09375
RESPONSE_TO_OTHERS_OUTCOME,13,119,39.55084745762712,13.197123137439354,0.008403361344537815,0.44537815126050423,0.5378151260504201,0.01680672268907563,0.0,0.008403361344537815,0.29411764705882354,0.44537815126050423,0.16806722689075632,0.08403361344537816
RESPONSE_TO_OTHERS_OUTCOME,14,116,39.810344827586206,11.933084293242265,0.0,0.41379310344827586,0.5689655172413793,0.008620689655172414,0.008620689655172414,0.0,0.2672413793103448,0.4051724137931034,0.25,0.07758620689655173
RESPONSE_TO_PUNISHER,0,56,36.625,10.546110872992685,0.0,0.30357142857142855,0.6785714285714286,0.0,0.017857142857142856,0.0,0.26785714285714285,0.4642857142857143,0.21428571428571427,0.05357142857142857
RESPONSE_TO_PUNISHER,1,64,36.65625,10.669967867135979,0.0,0.3125,0.671875,0.015625,0.0,0.015625,0.390625,0.421875,0.125,0.046875
RESPONSE_TO_PUNISHER,2,47,35.04255319148936,10.566471680475136,0.0,0.3617021276595745,0.6382978723404256,0.0,0.0,0.0,0.46808510638297873,0.3191489361702128,0.06382978723404255,0.14893617021276595
RESPONSE_TO_PUNISHER,3,41,39.4390243902439,12.538039680284562,0.0,0.36585365853658536,0.6341463414634146,0.0,0.0,0.0,0.21951219512195122,0.5365853658536586,0.1951219512195122,0.04878048780487805
RESPONSE_TO_PUNISHER,4,54,35.16981132075472,11.321755519381195,0.018518518518518517,0.5555555555555556,0.4444444444444444,0.0,0.0,0.018518518518518517,0.24074074074074073,0.5555555555555556,0.1111111111111111,0.07407407407407407
RESPONSE_TO_PUNISHER,5,63,36.38095238095238,10.023244873194432,0.0,0.4126984126984127,0.5079365079365079,0.06349206349206349,0.015873015873015872,0.0,0.2698412698412698,0.5555555555555556,0.14285714285714285,0.031746031746031744
RESPONSE_TO_PUNISHER,6,52,44.92307692307692,15.033095716368477,0.0,0.4807692307692308,0.5,0.0,0.019230769230769232,0.0,0.25,0.5192307692307693,0.11538461538461539,0.11538461538461539
RESPONSE_TO_PUNISHER,7,71,40.098591549295776,13.157458427585546,0.0,0.39436619718309857,0.5915492957746479,0.014084507042253521,0.0,0.014084507042253521,0.28169014084507044,0.4084507042253521,0.22535211267605634,0.07042253521126761
RESPONSE_TO_PUNISHER,8,60,41.46666666666667,12.63096365832208,0.0,0.4166666666666667,0.5666666666666667,0.0,0.016666666666666666,0.0,0.2833333333333333,0.38333333333333336,0.23333333333333334,0.1
RESPONSE_TO_PUNISHER,9,70,38.1,11.299801203843227,0.0,0.38571428571428573,0.5714285714285714,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.34285714285714286,0.4,0.18571428571428572,0.05714285714285714
RESPONSE_TO_PUNISHER,10,45,38.955555555555556,13.019138980669183,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.3111111111111111,0.4,0.2,0.08888888888888889
RESPONSE_TO_PUNISHER,11,54,39.96296296296296,12.427849072331064,0.0,0.5,0.42592592592592593,0.037037037037037035,0.037037037037037035,0.0,0.2962962962962963,0.48148148148148145,0.12962962962962962,0.09259259259259259
RESPONSE_TO_PUNISHER,12,51,41.568627450980394,12.684249921790073,0.0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.39215686274509803,0.4117647058823529,0.1568627450980392,0.0392156862745098
RESPONSE_TO_PUNISHER,13,52,39.57692307692308,12.975612349215126,0.0,0.5384615384615384,0.4423076923076923,0.019230769230769232,0.0,0.019230769230769232,0.34615384615384615,0.38461538461538464,0.19230769230769232,0.057692307692307696
RESPONSE_TO_PUNISHER,14,59,36.559322033898304,11.540440418358326,0.0,0.4745762711864407,0.4745762711864407,0.01694915254237288,0.03389830508474576,0.0,0.23728813559322035,0.423728813559322,0.2542372881355932,0.0847457627118644
RESPONSE_TO_REWARDER,0,85,39.166666666666664,11.655531117134476,0.011764705882352941,0.3058823529411765,0.6823529411764706,0.011764705882352941,0.0,0.0,0.3058823529411765,0.47058823529411764,0.17647058823529413,0.047058823529411764
RESPONSE_TO_REWARDER,1,35,41.371428571428574,14.60476496434864,0.0,0.42857142857142855,0.5428571428571428,0.0,0.02857142857142857,0.0,0.2857142857142857,0.4,0.22857142857142856,0.08571428571428572
RESPONSE_TO_REWARDER,2,57,39.87719298245614,12.227121749032523,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.05263157894736842,0.2631578947368421,0.42105263157894735,0.14035087719298245,0.12280701754385964
RESPONSE_TO_REWARDER,3,62,37.5,11.65170781825425,0.0,0.3548387096774194,0.6290322580645161,0.0,0.016129032258064516,0.0,0.24193548387096775,0.46774193548387094,0.20967741935483872,0.08064516129032258
RESPONSE_TO_REWARDER,4,39,39.53846153846154,13.56436149746858,0.0,0.46153846153846156,0.5128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.38461538461538464,0.38461538461538464,0.10256410256410256,0.10256410256410256
RESPONSE_TO_REWARDER,5,62,40.68852459016394,14.876761501983061,0.016129032258064516,0.2903225806451613,0.6935483870967742,0.0,0.016129032258064516,0.016129032258064516,0.45161290322580644,0.3225806451612903,0.1774193548387097,0.03225806451612903
RESPONSE_TO_REWARDER,6,50,38.52,11.785913418231141,0.0,0.46,0.52,0.0,0.02,0.02,0.26,0.32,0.3,0.1
RESPONSE_TO_REWARDER,7,33,35.60606060606061,12.318531248538202,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.030303030303030304,0.48484848484848486,0.21212121212121213,0.06060606060606061,0.21212121212121213
RESPONSE_TO_REWARDER,8,71,36.521126760563384,11.041298002020257,0.0,0.4788732394366197,0.49295774647887325,0.0,0.028169014084507043,0.0,0.22535211267605634,0.4507042253521127,0.19718309859154928,0.1267605633802817
RESPONSE_TO_REWARDER,9,60,35.63333333333333,10.539621236989927,0.0,0.43333333333333335,0.5,0.016666666666666666,0.05,0.0,0.23333333333333334,0.5333333333333333,0.15,0.08333333333333333
RESPONSE_TO_REWARDER,10,53,37.58490566037736,11.263340743423655,0.0,0.41509433962264153,0.5660377358490566,0.0,0.018867924528301886,0.0,0.22641509433962265,0.4528301886792453,0.18867924528301888,0.1320754716981132
RESPONSE_TO_REWARDER,11,75,40.013333333333335,14.682673492961046,0.0,0.38666666666666666,0.6133333333333333,0.0,0.0,0.013333333333333334,0.28,0.44,0.2,0.06666666666666667
RESPONSE_TO_REWARDER,12,51,40.333333333333336,12.799479156069856,0.0,0.45098039215686275,0.5490196078431373,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2549019607843137,0.0784313725490196
RESPONSE_TO_REWARDER,13,70,37.75714285714286,10.645044726335014,0.0,0.4142857142857143,0.4857142857142857,0.04285714285714286,0.05714285714285714,0.0,0.37142857142857144,0.4,0.15714285714285714,0.07142857142857142
RESPONSE_TO_REWARDER,14,53,40.320754716981135,13.192033704687173,0.0,0.4528301886792453,0.5094339622641509,0.03773584905660377,0.0,0.0,0.37735849056603776,0.4716981132075472,0.1509433962264151,0.0
REWARD,0,157,38.75796178343949,12.401096557121184,0.0,0.4140127388535032,0.5286624203821656,0.025477707006369428,0.03184713375796178,0.006369426751592357,0.3821656050955414,0.4267515923566879,0.12738853503184713,0.05732484076433121
REWARD,1,119,38.9327731092437,12.780235729263445,0.0,0.5546218487394958,0.4117647058823529,0.025210084033613446,0.008403361344537815,0.008403361344537815,0.2857142857142857,0.3949579831932773,0.18487394957983194,0.12605042016806722
REWARD,2,114,37.36842105263158,11.667414086555919,0.0,0.5087719298245614,0.4824561403508772,0.0,0.008771929824561403,0.017543859649122806,0.3157894736842105,0.34210526315789475,0.21929824561403508,0.10526315789473684
REWARD,3,120,37.59166666666667,11.218603871655855,0.0,0.5333333333333333,0.425,0.016666666666666666,0.025,0.008333333333333333,0.31666666666666665,0.44166666666666665,0.15833333333333333,0.075
REWARD,4,52,38.23076923076923,11.771709830685527,0.0,0.4423076923076923,0.5384615384615384,0.0,0.019230769230769232,0.0,0.28846153846153844,0.4807692307692308,0.21153846153846154,0.019230769230769232
REWARD,5,160,40.31875,12.93737789721495,0.0,0.45,0.55,0.0,0.0,0.0,0.325,0.48125,0.15,0.04375
REWARD,6,122,35.950819672131146,10.829903854808832,0.0,0.48360655737704916,0.4672131147540984,0.01639344262295082,0.03278688524590164,0.0,0.4262295081967213,0.30327868852459017,0.1557377049180328,0.11475409836065574
REWARD,7,92,37.42857142857143,11.753148851967625,0.010869565217391304,0.3804347826086957,0.5978260869565217,0.010869565217391304,0.010869565217391304,0.021739130434782608,0.32608695652173914,0.40217391304347827,0.18478260869565216,0.06521739130434782
REWARD,8,96,36.305263157894736,11.138464774662358,0.010416666666666666,0.4583333333333333,0.5104166666666666,0.020833333333333332,0.010416666666666666,0.0,0.3333333333333333,0.3854166666666667,0.15625,0.125
REWARD,9,114,39.578947368421055,13.774989993631175,0.0,0.41228070175438597,0.5350877192982456,0.008771929824561403,0.043859649122807015,0.008771929824561403,0.2719298245614035,0.39473684210526316,0.23684210526315788,0.08771929824561403
REWARD,10,100,39.11,10.587676274277039,0.0,0.34,0.65,0.01,0.0,0.01,0.36,0.35,0.24,0.04
REWARD,11,111,39.13513513513514,11.73377912190154,0.0,0.34234234234234234,0.6486486486486487,0.009009009009009009,0.0,0.0,0.3063063063063063,0.40540540540540543,0.1981981981981982,0.09009009009009009
REWARD,12,161,40.09375,12.904485532377722,0.006211180124223602,0.38509316770186336,0.6086956521739131,0.0,0.006211180124223602,0.012422360248447204,0.2919254658385093,0.4472049689440994,0.16149068322981366,0.08695652173913043
REWARD,13,129,37.2265625,11.88144510136921,0.007751937984496124,0.2868217054263566,0.689922480620155,0.0,0.023255813953488372,0.023255813953488372,0.24031007751937986,0.46511627906976744,0.23255813953488372,0.03875968992248062
REWARD,14,158,38.5,11.645370311051884,0.0,0.34177215189873417,0.6518987341772152,0.006329113924050633,0.0,0.012658227848101266,0.31645569620253167,0.41139240506329117,0.16455696202531644,0.0949367088607595
