run_name,label,family,variant,order,metric,num_treatments,mean_wasserstein_distance,median_wasserstein_distance,source_summary_path
twin_sampled_seed_0_gpt_5_mini,Full Twin sampled,reference,full_twin_sampled,1,mean_total_contribution_rate,40,0.1785785120394195,0.1340182502682502,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_sampled_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,final_round_normalized_efficiency,40,0.6075699884633916,0.676124303280417,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,final_total_contribution_rate,40,0.4678924382973085,0.5020833333333333,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,first_round_normalized_efficiency,40,0.146143671347539,0.1355214927230428,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,first_round_total_contribution_rate,40,0.1347395182485643,0.125530303030303,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,mean_round_normalized_efficiency,40,0.3359657996164894,0.3197437208854957,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_background_only_seed_0_gpt_5_mini,Background only,ablation,twin_pgg_background_only,2,mean_total_contribution_rate,40,0.2698215042795421,0.240038358894893,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_background_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,final_round_normalized_efficiency,40,0.5655672426710273,0.5447054291682101,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,final_total_contribution_rate,40,0.4263715855054852,0.4275,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,first_round_normalized_efficiency,40,0.1535870573910986,0.126393581081081,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,first_round_total_contribution_rate,40,0.1417549293573142,0.1277183014354067,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,mean_round_normalized_efficiency,40,0.3432121156061624,0.2997371779467233,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_direct_social_only_seed_0_gpt_5_mini,Direct social only,ablation,twin_pgg_direct_social_only,3,mean_total_contribution_rate,40,0.2801562225286982,0.2472273532388664,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_direct_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,final_round_normalized_efficiency,40,0.3804547833426634,0.3505573135385067,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,final_total_contribution_rate,40,0.2232999712036078,0.1929112554112554,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,first_round_normalized_efficiency,40,0.1677406498866102,0.1653922672672672,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,first_round_total_contribution_rate,40,0.1540901642065293,0.1503205128205128,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,mean_round_normalized_efficiency,40,0.1925496137569072,0.1821100674301746,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_self_report_social_only_seed_0_gpt_5_mini,Self-report social only,ablation,twin_pgg_self_report_social_only,4,mean_total_contribution_rate,40,0.1240064372990203,0.1168981481481481,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_self_report_social_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,final_round_normalized_efficiency,40,0.5578493198923867,0.5667473765767574,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,final_total_contribution_rate,40,0.4235503098178445,0.4404166666666667,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,first_round_normalized_efficiency,40,0.118751771524148,0.0942836105336105,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,first_round_total_contribution_rate,40,0.1015920029957859,0.0880235042735042,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,mean_round_normalized_efficiency,40,0.3069742803219252,0.2799310861048837,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_non_social_econ_only_seed_0_gpt_5_mini,Non-social econ only,ablation,twin_pgg_non_social_econ_only,5,mean_total_contribution_rate,40,0.2412784992518807,0.187560016266589,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_non_social_econ_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,final_round_normalized_efficiency,40,0.5950006798531481,0.6158631198038087,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,final_total_contribution_rate,40,0.458550429568593,0.4838888888888888,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,first_round_normalized_efficiency,40,0.125348630970141,0.0923394293614881,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,first_round_total_contribution_rate,40,0.1115762519339822,0.0837121212121212,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,mean_round_normalized_efficiency,40,0.3288904342498383,0.2988864051971625,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_cognitive_only_seed_0_gpt_5_mini,Cognitive only,ablation,twin_pgg_cognitive_only,6,mean_total_contribution_rate,40,0.2682961166316921,0.2333499697519661,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_cognitive_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,final_round_normalized_efficiency,40,0.6024036786632747,0.58723517177023,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,final_total_contribution_rate,40,0.4660033822540583,0.4999999999999999,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,first_round_normalized_efficiency,40,0.1703288872652776,0.16512756107171,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,first_round_total_contribution_rate,40,0.1618566873854703,0.1604166666666667,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,mean_round_normalized_efficiency,40,0.3569713631192472,0.3294446291788245,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini,Misc heuristics/pricing/text only,ablation,twin_pgg_misc_heuristics_pricing_text_only,7,mean_total_contribution_rate,40,0.292350927589286,0.2501515038932802,/Users/robinna/Documents/projects/MultiAgent_LLM/PGG-finetuning/forecasting/pgg/results/twin_pgg_misc_heuristics_pricing_text_only_seed_0_gpt_5_mini__vs_human_treatments/treatment_wasserstein_summary.csv
